file,L1-dcache-load-misses,L1-dcache-loads,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,page-faults,iTLB-load-misses,iTLB-loads,instructions
1086590.exe,6778838,311418438,195091216,84623,198404723,77848,55258,12923071,321046131,10449,310182670,232,3200,2200,1480567792
1251351.exe,27688166,661172188,291047998,418142,291326134,416836,17900708,52410325,1324092961,289674,657275818,98339,143479,635638,2176210350
1573990.exe,27645238,644087922,301775087,439575,299414542,429495,18384964,54129770,1328558936,296355,627712593,98333,331204,496920,2159770303
1678927.exe,6180057,370938452,221330481,100137,220321355,103345,41430,13873728,538877381,16042,373518016,240,4398,2835,1456188926
1712113.exe,15415527,438281071,301165507,354354,299936205,347466,8131739,27595573,1013664355,130249,438528368,97894,301850,425252,1977839476
1727347.exe,27700829,639741111,304682487,387921,304930151,394756,18577795,53015094,1184991774,296119,622228081,98335,145376,664942,2019074235
1822881.exe,27449202,759437140,433472551,542636,442322797,546341,21928266,42158881,1482906400,797636,755958951,97890,156035,407625,3110799774
1850469.exe,6328386,192143861,104704948,38841,104500567,37825,8786,12408860,218354747,6785,205263569,327,2341,1817,922486702
2233911.exe,27762773,612124966,512492393,479590,535223860,479593,22783738,43967318,1356597850,641079,639267541,97885,303446,402142,3065658725
2372143.exe,6476025,298454560,204763165,91352,204617493,88507,82355,12259981,422691426,11656,304773494,233,2596,1351,1223119549
2379673.exe,21193377,522753336,345357187,469638,344867774,462498,17865847,38066295,1201048886,651853,497436882,97890,140431,551102,2320574186
2467040.exe,28727212,506995257,339557542,781846,379875702,939727,22381299,48918030,1409863703,689981,580165376,97892,181027,377590,2569913501
2526872.exe,50225527,296203004,206710083,89617,206338499,85441,68189,90612149,385789901,9828,304411249,529,3318,2110,1118841911
2559658.exe,25646834,495653195,207490775,72639,207650031,72417,44608,57238043,393666348,10041,516802872,726,3612,2003,1641404398
2595156.exe,20725278,820405707,641881144,522376,642114856,526446,18100579,40357626,1681075025,669980,804322827,97891,110140,489166,3613601347
2630421.exe,27436635,648860174,296371958,444651,296193185,431115,18632371,52249349,1330964014,300111,628648483,99216,131499,833741,2168000810
2703189.exe,27218656,638367304,307796488,386656,307989603,385917,18559032,52521233,1188298507,293251,621529790,98338,195327,687657,2026576699
2795168.exe,6396435,193052191,104079243,38336,104382267,39717,18464,12424277,219028483,7274,205478755,328,2426,2128,920753556
2863666.exe,27510947,607614893,308704852,399414,309102892,401280,18742892,54745315,1192308218,283592,659285019,98332,153251,680906,2030737521
2863908.exe,20451759,819252800,642759653,569610,642831218,557604,18207262,41672072,1690950887,663160,804218611,97891,302174,467930,3611316780
2881871.exe,15259900,539202132,499901455,383858,501869527,385902,8245000,28150232,1413520627,138880,539590731,97886,299465,340883,2972261208
3046101.exe,6318283,383391187,297772704,1378904,294503688,1442563,33826,12978476,375571310,11720,374560744,233,3319,2328,1307012517
3095538.exe,27414289,629501911,309573871,444240,310022138,433152,18707882,54534675,1187730150,295326,626948634,98338,160371,636453,2085298309
3147217.exe,21194269,537131401,331012314,465370,331474717,461109,17305562,36978685,1139591751,714283,488233303,97885,182073,433815,2124807099
3153091.exe,6469720,298170234,205142877,93309,205017583,103095,46032,13052115,525958626,16301,304141843,229,4851,2556,1222034428
