file,L1-dcache-load-misses,L1-dcache-loads,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,page-faults,iTLB-load-misses,iTLB-loads,instructions
1267787.exe,755073,343530559,210671119,594095,213606731,596522,243865,3585090,388721704,19995,314159339,1938,8568,31184,1004327685
1327269.exe,10761395,156064722,151283524,753073,150153431,746315,1682000,18851418,609309010,36810,156311704,6382,13054,47905,569859097
1343486.exe,946253,326244746,214622147,560291,213307081,558611,185174,3049898,386069310,14311,303484171,1937,7689,27756,960160742
1414577.exe,644999,88371543,74612902,34604,75732286,60747,112566,1244562,144219966,6363,85161447,1041,2967,4587,353979958
1417709.exe,24190763,236098741,195476300,2170936,201642936,2228838,1408203,7243749,802590280,46024,250614340,5695,14679,44390,747154966
1440839.exe,923718,102721835,50119003,66542,55944847,61150,242569,1425199,129201139,7549,103627186,919,5055,9577,395664687
1447707.exe,833282,78853980,94986107,34543,99238641,103773,112408,1767326,143483934,4530,80181650,915,3605,3738,382616980
1526865.exe,22514885,246027619,178933783,1540771,178287010,1480052,5595990,25791854,938792716,85168,254828986,13317,26304,101287,911960579
1848211.exe,239423,313962304,200578030,499246,200776829,496071,71161,1356700,346364385,10008,326046188,522,4257,11605,936414896
1928955.exe,2560788,86749193,70072306,42106,71823496,39470,298040,2258498,145948845,11328,100733418,3749,11725,8859,362670343
209081.exe,943980,83261662,90182660,1740525,91305907,1775983,152569,1908415,217860974,13737,110162344,2297,9542,10052,395172392
2149463.exe,580645,323860688,230816411,631521,229347482,670607,213327,3459294,370825443,15426,317901560,1936,7986,32298,958066686
2257128.exe,3226950,85487886,79483489,47636,81513447,45094,247411,1928614,164774446,13309,104365150,3750,5296,12475,330906867
230934.exe,585781,320927013,198228633,567603,197871450,565652,219989,3263028,364670996,16794,319016866,1899,8162,31999,948666486
2369399.exe,2589105,94996733,63778171,56340,71656207,53813,429540,1669868,165993748,11228,116692829,3749,13544,17535,361664774
2478892.exe,433791,341410624,214176911,578072,214334566,580773,115925,2611202,374020105,12417,316128838,912,4228,12796,993843432
2588525.exe,236115,320749637,211142160,752533,204140771,743916,181056,2727076,355329985,12541,323946943,911,4255,11992,940690370
2725657.exe,3225634,87633023,76155600,47519,78148554,45272,276218,2018442,159409438,12460,102634809,3750,9981,10142,345320866
2791527.exe,381833,320194228,206294170,575642,203548371,558929,169267,2235942,356323575,13844,324968080,1033,6104,17422,947532267
2837315.exe,16211009,162137666,149300132,723898,145169976,704601,993018,3720977,424005739,28597,148216780,4831,7682,36765,583713738
2905927.exe,28387789,211636713,180816993,580821,179679934,567861,469166,7484027,559761019,22524,218420773,4041,13849,29568,691674574
2973689.exe,8725099,398592833,256664904,860910,254317774,854397,1565848,4830233,661437498,38541,393765661,4817,12106,54413,1218494231
3056990.exe,226304,314448774,196802339,507027,198035960,501563,116928,1697410,347867116,10425,325585640,524,4084,12642,935199649
3135394.exe,13307828,140808944,107630115,369508,106748420,367747,274612,1912324,335169350,14155,147812827,2476,6504,17287,449031243
3326099.exe,15443176,161890739,149661028,733319,145152922,718868,1085788,3592164,426849767,29925,149906026,4820,23471,39090,585764668
3373624.exe,2080909,92865140,82052107,34568,83744227,84221,421563,2922310,151721237,6946,91278916,1695,3004,3195,332566810
3386412.exe,230610,314840602,196753605,520765,198721728,518140,124306,1726805,352331590,9989,327294450,519,3372,11297,940119518
3419202.exe,447748,315433582,194045724,501089,197297982,502410,143292,1893793,350806557,13170,323120983,994,6229,22449,930374877
3713341.exe,19305606,442966876,298899175,994434,293514185,986175,2813441,9408589,879362980,69571,474169031,10650,30866,86293,1458163597
3823732.exe,205236,318610162,195138055,498945,197198361,498515,94311,1495442,344935226,10107,324853555,519,2987,16642,936335606
3864459.exe,207337,88267534,69455412,69104,75886325,124532,155504,2429609,130046192,6461,98778421,916,3134,4151,307684743
3985474.exe,7303780,127662603,106662202,444499,108015482,448238,607672,2145692,271208141,11126,133570907,2475,5131,17663,453764738
404520.exe,890855,103223315,90221048,1532619,91583184,1557497,226248,2410512,220320850,12156,108544969,1945,4696,7171,432990856
4056668.exe,229238,324487891,203765849,595394,203490738,568958,154552,2401618,349779011,10760,330944705,909,4252,13655,952647850
4111853.exe,199574,319735141,198446730,581963,199535596,575103,137867,1925431,350826533,10293,327424084,520,4153,15372,939959075
4413471.exe,260437,321648397,206268735,593489,205466801,567797,172008,2478749,354148532,11500,332827691,908,4407,13595,956775948
4456241.exe,209098,88748583,74942878,170976,76479994,187803,164722,2157074,124085515,6192,94570124,918,2385,2687,316122336
4563103.exe,577393,323843507,228760014,634350,229525764,662487,225539,3386991,372842549,15435,320361836,1938,14557,28729,966968733
4731548.exe,207229,90855832,70094681,59159,75639578,121297,99321,2415169,130778437,5710,98350534,916,2912,3027,315485259
4773678.exe,601557,320832661,227454693,641189,230303113,665795,220232,3426639,373928550,16386,321642253,1939,8754,30046,961370745
4839731.exe,184002,84509579,73036377,135121,76749092,155235,103160,1348862,124721803,6090,93008995,526,2118,2574,306966682
4965248.exe,578437,321822221,229636131,643078,229978847,675456,242027,3621074,373220622,15663,320516847,1938,8028,29794,958828013
4966879.exe,310809,85548450,75515979,191743,76836295,181901,117591,1352932,121962531,5995,89586001,524,2793,4697,300981737
4976437.exe,234809,87137778,70776492,112172,72638457,135669,106212,1357892,127909115,5566,87992710,523,3346,3971,305187196
5091866.exe,8806717,399745374,266417619,1084419,259984596,1068228,1390437,4633016,662818909,40273,390115775,4817,11529,49971,1213058136
5095087.exe,10800866,394656689,300953479,1620599,307816432,1623625,1714322,5680377,715978617,41157,418550424,6378,20611,63980,1410115129
515912.exe,1324892,83027181,75499312,37987,76517624,36703,223684,1789264,151454803,8006,95363017,1945,4691,6625,334644678
5194694.exe,819406,326194733,222932708,591886,221117094,591071,204595,3198306,374175926,15330,310135221,1936,8344,27838,957185429
5208366.exe,1341228,84669352,74744482,41185,75770956,37155,231768,1715980,149808843,7922,94523289,1944,3896,5305,333489100
5219347.exe,1621156,356234821,237691393,718928,237627357,722736,315180,3654181,420553812,12101,367999907,1692,3440,5903,1057157162
5221218.exe,15405017,175333475,135088958,424071,133247005,420328,906595,3889163,425229696,30482,163827788,4823,8193,37297,569998780
5245864.exe,10925624,402940999,252802803,962184,260740083,999561,1685880,5826066,719871916,46116,418872889,6378,16775,64591,1255380082
5258624.exe,160294,87946733,72159300,115816,73561424,144864,90521,1334864,127126012,5299,92054885,525,2918,2861,315378608
5274754.exe,599529,326135473,231650027,640519,228996980,680605,329295,3704722,372890171,17091,317176039,1939,8794,28445,963282629
5422224.exe,976370,324012472,218180580,558434,213334264,566959,217077,3185265,385358483,13484,302861364,1938,6927,26991,959478654
5429242.exe,397976,103288332,77825148,54373,79420177,98293,131040,1549764,151119645,6222,95617674,1040,2969,3382,371833315
5455839.exe,1531745,126824098,112190717,1980784,117835468,2148364,1217293,4522310,356416108,94930,151866230,11195,17308,31922,463838658
5489768.exe,15719619,156703012,144423817,685316,145884384,688111,826303,4647269,426106832,24788,152053116,4823,8404,40120,565924060
5505709.exe,1373842,84301663,74760395,38556,75724840,61720,223068,1804071,149930962,7811,92693088,1948,3684,5585,345157210
5508609.exe,2914186,81532089,79482949,46367,81755714,44399,360806,2431510,166947506,13524,101891358,3748,5046,8060,349376219
5521819.exe,924396,328011333,214610785,590760,212790279,582984,228142,3181081,385894587,15097,305965740,1941,8430,25911,966867048
5555464.exe,208301,316583403,213107743,673761,205074041,634809,120492,2159980,356664953,13013,319896455,522,4391,16121,937223492
556487.exe,17097200,478025619,333657357,2371992,337027722,2224247,10780229,28961153,698528698,154069,475329065,5598,22739,63886,1666133080
5568977.exe,29505419,342110952,232697001,995712,233561005,979582,4646383,11621706,942043034,83995,331962283,15926,23827,116860,1193323714
5706628.exe,10428223,147032895,106859298,406634,107291177,403347,1049486,3554327,374229878,20061,147581679,3256,10034,27209,468108852
5712195.exe,585468,322519015,227294145,647826,229612948,671928,221367,3398325,373213423,15983,320483849,1938,8617,30653,962226370
5904572.exe,308340,327709188,211828546,711516,214535856,750325,761772,5902138,369414420,14613,324297040,1690,5482,12563,968871651
5930892.exe,161310,85809246,75223632,146837,77317686,157983,94832,1311532,123519481,5734,92875837,524,2028,2968,307811185
6023868.exe,10125542,143340983,101839728,395848,106471825,400021,1035117,3446006,375807377,21624,148775119,3259,7766,27320,455557883
6129937.exe,386945,319847327,200403993,568354,200299361,559066,180129,2371907,357803401,13907,321380239,1034,6050,20791,948767422
616040.exe,2936154,103215827,85018439,46862,87251024,44620,214388,1430471,177838019,11097,131679684,3748,12431,12855,373609042
6323073.exe,15709283,171783534,146135258,439987,147046735,431002,747144,3602557,428583544,26466,167714355,4824,8632,35500,567859810
6338103.exe,13271799,176904244,149793263,402832,140227206,414317,1835352,5102869,442454918,24077,157046817,4809,15950,35886,663050082
6477903.exe,6029524,306316468,217239167,448650,219696397,380477,1992924,7439297,411446334,32001,321468810,8017,41882,28549,910110381
6823043.exe,1986310,148140122,91918522,137141,82913347,112504,1394559,4352626,186755436,16657,129441049,2477,2001,2093,450169912
6920293.exe,12735754,135186820,111028343,496010,108948645,456496,500421,2962555,339929491,23459,143074129,2476,8218,19810,441222825
7028817.exe,1029864,93788210,94087148,1867001,94892572,1879213,255291,2574938,227902829,9938,101614687,1945,4726,5123,420113705
7095733.exe,1123260,316951449,218283404,650764,213821712,663712,224901,2955144,391036525,13540,299809607,1937,7762,26416,945862816
7129159.exe,4323682,339902424,216220673,660253,210808581,631322,572850,3768896,400046075,30742,327488561,3745,35124,104317,1096274667
7190968.exe,1335534,77705238,80422764,51243,81941286,46824,287324,1815576,163199964,8634,95367210,1945,2987,6635,323689876
719979.exe,1330349,84593782,75405387,38388,76257743,36975,218548,1734205,150172796,7952,93723371,1944,3866,5012,332609878
733419.exe,3292531,320829558,202393746,536678,197256408,542447,1025818,4029412,419921196,29183,319248659,6301,12545,26715,991287895
7463189.exe,1339818,72730747,100901279,41432,102643528,40034,244818,1648741,167590647,9332,86784652,1942,3892,4962,369109860
7504440.exe,213402,91363873,73326690,102897,78671392,152979,192518,2371326,123503820,6084,85520364,916,2440,1845,312369670
7558655.exe,9729674,391709680,312179280,1657034,314072426,1650163,798240,4133879,673699126,31984,392914595,4816,12023,49197,1342208426
7699604.exe,8981394,391440019,265361632,1079755,268554481,1091771,853615,4213894,663693634,32497,394938231,4816,11334,49541,1174235286
7910691.exe,10906907,177933654,124444577,442104,129590950,465038,1473796,4785822,491645051,31159,186491190,6385,12273,49418,605810246
8065224.exe,1060284,319894979,218687048,699580,219053485,722602,218297,3143517,387514970,14983,306214225,2330,13396,20744,958244280
8138776.exe,581814,67830898,87580205,90518,92003246,162778,198975,2542467,169448958,10220,97029917,1907,2660,6998,268436605
8310216.exe,3104575,84032556,79394833,55279,81689795,50436,332736,2176431,167602976,14041,104236042,3749,5395,8569,350331389
837478.exe,7676087,451944486,330055308,786906,323665863,829633,4146107,13267668,607691472,46574,455409004,8630,18253,49320,1521114171
8387568.exe,2937234,83643897,79039713,43607,81035554,41063,285535,2341868,164591688,12578,102237714,3750,10169,8174,348826148
841011.exe,2901267,83495533,79438855,42150,81513725,46040,298428,2454570,165935071,13058,103152882,3749,10653,6894,334966167
8425859.exe,3426710,89008421,75915628,40207,78075847,39803,226135,1585863,158648043,13287,103944964,3748,5150,11569,357485149
8455478.exe,1218332,312007019,219037962,539537,214337074,560610,219766,3055293,394861951,14907,299814042,1940,7087,23552,942297939
