file,L1-dcache-load-misses,L1-dcache-loads,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,page-faults,iTLB-load-misses,iTLB-loads,instructions
1009412.exe,505789,74864085,49608979,74859,42601041,70534,585715,1839440,91588447,16575,45772859,1960,3578,9407,220727054
1054386.exe,237316,85384871,25439719,46169,28337127,47440,692328,1946511,89573055,18281,63157313,2604,4763,5445,290836551
1055671.exe,953516,136923200,109412458,66886,102740994,60797,1123800,2747758,195311136,24770,145942739,3484,4681,17283,487495821
1064013.exe,255545,119887935,82349243,40704,78964640,39231,493991,1733637,155921571,15246,127627677,2605,2217,7707,412089165
1163493.exe,471856,117318475,77461150,38877,78522372,35512,484943,1711584,161748114,10245,127685437,2606,2126,9282,401536661
1449114.exe,1115946,137347062,111110467,58899,103467359,66885,1099962,2758738,199482216,28312,143872399,3482,4892,24892,488110256
1472098.exe,941176,74228840,72919718,31828,73113299,32873,756964,2085833,133477723,20027,90972115,3554,6280,22868,298179023
1488692.exe,529449,75142564,43342604,25569,42007863,30586,175642,780766,94046667,11438,68114134,2544,3667,10275,261551009
1523561.exe,415290,82496173,44879983,31094,46175021,28707,138790,746314,94060131,8533,75045141,1959,1998,5780,283900999
1581847.exe,472235,77350713,45524933,28317,46592741,27186,171026,790268,93868120,10373,72615781,2152,2461,5116,284452067
1677942.exe,404748,115452000,77581884,34689,79084429,33684,82054,857946,155333775,5529,127262016,2046,2369,7884,392497005
1696369.exe,1129827,69154367,68398525,30294,67613630,32350,669672,2078853,131821145,15138,86841166,4136,7471,28308,285086267
1890375.exe,3099632,115904153,96644943,73848,95474196,70574,1000370,2024917,242449037,20793,142971761,12499,14510,55369,438530836
1930790.exe,455963,115045110,76292857,37534,78034422,34951,147589,1012441,156316896,9257,126550997,2247,1914,9175,384959737
2014155.exe,1326915,76524391,72718145,36369,73112766,53180,459981,1605601,147159399,16209,102276665,4820,6944,21583,325433688
2082270.exe,214291,117378207,78229106,41784,79218296,40142,254810,1345055,154960106,5472,126092450,1952,3541,8545,391520592
212989.exe,513020,75928558,43157511,29121,45262564,28252,167202,868301,94766962,12340,73115489,2606,1583,1963,276268309
2136822.exe,1091983,69987098,70171236,32846,71046972,32002,832358,2072724,127643297,14515,86091874,3489,5935,29499,280200086
2209249.exe,419140,78216575,44611702,28486,43021135,27544,96591,687050,90042837,12034,69175438,2152,2650,11884,270154632
2218845.exe,528660,113261243,70881952,44126,74867944,39594,387238,1466617,157485182,8281,125994264,2597,2958,9333,381120531
2288631.exe,1096077,68633890,70534656,34105,70357105,34528,780925,2034960,130382380,15028,88506532,3877,6627,25025,281985846
2302763.exe,292919,72838492,44391104,20475,42620455,22059,82935,843184,89109957,8653,71953062,1960,980,1013,281120561
2311858.exe,247724,70768343,44469533,27529,43088197,26248,102465,1079374,89231883,9547,72236590,1956,2221,4116,274661022
2395206.exe,551843,169509527,102081377,525372,102112637,526245,167127,2789548,632671614,229242,165061856,1951,618835,321470,543237635
2427666.exe,1092929,69142401,68946088,34095,69579904,34024,385499,1741700,135563266,14559,94930664,4138,11604,24430,303994943
2552501.exe,513469,115373540,71361655,64661,75851301,53781,570856,1858506,163967115,10425,130089563,2600,2883,8880,395428511
2653264.exe,796361,69378749,46869844,33768,48513917,34107,138730,763940,99864976,10255,63312326,2929,6146,29136,247410809
2666073.exe,1393169,90073248,45703801,43743,48960055,43990,921151,2105248,160742290,15362,112371031,4291,4977,25864,391958663
2787179.exe,434189,79474085,43518042,30665,45307709,30258,136228,740762,92590481,10350,74968073,2153,2499,1507,284359975
301119.exe,359040,74964374,43760667,26687,42801806,26412,102973,753428,89801881,9253,70805212,1957,1794,3509,276421556
301392.exe,407209,41427842,24572392,25630,31540705,21934,245799,922844,65357593,5124,63385655,1959,2385,1429,195820825
306775.exe,393180,115399757,72959805,42321,75967741,37031,248991,1247102,154506592,6286,125720937,1951,1803,10464,387725390
3068084.exe,471400,65417440,64243022,38116,60498146,41136,240473,1207820,113832116,9315,73186852,1955,2861,5825,287917841
3075283.exe,540400,64345191,62792236,40895,60020353,37442,269907,1232431,115084566,9594,75938379,1953,2873,9196,295878972
3088906.exe,842428,73729545,67398959,34368,67727190,34917,688717,2139154,131912198,17574,89735460,4135,6678,28267,292828706
3356312.exe,1186914,73329107,70492483,38175,71516038,36748,382823,1609444,138276711,17421,98602888,4528,5763,24300,318374964
