file,L1-dcache-load-misses,L1-dcache-loads,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,page-faults,iTLB-load-misses,iTLB-loads,instructions
1489349.exe,169404,12341885,56068408,6845559,56263729,6877057,51691,2245273,492024237,17251,12144539,128,3883,1824,213550100
1519241.exe,261055,68971020,244027416,7565308,245657500,7590514,60772,3250976,838091007,24355,67719550,132,5933,3070,1116904019
1520788.exe,186717,14348570,46864872,7148384,46688741,7092910,58922,1914588,523495845,15041,12054069,134,3258,1077,155430858
1599310.exe,117468,24925786,70814155,7355230,70934225,7381951,11222,987258,301259826,8158,23855380,131,2657,1502,357965503
1606221.exe,176645,14398671,57614978,7368058,57748716,7390586,53203,2205865,590072563,15427,11619085,135,3531,1841,275661885
1643497.exe,272279,232996941,197305595,968833,196637487,963830,60974,2234770,598781571,17536,232164018,138,3636,2242,950492757
1648142.exe,55986392,46882301,105155699,6485030,104915599,6474668,15551,1400152,412642359,10825,46774382,89,2464,1448,483278143
1691152.exe,545583,6465075,14938393,637875,13333632,619406,814175,2706739,365605338,14390,7338883,3207,2316,1131,74648524
1710633.exe,131004,14219439,59047475,7105634,59241966,7090535,14167,839766,245063303,6432,11358229,129,1473,729,249007351
1831963.exe,150604,14108594,46569716,6630171,46619649,6696170,83536,2017785,513688418,14129,11722043,133,3397,1636,152649753
1939404.exe,8333906,526986224,427050789,2216561,419408249,2141098,10272288,18136794,998292736,154974,521221101,35933,48079,223240,2217672206
2050326.exe,209815,14615553,57052312,7061632,57120939,7069167,16991,1639001,484216578,12785,11523758,133,3052,2172,210322277
2084584.exe,365339,16143703,60425536,7021525,82504491,7042167,463337,7454684,667786758,39586,67660337,130,18937,50032,252889185
2167115.exe,146907,17340145,60732611,6753024,60494725,6712361,38099,1720575,499919229,12521,14801163,133,3562,1623,230038375
2173464.exe,296911,15250186,69758552,7237910,69519672,7235303,37536,1926638,552409895,15470,13483993,133,4546,2598,235907455
2266185.exe,215878,14442644,57760556,7045549,58025621,7024011,61222,2051529,532211991,16193,12187078,135,4142,2003,209804560
2278847.exe,379054,71309979,32010124,191304,29766994,183597,818867,2078362,250133549,11777,61687386,4042,1831,805,348973550
2350693.exe,240528,49847672,71055048,7103100,71377982,7176930,55098,2229484,593369285,16493,47832712,136,3935,1968,358875974
2436721.exe,141219,13975523,57912409,7601249,57853925,7574327,19234,1716329,501219287,12888,11523592,133,2982,1486,212183609
2490708.exe,160359,17381193,46091486,6271387,46239275,6269669,56657,1800320,506821782,13920,14837278,136,3902,1560,164436918
2512213.exe,747685,14405285,17391508,87263,17903976,89146,138403,2422772,117348774,27691,10907862,2257,21720,28438,116989205
2589378.exe,58629,12317865,6474959,48278,6495040,47252,3490,273692,75109911,1938,12645773,138,479,1309,45219502
2707323.exe,213081,14323702,56640170,6355752,57048784,6308578,131631,2111305,527477105,15568,13356808,133,3541,1643,205761626
2765293.exe,150100,14211963,56716881,6796391,56703505,6872852,63426,1650555,449762814,13108,11921645,141,3566,945,214754065
2821116.exe,8240009,528894983,495160431,7085633,487052041,6996073,10305261,19163119,1525088477,130682,532940236,42079,47491,239521,2184739726
2825745.exe,8109870,554084872,431068824,6416058,432026609,6596456,6781255,16404485,1503545534,128435,522800000,35929,73650,254471,2326133027
2827190.exe,153435,14030148,58868329,6793751,58733867,6809494,31280,1613031,481609756,12608,11486634,127,2992,1586,253354371
2919323.exe,166818,14526885,53551214,8409979,53834865,8485383,38459,1614725,477179388,12468,11487482,132,3755,1949,203559363
3053175.exe,182056,14313111,44976705,6221367,44697021,6210398,46417,1985327,520073626,15703,12137846,132,3694,1771,174160198
3076621.exe,163711,14316724,46508393,6370055,46117854,6241510,38835,1958295,527208645,15485,12072029,133,3335,1768,151909097
3221292.exe,354086,8391446,5605423,41908,5530419,40314,237841,908411,88342627,5849,4995803,2182,7355,10424,52637765
3226189.exe,98882,129080051,76607035,7175182,76626056,7150421,12339,1146287,332793663,8446,125477431,133,2062,1152,542022706
3316605.exe,214767,13617157,57333886,6928100,57330972,7040869,31813,2612041,821567763,19952,11998774,133,5087,1755,233606495
3341392.exe,146189,12973446,57692274,7139378,57649020,7114090,20018,1720236,501316835,12880,11524926,127,3094,1595,210671187
3436685.exe,251968,284337983,239055698,5050034,238634731,5061584,46475,2765530,795458465,21221,286298855,134,23754,3564,1038204452
3562925.exe,144192,16219779,46265074,6805343,45914942,6876294,81790,1981303,514875043,12873,14792036,135,3429,1670,154616826
3660935.exe,167111,14412997,57909397,7035258,57532844,7004196,49501,1836220,492503239,13435,11543141,132,3027,1536,209778252
3705119.exe,116462,13854624,57338222,7457398,57560500,7452070,20557,1007410,300834326,8718,12113127,133,3838,1711,225200009
3744664.exe,139243,13932005,58022005,7535030,57889101,7484600,40245,1734076,501771749,13161,11614894,134,3498,1674,212302578
3822869.exe,141846,45295916,58928832,7366112,58741156,7336556,40760,1146022,297041472,9718,45930610,131,3553,2185,277668788
3933685.exe,173486,11014904,8218558,22149,8180415,21972,2802,197569,54446392,2690,23343331,133,1653,2132,78172311
3933710.exe,274177,11846579,8122410,26378,8117299,25864,11189,227831,54531032,2624,19851736,134,1824,2001,71916010
4087209.exe,165469,14280364,59201367,6978309,58703896,7026506,142955,2168484,511320460,13634,11540856,135,3400,1632,209068448
4153746.exe,228696,14639333,52546909,6486362,52861690,6507219,62008,1809578,485822388,13757,11655138,134,3874,2054,205134370
4253487.exe,467377,17418502,68072190,7487825,72467849,7210991,377733,1695512,340296810,13064,15289480,2176,8110,9548,397309159
