file,L1-dcache-load-misses,L1-dcache-loads,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,page-faults,iTLB-load-misses,iTLB-loads,instructions
1168229.exe,2834257,772401742,436233805,3401227,437478767,3413856,1174058,6369151,957806937,42059,760342118,3253,19318,29218,2345682226
1239379.exe,1060906,630605363,410884335,2892416,411136865,2904657,149252,3310833,744798085,21438,659308353,1559,14136,33415,1919256711
1253440.exe,2168223,199915068,139638220,1286556,138100998,1401429,434912,4215683,302142692,11272,204581536,1697,6718,8061,623776468
1363825.exe,15923656,275146984,203033865,9197891,210851551,9326201,14598779,41113197,1287262045,1577945,296405728,9844,29894,48681,951885244
1373378.exe,16438642,312004457,245970265,11062931,248691276,11224335,11706568,34877975,1335292523,1378930,340901765,9822,22928,58327,1024397009
1380046.exe,10175868,703610602,461570771,3133856,462223954,3108125,451839,7007642,969204083,31054,685962928,3841,19734,51669,2177923712
1405031.exe,1535692,653933731,411455486,4386683,406384856,4502082,844016,8230546,847666855,45309,650103018,4281,12909,35140,1941833183
1484788.exe,6412788,226741382,172686837,2454407,173939849,2456038,4215535,15196210,527501319,153417,252951658,8069,33893,57366,856313104
1651759.exe,6728580,365424541,267346303,5022539,264626207,5193786,6151316,13769576,967347488,120003,371899070,41428,134764,190534,1323465866
1757160.exe,10505727,202867075,204093716,929766,206659869,858537,913130,4742658,509916979,18890,225626338,3846,14731,31711,822000422
1794636.exe,9526412,696965222,461626779,3111734,462859268,3112094,502158,5764077,958760237,36979,694497333,3840,19321,57528,2190007152
1841293.exe,10886636,172775093,177634245,6536912,176197247,6712710,2622269,25011143,602232330,203160,216396756,7618,38189,73725,693217609
208193.exe,9928900,202382215,193602548,680419,190246927,1288011,799453,5658252,503561774,17959,201311868,4430,19068,27791,678612214
208205.exe,2512415,133434698,174096936,2645427,173853363,2654031,389278,3051210,315080746,10784,141293290,1890,7269,13591,603498281
