file,L1-dcache-load-misses,L1-dcache-loads,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,page-faults,iTLB-load-misses,iTLB-loads,instructions
1172589.exe,697973,182927774,129102325,1637022,124382424,2003375,74058,1850610,248747425,7070,198323768,909,1890,5253,585826152
126726.exe,549136,163580191,142830317,108026,142747661,106602,87723,1360180,255836681,8756,194209370,1002,3310,12157,526538561
1342186.exe,7512259,116786977,113711215,656598,113745920,664150,1116324,6386118,336963370,101339,140946746,2869,5416,17597,384425507
1374738.exe,316598,74442985,45083600,1872146,48619744,1694447,160974,1513848,134168550,8515,82442192,523,2145,1888,278136339
1409011.exe,877384,167980391,145328231,111905,145555564,495531,147812,1645010,257529560,7949,191842357,908,1807,4481,531860921
1690595.exe,473712,71170304,68183055,1796142,66983421,1867650,126597,1149548,161219457,6088,68846142,523,1509,2881,292353107
1825983.exe,518919,171296918,141729224,132852,133759123,971299,41389,1198617,244116352,6644,176361654,520,1740,8224,532818297
1883504.exe,1035034,164463971,144451697,109715,143931118,110038,109272,1707611,262358945,10801,202354542,1905,3790,17265,527255378
201747.exe,557303,163427418,142702694,107039,142268954,109328,84654,1403100,256197649,8928,196498557,1001,3512,14352,526822622
2024997.exe,621963,82784857,48185037,1858381,48043734,1842494,64576,1284399,134811789,5680,72410973,916,2263,2419,315174281
2094555.exe,643610,91778800,44576823,1921078,44147071,2101955,128472,1666621,136133149,14129,61702527,1433,6678,15758,285761479
2131253.exe,1468086,82392819,102674336,975341,104567313,1177605,287275,2581461,256139882,9570,95732258,2333,5585,8919,406608931
229437.exe,365978,184498862,123772825,1890394,119346263,2041238,42199,1313459,248486561,7855,192823884,522,3494,12428,583841028
230403.exe,815104,168689168,146379140,99875,146239820,182607,65902,1510723,258455041,6830,196606525,958,2047,5509,527420888
2616722.exe,464432,166985250,144946126,181117,136424054,1009695,45551,1220412,251763846,6640,179818602,521,1819,9440,525516283
2631785.exe,328202,80043856,47928923,1981011,47878062,1937723,88507,1754610,128557870,5933,75900488,915,2378,2283,318906787
