file,L1-dcache-load-misses,L1-dcache-loads,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,page-faults,iTLB-load-misses,iTLB-loads,instructions
1071_0x1_1095744.exe,0.10730543421352379,0.0033909295534323832,0.005696453336715633,0.014593510158617139,0.0027089149813613765,0.01198721895598954,0.11238430274258,0.013591121178201233,0.0019021634043052593,0.013489015473705011,0.001808362488974549,0.0078125,0.007198055295441862,0.05556880515144288,0.00021210140574772824
1071_0x1_1201761.exe,0.0636468330134357,0.0025610337046114403,0.017315003818330742,0.034283805401607206,0.01628702938816403,0.03343854109351902,0.09736350833524383,0.008669332439280262,0.013799927756132108,0.003916303009958599,0.010466337096469474,0.0,0.004793393202621929,0.6446034606434907,0.0041249340855720445
1071_0x1_1289148.exe,0.11157117414008264,0.0021938547771789634,0.01178805446015887,0.02014805865152956,0.004784692680968546,0.02641793069957437,0.1122564574790161,0.02937835779775825,0.006593190596124662,0.0014150747076205935,0.0001442066811496767,0.0,0.1732526004682762,0.519207939473829,0.0054390833117730275
1071_0x1_1322833.exe,0.20128504256406396,0.0032150305007796827,0.0035816512551894875,0.0013055931234597592,0.0010771831159991784,0.015363805496438348,0.4845834356330305,0.08308678262347163,0.0041169151177713565,0.007803829078801332,1.1908619531435225e-05,0.0,0.0022370086910167442,0.024770275669196963,0.0014972918046802382
1071_0x1_1343819.exe,0.11978621956140423,0.0029958362748694883,0.0012086634391449643,0.015668497680123728,0.0030522072296179717,0.010307656592684908,0.3608572592352763,0.035930080266532514,0.0003414484025888328,0.007511461454115331,0.0009764540903673154,0.007692307692307693,0.006826974133353561,0.06575,0.0014748237621346838
1071_0x1_1349457.exe,0.1307584544210595,0.003324432460600215,0.001741559697186208,0.12244145475202144,0.0006804651908656229,0.12219458220855044,0.21693081183166169,0.012295851830100358,0.008013181362326234,0.0006093739118323003,0.0010330851088476522,0.044444444444444446,0.00019054878048780488,0.7400394917035574,0.0019981514298479178
1071_0x1_1368556.exe,0.21965948438256877,0.0010884230068062414,0.0024284398971603006,0.02944559898490362,0.001236001153573648,0.029516116748168893,0.15201298378682743,0.021977015261515843,0.00043274958875391526,0.003937592219108236,0.0006944443663829061,0.007692307692307693,0.0010747472441768673,0.01775004052520668,0.0002911261089154029
1071_0x1_1417617.exe,4.0077911459878e-05,0.02558956017691765,0.0148760425344486,0.15098335689605294,0.01159618689077525,0.15519329960479508,0.2492426279465806,0.047699545254012966,0.020567793178434438,0.1362673570251824,0.0065742514110242465,0.0,0.05087572977481234,0.1335725677830941,0.0077728348838040275
1071_0x1_1449665.exe,0.050708397804049406,0.0003446315556806341,0.003608513016614951,0.01874852999314414,0.0018435514512859022,0.01647179847450823,0.43149046915664346,0.08458233983387288,0.0005888682625865178,3.602954422626554e-05,0.0006984172543122321,0.007518796992481203,0.002836636396519885,0.03941761363636364,0.0005942970454982244
1071_0x1_1563740.exe,0.1664959798601982,0.0031529772828639167,0.0018941655440713524,0.08619485668098116,0.005836610531884494,0.08304692180067966,0.344948253187718,0.13734083106171177,0.034264977265071286,0.023336706836872678,0.0028887900042590133,0.03007518796992481,0.4907588795534466,0.9584097016004547,0.0024577782343331773
1071_0x1_1568383.exe,0.18832149111330287,0.002178143724699108,0.00011318027938556453,0.08756817236143911,0.0010478406617073555,0.05551534639161691,0.06147312592478718,0.12383145486342399,0.001919558554060084,0.01600151902230201,0.002256910915486308,0.007692307692307693,0.6063302025319308,0.4609101944287478,0.004291292954942405
1071_0x1_1600646.exe,0.1426460783748858,0.0027241132823820615,0.004016676112769275,0.08727601212552875,0.0023998828180637143,0.07769542618780562,0.2841404304517965,0.025476130804078203,0.025045425967788672,0.005889649309982912,0.0028213558951494656,0.0,0.002765187149006528,0.9586355849673938,0.007812993090009773
1071_0x1_1607191.exe,0.515802427186695,0.22719348289075877,0.07940493821824227,0.09596961282800236,0.07944744265812997,0.09576936486372763,0.0068924700689247005,0.00573783728945505,0.15807504750267068,0.4249117136529598,0.0,0.003372681281618887,0.0,0.0,0.0
1071_0x1_1623932.exe,0.008950708072446106,0.011240903496868857,0.02961499090054796,0.1657044198309104,0.020954211981819005,0.108254753784079,0.17491223659338306,0.31940231300126104,0.036888518216787826,0.43789512830048344,0.006001500888469328,0.0030303030303030303,0.052450558899398106,0.22426937738246505,0.0037124885791088745
1071_0x1_163578.exe,0.30721122343910884,0.0034141618264378003,0.002054429357751579,0.009562677802097986,0.005143095595317981,0.001663571649644073,0.202811351898195,0.04712841898431213,0.011302756337152707,0.010655301012253596,0.010948754819579097,0.0,0.015789473684210527,0.03363518758085381,0.009796220483797653
1071_0x1_1658193.exe,0.19129315760262985,0.02756834501943283,0.000319075229009488,0.04124980100660046,0.0006415802021985209,0.02352963482613477,0.3316124512670565,0.10722963553077076,0.00037350137539059577,0.14914367269267365,0.0056158743887237995,0.0072992700729927005,0.040983606557377046,0.13153019636902558,0.006425243975417736
1071_0x1_1751629.exe,0.01114645713763632,0.0016048049780316854,0.013107351687464474,0.010590909931057428,0.005070510918378767,0.026346514741211205,0.010818375688644037,0.03520750321045918,0.00022601157929153526,0.0069407367859049655,0.0013422432866195156,0.007352941176470588,0.2635090060040027,0.20935633709356338,0.001025046335503377
1071_0x1_1799592.exe,0.07302959528706383,0.004165774634254935,0.011789221200225184,0.024515892976835426,0.00957234553301079,0.03423753262390974,0.3833371445994359,0.003477713379603916,0.012479293442565096,0.002320084809092647,0.0019624274420891523,0.007751937984496124,0.0006262750865872752,0.9732046687756996,0.00030303061321293153
