file,L1-dcache-load-misses,L1-dcache-loads,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,page-faults,iTLB-load-misses,iTLB-loads,instructions
1285040.exe,687806,309853194,204988271,1302589,205638858,1298102,244913,5899967,1537347372,53620,308388143,4039,22984,34381,1860982899
1369343.exe,769152,1117559428,804554720,1487025,804749484,1496971,844989,7145780,1748672091,48460,1119207931,2811,11337,6752,6426315710
1591395.exe,546480,305902718,207694601,1261078,208187692,1263907,193651,5072731,1420217070,38117,307595427,1109,8612,6043,1841215423
1782229.exe,616192,308526478,204080265,1283458,204308273,1273129,194544,5479957,1414246299,45650,306317999,2083,13052,21874,2055977660
181251.exe,453112,407057917,205845256,1262922,206166247,1256077,202831,5022459,1417583501,37509,408349689,1111,8948,3354,1838619197
2042950.exe,534215,207262264,206320160,1229963,206631312,1225346,242447,4537360,1242403800,32025,207322855,2089,7927,4684,1752152312
2045625.exe,691599,311468254,206718550,1239864,207560212,1249360,718612,5925296,1543810031,45610,310190776,4041,11509,5191,2068581466
2048339.exe,594451,306993769,208423446,1289770,207774851,1277225,325945,5669457,1574886257,40492,306931603,2084,9233,3789,1843659497
2075294.exe,524909,206691158,207608438,1240738,207869023,1237960,460549,5194897,1307191278,32382,206063592,2086,8391,3928,2978657010
2110646.exe,680031,308141751,206792065,1277953,206840855,1274877,260530,5593013,1536194658,41351,307422062,2088,10546,5312,1948713587
2117851.exe,543101,1011740813,610793177,1449017,612168805,1445621,166972,5329875,1482908882,36773,1019130341,1689,8874,5363,4181254915
2266288.exe,318817,311109260,203755025,1109740,207291898,1120708,436128,2723203,585560756,16487,315285429,2082,3463,1754,1792744580
2275011.exe,375790,306185966,207834536,1148466,207574312,1147096,229309,2590386,662661844,28927,308025279,4034,8520,32544,1346921357
232022.exe,283770,305541785,208039841,1133500,208060476,1131726,57021,2431159,661954517,16860,307784253,1106,4709,2067,2062859330
2358242.exe,807174,1419619268,705638178,1515811,709026225,1524900,587634,7625447,2000435923,53453,1421557731,3015,15730,7195,6906871792
2361679.exe,507312,304888278,206664657,1260758,206399965,1252669,217653,4966952,1413089680,41190,305638428,2079,14909,18407,2033563712
2383883.exe,563455,207761037,207681562,1215951,207999376,1215125,432644,4817027,1287217548,32662,207083745,2082,9937,4270,2765403265
2434254.exe,999056,307679867,207884719,1498476,208095903,1500540,275174,10141490,2973173742,76884,307996742,1108,23221,10399,3843986485
2468821.exe,753199,308608945,207794579,1281332,207774308,1282842,267688,5596680,1544759164,53274,308709624,4039,22462,36779,1847062189
2468926.exe,489386,305479849,206974431,1223069,206868084,1223612,83506,4793445,1435200367,37198,305775117,1105,10659,3845,2641697778
2560483.exe,512728,206656081,207674963,1240867,208227040,1234413,535557,5227473,1255140997,33655,206974153,2082,7714,3723,2060780120
2578381.exe,627269,306744465,207088823,1269084,207077682,1268145,373786,5735108,1531811401,42545,307902392,2095,11943,5706,2045254916
2590789.exe,315729,303826393,208760829,1139174,208504929,1136767,107266,2480880,652060374,17122,308724533,1108,4000,1934,2163245980
2597067.exe,3053050,1048739507,625794726,1337525,628348795,1351066,3732828,11158566,1738501537,82057,1043073564,17711,29570,101868,4298249865
2677392.exe,410972,302311495,208515714,1139780,208588265,1140554,186339,2326980,627095825,27027,307429162,4036,16914,32671,2036109328
2679630.exe,658075,616132521,400294321,2155017,404825388,2192254,950412,5261668,1234673695,42551,619570237,4039,8650,4825,4145533747
2792238.exe,612850,221752424,401441838,1332594,401350089,1326603,1502216,6320816,1334568289,49964,222660860,4761,8656,4828,3670498690
2900204.exe,521220,305397143,207510205,1261889,207213886,1258076,172627,5165723,1411817307,37455,305517574,1110,10083,4877,1839645136
2950717.exe,515002,305571704,205703507,1241933,205676927,1240338,89110,4998522,1463004979,35153,305886474,1110,9355,4546,1835913605
3093096.exe,3031408,245820488,333195350,1531302,335513976,1519991,3688078,10190169,1417935049,72529,255046373,17707,258517,132964,2403123202
3094511.exe,896498,1228093028,598115117,1511028,603465013,1490424,1020421,6796470,1426401880,49737,1233928075,2957,13303,15847,4142764404
3095657.exe,891030,312856434,310179391,1253438,314840316,1479138,517189,8012842,1525122324,55977,351701481,1108,18952,74124,2932522158
3097233.exe,699743,308078806,206706378,1255108,206724511,1256583,193970,5428540,1530521089,39351,307390635,2089,10798,5194,1846414775
3170097.exe,550161,207606687,208672325,1235288,208497756,1233386,304330,4700219,1250552724,42381,207739369,4038,20021,33807,1955212881
3264125.exe,353998,706555029,206012679,1142702,206310208,1142658,73552,2753452,800448151,19939,715943634,1106,6035,2835,2552123803
3292593.exe,487474,304748288,206552755,1258659,206365757,1254457,170861,5077277,1413887635,37952,305716238,1108,9810,4954,1836396254
3521391.exe,979640,210309672,207290426,1394124,207384963,1408652,476996,8994382,2430591209,62779,206393929,2083,17269,7739,3862447324
3525212.exe,740610,308289746,208495339,1258627,208552705,1267467,254548,5462206,1538738634,51835,307910771,4039,22201,35169,2042816690
3634165.exe,709418,308072969,207430090,1268171,207306354,1266069,255359,5302626,1533696901,50577,307420464,4040,23087,34620,2039054084
3634876.exe,773217,308264835,207385472,1278697,207295007,1275187,307313,5625938,1546507573,49712,308355297,4036,13751,35984,1942278268
3636799.exe,683495,307969014,206008546,1258471,206334558,1261195,239534,5543851,1530722869,40755,307370785,2090,10619,5776,2046106179
3888895.exe,599670,307546242,207863334,1267115,207338699,1263630,322281,5606660,1574059382,40624,306903148,2089,10237,3715,1842639789
3889984.exe,542462,305279051,205883361,1257792,205811468,1254827,122353,5041695,1462276878,36062,305497208,1111,9741,5566,2035945230
3890693.exe,587057,305862617,205617647,1258316,205815208,1254696,200528,5057082,1412601515,41626,305559269,2086,11522,19992,1832529067
3891304.exe,648732,1113172979,813626752,1494270,813889133,1499547,235482,6271739,1811433937,44966,1118091266,1834,10764,6808,4272784603
4000875.exe,1075903,310525028,208185658,1467403,208155338,1465629,602521,10316099,2770199548,69681,308939212,2087,19537,9871,3960807315
4003727.exe,486132,305662005,206321575,1256748,205977117,1248448,202952,5172598,1410424540,37772,305750034,1110,9725,4425,2043370335
4091662.exe,641147,307627061,208119655,1261722,208151129,1266800,486659,5804378,1533407713,39667,307681110,2089,10403,6030,2052304517
4162675.exe,486304,307032199,206298954,1251029,206210478,1243178,201179,5039446,1414246593,36556,306564051,1108,10308,4674,1836347933
420703.exe,505495,305632531,206189536,1251666,205889130,1246918,191598,5000119,1409401131,37771,305360175,1107,9545,4918,1838993392
