file,L1-dcache-load-misses,L1-dcache-loads,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,page-faults,iTLB-load-misses,iTLB-loads,instructions
1184356.exe,20403263,656285426,342322605,2274036,343410056,2258543,5087267,25526682,1026596083,601783,652898752,24689,81707,127970,2829284259
1191212.exe,7090015,177616811,80939443,1010767,81923898,1026651,4098833,11638620,454401573,114997,166709742,45679,50937,106718,692552621
1247728.exe,4720231,124687660,60682420,147694,57260860,140600,3626518,5926378,355067683,140690,126749446,20540,68926,112187,534494850
1315068.exe,4801003,148418854,129499928,1094986,124775149,1020428,3674631,6296666,369682420,134156,151640778,20542,25383,70768,631322628
1317833.exe,9677088,197987497,111301873,1128542,119253021,1218453,9587134,12955386,541058399,251298,199257410,40945,47754,177703,768751387
1322710.exe,6634279,277305536,103192792,139842,100935982,130694,3741286,6463128,358644880,55817,245482860,20591,31122,196328,824404685
1398048.exe,12839529,190196933,147606103,861721,147749288,860907,6953784,11787944,616124756,136258,177689034,40988,52479,303836,877537346
1464477.exe,6656696,185355791,62767250,898724,61946922,906224,3901844,6594623,348760323,53054,170215347,20591,79582,165549,514648697
1603427.exe,3548347,133925184,109965829,996040,110084072,995623,1957100,6165430,308060757,56424,139115309,23383,24051,105363,577225305
1637061.exe,4757205,124479240,73631180,997227,73761881,995504,3901883,6030203,343219172,141840,127955990,20536,66493,65507,536490053
1753961.exe,9397168,173720301,94696943,933388,103418313,956369,10409680,13938361,551636095,279819,184813479,40941,46494,174177,703192017
1758935.exe,11022291,247672787,154543887,505563,161038101,549865,14859349,25450457,747662221,368746,233147678,42253,176149,256987,1111859551
1852062.exe,8979704,164473655,90470709,214361,91518400,217706,6949126,10950752,537107397,254681,173620575,40943,46931,206566,698558512
1911734.exe,46275070,731130389,400998999,2470529,405667526,2500317,12322121,62910721,1404452410,4317833,721455106,55929,110565,373199,3317047096
192319.exe,4775324,128497155,58680720,901235,59200112,903168,4178604,6558036,327748351,147314,140857472,20541,63739,103416,487323701
1959638.exe,93725462,880211085,476153555,3473371,476087684,3475876,4456348,175545844,1478794254,9693509,895326451,24742,40116,51905,3113721672
1962386.exe,92416722,648945528,426543185,1262360,433258751,1371852,5868265,170784628,1351239284,5849228,661936059,24869,78642,130778,3245258921
198595.exe,25649424,929781437,520762013,8669206,523004620,8682428,5475819,33109669,1561555969,1030794,944590576,24695,35402,159392,3266207347
201173.exe,3652934,159026840,107771722,107402,108601703,136145,2035510,6386361,410657799,44300,160897111,23365,26152,113100,852630897
2070371.exe,16240537,635621433,351823130,2107495,358738297,2155796,8935228,23244837,1191665816,181946,633013557,49124,147279,147943,2476988503
2073081.exe,13778528,784520703,430651986,2988248,431163384,2995154,4564886,18134745,1053464730,98470,814404703,24772,29697,112718,2907683917
2075190.exe,30601342,945551665,371211693,2257081,373796354,2240536,8872695,37362370,1278628727,669778,894829380,41095,137257,290186,2836111109
2185872.exe,9142298,228793399,149523243,958272,149324159,958383,7004743,11061324,531264890,285080,231547673,40943,133045,200191,825443156
2215057.exe,4577257,177717695,123517635,1060136,123265667,1059650,3929925,6203908,382665750,127357,186671608,20539,66659,104709,636256981
2227301.exe,6829832,141634945,64200461,849604,62850524,866572,3843791,6584730,349963932,58919,130035763,20594,30390,166516,501302097
2311600.exe,8811245,163129036,87210011,210940,88878049,211041,7290724,11563571,544872112,255319,173308013,40944,46083,134278,701023846
2431362.exe,6625786,267958972,164999130,2898243,164609052,3024392,3956554,7372145,519255660,77233,254188519,20593,28672,162785,855417843
2526947.exe,6460084,134854997,62153104,945243,62143869,946357,4011718,6499120,330017574,49626,133545693,20593,53670,169687,473703835
2549795.exe,21485593,792131814,436829125,2310413,436696355,2307717,8665510,26502217,1148465035,161622,785082872,41173,51579,349459,2841546912
2683118.exe,8237573,219653620,154133548,1188396,155242320,1189003,8057844,11788916,568381385,278006,232602367,40959,124369,188125,795074604
2765763.exe,4664614,125241632,78280082,807892,77349057,839160,3837442,6209508,360868428,142920,127079054,20531,70242,68948,552834401
2777266.exe,6287167,131365782,62989716,982358,62939691,981528,4133546,6682025,323683489,49589,135989759,20592,26373,154428,487350051
2783713.exe,14659348,745260062,357019131,3057873,356975926,3085610,9647775,22222322,1306875469,191644,748312540,50084,54154,231031,2697078590
279171.exe,4678231,141846635,69414486,115075,72433667,114364,4366253,6808374,371196827,39103,145997744,24557,76197,51583,653901918
2954072.exe,6948359,164372628,81965203,883228,82219510,890664,4022372,6920308,353040685,53825,149229614,20592,87420,145374,570251385
2997233.exe,6894800,208368433,134069897,968944,133462053,992570,3941661,11460514,527371685,108683,211358327,45689,53252,210362,717939702
3054058.exe,6269182,131340560,63170121,981212,63235037,979552,4093723,6595304,320088406,57461,133689534,20593,31207,176173,503847496
3095445.exe,2945689,171248673,123613326,2916875,123675956,2982858,38378,1053167,263522780,6393,171926411,149,1629,779,694304610
3098751.exe,6796935,158843131,68530889,770814,69010092,791435,3982183,6976091,360306692,70392,149180955,20589,28877,171206,588841563
3361780.exe,3873031,145293749,41643874,100585,41750762,96865,2666139,6191194,306293169,49816,143936223,23385,76437,89662,592799434
3408192.exe,3927695,141991644,63509069,793944,67208110,801754,2637662,6332941,370828215,55807,142447284,23388,67160,98256,628946521
3467701.exe,6498090,211324679,106671241,969151,106694839,966639,4071364,6597549,330077336,50592,222485400,20591,29211,118339,653347833
3478512.exe,12669056,307835010,123786873,179506,122172498,180738,7683214,12330455,549062950,131220,253986747,41001,51694,285570,1027292255
3812433.exe,6602846,138740623,40471175,113504,40365792,110174,4086726,6665117,336936920,52054,134130863,20592,31472,155836,506473414
3815934.exe,3870543,144184387,60906068,845342,61863293,915223,2685603,6347432,335414928,52012,145681379,23391,25098,104315,618976317
3932918.exe,6897511,162323358,68846047,788246,65230690,823513,3922851,6826834,355944698,73753,146489439,20592,38623,165469,646153578
3995464.exe,5043043,132524190,53239173,118015,53203097,116033,4170805,6325564,345235196,138890,137252551,20538,23689,66012,576377808
4200085.exe,7317158,173077991,91231803,869475,89132055,927400,4382408,11106033,516622799,97747,171197699,45678,50488,220504,818936285
4557758.exe,12016325,229225165,127189574,1069853,127157222,1069843,8259870,12557744,566750687,113835,213045600,40998,48946,279674,749978724
4601273.exe,12076716,213739986,80163293,1008446,80082298,1006779,8051456,12464928,503130434,140835,203607142,41197,48386,281281,745534738
4607323.exe,5279062,167125684,59583749,147506,59057147,143301,7106180,10134749,400025061,167434,151917888,24600,23418,63043,662145611
4698768.exe,13874570,628622453,350645306,2253397,350948880,2246382,4718193,18337721,957097591,93738,630103206,24774,75320,73674,2515499381
4778920.exe,14525319,191132603,75019914,209516,76289404,207281,7537456,12210649,547618064,114441,176929480,49221,57622,319899,713534437
4785952.exe,13054056,184908238,65556189,206730,65163880,203881,8961509,13938783,576486131,133004,181452538,49114,51455,281772,696865084
4817032.exe,3755826,159823053,82122654,2964992,84797813,2972013,2709066,6543250,387123377,58023,162143310,23370,21443,96176,609170983
4821646.exe,13051970,222927426,120226855,199190,119735525,193510,7650414,12445433,519081270,108381,194931875,40999,52131,355117,814051636
4853971.exe,4750323,144859772,102828546,4608343,101750795,4284588,3725350,6554518,456013950,154218,150894040,20536,68594,112897,527137429
4885696.exe,11880557,190578921,80947252,1053544,80885158,1053102,8095322,12791196,569230755,153033,178282678,40995,49927,251494,681751226
4886910.exe,6748395,271241067,107853764,154807,105235761,143965,3962506,7111868,439787742,75657,251912583,20593,41881,171799,879879460
5145459.exe,96261367,878132888,436116462,6006453,435486835,6011772,4450340,184108358,1552560548,11216188,898227650,24693,34726,111068,3069907606
5813154.exe,44408896,878976750,372772966,2248820,373402046,2261333,12044812,60527646,1413723495,1418710,861075211,41138,65152,287124,2587466845
5939101.exe,8579520,163798991,105488974,1168487,105432106,1169476,8022284,11781514,500954490,300179,173634615,40943,128280,131518,697749518
5940212.exe,6500290,264555722,104636066,112759,104660482,114745,4118087,6959053,419931242,70887,262136697,20589,29327,103222,893052344
5986135.exe,6496253,177471723,62465467,960051,62277413,953963,4160210,6917440,334695753,52021,176528061,20589,27077,188068,519506135
6006582.exe,6778561,263538995,105158725,120396,105001318,119324,4138144,7079676,420504815,70811,262737946,20592,29329,191759,887128245
6011315.exe,69874650,501917786,305997528,1105205,306681681,1096567,4595337,85129475,838591956,572229,510750205,24807,116119,49527,2058055027
6023674.exe,12204800,254121224,126849279,1058675,126700463,1008565,8134693,12744614,561831782,115502,225975062,41006,47903,225617,769444654
6141629.exe,6915372,162006762,69334785,782261,65535610,814684,3973049,6837280,356344911,73607,146634610,20592,29196,175163,640345832
6175498.exe,4533492,154605665,87857876,1068567,88485250,976209,4400000,6933803,376993993,55714,156220574,23389,27010,120996,698161631
