file,L1-dcache-load-misses,L1-dcache-loads,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,page-faults,iTLB-load-misses,iTLB-loads,instructions
1655552.exe,1650048,79224332,90280954,2805462,94492538,2631240,424672,2757121,231318402,16178,91691336,3659,8712,18561,492918263
174258.exe,2877794,133708947,182835858,19223890,170551720,18718681,414657,4517494,668308033,27045,107432363,4203,7910,20477,879535087
1787832.exe,12568579,132447125,238118990,18057511,229741236,17635841,3225932,14637880,761286824,48123,118439832,8301,16351,37572,875623513
1821852.exe,174136,89973405,126047917,13444587,125863076,13464397,74517,2255362,600511314,17768,89922406,136,3733,1980,530448070
1898852.exe,1044257,39514970,15809976,111310,15787181,183867,252721,2802528,92122383,29020,45608002,296,36478,56290,164105623
2048785.exe,187853,89691251,131715063,13355051,131014768,13310149,75264,2319407,591819047,18798,87502302,134,4556,1788,573169479
2054972.exe,1354059,85483508,154514373,16282284,159873748,16102933,932718,5839935,615723632,30607,101998475,3620,7753,9339,660396307
2110174.exe,17258295,91766379,184338778,17763860,183398143,17101784,1137712,12973545,704284564,46179,97600367,6285,28952,24908,805220134
2254880.exe,7677249,139157579,158922155,6226905,160876711,6172224,4859896,19827525,1541644063,112158,136255567,4240,19719,13849,785336194
2271051.exe,253757,85244107,125341529,13129012,124210347,12966395,81541,2363678,605475343,18716,85038400,136,4668,4618,487817960
2381283.exe,14715837,150737835,244428269,19071616,246469050,19421776,2153933,16085813,839376659,58525,146334746,8304,17009,54456,1028768011
2384994.exe,16901392,121351611,230972833,15692410,234002719,15974371,1117422,12008288,711802725,42369,123664473,8302,14773,50926,925541514
2447635.exe,12467356,123486320,175423191,15808046,176713508,16245103,1445599,12724960,673656055,40273,118566317,8297,14230,41657,940599389
2460677.exe,205985,84165326,126311032,13313499,130211148,13415990,782236,4707578,647516893,39332,92739599,287,6875,2246,492273743
2671073.exe,2234587,81397852,164048667,3263648,165917681,3691508,1555991,6243049,328829275,34491,90811545,2182,1957,1112,665088785
2671088.exe,2845194,85787939,135882506,3579642,143775636,3349632,2864586,7148704,329969517,35802,92554088,4231,2001,829,656114080
2675921.exe,13406214,140301836,221051101,16581204,224156090,17203530,1648515,10256999,750588784,65080,136626601,8303,21814,30003,985831328
2675933.exe,14741662,139371578,221778589,16521126,226810096,17490500,1574702,7874445,750079890,65575,136150944,8300,11226,33670,995680068
2844052.exe,1979585,63699067,25033560,111849,25005687,110479,877770,1450498,158808133,26628,58661745,8517,9197,31643,188565750
2942024.exe,2543376,85907722,98794790,3185723,89891292,3051519,1001386,4787760,258793597,21339,80585779,7147,10864,67068,478443122
2942175.exe,18735016,205914199,292477987,5861659,307739628,4972010,4059236,17243977,625730445,73314,229478262,10350,14001,47629,1292655670
3010849.exe,12829696,97924459,186058124,15381185,181745389,15300822,2445411,14626707,636680451,35438,98285407,8298,22571,24195,792344929
3080883.exe,1635747,73182617,167428101,16328384,166677373,16429767,309688,3791757,549391811,19560,74670158,1604,9222,8109,583536100
3266282.exe,17211831,140067316,236858606,17366946,238954315,16897252,1659885,17017354,796150310,51544,147956547,8305,14828,48192,909270001
3454388.exe,25881609,219697490,262897716,6937589,271315149,6582927,2223431,9816964,643719699,60888,245494791,10350,24864,45829,1421515852
3666316.exe,20962663,104406357,232307627,18774905,232800383,18458132,2191853,17430980,742212014,49882,111016467,4230,8303,15908,983970556
3916769.exe,281512,7463242,25270586,20687,28083247,17921,625440,1729244,47033468,7034,16925086,2307,3624,6101,19582167
3930008.exe,22554624,159088222,252089878,18918868,239414352,18647567,2088269,9761114,824947153,46074,146693201,8301,30762,38513,1125039757
4034922.exe,820500,26254554,16032179,74215,17017575,62215,572871,1552998,111262106,6784,34774840,2183,669,318,108659282
4083399.exe,24022289,95149764,204074154,15495336,201807380,15558007,1000966,16131725,726051532,23352,97877896,2184,4309,1915,874350971
4088261.exe,1770440,120391555,209089128,17163754,210402061,17082846,147854,3690222,647620398,21205,111671274,3627,7246,19493,928163728
4207131.exe,1532443,71578597,137405471,1167786,134859916,1519102,860455,2552073,234590216,14288,72610573,3346,2555,1588,503511075
4230847.exe,1159866,63836035,29175897,330987,31515898,356093,1038505,3207763,178518496,23432,56900854,8301,31559,25241,197279564
4358293.exe,9892063,142930982,162869359,4141572,156148079,4505780,3141790,10168818,434065328,41695,151861558,8302,12513,44638,820095228
4379117.exe,3211425,78692146,193883577,15257335,185631944,15606548,1792088,8578481,686408119,48507,84390945,7141,13626,45168,616176350
4474695.exe,20284218,78147739,158218322,3442227,159863445,3426189,2616338,16839328,365058710,44138,92142410,4227,2527,1141,599780528
4480991.exe,25404291,113436236,222192565,18642605,219557231,18298742,940981,23354773,779631143,35890,104350298,4236,12334,23216,973220364
4484725.exe,20633522,156498918,250381877,18674415,251716895,17940560,3491748,11640366,830794714,51293,142970297,8302,13830,38463,1200206416
4538926.exe,1517088,81011619,160357890,20696322,163842340,20776081,257891,4441273,736305851,23884,72256074,2030,6859,13702,650444724
4625512.exe,14428668,607937133,496220299,7162252,512700540,6470027,2723058,12320553,1013295166,56456,610873725,6284,9820,20847,2524816999
4704949.exe,186628,85813719,126467064,13119974,125675367,13047162,43251,2207783,616613250,17693,86551003,137,5022,2456,490266715
