file,L1-dcache-load-misses,L1-dcache-loads,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,page-faults,iTLB-load-misses,iTLB-loads,instructions
1009412.exe,491218,71601953,48486492,52390,44101035,60922,561875,1742695,92495154,16473,50365487,1959,6100,7123,219407295
1054386.exe,362004,75340390,41652121,29567,43013878,28785,156260,830728,93098584,16922,68317495,2604,2947,2704,257575018
1055671.exe,971557,140148679,109746298,64949,101399214,75477,1178394,2861848,196192786,27626,144564187,3485,4623,20602,490047908
1064013.exe,519178,113749705,76327181,33661,78651998,31887,481823,1633117,160310818,10372,128692055,2605,4719,6891,389971916
1163493.exe,473447,117907044,78147485,39994,79235942,38472,500742,1750336,163306149,12104,128115488,2606,3379,8492,404838035
1449114.exe,1121761,138370340,109725795,54042,101272440,60403,1045926,2684456,198303077,27875,140740993,3482,5625,25980,484845430
1472098.exe,1348153,89083425,44505069,35688,53163476,39827,1004125,2234526,136622358,9448,113102796,3555,5891,16843,386150439
1488692.exe,534297,72710011,42949117,31924,43753084,31190,162804,825261,93791705,11701,67433582,2546,3919,14675,257202776
1523561.exe,391055,83541330,45377778,28549,46797062,27824,111532,676758,93800793,10831,77057170,1959,1836,3849,287628045
1581847.exe,504979,77005300,43863273,38012,44339831,32708,276171,1071729,93167247,5670,68729606,2154,3218,6820,270067657
1677942.exe,457244,113487470,79831520,31604,80128862,32208,54938,678501,153834119,5611,125479567,2048,2396,6820,382132047
1696369.exe,990263,69609626,68067122,35656,68065605,33365,588941,2042727,134920523,15808,89491805,4136,7749,27561,294632660
1890375.exe,3071566,116579370,96188250,75824,95005991,70161,998179,2027951,242759801,19704,142339688,12498,38831,66144,437044984
1930790.exe,423414,117020232,70017495,47477,74247532,41384,363660,1414028,156612503,8582,126604771,2245,2290,8099,388253280
2014155.exe,1155493,73003516,71229413,34590,72182141,40162,380954,1800354,140453479,17794,96610427,4818,6008,25006,316640804
2082270.exe,213733,117646982,78153573,33969,79046156,32104,276323,1365225,154170217,5191,125845198,1951,2949,8273,388812500
212989.exe,499539,75390192,42147978,35032,44595935,33025,184852,895451,94571298,12654,72241235,2605,3705,2557,274449027
2136822.exe,1290255,73639925,68742050,32275,70194252,31513,823877,2053041,126715534,14941,84823852,3488,7405,26497,281806642
2209249.exe,442195,77197163,43262395,28030,44346031,27520,105175,656388,90598695,12312,69094225,2152,3995,12181,268620313
2218845.exe,513327,113356611,69977054,37639,74210576,39809,411670,1502953,158566678,8094,126415190,2596,3965,10554,383867550
2288631.exe,879052,67001130,69913410,30982,70383335,32788,347655,1633911,133284543,14177,94264655,3877,6379,23127,301587598
2302763.exe,351081,77528197,43537229,26401,44590699,26787,107603,666504,90052591,9552,71257717,1959,3342,1428,277067567
2311858.exe,431706,77983075,42828276,26663,43080567,26203,103753,651643,90527782,9820,70844917,1957,1923,3394,273824234
2395206.exe,542691,169446580,102555694,544774,102903873,538099,165266,2562599,634366030,227848,165611816,1951,210597,160908,545840429
2427666.exe,858855,72200113,69098728,33277,69828299,33086,594151,2063809,134440001,15847,91934770,4138,7166,27898,292622416
2552501.exe,495626,116545722,70266879,58063,74851073,56598,598223,1896524,163671757,15052,128698938,2599,3614,11213,403226060
2653264.exe,788911,73040431,47970608,24630,46634485,24663,95519,700554,99033818,12174,59688246,2928,8525,28629,250560633
2666073.exe,1486642,82897927,51833830,47521,62716800,42379,744180,1914841,159831330,10322,118280767,4291,6369,30341,344412503
2787179.exe,439972,80672444,44410164,24952,45684936,25983,107710,666559,91376399,10641,74483897,2153,1576,1796,281273158
301119.exe,443249,78167602,43512543,40969,44666302,36871,181145,770642,91249875,10055,69254812,1959,3381,3596,274447126
301392.exe,385836,40981111,24498944,22099,30926059,18096,251839,908470,63419668,3824,61793507,1957,2454,1401,188366644
306775.exe,419235,114374727,78682846,34771,78966541,34840,68753,703392,152977455,5679,124522003,1950,3199,10366,380469090
3068084.exe,453555,66050949,58688267,43507,57791915,39503,256169,1209384,110890860,9525,76069731,1955,4785,4083,291520589
3075283.exe,544613,65033441,59334774,43338,58149849,39349,295996,1252486,112325215,10000,76676331,1952,2925,7452,300805945
3088906.exe,1137830,72708661,68064505,33640,67035703,34167,883480,2219658,131002323,17891,86438686,4136,8740,31336,280904944
3356312.exe,1093360,68509015,70467884,35011,70464406,33019,400429,1748399,138317054,16881,95321111,4528,8104,24579,316520238
3403339.exe,487493,78549307,41522436,30174,44062134,26556,190109,893622,94177553,11143,71848631,2605,2637,2406,275504787
3562054.exe,1448297,57735583,76497232,27452,76801316,29395,625602,1756089,129364294,15232,89590566,3686,7893,33850,252552700
3717985.exe,1962492,162687881,92640931,68802,92794403,73124,1246624,2380862,250440328,23120,141138262,9541,22746,36060,564807050
3737250.exe,453402,113764864,73111384,43812,76056232,42629,331673,1356213,154472314,6673,125732840,2146,2833,8957,385812620
3777153.exe,540884,75414382,43237802,31988,45271125,30968,172994,880873,94440546,13492,67973940,2606,2811,8952,266786637
3960987.exe,618688,77211321,42713465,26711,44036797,27539,173610,871392,94595602,17218,67183178,2605,2848,7978,264326409
3989839.exe,368003,80626220,43933103,29924,45040220,27379,144452,715310,91522756,9661,75033927,1959,1553,1448,286984904
4033327.exe,430832,116027254,74840201,35502,77777380,33327,274679,1246673,157415302,6097,127989477,2146,2380,8910,389131111
4045462.exe,567007,77202817,42555480,29104,44573548,27560,175798,882757,95606114,12004,68084383,2606,5955,5126,262673561
4115161.exe,649272,147172086,74427636,72013,71153415,75187,2098768,3588752,200231953,38986,116116359,7420,17009,35286,465970471
4240010.exe,1043796,71131189,70539940,35736,71514604,33042,586609,2000931,137765186,17756,95895429,4528,6618,27355,307291731
4254596.exe,894595,139053364,104581290,69717,100145477,64515,1127693,2949840,191667419,28035,141058522,3679,5203,22569,476462857
441794.exe,905400,75420594,68434007,48174,67402569,44220,934661,2277573,131689284,18706,85136655,4138,11562,29615,282169076
4443808.exe,831909,137776259,109365150,67787,102375475,62550,1155607,3071538,194605053,24578,140708628,3482,4882,24479,478504835
4469483.exe,428879,75577067,46883953,32040,46633638,30023,138173,723664,96599217,10715,69416132,1957,2085,5939,286988229
4484848.exe,441002,115997124,78346527,38238,79774872,36305,178150,1030031,156450367,6570,128482716,2146,3147,8423,393251785
4513979.exe,347077,122148798,76016902,36861,79035929,34154,241316,1287690,158500683,4956,131668910,2146,1722,5261,403242984
472510.exe,356936,77127717,45853897,24612,44450201,23334,102794,724468,91653460,10172,73791069,1958,1802,5268,289320381
4870928.exe,7854703,229862397,179030557,246795,172960685,237042,12299609,20175639,677319814,198621,210296389,60905,190849,274824,888602411
5060739.exe,443800,115996164,74787140,42194,76398616,37919,359313,1470761,159568810,13025,126435318,2598,3032,8062,394729343
5110838.exe,1382463,138231049,98623437,90215,108837566,83216,1531885,3296786,214691345,21752,148623289,4717,17869,33860,488881600
5125995.exe,19023262,202630305,149528524,559701,151442252,545917,4194947,17417964,781972031,106057,205707060,37389,114615,106575,691781922
5237654.exe,9235346,144692347,129497513,1174625,126799153,1184369,3102850,6683984,393701197,49320,138250254,7261,11702,43986,458298253
5247219.exe,358997,74857687,42373001,30860,42132128,30099,133404,677790,89563724,9169,76218434,1958,2024,1097,286056061
5454536.exe,1190732,94829523,52263366,57928,63955328,51957,1327518,2879826,154490581,11342,120756576,5852,12172,14025,385971005
5678075.exe,415103,84326183,45628798,31134,45650994,29729,139690,861967,95721991,10081,74090371,2352,3291,1805,285117270
5762976.exe,411786,116227810,74517555,42530,76789932,38924,181691,1113193,154087543,7790,125495822,1950,2816,8412,383072514
5962406.exe,1138429,70266531,68475056,30606,67839491,32019,747566,2183741,131068930,16003,87019075,4137,9785,25754,281616744
5973235.exe,5133876,161019275,116260070,266204,115121198,285994,643484,2836958,304552387,26512,149501142,4852,8024,36267,483213051
6021928.exe,417898,116852073,77799298,39562,78582351,37375,305822,1236856,154663800,5356,125754973,1966,2921,8731,384891805
6076028.exe,397979,78070355,43497749,27837,42931180,27980,121575,659390,90866279,12496,68464581,2057,2093,5174,267359608
6090789.exe,989983,165435324,136665579,504778,136244449,506263,430043,3079889,666734503,226174,200549770,3482,217549,23019,585177776
6276355.exe,911412,71504064,69923145,33048,68770253,33182,631830,2055778,134789268,17172,89427575,4137,10313,28792,296815009
6280386.exe,1250526,74580300,71105925,46651,71354664,42080,915268,2212963,131007274,18127,85366023,3488,5775,28237,281379996
6416193.exe,1030011,72378626,48153694,26896,46732941,27239,103701,694346,99930139,11712,61809220,2597,7878,18890,258675083
6435957.exe,374966,79243847,44309647,23169,42928489,21966,86662,647015,89271696,10061,72634980,1958,2535,3016,278462859
6510576.exe,389634,124121682,65555247,40333,72963073,36385,532258,1764291,161658425,13244,133853925,2990,1792,3573,422120986
6511331.exe,1130767,69086086,68718997,38021,69634273,37160,314977,1659924,135274857,17051,96175021,4136,9074,23671,306648660
6590346.exe,353421,75356356,43927586,25685,43328641,25180,103039,650826,90163829,9423,76801226,1957,1090,1068,284376938
6635269.exe,407234,114203475,78172578,40751,79222028,36841,322011,1297561,157688258,7162,126496737,1963,2607,9098,387629713
6666782.exe,338198,169886827,111877476,514018,107366638,518341,470015,3340348,629750912,229184,164166737,2370,214298,8478,542568893
670905.exe,541716,72952705,41952972,29259,44069111,29192,180582,893118,94005125,12865,66425461,2604,3992,10840,261086769
6763878.exe,831192,72303976,54942322,25175,50897754,31735,385032,1735128,101149197,38077,40257196,2995,7365,26670,240247063
6799176.exe,1395674,71331597,69925657,33004,71240988,32448,900815,2153934,129950341,16167,84264873,3487,5994,26125,283600703
6811483.exe,1139208,86145741,55243518,41795,55273385,41002,833430,2224836,140143378,31278,66251243,7465,8813,25764,247514460
6887307.exe,392612,78262856,45362724,23709,43987841,25216,95064,655050,92106004,10446,69661957,1958,2933,3402,282171503
6912142.exe,305964,112971516,77940854,43017,75222112,39014,350710,1516277,156935867,18953,124015428,2600,3986,5847,395642020
704949.exe,375005,76459309,44066306,24091,43134403,23769,96800,712583,89809187,10126,73442441,2055,1876,3813,280163582
7144746.exe,1004789,139618357,111836368,54002,103994849,59007,1077050,2720400,198966629,27265,144181454,3483,4651,25555,487907056
718631.exe,484184,117646634,70731031,38215,75558229,34659,470181,1730499,162099156,8530,130919267,2598,3459,8229,405896323
7209909.exe,405578,118253310,78532754,33765,78938819,31550,264864,1321293,157305346,5797,127663996,1950,2232,11046,390091939
7517992.exe,372631,73664405,43169357,33383,45341552,31861,188562,898323,95569718,19128,70787725,2605,2857,2317,270658717
7697958.exe,479547,111626100,78247829,36783,79051868,35107,93032,874207,156065716,7781,125986428,1951,2697,7512,384768743
7753882.exe,400259,115725541,80833203,34927,80337356,33789,301542,1375952,156960289,8360,125601488,1952,2731,8152,396103465
7808721.exe,357008,76826222,43976947,24362,45003944,24269,106503,652513,90466509,10029,75859998,1958,1594,1433,284434453
7824869.exe,1317957,135376677,98559301,269581,99180172,268192,929715,2503440,210996250,17929,147657392,3871,9728,40952,451281881
7960822.exe,570684,73742813,45283599,28606,42486375,30688,194616,845358,95783784,18752,63852678,2996,4740,26612,257458269
815487.exe,1091048,69715083,69929049,32359,70613834,31877,844584,2115208,130463810,14605,87090719,3489,7308,27205,278369973
8179101.exe,395448,113943012,79430105,37242,79597074,36425,83867,752444,154129481,5641,125495861,1950,2692,8593,386025385
820436.exe,1166004,75132045,72958758,53815,73876156,46449,499597,1461855,142759921,14351,103175091,3686,5686,21060,323504320
8437313.exe,351854,76504757,45515835,22097,44220284,25168,109121,806835,90915521,10325,72402485,1956,4211,6175,276233982
8493082.exe,148850,70922053,44465185,23509,42977277,23729,87730,935678,88800378,8789,73303141,1956,3055,1231,279113763
858224.exe,464519,113548576,79380534,35330,79563004,35727,73488,738641,156412832,5258,125146110,2087,2263,8120,382808933
943738.exe,1021527,72110378,71010331,32314,71032151,34655,902435,2143337,130925888,17238,85456670,3489,7069,27878,282902955
