file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-pkg/,power/energy-cores/,duration_time,user_time,system_time,perf_time
1489349.exe,12297165,212134,57307516,6314518,57405734,6380501,97341,797191,531594164,27811,12343620,136,8197,210078878,129,3.69,3.05,162847298,162324000,0,210211508
1520788.exe,12291416,199276,47328166,7627314,47421735,7666794,103780,858630,574037478,34679,12900127,125,9624,157883081,133,4.0,3.32,172690167,170254000,1991000,193309989
1606221.exe,32248468,1532788,79597910,8721257,79239051,8617120,366552,2922379,707591945,148307,25925232,4233,49262,340637669,1688,4.87,4.12,187995425,186703000,998000,208887938
1643497.exe,241485915,300530,199059319,1671210,199158737,1691949,125443,1046114,713622687,36814,241685017,145,427189,967252015,135,5.09,4.25,213101908,210912000,1989000,233816399
1648142.exe,47652899,45479771,104483211,6622323,104398296,6576278,96963,808562,593418349,23365,47347604,85,9812,484349700,86,4.11,3.4,178436034,177174000,1000000,199217501
1691152.exe,8304140,727299,12909101,654539,14811109,641295,358799,991711,380405785,143655,8936071,1,15163,88920320,3203,2.73,2.28,111641897,104374000,7025000,131463906
1710633.exe,12058648,130826,58510203,7766040,58131854,7744063,70991,492466,265861765,21206,11751680,1,4209,248203397,129,1.8,1.47,82609685,81328000,1004000,103672997
1939404.exe,525708040,8625954,437686800,2493759,440761173,2508701,2493003,5664144,1160559314,1287318,526103129,477,277498,2153181575,35935,8.29,6.88,339344907,270983000,67995000,359738372
2050326.exe,12510307,225349,57712191,7487801,57663291,7512525,97354,779186,547894839,26838,12136155,273,9689,212161730,131,3.86,3.2,165243557,163012000,2000000,185251186
2084584.exe,12209358,223303,46830319,6584384,47023001,6619519,105267,859430,567822499,28916,12126986,179,8097,195952024,128,3.94,3.26,169827293,169554000,0,190823875
2173464.exe,12614065,238370,69487981,7490231,69379264,7507552,100795,799530,557081947,22557,11981957,140,7672,230796547,132,3.98,3.3,167961630,165653000,1983000,189179545
2266185.exe,12927115,260087,58345823,7555412,58465834,7563011,109040,851857,556980834,23702,12125983,155,7671,210584045,132,3.95,3.28,167238469,164918000,1999000,187349351
2278847.exe,61290975,719093,36847429,584284,37511986,584066,244969,796680,298817982,153239,64702210,160639,38415,313915400,4043,2.07,1.71,91060216,81674000,9074000,112623844
2350693.exe,48578837,232872,72262357,7503615,72350617,7509219,112159,887835,662092158,34425,48682079,247,9960,411136762,136,4.73,3.95,194439456,193192000,1000000,215917636
2436721.exe,12620922,207720,58200545,7028547,58343355,7022781,119019,841741,541083060,32079,13399847,267,9259,217525035,132,3.85,3.21,161493401,159126000,2001000,182164310
2490708.exe,16005442,263375,47290421,6565432,47213413,6587349,105098,853043,562267730,25705,15703240,213,7846,166560145,134,3.88,3.21,167805729,165366000,1992000,187767022
2589378.exe,12141833,106421,7055602,110302,7023493,101605,34235,207518,82327694,6672,12305515,47,2311,43616952,138,0.59,0.49,24028305,23810000,0,44540253
2707323.exe,12082249,218127,57267905,6246778,57235614,6236772,95672,783782,531424798,25593,12273893,247,8180,207814611,132,3.81,3.17,158452086,157104000,1000000,180215251
2765293.exe,12310653,221255,57216787,6407565,57135110,6400820,92057,736352,496373130,24821,12269333,239,8237,216160106,136,3.33,2.73,149389437,147042000,1987000,170453975
2821116.exe,544748729,9876557,460775497,7661940,463487972,7768905,3043101,7017632,1730911223,1427708,555738461,5049,280098,2202513047,42080,12.37,10.24,509228170,443719000,65105000,530438643
2825745.exe,529250602,9118177,456528170,7380774,463217067,7468010,2749091,6420828,1716530046,1145333,538760178,797,255594,2219883694,35930,12.35,10.26,502199780,432857000,68977000,523983933
2827190.exe,12602771,252996,59021622,7050564,59028388,7054242,101169,820416,532506042,21982,12096849,93,7366,256745483,127,3.81,3.19,155971145,154691000,998000,175841480
2919323.exe,12372406,215991,54707752,6760928,54452601,6788261,101782,802316,506007484,25513,12011371,75,6841,206000897,134,3.46,2.84,153046592,150767000,1996000,175028029
3053175.exe,12425738,213112,45816156,6649002,46093493,6707974,107021,846275,560060086,32570,12322031,185,9904,175183040,132,3.93,3.27,165169422,164898000,0,186146384
3076621.exe,12425415,241743,46908357,6576224,47006918,6589743,100781,836400,560734740,25428,12071452,209,7905,151846842,133,3.97,3.29,168229078,166898000,999000,189411779
3226189.exe,125315322,153793,75627651,7609780,75640833,7546865,75746,621533,405114362,29081,126178807,193,6672,539187149,131,2.89,2.41,119137030,117785000,989000,140421649
3341392.exe,12299366,233011,57756000,7457528,57864171,7509253,100375,766632,546659810,23181,12264617,30,8156,212665018,128,3.93,3.27,163691806,160422000,2970000,184628333
3436685.exe,286299329,321969,237962718,4948763,237515096,4940239,154508,1217408,931375141,44409,285729313,2176,16998,1037169327,134,6.74,5.63,275073296,272709000,1997000,296000592
3660935.exe,12367274,211705,57669976,7375118,57715881,7395263,98686,792317,539957704,31151,12547638,203,8382,211884873,132,3.88,3.24,161767567,159582000,2007000,182743182
3705119.exe,11831828,137867,56995090,7201920,56984930,7245158,57771,439953,269718169,19676,11756397,192,25653,225054571,132,1.8,1.48,78811182,77594000,1007000,99497458
3744664.exe,12728258,213768,58331676,6756922,58414023,6753412,124235,850752,538752224,28860,12727283,30,8012,215285945,134,3.87,3.22,159772488,157356000,2004000,179964639
3822869.exe,45072881,174992,57714611,7572459,57450445,7581687,66635,505923,307375100,15770,44880264,167,5444,278805953,132,2.09,1.71,93914256,92611000,995000,114033795
3933685.exe,23198156,87342,8113749,91132,8084709,80221,32036,196760,66217331,11523,23730618,27,2667,83948852,132,0.45,0.36,22469553,21144000,1006000,42759854
3933710.exe,20055092,79385,7995346,85938,7985942,78341,30665,196524,64207607,13178,20571542,46,2659,81027932,131,0.44,0.35,21717784,20443000,1022000,43163843
4087209.exe,12500103,257649,58333178,7589925,58430454,7599713,105580,895135,575245368,25730,12304317,64,7983,210103292,134,4.09,3.42,168067450,165889000,1986000,188945278
4153746.exe,12020034,195348,53451442,6328336,53353182,6326715,100032,784384,521909501,28708,12256516,182,7283,205768625,134,3.71,3.09,156722234,155449000,1002000,177634220
4253487.exe,16115292,441600,75241420,6448769,74288303,6642424,208831,741664,328474538,82319,18568195,135,13892,359168986,2179,2.2,1.79,101048865,97736000,2991000,122766328
4458753.exe,12582431,238265,47831956,7714703,47643860,7718450,106653,841801,594423513,27102,12232938,292,9441,220915007,129,4.19,3.48,178629422,178416000,0,198014162
4537272.exe,11995330,200933,56324408,6253957,56327425,6234488,104116,795658,531064924,29257,12248813,207,8014,208513896,132,3.85,3.21,158293217,157955000,0,178728400
4591581.exe,12254264,225460,47466259,6809031,47550176,6835432,108472,829242,577127078,25764,12013055,0,7877,155689106,131,4.08,3.4,169590389,168266000,1001000,191067881
4636307.exe,12934377,262238,58452728,7668896,58540295,7699979,105114,816302,551332389,24278,12241329,197,8861,209028407,132,3.9,3.24,165117478,163718000,992000,185422229
4844341.exe,12765670,263737,57665566,7531176,57697422,7534847,96010,789609,553331491,22727,12300358,13466,8318,213394608,130,3.92,3.28,161585909,159354000,2004000,181658224
5172341.exe,12261155,232537,58342889,7533780,58316563,7514778,114556,877151,579351461,29291,12794740,120,9491,223457503,132,4.19,3.5,173287554,171868000,1005000,193623783
5184148.exe,12555955,230507,56406511,6273185,56264342,6259521,95960,789097,530239067,25275,12328011,144,8642,208997995,131,3.8,3.16,160160980,158930000,999000,180377369
5281743.exe,287086550,458432,268955126,20085389,268842822,20053877,197739,1577064,1246330852,46600,286613562,77,16774,1771815112,136,8.47,7.01,365287561,363904000,999000,385558424
5453782.exe,374544021,368648,344754419,6698695,344695929,6699167,205470,1501514,1093435227,49593,375030019,167,15495,1665115050,134,8.0,6.68,322724525,320181000,2001000,344596756
5517783.exe,12393930,221170,54575595,7348655,54458911,7382234,106259,858536,590000386,29791,12394156,80,9123,269212195,131,4.33,3.63,173426455,173128000,0,194368970
5549469.exe,22892242,234933,76923547,6503461,76948606,6554500,98666,780065,545407676,23241,22901199,1870,8586,261593318,128,3.96,3.27,163755042,162429000,996000,185043977
5606862.exe,178041942,203406,131314183,6969117,131325783,6989336,99843,796788,554391037,29660,177751492,51,8277,993957413,132,3.98,3.32,164349729,163049000,1000000,185709217
5634998.exe,12480539,247059,70133304,7624590,70098960,7605505,110597,908202,607737214,27267,12234127,0,8085,194335444,131,4.23,3.5,181284250,179938000,1005000,202406235
5651176.exe,176339196,245538,131689219,6909277,131517503,6859034,110688,844284,596619165,26521,176273659,169,9295,1063801072,130,4.19,3.47,179975288,178761000,1004000,199086816
