file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-pkg/,power/energy-cores/,duration_time,user_time,system_time,perf_time
1017851.exe,67959250,12630376,27464264,4512640,27561770,4354787,57861,431294,198355087,17593,68350074,200,4259,173391090,173,1.46,1.21,61355735,58475000,1008000,108326048
1497005.exe,191295305,12522704,58916345,4462175,60434559,4411002,68274,510808,301939777,19350,194015761,29,5235,447326552,182,2.11,1.75,92802764,91477000,1005000,114139347
1682543.exe,94371577,12232150,32568866,4371740,34395085,4386285,60154,420316,210559201,19595,95533115,153,4665,197665435,223,1.49,1.23,65642916,65320000,0,86265365
1738528.exe,772729846,23230342,609533385,6123303,608656382,6103830,209854,2238970,1310746789,53672,775218285,273,20006,2629491640,224,9.37,7.84,388596228,385385000,2995000,408959340
1753870.exe,73231996,25967573,42033862,9367430,44321139,9085726,73446,690752,338847880,454616,81096254,62,5924,250889859,184,2.36,1.95,103211648,102032000,1000000,124596733
1769129.exe,765957226,23374576,605612366,6031976,605746915,6015940,212555,2241994,1256519308,57394,767300646,424,18137,2598218035,213,8.98,7.52,369872478,368547000,1001000,391122471
1818972.exe,71117588,7629375,29711401,4409479,32927344,4169603,59624,416516,206798143,16617,79106885,141,3670,166808032,188,1.43,1.19,60597146,58338000,2011000,81599126
1968707.exe,74102899,26169553,47739464,9435307,49516343,9113486,78097,2254917,333827161,439056,81744317,75,5339,222592856,221,2.35,1.94,102144473,100850000,988000,123142995
2414239.exe,91751045,12668942,28936023,4617114,31899063,4407997,68424,495716,225680461,16071,97819934,0,3923,222592331,210,1.6,1.32,69566044,66280000,2924000,91479670
2467389.exe,67543188,12546087,26860615,4555262,28803785,4409019,59139,428709,190694897,28691,69232511,48,2962,153861058,213,1.39,1.15,59800078,57504000,1982000,81563350
2520984.exe,66918092,12244061,27884579,4870365,29809592,4812437,69643,501742,219757124,16966,69127955,132,3985,164198889,224,1.52,1.25,68350628,67160000,1002000,88354326
2539436.exe,86171862,6252975,53439763,4697941,54259435,4505781,59010,454301,231450506,22699,91023140,0,3403,331759509,155,1.66,1.37,72128383,68901000,2995000,92645066
2619764.exe,66022837,7351269,40703609,4416878,41568060,4483389,60092,414979,213611631,13665,67410451,92,4403,196628987,194,1.45,1.19,65308970,63987000,999000,88135909
2636614.exe,431270814,67919892,316041221,23273340,317389614,23247029,306925,34909069,1873099144,5205845,433273565,1833,27326,1153301505,260,12.46,10.27,552964278,549537000,3002000,572971664
2695910.exe,66824485,9671027,32380345,4474710,34520374,4422343,62761,427134,203732930,21050,68868550,36,4072,143995780,199,1.47,1.22,63507085,61283000,2009000,83948086
2754917.exe,100432685,22427495,29774736,4731935,31665101,4576233,63621,1427057,249348916,25569,104675087,6979,5622,207310331,225,1.88,1.57,77535238,76258000,1003000,98853970
2820114.exe,66589932,12345086,28181189,4504349,29130085,4466626,58332,438164,193804886,14569,67385203,30,3323,151622550,172,1.39,1.15,60726097,59479000,1008000,82009508
2983368.exe,84075356,24118141,39592376,6182624,37601339,6170500,265576,822035,354901269,131485,83871178,229,17889,280161079,2890,2.56,2.13,107649958,101261000,5956000,128811219
