file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-pkg/,power/energy-ram/,duration_time,user_time,system_time,perf_time
1735981.exe,319309981,3947618,202122251,1289866,203338377,1238176,1724368,11334289,465026114,67653,315360778,36928,8501,955546386,2832,1.48,0.09,148509794,136875000,10990000,191925356
2408959.exe,303352725,2312626,191856062,985391,193058152,988048,576736,7091558,398394044,27471,305771630,24960,6436,913178950,2041,1.42,0.06,107673772,102450000,4973000,121923264
3675256.exe,98369355,1845238,68861986,472582,69062517,455909,648102,5551458,181981118,24415,100375255,10778,3912,342839471,2063,0.62,0.03,48948645,43698000,4965000,63227937
4166218.exe,103977852,2519872,71853433,504940,70450313,488185,1367385,6806863,209156183,56697,107141858,10718,8349,359471525,2645,0.7,0.05,56511167,54250000,1972000,70730703
4381451.exe,119903230,3759294,85865430,552338,85323884,532286,2808601,11778232,327011266,194332,118951419,18104,6353,416159935,3034,1.05,0.08,88519140,78169000,10021000,102763976
4540243.exe,309950093,2304971,193756757,890984,191066180,895027,633321,6965879,401423514,31191,305716484,23588,6193,928683324,2594,1.41,0.06,108129556,102838000,4992000,122369666
4860832.exe,304426492,2276540,191572274,894373,193175461,896762,707229,7066512,398167262,29844,305643687,22016,9481,912308531,2033,1.41,0.06,107129492,101834000,4991000,121308598
5461201.exe,105588284,2796232,74616288,570303,71877132,523108,1205706,7678775,207457354,37022,104679748,14389,2599,363734646,2468,0.69,0.04,55847365,51400000,4031000,70007519
5528880.exe,102323797,2147325,71970503,489246,71535947,477482,743185,6013094,188214552,23078,101416503,12941,3649,350039633,1952,0.63,0.04,50899967,46536000,4046000,65156158
5557634.exe,109389608,2981540,82477833,235149,85505790,219801,2726807,7914751,264601177,235965,116319505,16914,11894,393712877,4042,0.83,0.07,70900560,67605000,2982000,85419070
6164655.exe,104663691,2985333,70573734,808538,70979857,800835,1509055,9504046,228955480,61012,108948327,13538,7674,369559941,2540,0.75,0.05,62300858,54996000,6999000,76540853
6968005.exe,114134610,3098683,75874382,605221,71658679,666922,1913778,9026717,249871052,150868,117028978,25365,6402,397525532,3265,0.8,0.06,67445976,58031000,9004000,81563198
7117658.exe,100410614,2525290,70161592,503584,72472468,506431,1036526,6474397,202710133,59021,105234918,16685,5299,346948002,2652,0.67,0.04,54682606,50359000,4028000,68816515
7240130.exe,306199369,2393528,191390215,889892,191630202,905190,868507,6891460,409164786,31177,309192424,20371,5984,921913035,2434,1.43,0.07,110105891,106733000,3020000,124398852
7244472.exe,101174021,2482561,70101962,495839,71072521,499427,1054868,6320986,201890269,58705,105634673,12433,5307,347864113,2269,0.67,0.04,54289968,45001000,9000000,68329078
7380878.exe,308071134,2592894,190290742,1177188,189656989,1171416,1423264,8421450,423317721,60236,316923586,19824,12331,931848191,2485,1.45,0.07,115274440,106064000,8921000,129508037
7534269.exe,358640239,10419650,242338528,6492763,241829580,6554513,9105798,26919612,1044212228,1168251,361243083,43271,17470,1106145446,6970,3.23,0.24,282073619,265755000,15985000,296552341
7568057.exe,93336302,2213594,85144137,476977,85849654,479891,669833,5848819,195532495,22177,94962992,10993,4729,405553981,1936,0.66,0.04,52959456,46693000,5960000,67035999
7632862.exe,48271425,465673,30880161,137019,28181822,146358,477354,1787599,76814376,13661,39311999,13879,8437,143605415,2948,0.25,0.02,20888698,18549000,2061000,35032160
7824960.exe,304273573,2354928,191061612,1001494,192236195,1012028,714595,6660841,403996819,30557,306534792,24982,6401,917811483,2072,1.41,0.07,109046163,107733000,997000,123319219
