file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-pkg/,power/energy-ram/,duration_time,user_time,system_time,perf_time
1374738.exe,67632223,449514,48221970,1582638,47799545,1457527,173757,1286353,134070573,8151,73571682,2097,1814,246235792,525,0.42,0.02,37131493,32619000,3953000,88749417
2951063.exe,70148012,792666,46182557,1659939,44189851,1488233,227713,1625112,132483820,8497,71725054,2226,1674,255656328,918,0.42,0.02,35853651,32486000,3045000,49828048
2961600.exe,80955667,621645,47309020,1978461,43353638,2124541,307294,2039003,125877935,7908,81418252,4108,2325,289880211,917,0.41,0.02,34127535,31775000,1985000,48185968
3122929.exe,196467325,461866,121201425,1475318,120561420,1454735,188138,1856166,249753600,10454,194160538,13532,4350,593975027,1002,0.86,0.04,67874648,62588000,4967000,81965039
3698143.exe,66060862,435617,43555208,1642203,46163543,1520184,157668,1342283,129288284,6177,73187908,1586,1632,250017587,526,0.41,0.02,34696242,32379000,2023000,48527491
4488347.exe,70436378,495008,46942924,1731824,46147774,1666818,171923,1349289,131614279,9300,74315405,7402,2961,253118452,1011,0.43,0.02,35637801,32358000,3033000,49838747
4622641.exe,194186912,864530,122303473,1503221,121966014,1476388,237777,2505756,261108616,13668,194602419,23987,5223,584026083,1905,0.9,0.04,71115044,64838000,5985000,85046511
533881.exe,194742270,426081,121476357,1403458,122150367,1497154,175810,1632044,244557104,10716,194260514,11828,2328,588468421,518,0.81,0.04,66690470,65409000,991000,80705121
552105.exe,64574735,513305,46569834,1548780,48937073,1428509,145578,1151575,133271940,6228,72965247,1661,2562,236391950,525,0.42,0.02,36051942,33768000,1986000,50104124
5722253.exe,83351934,330853,61526807,1392452,62762333,1133065,163120,1298421,165209893,6663,80790169,1159,393710,266948600,335,0.52,0.02,44305676,44082000,0,58593055
5840366.exe,193532332,721397,121417321,1433704,121904869,1468835,194430,2049599,245897755,7965,192852566,17396,3136,580178060,909,0.84,0.03,66644737,63294000,3014000,80746468
5842855.exe,194263045,887839,122474513,1453633,122517013,1420123,322875,2589957,261308495,11993,190917527,20883,4946,578616276,1907,0.91,0.04,70763057,67485000,3021000,85040500
6024175.exe,64668625,467171,46450901,1781744,49036993,1531893,146559,1303192,124350948,6042,73683182,2644,1953,240540316,524,0.4,0.02,33731806,29549000,3939000,48001564
6028032.exe,197523748,445151,121857312,1415921,121406738,1387049,189970,1857483,246249827,10457,191792265,12568,3851,594616819,1003,0.85,0.03,66713650,63519000,3024000,80890538
6073943.exe,195228077,726436,119179260,1443630,117409421,1422293,317976,2289850,251200064,10392,194257818,6132,2491,597018420,910,0.83,0.04,68424677,68148000,0,82649243
6487463.exe,197018076,728126,121872122,1439422,120693816,1501753,255178,2209324,248616241,15391,194242507,6218,2688,591858229,912,0.85,0.04,66939664,64731000,1991000,80995251
6818440.exe,193916628,441367,121230818,1398440,120664473,1630547,164976,1549914,245088796,10075,195133517,12936,2889,584940314,518,0.83,0.03,66161801,63924000,1997000,80225819
6890460.exe,75927455,1067604,51279361,1442082,49713354,1471270,396038,2030551,149018976,10513,76154052,13371,4883,272212976,3088,0.47,0.02,39962357,34787000,4969000,54009877
772253.exe,117399883,6786707,79469617,1492964,79322487,1624746,1012693,7157323,318516479,88437,126958709,21019,4410,399196965,2672,0.94,0.06,86711285,84453000,2010000,100951646
8036296.exe,190013453,467072,121348579,1475217,121938020,1470957,176225,1598431,251364453,7484,195869328,12875,3234,575223877,520,0.86,0.04,67715813,66489000,1007000,81809735
