file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-pkg/,power/energy-ram/,duration_time,user_time,system_time,perf_time
1943931.exe,68470854,13321973,27516396,4683304,27356707,4564543,122812,2405289,207161117,9590,68317860,3949,2638,161478210,214,0.6,0.04,75093052,71616000,2984000,134538689
2520984.exe,66086052,13474610,29070564,4665027,29581615,4672837,117339,1160465,200177464,5417,67631670,548,1733,163939805,224,0.62,0.03,54088078,51844000,1994000,68184353
2636614.exe,429104907,67147880,315873363,22975409,317227982,22972196,179144,83941729,1945905047,47754,431033841,7024,12163,1146018017,259,5.94,0.27,526220002,523919000,1999000,540453744
2695910.exe,65238962,10871013,33644046,5040526,34520644,5042577,110663,1707932,243401450,6583,67169611,1702,2076,142193945,201,0.76,0.03,66889388,66646000,0,81029332
3048609.exe,65413302,24411760,41878481,9035202,42673724,9045146,126268,4203169,358705062,9542,66781034,1902,2659,199294155,184,1.14,0.05,96552281,94311000,1985000,110686180
3457019.exe,65606570,6041030,29247604,4959409,29197175,4968932,115226,1127062,198318309,5534,66615422,1472,1979,137558040,181,0.63,0.03,53257915,51993000,999000,67491080
363509.exe,70954674,7688178,33846769,4398615,34680660,4456124,104634,2449189,238619614,6961,71927204,1332,1991,277889033,187,0.77,0.03,64664671,63347000,989000,78571886
3666543.exe,1933173,155612,3517752,62643,3511685,61247,68196,411523,12354162,1630,4981028,3895,<not counted>,<not counted>,208,0.05,0.0,3421458,2114000,1057000,17157596
4046853.exe,66177841,13428600,28810777,4390357,29290663,4387196,121210,3955988,213835595,7188,66976542,739,1476,137294598,237,0.71,0.03,57968113,56752000,995000,72111870
5075663.exe,91217972,28315655,59649483,9505011,60875436,9486305,121569,12461348,358182550,9739,93089451,1217,2244,250470048,215,1.11,0.05,97575711,96326000,993000,111719852
5104802.exe,77405030,6124550,28643878,4775855,29685405,4782919,114045,1169658,200191632,5431,78845732,518,1542,176057909,196,0.62,0.03,54255908,52909000,998000,68232583
5409465.exe,73735938,24496670,43459421,9603496,48228190,9319458,108990,5106949,328624611,9685,83865886,2096,2455,204905987,179,1.05,0.05,88832826,87578000,995000,102849200
5878214.exe,270315492,41444371,223181841,8905111,223914016,8830747,16593270,26883438,1330053320,278268,265985957,500794,126628,1181116666,117352,4.18,0.3,358752476,202702000,155771000,372968083
5920970.exe,65413501,13983238,29171094,5113044,29143123,5115738,106563,3064427,207958647,4964,66319633,677,1274,151005396,175,0.66,0.03,55956850,53696000,1988000,70172283
6123694.exe,100879655,18520261,61720043,5694590,65541879,5532614,120743,4064872,266655838,8784,110067042,1341,1869,271169115,184,0.86,0.04,72131090,69876000,1996000,86181092
6227368.exe,68225879,13894863,30282731,4700904,34752447,4497525,108583,1320125,222321523,6973,77786097,2357,1442,161462380,217,0.72,0.03,60140053,57897000,1996000,74151683
786190.exe,68677828,14285873,30421542,5044618,35358518,4878295,108266,2916707,211244406,5588,77753473,835,1338,158961648,170,0.67,0.03,57444351,56175000,1003000,71501614
787752.exe,84588498,6474427,49256849,4693518,49112634,4693501,121276,1322555,249329327,6449,85118737,1552,1933,396328022,184,0.77,0.04,67211867,65962000,999000,81045304
8000029.exe,783361984,23540616,607846829,5782513,608564139,5770634,147714,20766467,1119274263,29380,786219841,4937,7881,2636744080,247,4.03,0.16,302647067,301368000,1001000,316882654
8557275.exe,65785751,11042337,40891913,5406842,41508929,5394695,112499,2782416,229065659,7320,66979421,1531,1993,187375895,213,0.73,0.03,62218505,61986000,0,76317771
