file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-pkg/,power/energy-ram/,duration_time,user_time,system_time,perf_time
145020.exe,159758291,7586183,118385731,1102858,120372912,1235103,9076276,20869530,625396447,867696,170611247,58868,45353,588062344,8144,1.69,0.19,200689827,170995000,29169000,258206396
2209419.exe,203674671,9537358,142198840,943862,139842743,933267,11394617,24026241,688256758,1203140,196366880,72689,19513,748216035,12590,2.0,0.2,186840715,161398000,25061000,200829774
2536350.exe,185650021,7469941,129498141,910203,128930883,888305,8309493,18673601,593851464,796520,195474421,45380,13508,688486572,9355,1.76,0.16,160543549,138360000,21898000,174802443
2547962.exe,168209846,5705390,118688444,806418,111949591,810137,5898274,16535664,554566572,816435,159449481,16750,14602,579127717,3654,1.59,0.14,149833406,142473000,7023000,163867302
3902259.exe,399889575,10163587,253450090,1460238,249231696,1182887,9709883,22091035,903003652,1052713,387762423,42424,202723,1229205507,8335,2.75,0.22,243595862,230245000,13013000,257807670
3969157.exe,425494895,13684547,277172441,1516420,277106938,1438837,18574180,35705224,1276926287,1689866,429663029,71695,382026,1343603891,11212,3.69,0.34,345275596,333923000,10997000,359364252
4245198.exe,163996145,7982579,111973331,1179586,113629366,1236580,12319369,23045780,648841947,999640,176633117,36279,14434,621945060,7947,1.81,0.19,175174331,160854000,13987000,189450422
438014.exe,394253444,9714321,246895706,1487052,241789201,1648529,9363694,24235450,931018181,1082700,394757590,48374,125845,1242230787,5694,2.76,0.22,250949852,237626000,12979000,265116655
4757111.exe,155117301,6896504,111715478,972566,110792896,967368,7133105,17216868,528596166,741067,168540917,36790,10289,562802631,7012,1.52,0.14,143427317,129005000,14000000,157434483
4873112.exe,159357548,7294666,114276536,817362,116306123,827578,8416821,19615726,618466272,1073361,157314273,34867,17596,569931657,4825,1.76,0.17,167152424,156723000,9982000,181241100
5401467.exe,160303506,7709723,113975988,857724,115832881,852843,8406844,19135026,619783071,1147326,154285278,32383,10341,559148206,4435,1.75,0.17,167907575,157444000,10028000,182242019
5682441.exe,298341116,11589141,190755655,1381601,195965992,1423966,12126222,39176389,1065945755,1351083,300965461,32844,15360,1056634738,6953,3.11,0.28,287491841,273099000,14005000,301585176
5949121.exe,179272225,7130689,126645991,856911,126794530,854312,7408624,17517297,585922814,775040,193384003,49545,18476,645168671,9163,1.71,0.16,157857522,135618000,21938000,171962605
6306969.exe,322296005,8871839,217801931,2288793,217657876,2274132,9589771,22844317,1666859998,1385470,318861106,394116,520060,1134955487,7849,4.83,0.32,449783393,315545000,133807000,464008310
6925989.exe,388326072,6369099,246526538,1045956,242503724,1212699,7316191,19268210,767769095,728041,391510369,38987,32407,1235097844,6622,2.35,0.18,208811423,196507000,11969000,222881000
7241259.exe,168301563,7288172,116146818,1080813,111020275,987744,8344772,18992725,610980590,915673,162155662,43605,55240,571383746,5778,1.74,0.17,165275153,156926000,7996000,179261616
7382941.exe,173821641,8092786,115436339,1296577,116143415,1281627,10398863,22929374,647680012,885494,187583839,53941,13882,637715166,8149,1.85,0.18,175049861,160723000,13975000,189352293
7511176.exe,169077084,7963251,119304970,1088322,117341339,994212,7871756,19186672,614089078,900511,161611955,26020,119639,587844143,6581,1.73,0.17,166259946,152930000,12994000,180227123
8157367.exe,165209695,10790400,121827105,1244424,124300276,1077039,12896560,25628736,730816551,1432525,155457067,55507,107524,577343269,8146,2.02,0.22,196813181,185499000,10970000,210858033
8686515.exe,166403309,8344459,116360042,1279490,116666440,1253399,9088566,19135942,625672664,905803,163392723,52715,54941,582524637,7364,1.77,0.17,169457358,155116000,14010000,183670536
