file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-pkg/,power/energy-ram/,duration_time,user_time,system_time,perf_time
1044060.exe,201604152,31027799,140200180,2228644,137670720,2174074,1040762,33097733,500240800,59967,200263688,42000,37704,731199094,4782,1.59,0.1,163287651,146723000,15969000,232541502
1196025.exe,104585065,2433880,75704405,574236,78705738,450494,958520,6621799,206433685,21527,105395751,7362,4474,372884042,1961,0.67,0.04,55328709,52053000,3003000,69694704
1514231.exe,116009549,2802795,78825261,847259,75227519,797894,2029943,8852896,232140815,73590,113118365,8913,10056,408310384,3269,0.72,0.05,63134389,56860000,5985000,77431040
1557029.exe,320659839,3398479,199808126,1382337,198472425,1371273,2019392,12099815,512089925,63948,339160841,68439,41180,988211794,3146,1.59,0.08,114130177,109810000,3993000,128471753
1878308.exe,104337121,2439074,76012668,476195,77627651,444992,909617,6614139,199539054,27515,106480228,6888,5471,362447061,1857,0.66,0.04,53712966,47254000,6032000,67843798
2455153.exe,103018808,2481409,74890930,586162,77519591,448150,946272,6618906,204702459,22342,104108783,7604,5904,370541704,1867,0.66,0.04,55193709,48887000,5986000,69440261
2507278.exe,110860328,2604178,76356863,726818,75795479,576472,1044577,7482033,212411099,25994,110457242,11120,7151,385072512,2819,0.7,0.04,56893730,50538000,5945000,71014960
3705374.exe,112623155,3731688,77484998,890413,77021173,820060,1924806,9697642,244467791,87313,115505260,11341,8511,403763572,2526,0.78,0.05,66181625,60858000,4988000,80116310
4162488.exe,109216536,2831703,74387777,1017412,74335564,895565,1689031,8704914,229205691,72640,117082186,15043,18336,385407818,2682,0.75,0.05,61866796,54511000,6937000,76181951
4289964.exe,128449214,4530437,90719682,1462033,91679731,1555454,3230643,11789897,323939868,213247,134462021,19257,13385,449305676,3721,1.02,0.08,87418369,80096000,7008000,101749638
4387633.exe,104133727,2556100,76410757,573021,78936494,445966,861033,6608421,198776564,23982,102748564,14882,8145,359207629,2348,0.62,0.04,54708964,53376000,1007000,68946969
5331185.exe,110928579,2782219,74222950,818442,73910225,770898,1901026,8670670,231188195,73594,117493937,15594,10805,391584234,2688,0.75,0.05,62523981,53342000,8890000,76613404
5425747.exe,106280814,2399987,75341403,941884,77627089,763312,1023152,7630171,216533835,27841,112051603,9504,5739,365782646,1959,0.72,0.04,58551096,50166000,8026000,73033545
5895782.exe,317425872,2799766,196401786,1409033,194712873,1376279,2056621,10203234,444396129,79786,318101500,18736,12384,965202985,2673,1.51,0.08,120080204,115698000,3989000,134133103
5940700.exe,104322001,2443514,75395418,795312,78245567,620285,988087,7414995,208928309,21400,106824731,8254,8634,363224633,1963,0.67,0.04,56747348,53396000,3022000,70715523
685296.exe,103975848,2458516,76767122,439168,77861213,474593,826137,6746398,198014988,20514,105787928,7968,5921,360992736,1862,0.66,0.04,53364679,51074000,2002000,67639339
7247866.exe,103127514,2484537,71969394,672474,75456988,508392,908197,6824442,197844192,21379,108145368,7591,5583,364565041,1881,0.59,0.04,56165664,52878000,2993000,70391885
7249876.exe,118221863,2622424,83204912,801535,82601621,776776,1847572,9020346,241644643,37144,112207060,40846,27866,415589984,7233,0.78,0.05,64890868,52469000,12108000,79407073
7515958.exe,107966815,2880437,74094925,813193,73914130,770947,1705934,8587910,224354271,70285,116109694,14689,11965,380308270,2684,0.73,0.05,60715887,55347000,4941000,74883889
965589.exe,122197273,3215694,89407515,458917,92218720,422333,2989672,8402134,274343871,257226,127852716,19749,13635,431641140,3992,0.87,0.07,74525977,66077000,8009000,88651542
