file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-pkg/,power/energy-ram/,duration_time,user_time,system_time,perf_time
2366368.exe,89463107,395540,58036540,96003,55320835,99083,149872,1580103,92822694,11272,77725599,6531,4049,251978912,517,0.24,0.02,43655851,39109000,4116000,107270595
2591738.exe,28410713,138490,16140560,63693,16161845,63409,105871,512974,39277352,1581,31125162,565,853,94849229,133,0.12,0.01,10591378,9358000,935000,24467211
2736242.exe,27538295,152506,16281332,62115,15952946,56727,98483,494779,38884435,1152,30380178,652,737,95022135,134,0.13,0.01,10528555,9157000,1017000,24289110
2780834.exe,80371601,337929,50068609,74820,49054470,64621,125507,772666,93816233,2808,86171538,4444,1519,261326298,324,0.32,0.01,25196386,22957000,1996000,39345449
2913642.exe,27347328,181434,15802405,61111,15860468,57960,118887,565412,41484550,1825,32215355,642,781,99594499,328,0.14,0.01,10854515,8440000,2110000,24991861
3236787.exe,81533826,300320,51680717,86088,52171712,87649,132637,1021341,96904982,5402,89097767,5172,814,255072283,323,0.28,0.02,28792885,26587000,1969000,42864679
3477485.exe,76491652,150834,45105691,63486,45095904,55796,99189,683658,87710825,2698,78784032,2916,1145,226850014,129,0.29,0.01,24168750,20954000,2993000,38440804
3521600.exe,26541814,147501,16502425,55916,17131047,55710,98184,531870,39504409,1421,30475839,619,824,91288988,135,0.11,0.01,11569128,10308000,1030000,25607788
3892624.exe,79060544,194099,44294881,64318,44286303,64433,157462,826486,90826546,3762,83165772,4930,1279,233639630,519,0.29,0.01,25075549,22857000,1987000,38968381
4121629.exe,77570131,180111,44459011,64537,44526096,55637,111892,718894,89408610,2773,80933720,4123,1426,233045167,327,0.31,0.01,24056812,21812000,1982000,38090778
526412.exe,79724942,127969,45721016,70492,45036472,60899,123534,753450,86611937,3456,79130900,1860,1666,230635748,132,0.3,0.01,23875959,22580000,1026000,37808553
5415124.exe,78663616,330471,48831531,74646,48889441,68244,135948,803907,96544989,2976,86202826,2839,1285,256943488,325,0.33,0.02,25952680,23762000,1980000,39968240
5734036.exe,42057640,168891,26204712,55847,25398474,56214,162984,816446,49796690,6179,40695744,462,412,146081041,524,0.16,0.01,13605170,12209000,1017000,27701615
5810737.exe,76687787,150998,44630575,64318,44653809,57408,97721,686510,87961128,2603,80271988,2200,1213,231012019,127,0.31,0.01,23559589,21399000,1945000,37546839
5811632.exe,91476494,405678,54303544,94080,54342572,86097,146169,1101053,106674382,5563,97914501,5909,1173,281508822,422,0.37,0.02,28798992,27531000,983000,42764497
5817743.exe,80659604,339401,50340910,74526,49168489,63927,122795,767456,93612906,2795,85990699,4761,1362,263561333,325,0.32,0.01,25279447,24020000,1000000,39426283
6198424.exe,77177796,148325,44986465,61889,44947863,54460,93965,664598,87888648,2488,79179586,2659,1177,228468223,128,0.3,0.01,23733058,21516000,1956000,37690032
6841510.exe,29523155,100748,15758249,59512,15888265,56410,93464,489764,37670246,1587,31302189,675,750,96157898,135,0.12,0.01,10301119,9078000,1008000,24391988
7449568.exe,76380903,156949,44585098,65425,45916041,54223,89778,638705,86546422,3585,79009197,2554,1457,227586497,126,0.3,0.01,23132988,21873000,994000,36900403
8327121.exe,75515322,154415,44770906,64797,45372167,54870,88920,662202,87884080,3046,79602277,3075,1251,228882994,128,0.3,0.01,23713042,22429000,1019000,37559042
