file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-pkg/,power/energy-ram/,duration_time,user_time,system_time,perf_time
1054386.exe,65170902,353190,45099521,68904,44179427,81291,437635,1919568,92555920,17658,58688311,9421,13095,214029680,2603,0.22,0.03,45381933,32951000,11982000,103643085
2082270.exe,125204727,426830,73465538,81158,70220718,82610,479682,1812174,155425957,8464,122226284,10768,3619,393228688,1952,0.53,0.02,41802950,38384000,3030000,55899310
2136822.exe,88596258,865272,60952912,67779,61564395,66505,800972,2267452,126469980,19790,82746353,10541,10524,322359823,3489,0.43,0.02,34195470,28946000,4990000,48454039
2395206.exe,181870581,632897,108125440,548841,102366715,552861,455426,3205572,651618923,223387,172869316,580409,205348,584708175,1951,1.93,0.09,176033254,108462000,67287000,190141474
2666073.exe,95281792,1277262,60650277,83678,60466410,85748,1209540,3090634,159310399,12849,105089943,16783,7672,357421436,4289,0.51,0.03,43090460,32880000,9963000,57070360
301392.exe,55217996,298987,32719989,57241,28229505,59117,429881,1484813,64444965,12163,45487268,6965,4840,188280952,1958,0.22,0.01,17299278,13999000,2999000,31603601
3960987.exe,68351835,762223,39321432,69101,36460823,71767,519161,1599361,95238701,6740,73476016,7538,4991,240966120,2606,0.32,0.02,25777491,19704000,5911000,39918240
3989839.exe,70418552,572982,41301161,70310,37342681,71992,486510,1588600,91479556,16024,69910533,7429,6824,239963463,1958,0.28,0.02,25044769,21831000,2976000,39208703
4443808.exe,142409828,1207003,91866166,88324,87920332,87855,516462,1882889,196131359,17938,141984883,21029,6385,478659007,3484,0.67,0.04,52941893,46716000,5963000,66972146
4870928.exe,224258827,9342186,176850170,273250,177924027,274440,9203622,15635641,679629545,148787,228833583,193067,193225,902927028,60907,2.17,0.16,184231348,88899000,94892000,198439514
5060739.exe,123176592,565775,72141895,80385,69906156,83502,573026,1909676,158884614,10636,123338113,10352,5904,394142646,2600,0.54,0.02,42776842,34572000,7902000,57013435
5237654.exe,158094171,9800416,107360704,1369336,108493890,1234331,2640601,5815399,394387413,35888,163953001,35139,23664,546237912,7261,1.17,0.08,106337227,93065000,13009000,120359331
5454536.exe,99997709,1738168,63931763,85968,60873237,86459,1523488,2881223,153127932,14972,98352540,21978,17090,353729485,5854,0.52,0.03,41319508,33044000,8010000,55330852
5962406.exe,87124830,1190288,56719853,75555,59123381,73307,763290,2279396,130693906,21222,83449812,19738,9420,321208642,4137,0.43,0.03,36258946,29906000,5981000,50497591
6021928.exe,125881090,496637,73957970,75252,69709258,78656,566435,1867575,154334414,8709,120778271,9744,2855,393458767,1965,0.52,0.02,41745386,37483000,3945000,55885100
670905.exe,67231747,738860,39007072,70629,36401535,71834,476005,1479979,94973566,6611,71094246,6575,6314,235540637,2605,0.32,0.02,25358397,22081000,3011000,39702544
704949.exe,68840389,595884,40863058,71979,36828928,69217,433513,1364498,90611277,6100,69088012,6060,5657,236396237,2054,0.3,0.02,24529078,20190000,4038000,38920095
718631.exe,126574249,663576,73618840,77899,71198787,80054,642604,2135119,160647860,10984,125766142,8404,5847,407345930,2597,0.54,0.02,44297237,39001000,5000000,58589511
7209909.exe,126064900,546230,73839258,77785,69977995,80039,581322,2155824,156725729,18349,123336671,10020,3555,398060591,1950,0.53,0.02,42027697,36781000,4970000,56575590
820436.exe,95126505,1038546,60130013,75796,60827170,74060,713529,2315334,134821482,28004,89143524,17699,7230,335841929,3684,0.46,0.03,36652775,31288000,5046000,50810415
