file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-pkg/,power/energy-ram/,duration_time,user_time,system_time,perf_time
1578565.exe,130834082,1043310,87293645,1646818,85938192,1676083,341239,2825993,197580220,13211,129385698,12505,4819,409014149,917,0.55,0.05,82892904,76276000,6102000,146763277
2649544.exe,112588135,557944,80772655,1773868,82632309,1500476,240969,1614959,203466655,6630,120292459,2859,1915,399018443,525,0.65,0.03,54609929,51270000,3015000,68717032
2700229.exe,423219809,606463,262744539,2001243,263578060,1977991,228255,2554822,493027432,17323,422328967,13522,4595,1229406553,520,1.75,0.07,134226124,130925000,2998000,148524651
2882080.exe,90135444,603115,92147502,1892405,92620637,1781339,184463,1494254,184530761,7340,95681775,7384,3031,425652937,521,0.61,0.03,49798023,45467000,3953000,64045681
2892760.exe,94012311,555271,98249304,1816561,99114047,1761384,189693,1435570,188445524,8000,97068000,6141,3102,432171357,528,0.62,0.03,50916483,48636000,2026000,65003462
2952391.exe,428436436,609720,263799419,2262461,264047505,2135064,244749,2859184,489529698,17046,430218134,14144,4659,1245474249,521,1.75,0.07,132451992,131035000,1000000,146739829
3052100.exe,419114564,652803,262808428,1996128,263700443,1950051,228382,2580293,495390737,15245,424671459,16963,4606,1229055309,520,1.75,0.07,134302177,130895000,2997000,148470765
3432659.exe,114308045,712804,75732767,1748850,72279761,1993038,227651,1655585,188480383,7859,121974371,5227,3629,371704056,1042,0.62,0.03,50487076,47198000,3012000,64900073
3513191.exe,439193503,5586817,279220545,1574600,282216120,1584789,1987373,13409196,722603151,264838,443594439,34938,9349,1288243747,2471,2.37,0.12,194802602,191394000,3006000,209109119
3686555.exe,110927360,589138,71951911,1844324,72207302,1739818,223295,1537064,188336646,7636,117328051,2937,2460,362198667,525,0.62,0.03,50338200,47072000,3004000,64441585
3754416.exe,109021006,596008,77447793,1925673,77804843,1844674,227367,1472890,189236339,7049,114811157,3379,2376,360646181,525,0.6,0.03,51271055,48893000,1995000,65577723
4878682.exe,102051525,688328,101716603,1654233,101023784,1624965,239105,1796355,201392133,7412,107641746,6995,3497,471422344,1039,0.65,0.03,55088988,50755000,3980000,69350089
5266960.exe,438471428,1316395,272254352,2314340,272629039,2298109,464968,3825182,527854276,20902,456205771,19787,11564,1287468353,1938,1.86,0.08,141477678,138055000,3001000,155793791
5400133.exe,121361094,530281,82927188,1697135,83044441,1558487,247985,1645714,201022407,7720,125382311,2272,2363,396097874,526,0.66,0.03,54417673,51066000,3003000,68594313
5755609.exe,121058678,697276,82868906,1697890,83056418,1683698,257835,1881839,205319786,7213,129397807,4933,2877,398331257,1044,0.67,0.03,55690926,53393000,2014000,70003115
5794115.exe,118549787,1067500,85085174,1723199,84474938,1556914,314472,1819109,203002650,12982,123702661,3043,2100,420482371,914,0.66,0.03,54682809,51336000,3019000,69114963
596008.exe,116185356,912063,76681433,2005530,72667510,1870618,306837,2226202,178900357,16147,115202019,3399,2400,375305488,916,0.58,0.03,48650656,44364000,4033000,62837764
5976780.exe,121216921,981803,82304590,1616326,84958699,1412468,335101,1912122,200905873,7181,125578604,2131,2274,401489330,915,0.66,0.03,53971149,48601000,4959000,68218087
6521284.exe,122823546,931315,82817902,1689421,83065843,1515067,300104,2067861,197591863,13316,125547607,3196,2192,397772157,917,0.65,0.03,53406128,51067000,2002000,67602462
8519892.exe,113563049,570818,81610905,1724041,82581676,1474801,225820,1522222,196353626,9511,118786117,3362,2388,396494085,522,0.64,0.03,53117916,49782000,2986000,67200593
