nome,slopes
1071,0.0120265759360675
1082,0.00956669785731859
1084,0.012678163723852456
1091,0.011292830003954594
1131,0.011765699769258387
1132,0.01168562045355383
1140,0.011851824302127048
1158,0.012429377493114954
1190,0.012163785845677432
1192,0.012403326786348465
1195,0.012667268973444784
1197,0.012164983382306892
1619,0.011755561371468798
1621,0.012540984618747714
1628,0.010879884181099054
1632,0.012118123653040222
1634,0.012096994115000438
1635,0.010419412183023533
1636,0.012330426958249029
1639,0.012652167521561744
1640,0.012715086206191583
1642,0.011456368766956325
1643,0.012469589444399591
1666,0.012439211359929252
1667,0.01276619833002578
1668,0.012646308967568602
1669,0.012421421345991796
1671,0.01297521861422416
1672,0.012194133171843332
1674,0.011948294626909647
2166,0.012312722512174717
2185,0.010733358137643976
