1499617.exe,   11.42, ,   0.59, ,  1005
1499617.exe,   11.21, ,   0.58, ,   946
1499617.exe,   11.16, ,   0.58, ,   946
1499617.exe,   11.22, ,   0.58, ,   947
1499617.exe,   11.05, ,   0.58, ,   946
1499617.exe,   11.05, ,   0.58, ,   946
1499617.exe,   11.15, ,   0.58, ,   949
1499617.exe,   11.00, ,   0.58, ,   946
1499617.exe,   10.88, ,   0.58, ,   968
1499617.exe,   10.97, ,   0.58, ,   947
193506.exe,   19.21, ,   0.73, ,  1702
193506.exe,   19.32, ,   0.72, ,  1695
193506.exe,   19.09, ,   0.73, ,  1696
193506.exe,   18.97, ,   0.72, ,  1693
193506.exe,   19.12, ,   0.73, ,  1700
193506.exe,   19.13, ,   0.73, ,  1698
193506.exe,   19.13, ,   0.72, ,  1695
193506.exe,   19.16, ,   0.73, ,  1698
193506.exe,   19.30, ,   0.73, ,  1710
193506.exe,   19.24, ,   0.73, ,  1701
202900.exe,    5.75, ,   0.27, ,   492
202900.exe,    5.66, ,   0.27, ,   491
202900.exe,    5.68, ,   0.27, ,   489
202900.exe,    5.76, ,   0.27, ,   493
202900.exe,    5.75, ,   0.27, ,   491
202900.exe,    5.75, ,   0.27, ,   491
202900.exe,    5.63, ,   0.27, ,   508
202900.exe,    5.70, ,   0.27, ,   491
202900.exe,    5.72, ,   0.27, ,   490
202900.exe,    5.68, ,   0.27, ,   491
2387311.exe,    9.88, ,   0.48, ,   836
2387311.exe,    9.86, ,   0.47, ,   838
2387311.exe,    9.87, ,   0.46, ,   836
2387311.exe,    9.89, ,   0.49, ,   838
2387311.exe,    9.94, ,   0.47, ,   836
2387311.exe,    9.90, ,   0.48, ,   837
2387311.exe,    9.86, ,   0.47, ,   836
2387311.exe,    9.94, ,   0.47, ,   838
2387311.exe,    9.85, ,   0.45, ,   835
2387311.exe,    9.76, ,   0.44, ,   833
2897120.exe,    8.99, ,   0.39, ,   756
2897120.exe,    8.99, ,   0.39, ,   755
2897120.exe,    8.95, ,   0.38, ,   753
2897120.exe,    8.95, ,   0.39, ,   755
2897120.exe,    8.93, ,   0.39, ,   757
2897120.exe,    8.92, ,   0.39, ,   752
2897120.exe,    8.98, ,   0.39, ,   757
2897120.exe,    8.93, ,   0.39, ,   757
2897120.exe,    9.00, ,   0.38, ,   755
2897120.exe,    9.00, ,   0.39, ,   757
3647296.exe,    8.32, ,   0.48, ,   686
3647296.exe,    8.32, ,   0.48, ,   686
