file,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,iTLB-loads,iTLB-load-misses,user_time,system_time
1061805.exe,162678922,274024747,1564639,134442,48806104,321063,628,48067900,318797,82108838,446467,59197127,891870,110521,6491,79556,30346,85471277,7223,66679464,2616,2516,4178,67262000,5019000
1094941.exe,190611998,346753196,1446622,160634,66021557,393157,351,66941088,375204,120130623,296995,86527140,563525,69626,4947,42254,21015,122160126,5161,85615612,1869,3794,2309,50611000,1984000
1133411.exe,96235825,188266646,1049439,151016,34730115,180626,322,37231591,192103,74489942,275756,46135705,317833,36718,6518,14799,2219,86041154,2576,50762828,223,2126,729,23609000,2951000
1141022.exe,169482266,306821781,1337571,180218,53026586,274872,357,52276223,311925,92354964,376970,74095539,467742,58984,4412,46410,12906,103385793,4260,81913119,644,857,1494,45418000,987000
1165956.exe,177443464,329071925,1267323,151639,61587012,275555,352,60667582,308089,107894161,334158,78514056,597178,64623,4188,46367,32128,112185656,5135,80036635,1890,3638,4650,44990000,2934000
1344769.exe,174371977,327144012,1221868,138136,60746134,277043,352,60292437,310428,107298128,337176,77838019,577815,62466,4084,44255,24619,114261366,5268,81000137,2314,6578,2993,45627000,1983000
1370229.exe,140547917,247068768,1621472,247063,44923430,276099,432,44793750,295204,79308161,278176,63740308,391367,46614,3939,45493,26276,85271521,6111,62720386,1298,2281,3068,38160000,1004000
1435015.exe,85769582,166941980,1139218,197491,38416963,141749,364,37714692,140764,52643902,361480,36788002,277729,30641,2863,10371,1549,54662372,2131,42252613,195,266,604,22484000,1022000
1769104.exe,177867058,330155767,1240437,148009,61065735,265019,351,60627701,295861,107757913,337903,77927289,532849,53419,4025,45454,23554,113483455,5014,80136978,2206,4051,1949,45341000,2015000
1979579.exe,173906071,330995853,1229345,142258,60951102,276339,353,60648456,309705,107687266,344001,77360934,594894,55957,4685,45961,23949,113191812,4836,80268451,2116,4416,3943,45474000,1977000
