@relation problema
@attribute 'cpu-cycles' real
@attribute 'instructions' real
@attribute 'cache-references' real
@attribute 'cache-misses' real
@attribute 'branch-instructions' real
@attribute 'branch-misses' real
@attribute 'page-faults' real
@attribute 'branch-loads' real
@attribute 'branch-load-misses' real
@attribute 'L1-dcache-loads' real
@attribute 'L1-dcache-load-misses' real
@attribute 'L1-dcache-stores' real
@attribute 'L1-icache-load-misses' real
@attribute 'LLC-loads' real
@attribute 'LLC-load-misses' real
@attribute 'LLC-stores' real
@attribute 'LLC-store-misses' real
@attribute 'dTLB-loads' real
@attribute 'dTLB-load-misses' real
@attribute 'dTLB-stores' real
@attribute 'dTLB-store-misses' real
@attribute 'iTLB-loads' real
@attribute 'iTLB-load-misses' real
@attribute 'user_time' real
@attribute 'system_time' real
@attribute 'class' {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}
@data
539843565,838866130,2756955,160054,165385395,625717,133,162948760,630065,256883312,497816,139585672,1689213,147989,24381,91930,33471,279783474,123210,148601233,1591,17401,314576,135528000,34133000,0
515438108,811296701,2469840,194313,165590312,539947,130,165884480,535875,267217301,347656,143757482,1238192,115093,24540,54304,9141,271712993,114668,143550948,1072,207249,441744,116099000,25021000,0
523185672,857145424,2623281,227992,169281274,591451,716,165187941,590014,261265901,453185,136715428,1267666,118560,23622,100505,51827,288660638,109659,151338597,4335,302936,99480,108183000,35059000,0
516892541,816456315,2347559,167686,166498253,604067,130,166475652,600910,266151434,316971,142854349,1202633,114010,24107,54204,9081,271285783,114135,143561493,1081,33055,105041,101791000,37922000,0
520074092,811312574,2440229,193825,165196446,605496,129,165241331,606233,265955709,375685,143866808,1269317,118189,23820,55516,9305,273412827,115402,144169552,1101,11147,190555,106238000,37083000,0
522270302,820372210,2409495,174755,166776941,656597,132,167014673,654251,266089978,352205,144261019,1181817,121098,24567,57750,9328,270554135,115839,144449011,1092,14106,105232,107465000,35821000,0
514363632,814128353,2353876,199225,166118308,609449,132,166264015,609457,264286429,332645,143297752,1184407,112625,24345,54623,9046,269234651,114517,143637055,1104,12467,189093,108227000,32067000,0
97844824,241969163,971650,152373,49072468,74866,137,47791170,76260,68672155,233382,32391260,336952,57844,19657,11752,1761,77049463,3515,33763190,218,3112,1211,24500000,1960000,0
343592607,340893111,1751057,163241,65763674,311456,133,65561215,317679,98281878,322350,46105019,832667,91102,22256,37512,6042,99011122,110267,46032935,681,232556,104096,60476000,32716000,0
521223335,824978200,2394726,193453,167554517,627587,131,167466988,622066,267873234,371175,144604606,1246056,114965,23421,54940,9036,272963166,114722,145581320,1131,12791,105366,108424000,32125000,0
517239262,821349249,2444536,192781,166943810,610684,130,167150272,608363,267155283,361637,145014127,1250112,114734,22780,55713,9094,272165720,114883,145700187,1102,14135,205827,108523000,31860000,0
516131105,813767353,2449257,216103,165285362,608646,133,165407555,605963,263792335,377065,143531443,1289432,125856,26945,63499,9159,270270015,116063,144228979,1087,12173,105469,110381000,30103000,0
27192204,40342396,1933491,362719,17999076,91911,595,19772570,72884,30573521,254080,15139491,393002,55833,19358,8886,5970,47084991,8944,30959797,819,3457,3630,12384000,1905000,0
95468747,251527476,1053237,163922,43996261,77238,330,43882309,77471,65083777,280508,31569746,326642,71958,28557,13106,1912,79023844,2955,30881723,287,1723,1402,24767000,1031000,0
139600792,262533652,3283467,654600,53457785,224741,298,52559862,119704,70506569,238116,32675465,395319,66140,21874,13779,1912,75291097,3710,32833819,2086,18024,21940,27325000,1951000,0
87527642,218710218,1029804,147787,44772592,70553,135,45760180,72315,66545121,250790,31449285,337369,58206,17493,12400,1885,72253162,4144,30929226,241,4247,1230,28590000,0,0
