file,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,iTLB-loads,iTLB-load-misses,user_time,system_time
1251351.exe,9878229368,27873324558,85732210,18997279,3054386456,2084675,98339,3051084036,2123199,9023233773,30815284,5776927106,24955151,6263879,158994,7794577,6665713,9023096587,754035,5786832741,1141855,705850,203550,2500656000,197972000
1678927.exe,2768801641,5990699919,27451289,1353966,1350726007,1210388,1786,1352263472,1014983,2017746711,8627512,834624814,9347184,974931,77048,323924,166430,2036735770,105542,835158781,15760,62207,69477,716633000,0
1712113.exe,3361254986,10095547288,35987448,8191611,648253849,1119584,97894,646323820,1123419,3135754084,16268229,892238752,8479467,1081595,69922,6905791,6488479,3139086922,229166,893419259,552007,209425,314895,765778000,140959000
1727347.exe,9780889928,27823860172,84160817,19162046,3056514245,2103462,98334,3056905088,2073744,9050923897,30408580,5792274689,23464790,5570105,160509,8046669,6917353,9022022325,517548,5774951643,1080603,474786,385907,2471712000,164980000
1822881.exe,362248874,441663052,20669455,1787887,84992861,3021254,6247,85748531,3169258,105587286,7800632,51893383,11524865,2501500,381512,783923,243144,128905980,69188,59364901,26300,149963,47938,6671000,0
1850469.exe,1649484764,5525150875,16985161,247992,445284486,580167,325,445963965,608624,1980419814,6831517,700174409,3369712,1061570,16755,191463,41014,2003599151,40264,702680084,4008,11791,11839,444941000,0
2233911.exe,356446879,419047708,22788763,3079607,80950656,2857069,6232,77713839,2764512,104421142,7734926,53219742,9206324,1840779,167146,717050,358251,119381092,58319,62749255,40163,152541,60751,1841000,5163000
2372143.exe,1932050992,5536301784,18311462,374027,546771253,637598,234,546312156,616144,2677345143,6983241,701392969,3871888,1171230,19205,211430,34266,2708985549,46292,702927949,4572,6365,14079,524979000,999000
2379673.exe,350592922,446165435,19999705,1930986,86023827,2777172,6241,83180690,2764985,102165603,8131817,47995227,9381404,2497084,251985,693108,384185,118133901,52554,57103009,34742,144656,56199,936000,6222000
2467040.exe,350774669,399525970,23120829,3243009,78619039,2857735,6235,78072148,2627309,103222493,7241081,54629723,10041745,1819747,140312,768170,311882,115912324,61059,60825431,35660,141865,76423,1201000,5412000
