@relation problema
@attribute 'cpu-cycles' real
@attribute 'instructions' real
@attribute 'cache-references' real
@attribute 'cache-misses' real
@attribute 'branch-instructions' real
@attribute 'branch-misses' real
@attribute 'page-faults' real
@attribute 'branch-loads' real
@attribute 'branch-load-misses' real
@attribute 'L1-dcache-loads' real
@attribute 'L1-dcache-load-misses' real
@attribute 'L1-dcache-stores' real
@attribute 'L1-icache-load-misses' real
@attribute 'LLC-loads' real
@attribute 'LLC-load-misses' real
@attribute 'LLC-stores' real
@attribute 'LLC-store-misses' real
@attribute 'dTLB-loads' real
@attribute 'dTLB-load-misses' real
@attribute 'dTLB-stores' real
@attribute 'dTLB-store-misses' real
@attribute 'iTLB-loads' real
@attribute 'iTLB-load-misses' real
@attribute 'user_time' real
@attribute 'system_time' real
@attribute 'class' {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}
@data
499195214,764990773,896211,136159,154331008,730373,127,154251918,729176,247869986,396551,141650107,816330,199430,?,78181,?,253614252,991468,141560108,106492,122,96404,120438000,31113000,0
506930871,772228274,916492,147938,159129081,726173,715,160374193,719098,255218598,447173,141768096,627507,193432,?,98776,?,243279788,1368387,137615218,114297,61,214768,129123000,23022000,0
505865215,764577559,802449,115353,154939416,716270,128,154595229,714127,248215952,345825,140651019,784629,183326,?,54811,?,251909918,1318294,140572745,106172,57,225153,124880000,25975000,0
519103544,766369176,838465,110397,154352258,721574,127,153861287,721051,246618914,350776,139376707,797584,177156,?,54690,?,253126305,1241329,141202759,106970,206851,13107,128909000,24170000,0
499432100,760172115,844120,108746,153975217,913361,128,153750612,909319,245050311,336898,140610441,800834,185170,?,55600,?,249367379,1311537,140721254,106321,63,288783,124106000,26022000,0
503974554,762976617,841923,115157,154246257,923736,130,153922762,916711,245175297,321734,139603847,764121,185049,?,56103,?,249349160,1094503,140731867,106643,63,306784,128470000,21077000,0
108477524,230898111,360324,61520,43712411,225306,135,44332858,218287,65456300,223386,32226827,133844,91244,?,13837,?,70094446,14614,31787570,1956,36,5116,28833000,1988000,0
275849749,322719593,555312,85274,62354705,483025,134,61671553,481084,91357465,315414,50500058,353018,135387,?,31724,?,93949457,1173722,51260180,106229,1414,18891,67894000,16973000,0
506799960,770806637,848181,121366,155430463,970130,128,154941931,963546,245940069,349723,139716282,750332,184970,?,56434,?,249855414,1417229,141100282,106511,515,220443,123516000,26109000,0
517144224,774881189,1289061,215409,157527913,1093096,267,156792956,1089726,248459060,578313,140696396,820228,199986,?,57212,?,250710520,1347245,141640463,107181,329,360288,128688000,21946000,0
512196175,768493546,852978,116326,154577611,926005,129,154076317,915163,245195582,351551,140005775,847677,193449,?,58997,?,248788797,1187652,140425391,106489,447,362163,124137000,27029000,0
29610257,27144414,328374,59569,6133529,180340,591,6599935,183474,8004968,168537,4827393,166419,142538,?,41984,?,8287924,27177,4750324,4749,54,21136,9539000,1059000,0
100518227,221004871,476502,102771,46460894,251960,329,44710041,228008,62452160,256202,32155045,124694,72598,?,14477,?,66280529,16268,32263910,2016,69,5801,32289000,1009000,0
103681321,219157855,433566,71454,43016903,240263,136,43669170,233114,64717593,224499,31950450,140903,86227,?,13604,?,70790026,14939,31826092,1959,32,5637,33278000,1008000,0
104363381,220920429,426506,66480,42778766,231010,133,43348133,227627,64422514,220376,32064530,137386,85259,?,14173,?,72217446,14086,32054297,2071,30,5951,32472000,2029000,0
499399318,765636150,820706,112538,155278216,721217,126,154877601,719860,248419991,327127,139710620,788353,182461,?,55130,?,251193056,999551,140140837,106565,8,165166,124137000,25027000,0
116262533,262079906,409999,65566,53110093,207968,133,55023516,202310,54599072,208290,36847968,169710,83670,?,13205,?,59299664,21064,36233101,2476,79,6431,35458000,0,0
510835298,769033715,834006,114213,154341657,917796,128,153760384,919468,244556464,356045,139768449,779351,193290,?,57106,?,250703386,1120378,141599274,106741,67,306333,119919000,30979000,0
284682054,327114986,537195,84889,62664288,428629,135,62061773,433537,91017528,308046,49945943,342223,136512,?,33902,?,92789858,1067657,51394803,106536,948,84793,66457000,19131000,0
508678390,763144336,801693,114341,153372282,905358,129,153095091,907061,244343059,346026,140181062,783802,191337,?,55994,?,250381495,949348,141418033,106847,267,336262,124096000,27021000,0
498895673,756901420,862017,117537,153278230,916533,127,153487743,914026,245292829,357308,141373935,790344,189645,?,57185,?,250349373,1150456,141261389,106724,393,309371,123061000,27788000,0
493035463,757422414,806029,104402,153863281,716600,126,153604646,721620,247056561,357283,141449887,788219,189935,?,55421,?,255426422,1255924,142257255,106772,186,63408,124026000,21004000,0
508970119,765952502,840111,116494,154180494,1021732,129,153424061,1018829,243879156,350225,140225991,781812,187684,?,56610,?,250555019,1126516,142046391,107152,269,359957,124099000,27021000,0
500265107,762985777,842130,117625,153048943,916653,128,152912278,912939,244031442,351560,139953899,775810,180995,?,54303,?,251308167,1160685,141607931,106960,425,224718,135214000,20031000,0
109859660,227674188,377381,70161,41098975,295780,140,42139213,291368,62984317,246057,32248608,139902,84451,?,13284,?,73560947,11798,33357197,2011,68,5930,32512000,2955000,0
505271732,764591006,854115,121648,154397064,735455,127,154222993,727212,248056130,361490,140426365,796513,181380,?,53623,?,252923534,1284637,141080997,106262,0,171089,117144000,32039000,0
298328540,336851710,652955,192386,64028576,565400,1892,63513082,569768,94242987,543633,55162146,410254,565704,?,36913,?,98921547,1503960,53431409,107619,1392,173479,62995000,27998000,0
509559614,763522339,839835,116532,154355330,925493,128,153843944,922300,244860659,325891,140409633,790718,184885,?,55968,?,248822025,1060681,140676313,106476,44,427791,118743000,32928000,0
493022727,762750414,775769,110543,154722506,719326,127,154716156,715324,248578944,363528,140343444,769130,198580,?,53761,?,252197081,1407337,140461975,106364,2,26600,120009000,28002000,0
495740501,764870790,825529,109928,154891296,730143,127,154570473,735028,248239310,373077,140089124,833683,198885,?,57292,?,252647094,1203941,140796785,106658,2,67066,117700000,30921000,0
285593505,321789330,547020,83865,62400597,469140,135,61688880,476307,90605611,282596,51350630,355015,144697,?,35970,?,94112607,954267,52470598,106800,521,145462,55063000,31035000,0
108379228,227771421,398953,69518,44091153,237021,136,44635450,229971,65945717,234973,31915333,131301,91679,?,15181,?,68948440,15715,31003101,1961,67,5404,29490000,1966000,0
506472961,763203419,806761,107651,154042021,1028237,128,153337662,1021006,243932283,353779,140270416,789199,180344,?,57761,?,250949048,1260442,141806734,106991,85,326448,131815000,19971000,0
507011253,764708321,839622,113491,154176753,932790,129,153575751,921835,244646471,363025,140306056,833299,202503,?,59018,?,250092108,1248919,141325112,106887,172,316003,127060000,24011000,0
105137211,224514694,409097,66346,42505263,233459,135,43131498,226703,64132249,240613,32244604,137160,82935,?,13254,?,73330846,13505,32455869,1945,69,5862,32947000,1996000,0
507334241,768521574,842689,120459,154831677,873951,129,154281054,869959,247506732,350786,140355144,918651,184280,?,55640,?,253746517,1065220,141832660,106882,252,113169,126699000,22945000,0
513737911,758442274,867720,117506,152781526,927790,128,152859367,925438,244195401,359222,140907112,844612,171437,?,54339,?,251101990,1408241,141766097,106883,64,363243,120630000,31902000,0
107544410,222119603,342561,58689,42234590,220971,135,43381139,217162,64586091,222154,32245811,137959,91929,?,13880,?,71006743,17026,31853330,2087,302,5020,29890000,996000,0
509539596,756908805,932022,120895,154598378,779300,126,154846912,774470,249054106,348605,141301958,758800,172171,?,53319,?,252398376,1358256,140644810,106310,231450,65794,128403000,25078000,0
282622326,321406297,546785,80546,61807065,478897,133,61499539,483324,91128307,323801,50332146,352133,139163,?,31813,?,94649643,1478547,51622374,106726,1309,36797,59213000,25090000,0
104559763,220591870,431628,77707,42754710,239461,134,43818224,229348,65386522,245615,32608080,134116,83647,?,13444,?,72954654,15499,32099904,2017,272,6936,33555000,986000,0
104621052,219104280,434239,69280,42183930,276138,136,43158868,271827,64409535,243646,32538636,163528,91726,?,15116,?,73380370,17717,32622802,2262,304,6273,34328000,0,0
102598056,217368865,407487,68164,41762428,252970,134,42882552,248814,63894428,231557,32221800,139051,82966,?,13464,?,72640656,13064,32330609,1946,47,5353,34053000,1001000,0
498306875,769724926,832137,120027,155126164,729991,127,154647754,729815,246866696,361478,139122913,778967,192686,?,55057,?,251934847,1059800,141418015,106598,218,10647,124072000,23013000,0
502627788,760515410,846193,114743,153643201,724002,127,153328824,722826,246406115,479850,140990576,775357,186479,?,55101,?,254010153,1202488,141625393,107035,62,173309,120071000,30762000,0
488758555,763465388,786803,112215,154623801,718708,128,154353307,723344,246942534,360262,140200062,548487,179466,?,53321,?,252766092,1157901,141575928,106558,202,38791,130288000,16035000,0
497276812,764646351,796901,113421,154839292,712651,128,154618698,716566,247283054,358932,140224916,773062,185912,?,55257,?,252371699,1069391,141433755,106430,2,115576,128198000,19029000,0
493329206,770158831,777419,106201,155011538,716997,127,154487218,720914,246181913,353884,139416163,752550,177867,?,53655,?,252945164,842274,142037316,106582,15,64237,114024000,32006000,0
491543133,762601776,861509,119051,157394553,719280,323,158298431,716989,249540220,400678,140398328,614077,193015,?,72568,?,245763475,1178144,140368323,107795,5,167419,124863000,24167000,0
505822104,764916215,820528,107984,154395297,722296,128,154464105,724048,248647690,344718,141582917,829628,187183,?,56779,?,253075968,1205130,141336780,106368,26,294242,127372000,23067000,0
106795107,226420085,383005,68248,40489576,196536,133,42582632,190271,63697399,242578,32080185,140578,84031,?,12718,?,72648675,13383,32388059,1974,44,5441,32641000,1978000,0
498258148,756850899,817101,113499,153121903,907382,129,153008461,904374,244702813,344798,141606038,771426,194436,?,58176,?,251343664,1072620,141445942,106628,67,275253,130472000,19919000,0
495514756,760866602,786615,107384,153241886,816773,129,153174725,815561,245273062,364241,140366517,819204,188747,?,55845,?,250658785,1098123,141019603,106578,5,302703,122275000,26058000,0
323148298,672529080,615353,117799,139768827,509671,326,137994704,495179,219228697,327462,120095892,319626,127704,?,34719,?,225137954,31049,121223408,4231,58,10074,92974000,999000,0
102780864,217617270,418152,67308,40759520,231419,134,42023466,225960,63102141,239897,32528259,132693,83514,?,12561,?,73734477,15243,32708646,2001,39,5480,33928000,0,0
106522320,225270221,397554,65113,41033946,249942,136,41715691,245643,62146764,242950,31954207,138243,84649,?,13804,?,72648245,11455,32966377,2021,59,5659,33560000,2033000,0
502755549,760629159,777940,106231,153331364,916250,128,153393779,917951,245109018,361505,140288451,770585,189973,?,56625,?,250303251,1216299,140898258,106143,34,251375,120998000,26999000,0
524289549,760142953,895594,123173,154042313,844670,128,153873981,827853,248087864,354433,141589175,788010,176976,?,54043,?,254576797,1212115,141938955,106921,322434,268759,132780000,23960000,0
489024582,753021385,809941,108534,152455439,912754,128,152015460,915665,241353752,352984,140335506,533430,169132,?,51548,?,249871406,1307391,141877583,106754,7,215402,114404000,29102000,0
120666863,245519455,402839,64408,45126090,385000,137,44701860,382617,65732070,256250,32668470,156260,85334,?,15141,?,74510983,13677,33300540,1613,37,5115,38021000,1000000,0
490837618,762611117,798819,108827,154140795,712522,129,154319987,717809,247495967,362137,140407720,770700,179785,?,52929,?,253400765,1044080,141588167,106369,2,29020,124708000,21948000,0
116205629,231502549,393086,65708,42818771,241318,134,42150751,229330,63313833,253013,31760017,146198,83465,?,13743,?,72077345,11763,32923844,1636,44,5755,35439000,2025000,0
110629428,231091588,389877,66821,42122965,276294,135,43373654,272918,64351087,242261,32023578,142391,84536,?,13557,?,73485649,14750,32661392,2014,61,6148,32376000,2023000,0
109697008,227455912,401058,66370,41709863,256589,134,42401606,248290,62979201,250101,32032501,129674,82075,?,13336,?,72830597,11831,33148723,1929,47,5895,33928000,2056000,0
