file,L1-dcache-load-misses,L1-dcache-loads,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,page-faults,iTLB-load-misses,iTLB-loads,instructions
1016334.exe,5045070,162745249,98003727,858617,101203385,866128,1970254,11264822,391745364,226130,147387754,3386,17031,25382,534739486
1135440.exe,5048210,154829660,117273239,2750719,116671019,2749918,1204739,11794029,412301788,192688,148826533,2480,5167,19548,506627047
1147117.exe,4841138,155421837,132127614,2632888,133631679,2660168,1232171,10331127,430756056,141907,167367225,2871,7288,21000,530695493
1199099.exe,5126013,110115927,98576359,762685,101622223,757833,1047669,9226577,352404547,98797,155460208,2480,3547,22830,404880741
1379278.exe,4176259,195527906,148528928,3204066,148481648,3192476,2149828,13806049,957038263,432557,197067990,2478,219388,674089,672629346
1400532.exe,5325541,333290772,240581045,964318,242934911,959707,1075363,10234406,593863495,114152,381962013,2667,7479,30295,1039241685
1604299.exe,4792798,382530278,242807080,1618326,242117701,1609650,1789748,13159277,1102109831,386270,385551630,2476,221378,429942,1175653477
1749177.exe,4968674,213240186,158043637,3067328,157089087,3069084,2467677,12965829,988956807,591650,212077464,3259,199462,547022,729412316
1779544.exe,4920879,413471215,258288960,1550728,257635256,1556993,1967840,13519187,1118323180,427653,401475457,2475,212485,342263,1254583087
1817867.exe,5018208,411020732,263276131,1564292,262458600,1558812,1974406,13536546,1123825164,442210,410413626,2667,602466,826003,1268683443
1963979.exe,5234685,339968078,231280190,992677,236382379,978805,1169740,10777848,599824841,115476,385864569,2670,7308,32669,1063324849
2024525.exe,4725495,159206597,105107020,854068,104610643,842911,1712209,10362499,379419218,188980,152030377,2480,6142,17901,522554438
212795.exe,5001375,146833875,109485318,803893,109374725,795361,1646200,9583747,376276829,187471,164683174,2870,6059,22673,533017069
2265396.exe,5193730,401451930,258630940,1629103,258513154,1633448,1883239,13576099,1131390033,443081,401619262,2473,206052,324787,1240843074
2286318.exe,4892236,141244633,115127037,2497988,117939951,2480260,2544550,10978288,449072883,293428,159888385,3650,9080,22934,510296440
2349449.exe,5157555,180392877,159195610,1245796,159104863,1268047,1522835,11919866,893134223,424037,198368597,2868,210891,495976,607205851
