file,L1-dcache-load-misses,L1-dcache-loads,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,page-faults,iTLB-load-misses,iTLB-loads,instructions
1051415.exe,9636890,364916481,221337937,3015606,221257419,3007061,3206178,24849148,701316725,522542,346235724,3232,10435,30244,1162486243
1051839.exe,2736406,116395267,70124955,911103,83964261,740774,774897,7981936,221506703,27175,142133613,1878,5026,10787,430979603
1252905.exe,5462710,112169859,91646493,565159,87907814,562015,2635667,10694821,276890624,166158,107059388,4215,7712,27707,369159645
1384707.exe,3609160,137442658,81013941,521801,79242385,560831,1423711,8090767,262953724,71382,106202294,3528,4256,11948,442277374
1415787.exe,2534884,140080723,72004923,642245,71693059,794229,1570048,11262103,239996797,86499,127912223,2729,3627,8551,493146172
1455001.exe,2496808,142126208,71439684,614961,70899284,735409,1425163,10627340,238915391,70739,123919459,2442,3736,8326,488861864
1459579.exe,2642969,126768002,71147995,897225,70927968,874581,767078,6965708,230576688,25268,139357026,1788,4781,8499,477362895
1537646.exe,3571485,143957321,77711133,909876,77457194,950597,1399747,10345762,250670732,85129,106024418,2861,3974,10795,482196701
1540819.exe,2463230,139369882,75436131,867347,75780346,914458,1428362,9499156,243267249,56564,131054830,2170,4276,9947,487351814
1559825.exe,3467068,142469944,74473003,571156,74249701,620427,1366087,8520089,250980662,77002,103881636,2842,5226,8327,484561819
1764918.exe,3344783,138349970,79595906,506708,78300066,556769,1318713,8115240,255751601,74768,104699229,3326,3471,9565,453374251
1982367.exe,29626218,255637022,203304364,17829695,202141606,17786306,14005330,68078183,1764181264,2220631,261108077,5472,30175,35345,803747546
2155531.exe,3141334,143572512,70974750,571755,70486312,649680,1435304,10329891,242462455,81723,115701101,2485,6061,6502,478859877
2186654.exe,3432431,308545708,227550762,903134,227856824,883175,643602,7515490,462522312,33913,352331157,2657,8014,36257,974726829
2322404.exe,13782004,175468822,113727739,5585021,113604280,5620528,8303159,34900913,850382033,1092384,173771209,4854,12680,37538,606981376
2327051.exe,3234191,137550173,92450571,687674,83908096,854012,2064747,10774134,249836218,187502,110229616,2520,4410,8801,463510949
2418910.exe,4253603,104611791,99531029,507680,93222162,535047,1097423,7859644,243577731,68048,88325494,2606,5262,10582,424315613
2434389.exe,3909423,135421597,82157729,574944,78118524,600346,1731819,8923702,263049270,183341,99933378,3035,6508,13726,423773457
2563628.exe,3439390,355809422,200915367,1246777,201149467,1327631,2412828,12928477,503798882,259570,328553356,3225,9863,23140,1080180458
2568363.exe,2508810,138912475,70987155,630566,70610297,788538,1460024,11104151,236375980,73263,127657286,2485,3623,9771,491921613
269896.exe,3778372,138614606,72438238,532596,72310134,585016,1307059,9181193,242552248,91082,100205972,2686,3533,9556,461263753
2825005.exe,3912210,143333734,73340964,504676,73119047,564226,1353993,9327170,250747993,90539,105558156,3071,3693,9801,480312374
2864602.exe,3204489,142153531,72495936,550208,72279633,612234,1447551,9093431,247154303,87350,111646754,2637,3559,8787,478280059
286469.exe,3334368,136677113,88607215,801174,82469096,867757,1718254,10349511,258225993,163479,100224250,2524,4731,12591,459805785
3048276.exe,4108417,135594517,78390277,584372,76158335,616918,1533257,8951634,261547469,161029,99904281,3087,6535,14140,441350498
3079156.exe,3505831,141553480,75911346,500069,74461605,557291,1316808,8708677,247572558,87056,106855611,3119,3539,10181,476226151
3097002.exe,4241955,131588677,85931345,589010,81742420,603784,1808879,8734182,267676108,172805,103103953,3237,6998,11759,394893363
3101111.exe,3233327,304046059,221560142,805958,218968460,843443,974672,8293851,448337751,33957,340714685,1967,6780,34168,963191387
3183555.exe,4238462,304852701,214389166,843596,211954012,877474,1113914,8522757,440009883,36299,341407134,1873,6340,23544,938537327
3432335.exe,4591681,113643484,94212811,551359,88147817,574339,2378403,10028564,281153387,153682,107651977,3636,8431,22329,356770703
3653114.exe,4713787,118646775,85329042,554746,82936636,580837,2012634,9511142,270550516,151260,107108464,3439,5965,17075,367352153
384742.exe,3038154,120627339,94967366,547980,91716020,592109,1149962,8915970,256262480,87840,94621819,2530,3595,10627,511852853
3896913.exe,3266316,142751631,73295147,569928,72926054,647998,1263768,9158971,244956345,76245,112077476,2442,3716,8704,484733553
3900160.exe,4684512,119621307,86295374,531662,82469867,569443,2387240,10621730,274991486,189465,106879057,3236,6788,13654,376304678
3977915.exe,2996231,331566060,194739726,1539932,206914844,1391870,1765978,10971983,479368329,81881,348910562,2539,11666,21511,1022136441
4033232.exe,3576095,323258313,207664326,1164780,207432069,1333606,1801834,12875234,488346904,87656,353238038,2657,6701,27783,1050431029
4076739.exe,2629095,125687369,69149112,1052388,69765242,1036854,1343214,12451982,233906724,62586,137182343,2661,4185,9587,472945781
4119306.exe,2491564,139456535,69985666,630687,69765774,778213,1384703,11868292,238545098,73724,124923933,2241,3635,8914,483571012
4136921.exe,4243467,306582411,216878871,832586,214308342,868860,1028586,8437870,440063435,33577,342155201,1972,6430,27428,942572510
4188908.exe,3089821,134084680,89042825,743300,81730311,886406,1945682,10911293,246966056,181982,114738090,2519,4681,11279,458625715
420179.exe,2531167,125245434,72994110,1073651,73040258,1024454,1255996,10706071,231898655,45256,135373377,1927,6322,7550,463020638
4269635.exe,3464343,314849381,208628440,1481299,218095198,1272216,1120735,9069426,469104505,30548,358609618,2729,8018,34308,1008136501
4327808.exe,3117380,300510424,227774090,832950,227469450,848967,767273,8244565,457008305,31355,350242043,2432,10269,34152,954178700
4371782.exe,3464068,310599390,210310718,1407927,219389613,1224188,1194508,8968807,469555837,31570,361740018,2951,8572,39774,998856152
4500686.exe,2723699,114795598,71044955,1031359,83092970,828425,1003077,8556817,226935744,30095,140486076,1974,3790,8090,426188604
4521775.exe,3326070,308555275,229432516,837208,228810956,839878,648158,7578471,460770783,33798,349601420,2457,7073,29681,969995826
4538105.exe,3978213,117661932,115790775,431520,111413260,432460,2749038,9580110,294524367,62003,128775829,8203,10277,44242,435815456
4570249.exe,3228308,304245121,228551067,846108,227984815,846789,814216,7967303,461821983,32505,348482058,2282,7796,34416,963869907
4618768.exe,2678895,114752937,69315961,1114768,79924392,876733,1090979,8897130,223437198,31666,138704130,1880,3879,8993,429467835
4709658.exe,2528679,137799086,70522679,597595,70116650,717492,1523095,10366137,242298481,74090,123216093,2437,3929,8390,483716837
4776111.exe,3831263,140317165,72954101,514393,72540873,561771,1258448,8943298,243829538,86657,100809435,2684,3894,9330,459278216
