file,L1-dcache-load-misses,L1-dcache-loads,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,page-faults,iTLB-load-misses,iTLB-loads,instructions
1070657.exe,13242603,211063578,203092572,110116,197530657,110024,7746052,28565026,550644517,202847,198623149,2082,11814,6362,1863558412
1096416.exe,12841796,205782861,209114865,93431,211376874,93340,8025296,30166033,546072386,204038,201104965,2086,4375,2749,1810154143
1293444.exe,6701259,208287544,203339779,84646,198166379,83290,374482,14611395,476658588,13043,201339000,1106,4060,2147,1893517128
1402105.exe,20704028,522338976,549033691,633217,544413931,635556,27888507,43890129,2239747420,799982,499795535,98763,308851,391235,5361476029
1458177.exe,13337826,213005949,108101906,131374,108760982,116228,8146872,28697934,518106535,199997,198650313,2091,3200,1788,1457896920
1562200.exe,13240864,210984756,106306836,112874,107828519,103015,7707957,29918078,509337900,199108,200130717,2087,3695,2223,1644293393
1623325.exe,28279064,582671298,302923351,460097,302058068,465176,28199601,55543964,1444656064,316000,569180195,99783,313573,518198,2699014353
1626177.exe,6816135,212096798,214391934,102371,201439490,95924,182129,15586734,440395361,14973,197497885,1105,2747,1430,1834516165
1628906.exe,12885025,204954033,211690322,97677,213041001,97474,8490487,30776527,579654682,205290,202981504,2083,3637,2105,1912882247
171227.exe,13670281,215655215,29929506,65838,29412388,61162,7142821,26399910,320218368,201208,213023762,4040,2112,1563,899150820
1759010.exe,6699925,208825986,194606729,95230,198710145,95606,45716,16212074,548287723,14187,209718138,1109,4600,2494,1788557896
2014050.exe,13015865,209513409,213941435,92243,215046689,90318,8258150,30165270,534479466,189580,199271157,2085,4981,2253,1734300992
2134955.exe,28320149,580487151,302207422,468105,300938663,466747,28258402,55495943,1434356155,319107,567283520,99784,314638,609506,2690182486
2146464.exe,13113543,210100651,210155486,93126,211894383,106168,7988926,29609958,524511750,191134,198962949,2086,3379,1805,1726318698
2199340.exe,7052499,56508453,33549386,35252,34529813,37964,288818,13742963,154228660,6488,57394572,2088,1259,1379,362036729
2230392.exe,6595037,206273284,104723592,102201,105523026,99951,702012,16281117,552226408,15631,201201934,2078,4421,2943,1424931237
2231894.exe,13066064,309374078,322037351,103959,319101491,104955,8596565,30269184,657775726,206530,302258583,2087,4068,1802,2355747328
2233044.exe,52579066,566940778,299195905,242850,302642276,253395,44988830,92773501,1380372624,626500,553586895,7941,30225,39948,3622654061
2258515.exe,12829120,204314087,107226599,124677,106991784,115668,8265244,30478596,600437893,212764,204504389,2087,3822,1682,1618962869
2378596.exe,12756304,203119167,201270879,105965,204854197,101416,8425776,29412857,561127755,211988,208547094,4035,5179,3069,1816250547
244450.exe,6666101,207248571,210879400,60831,203314423,59352,581173,15664195,343792635,9300,208129940,2085,2162,1083,1498552344
2481720.exe,25270239,408575114,342834820,491860,341345355,499720,34015605,47022419,1395722784,737587,420460282,98766,308944,355032,2672192642
2514076.exe,12784938,204752937,200663651,106339,205674584,103538,8387821,29457646,557115470,209410,207943148,4038,4471,2841,1818316090
2677173.exe,28539468,579558081,302066674,476299,301024733,472999,28523744,55774617,1437798475,321655,567236632,99788,312932,444891,2903931877
2685596.exe,12692606,203008360,200369776,108153,205439273,101709,8137485,29506482,555580730,210814,209677928,4038,4062,2444,1821225778
2697990.exe,28367385,580451079,302636993,454668,302259679,463376,28260487,55054371,1436375390,322129,568567627,99784,314456,447313,2696128230
2734446.exe,21102786,415746767,351991441,542704,350601842,527380,27763165,42673373,1582740753,775278,404950873,98765,310923,333811,3685467988
2820444.exe,6520238,103944578,31457898,35610,33042274,34748,133723,14054846,179295024,5000,107401372,1107,1086,594,358810074
283471.exe,6367259,390220276,211659827,170630,211575428,163576,367258,18281326,979996271,27273,402797177,1115,5863,3069,1369441064
3205915.exe,15060561,335280736,304829815,336307,302935151,331478,12562902,27354883,1042865426,215106,339832919,98766,299962,373451,1969889538
3208130.exe,14833696,448096431,493794262,609461,494885725,613157,12669519,31203333,1976898209,205094,442738157,97791,111189,396541,5014259220
3208532.exe,28028587,581222880,303540862,486050,303233487,497906,29001463,55056491,1428672712,414647,566592768,99784,115684,751441,2584251604
3216342.exe,6694976,206373587,207715733,52329,211509816,61015,374039,15076875,288040890,10128,213970827,1109,2344,1033,1301486649
