file,L1-dcache-load-misses,L1-dcache-loads,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,page-faults,iTLB-load-misses,iTLB-loads,instructions
1070657.exe,13381187,210803598,202350755,124315,203095079,122090,7996156,29275657,545869809,207887,201863705,2083,6141,9857,1869594033
1096416.exe,12823669,204692480,206396579,95366,209774406,92842,7841343,30841136,545695226,205725,202936719,2084,4502,2589,1803198718
1293444.exe,6683125,208112001,204109712,77807,198797454,76363,138685,15481919,475953090,12089,201543870,1106,3953,2760,1898436296
1402105.exe,20793074,504434948,558914445,641488,558662971,632642,28020813,44563898,2250915090,800336,508740325,98762,317304,307330,5256728246
1458177.exe,13326841,212900855,108166912,106413,108254484,102791,7865495,28560814,515819862,199719,197725639,2089,3082,1625,1455455345
1562200.exe,13309640,211714075,106034360,107939,107434622,98908,7682957,29270343,510539344,195230,199730226,2086,3081,1657,1666854393
1623325.exe,28203685,581247010,301071378,470640,301462237,484930,28225737,54697463,1434037380,317556,568121425,99783,112196,502428,2696827152
1626177.exe,6867971,213217324,212526234,80599,203592707,87058,110036,14466577,436719430,12916,196915336,1104,3074,1271,1806343920
1628906.exe,13019296,204580743,198041244,125865,202059523,131690,8411423,29672423,574191916,213029,206458594,2083,8327,16143,1933961277
171227.exe,13674396,215468984,30139658,66859,29559458,62359,7124756,26408898,320110863,202258,212815044,4040,2087,1415,895947208
1759010.exe,6709863,208470372,193086418,85795,196894372,88071,236706,15312257,548332077,13861,209427036,1108,4105,2124,1778243555
2014050.exe,12995637,208795868,209208584,89609,212683790,96980,8257235,29472870,536077541,188762,199679822,2084,4616,2672,1710828872
2134955.exe,28180998,577394329,298916730,470982,301024721,466388,27589614,55294407,1428832739,318125,570771235,99783,278401,364428,2699866485
2146464.exe,13096486,210124695,211312466,119126,213219290,126115,8483262,29806077,531209325,189725,199306339,2086,3396,1549,1726199389
2199340.exe,6891906,57593558,35765530,39198,33709975,34322,266365,13304668,151571123,4035,55019312,2087,1794,1357,356850203
2230392.exe,6599338,208198036,105213164,93838,105721058,95511,615161,16253732,550416837,14406,200616447,2079,4906,2877,1422621746
2231894.exe,12997717,307464433,305142236,116136,308908020,112719,8535481,30106054,657800670,207563,302609369,2089,4275,2109,2337584147
2233044.exe,53115639,567767449,300111669,241630,302712265,248434,44548365,90458273,1366296799,621620,552609830,7940,23879,31376,3656807033
2258515.exe,12894575,205389823,107552745,123070,106833425,113673,8247333,30417516,605474702,212414,204596687,2087,3862,1567,1625933195
2378596.exe,12777977,204800755,200711720,105083,206024115,104069,8581265,29510710,558686476,208987,207808646,4037,4424,2590,1816148396
244450.exe,6687423,208302520,211436675,59684,203326095,60625,553016,14898187,342793951,8520,206765819,2086,2006,1047,1491819414
2481720.exe,25435730,409919560,339981152,496317,344136964,495050,33302674,46270068,1395865084,733187,421372385,98766,307656,515941,2666390441
