file,L1-dcache-load-misses,L1-dcache-loads,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,page-faults,iTLB-load-misses,iTLB-loads,instructions
1655552.exe,1565235,86947548,90578328,2306391,93434115,2498203,351065,2844966,221477747,17212,79671022,3661,10906,24997,508117198
174258.exe,1910847,109873741,177345442,16881776,174970803,17497990,305708,5973236,664664512,27238,115123553,4204,11606,30742,826045705
1787832.exe,12679495,137440836,176192613,20670477,182695413,19287572,2243879,10150783,755651899,61670,131977204,8301,11669,28101,981600355
1821852.exe,172267,88866737,125647413,13424186,124898506,13356649,29797,1988947,582132510,14915,88885440,136,3584,1846,524998574
1898852.exe,148231,23426594,14998671,97658,14946973,97953,9168,230803,60124447,2121,33185343,135,1304,1411,100004467
2048785.exe,203993,91106770,134906696,13550928,134973725,13542363,53942,2254748,614775519,16944,90052734,134,5404,2054,575193802
2054972.exe,1395742,86124376,153181021,16222110,160129266,16129004,832416,5765934,614516181,29479,102492018,3622,12112,7108,661799999
2110174.exe,16128759,92709437,175562014,18641318,183141719,17791061,731154,15300367,710526269,41426,101331731,6287,35275,35446,805539072
2254880.exe,7253922,135893482,155876660,6336011,159179518,6220546,4793391,19923472,1542813536,113325,135295071,4238,14444,19866,793095972
2271051.exe,180949,85543424,126532052,13090253,125582992,12939483,117736,2321491,606438288,17544,85625054,135,3719,2209,486831766
2381283.exe,18130307,150667854,232245600,19690752,239357500,19527108,2267776,10188972,835251223,56581,147521982,8303,50782,41406,1033179376
2384994.exe,15560130,121307429,225956961,16170286,232646477,16187970,1393953,21300994,722680284,48582,122905808,8302,29613,40439,932262685
2447635.exe,12367028,123737817,173866486,15602340,175037185,15996138,1545779,12026773,676475408,38170,119531716,8299,26299,41763,949175944
2460677.exe,177030,84896765,124109713,12994373,123842979,12875276,67115,2188549,605581757,17580,85980358,135,3762,1501,489613981
2671073.exe,2257487,78446784,163344779,3370092,165898036,3812131,1584739,6326571,326690914,35011,88894793,2182,2802,1201,663297724
2671088.exe,2792310,83462367,142664724,3354025,153526041,3296247,2895594,7255437,328844574,34342,96110422,4230,2042,1051,648456615
2675921.exe,15122520,133789923,227242223,15853044,229997166,17140086,1669244,9266422,750454325,72084,135051247,8302,11334,32256,1012995844
2675933.exe,12566185,137551836,242054885,19072004,232470768,17129573,1879836,7964466,750627888,43638,126744490,8302,13733,38115,1001873607
2844052.exe,1964988,61751798,25530897,113820,25511017,113251,861120,1465159,159781553,26624,59998379,8517,11317,42208,182517158
2942024.exe,2557845,85830113,97107165,3280744,92031400,3032195,959794,4581269,259160203,21620,83863088,7147,17178,39916,477246316
2942175.exe,18707734,205745813,294475203,5876075,308631630,4957882,4154875,17060283,625950544,74018,229540645,10349,23213,32772,1289424679
3010849.exe,12788476,96422866,195639162,15882734,187961907,15395400,2518482,13931419,639842977,41194,97217639,8296,11071,33822,800876484
3080883.exe,1713092,74282173,161847623,16486244,164810155,16630824,390124,3700507,549472667,19460,73493309,1605,9015,8961,591823008
3266282.exe,16976288,135470963,234994688,17130691,239641142,16849908,1899916,15796553,793235266,54400,147391313,8307,17497,63186,882528406
3454388.exe,25389726,217096536,278953907,6491454,277538102,6209042,2100242,10111891,640719242,60748,243903911,10350,23983,38055,1413209594
3666316.exe,20902453,103333964,229991195,18993044,232741967,18709635,2256185,19097127,748624119,52432,110647133,4230,17705,11182,981622003
3916769.exe,208847,6610589,22914818,23053,26929114,19308,655073,1683243,46288050,7057,17141913,2305,4011,2539,54483814
3930008.exe,22087277,159356148,254752046,18805763,239947332,18563070,2296092,10082401,825862443,46128,146254050,8301,30704,37351,1114481312
4034922.exe,780640,25568096,17757952,62659,18329718,53970,510804,1504186,109789559,6626,34861691,2185,679,307,102130774
4083399.exe,23741342,96730411,198805012,16185076,205097084,15593150,831201,19173352,728651738,22883,97403792,2185,5539,2745,877776977
4088261.exe,1707345,119389992,209522440,17097008,212265956,17037107,191962,3702246,643424081,20313,112989993,3627,9744,18406,924804951
4207131.exe,1512845,70648172,137231691,1166719,133789175,1361337,903996,2672600,233019481,14682,71961302,3349,2178,1801,509775538
4230847.exe,1366548,62213640,29334711,370693,31603729,400889,915713,2909009,183060449,23329,57093275,8304,32053,37927,193823012
4358293.exe,9876239,143060592,160496756,4168505,154624271,4510082,3239455,10000183,432255313,40586,151148380,8301,9736,49917,814722925
4379117.exe,3158849,79387049,192277748,14980062,185351675,15480118,1858555,8572395,685460637,48734,83713419,7141,13992,29020,612045970
4474695.exe,20365698,78426948,156805076,3382938,158577184,3421081,2723043,16427072,366938254,43758,93385439,4229,3135,1442,606301106
4480991.exe,25400762,113600370,221807519,18566848,219482996,18049100,936268,20083860,774079150,35228,103586751,4235,21655,22027,969857396
4484725.exe,20868648,155000212,249901676,18753529,250908818,18148371,3642423,12134748,826357419,52078,142848336,8301,30626,48076,1181086790
4538926.exe,1257214,80980550,152361101,21085355,159338708,21009932,202910,4457634,734505555,23816,72918744,2028,6530,15763,637308643
4625512.exe,14334532,606569749,502150783,7197781,516711376,6565831,2201044,11665923,1005967121,53404,610477222,6283,9873,20698,2522476081
4704949.exe,234102,86458466,125974850,13243367,126041280,13217740,55445,2187642,610179840,16988,85774928,135,4871,2088,492006005
4866993.exe,22353232,158795454,240228340,19891414,237000198,19328442,1711670,10242270,816942969,60565,154493874,8297,14338,20263,1212853358
4900502.exe,3165076,90007640,220835281,15278153,220747684,16040270,859369,5435027,660101879,32971,82229917,7145,31380,33927,760469189
4972182.exe,13177144,125555355,151616695,5549892,149023369,5804502,1894794,9532315,415461802,38481,138102578,8302,9952,48867,759027573
4998183.exe,16583335,156393065,161034443,4766869,171402854,4197820,2599713,9129823,460266335,45574,165437683,8295,8877,34931,929986331
4999544.exe,2660090,65203190,108539418,1811421,105877167,2198528,1499178,4320197,242154008,20501,61031692,7170,9850,44037,429473198
5002181.exe,1560071,144086404,211249061,3271314,212350560,3256038,560048,3352142,371893213,21533,149863689,3339,4981,4550,1010262887
5019858.exe,2973288,76978073,126950666,12419826,136004732,12407210,6308608,8727269,708763125,89078,96788880,35214,40741,144449,542178762
5093284.exe,15138057,193081104,265812341,16351115,269766261,16239827,3321724,11781345,796790620,56450,197119700,8295,21102,28797,1247058821
5151770.exe,18392409,130473728,227915179,16686645,234785966,16718692,755045,15146937,713688857,36522,120419316,8305,36557,34453,980100855
5186697.exe,15511068,157304782,245585322,17942704,261819536,17313343,2959195,11307030,882549210,57578,159463141,8303,12530,25145,1252888193
5226706.exe,211540,86177885,127842512,13267970,126341009,13173892,26356,2092355,624092373,17211,87444221,136,4574,2911,493595198
5307301.exe,17818900,197441090,236066450,21033603,246036044,18358809,3135720,11314714,802826694,63907,202871559,8299,21630,30008,1257932950
5385285.exe,212178,87138753,124800918,12761923,124892059,12676276,68178,2340535,609216170,17050,86482867,136,3942,1857,493736400
5434517.exe,18986399,194095152,238903228,20994243,235437298,19425701,1882335,9995492,800631235,62589,193708422,8300,22797,31043,1234732332
5557748.exe,161803,42028125,98418673,13242489,99051737,13288434,44881,1648990,485585356,12681,41119248,137,3216,1527,388671854
5576553.exe,20324942,179023896,238348474,19585681,236190972,19757501,2915267,10735530,813223570,44368,168580914,8297,13513,38021,1252736613
5614529.exe,97560,76834654,79513024,603341,79296615,590393,10668,800678,213033097,6985,78042126,137,2262,1635,401202172
5670639.exe,16091855,150717657,250266753,18575480,262139289,16974967,3453006,11643447,794468762,64427,158322503,8297,15130,30456,1120829311
5839216.exe,21447210,115764882,198804157,16406435,199537508,16463531,1724237,14759438,739352612,36243,119401936,8302,11860,36974,878293347
6013525.exe,14928559,191386491,271626255,15652536,274699545,16143733,3424068,11358021,796743362,54420,196592475,8297,13483,28085,1240633078
6134528.exe,14048566,152359329,199421491,4050007,192833072,4612965,3124497,9757667,447159181,36518,154253472,8300,10994,48248,878247423
6178120.exe,20448452,171566729,250030532,17045112,243613144,16958628,3969078,11810066,831633096,65024,161457913,8301,11710,30210,1140847667
6224408.exe,15701430,186226089,289032248,18350456,278380877,18105746,3614255,11405901,767588524,73441,194747604,8302,14851,26985,1080138808
6258569.exe,154653,42081583,124136631,13022327,124315500,13044215,26357,1672717,496607710,12967,40857768,134,3126,1765,394589846
6273288.exe,16628997,105195329,127524548,3988803,121861495,4218791,1450823,9984728,321890643,25613,116911340,8301,8999,32060,662987199
6369061.exe,9954195,120140632,144185131,5075079,142694052,5243741,1606547,8237703,399166925,39122,131290213,8302,10068,53834,649199730
640941.exe,2597385,82341204,107337205,3449726,92942714,3548624,1203335,5232023,278697996,25832,91405540,4204,5737,2385,462948834
6605499.exe,13449125,185833718,273694672,18622146,277512614,18396724,1389522,10417267,855848995,60328,201333916,8297,38910,44478,1256393200
6607910.exe,11970884,131472885,266522481,18186002,270483434,18243926,1013449,8627625,866986585,55609,155852038,8301,15272,49039,986100279
6608004.exe,667920,61315980,79720094,1606871,82339266,2184182,452788,2047652,183981516,7056,61543882,1739,1105,670,426384780
6644544.exe,20234474,148618162,217029139,16912890,220816025,16302241,1478128,16153956,734204291,41299,141623791,8307,14685,43004,1118349137
