@relation problema
@attribute 'L1-dcache-load-misses' real
@attribute 'L1-dcache-loads' real
@attribute 'branch-instructions' real
@attribute 'branch-load-misses' real
@attribute 'branch-loads' real
@attribute 'branch-misses' real
@attribute 'cache-misses' real
@attribute 'cache-references' real
@attribute 'cpu-cycles' real
@attribute 'dTLB-load-misses' real
@attribute 'dTLB-loads' real
@attribute 'page-faults' real
@attribute 'iTLB-load-misses' real
@attribute 'iTLB-loads' real
@attribute 'instructions' real
@attribute 'class' {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}
@data
206218,248241337,155942295,610875,156075899,609975,66346,1751587,506451646,114534,252311924,127,308934,391780,768368289,0
1283594,122929913,62514156,402899,62363360,411811,122856,1530899,344922327,112055,93828027,135,314357,230254,420444685,0
214526,248146257,155844448,606434,155893602,605945,52546,1734284,504326325,114388,251814264,128,309755,400894,768161123,0
132227,64953885,49148126,156017,49125239,154810,41918,440613,95950327,3703,71488723,136,2058,3080,247542561,0
129131,65782979,49580562,156369,49534049,155488,44196,436137,96220754,3838,72076253,136,2143,3057,250211174,0
148349,62335643,49020899,184568,48952013,181990,46088,428158,96411165,3652,71341879,137,2141,2770,247059077,0
223673,249883090,156156213,647214,156243615,639142,89613,2020688,504887283,114473,251932814,127,308889,338049,769643145,0
237930,248218310,155908329,612432,155887417,608731,57540,1754119,507620463,114515,251871397,129,309103,379625,768152177,0
211545,250940520,152057231,617357,153368134,619992,170776,2154957,499705807,116585,251948659,129,310250,234853,773835528,0
212274,249486308,156387637,607818,156218734,606302,64368,1871578,506136116,115349,252266133,128,309684,340591,770259198,0
265645,248901911,153990786,713064,155193682,706047,99409,2025917,512980714,115514,252522169,130,308902,409352,770909884,0
222981,248179726,156088501,576299,156177926,572740,52348,1699771,500617026,114640,252211031,128,308578,231613,768212317,0
289341,231332666,168555809,705136,168638726,705384,77352,1829336,506306673,106217,272119578,323,294793,370436,763176733,0
125327,64015707,49293034,157127,49254256,157870,59092,470573,97318025,4107,71536831,135,1983,3277,248826103,0
216491,248258074,154580218,551006,154982014,555796,70290,1880642,508566098,115049,252624519,129,309199,392022,771033179,0
167917,62544673,48890626,111289,48849037,109082,44027,458598,95344270,3858,71436297,133,2263,3209,248053552,0
174076,214960804,149021259,554552,148934499,550158,66182,1091454,262717460,7554,240985328,323,4233,8925,692965437,0
207835,244981847,155432292,603373,155553811,603344,66117,1796885,506990192,115102,249261305,131,308824,415659,767444762,0
427405,250468596,155252933,603108,155218197,602983,52356,1734378,499236670,114689,247278464,130,309812,114436,791964538,0
245097,245613387,155253712,590628,155440603,597082,51808,1762450,500855803,114717,250137978,130,309171,206740,768074972,0
173707,219675675,141190134,545256,144046013,549726,93990,1283048,266008991,7612,241014788,325,2201,9512,693525710,0
125156,64841629,49014195,165262,48919376,162889,59336,477459,96774468,3773,71263754,136,1138,2995,247487655,0
126063,62420893,46611668,165064,47113143,161301,67382,618557,94086782,3966,69880005,135,2065,3199,242214322,0
248089,245724100,155131132,621646,155043993,621279,59546,1769133,503895300,114253,248561019,130,308555,360214,766622632,0
231701,249052162,155890943,620779,156148234,625236,65774,1893752,508099158,116303,252760554,130,309782,364591,770893586,0
293439,243378297,155092019,602747,154967515,602741,62015,1825648,503525123,115490,246813645,128,308434,405473,760369362,0
144963,65230353,52009704,115605,51744337,114663,47787,478689,100693717,3906,74592250,138,2188,3184,264564980,0
205769,247160417,156270422,618028,156262745,617077,49278,1732986,506029233,114645,252307324,129,308644,328454,768137032,0
130415,63290539,49436611,158791,49444562,157655,44655,451036,96594415,3732,72002537,136,2133,3108,249318888,0
127825,64616085,49185520,157553,49304023,156960,47535,463482,97008108,3585,72079426,135,3260,2250,250152267,0
304319,2202188,20018997,260178,20263258,249014,73011,3768446,982310663,29254,2273510,133,7604,4008,221877218,1
61377,1652848,5410188,107876,5430243,95951,35968,739471,181548269,5432,574602,66,1130,550,123291022,1
79399,3678449,1998229,27786,2031215,28220,9179,528656,152337699,4056,312699,128,1700,1221,138352052,1
52126,3189928,4181357,55761,3685412,46337,36526,603017,97901440,4879,241422,129,664,253,108744954,1
93141,2048102,2297309,44629,2219249,42923,20385,810184,237957226,6149,437631,133,1446,614,229185695,1
155191,1926815,19886672,85068,19843179,83544,24991,1679057,496294775,13622,992833,133,3213,1777,314078636,1
40142,1300217,2359503,33327,2594922,32855,25770,559325,51866878,4963,896482,134,757,227,64514210,1
248045,4602228,64961568,127261,64961191,128080,34846,2797483,780010239,22075,1918376,134,6255,3981,944143489,1
162675,33434830,62493696,88982,62742709,103881,43101,1966551,523812934,16525,32644092,136,3767,2007,562201353,1
144076,2906893,4477384,63591,4451110,66711,17756,530793,152828687,4017,309344,191,3031,3799,88023449,1
516421,6706470,210073875,234960,210104858,233326,52829,4873066,1445724286,37459,2576330,127,10752,5381,1992911233,1
179001,3849252,3194164,79804,3178649,87023,41860,1740036,505255767,13327,996136,134,3246,1401,72080694,1
165858,91525107,143156974,147359,144364289,130920,112587,2354111,595620425,18069,89844870,135,3660,2132,739472117,1
62749,1890524,2028429,37912,2051909,37124,9914,675762,180023317,4817,358439,137,1259,619,140816795,1
1501073,45837546,50878549,72305,50999256,90122,74715,1676268,442930728,13729,1712585,132,16933,38900,836482034,1
448867,6288422,210699400,237737,210622498,245493,88801,4871894,1447754112,37571,3539951,130,9653,5093,1992974766,1
136243,4342646,1071138,21917,1251848,24960,25951,484231,135174069,5584,966742,135,1912,1515,32396619,1
104969,3402180,2063403,35886,2071373,33704,8892,637171,182032755,4986,374548,128,1232,376,143979265,1
39256,2394918,4146052,68015,3853948,119447,23385,516507,103278340,2823,234210,133,706,345,79933000,1
56451,1891661,2172794,18860,2117302,17651,13954,315257,69839070,2149,174781,132,489,231,88611845,1
174768,3974178,5298294,195455,5777152,169807,42129,1689394,440105049,13369,1352037,134,2927,1779,75846309,1
367785,71712361,129145496,192730,129217297,193478,39809,4002355,1195583150,33861,69965381,128,8555,5196,1638610444,1
100543,4026538,3047561,42404,2633399,37230,44326,606896,108890827,5247,247198,132,721,256,92398005,1
438692,5926592,210610766,233357,210470498,231771,46031,4685431,1448191163,37929,2646886,127,10369,5605,1990620949,1
144110,9714272,1091136,11214,1078284,10924,3652,199773,53669711,2683,588572,133,1681,2767,64716287,1
131739,3374543,5244710,59766,5067449,59365,7950,661569,182382743,4872,360353,132,1260,528,121880645,1
98313,3266740,1997546,31639,2021194,31660,7053,646222,178707579,5013,389143,128,1234,687,146593543,1
124359,1939662,6270586,175243,5902410,155800,43107,1634423,429913494,11237,760755,133,2854,1302,68443922,1
459535,6633638,210486808,236205,210644672,237416,117548,4922132,1451130944,38716,2903882,129,11142,5879,1992064949,1
46706,2999837,4054088,84893,3857595,83084,25197,583883,110312857,5358,220008,135,762,361,92209178,1
67561,3431576,2755100,16283,2783022,108916,4542,284453,78722169,2075,147181,133,484,154,81150343,1
59673,1838584,2020631,31299,2035906,30703,7970,600085,179293563,4668,337322,128,1077,384,110349910,1
217708,6488412,107430680,119413,107349819,119597,25951,2393267,712436650,18083,3848947,130,5360,3008,1099263601,1
120227,4126304,2341552,40159,2380500,38960,10891,753248,225767226,5839,435499,133,2142,1307,49266121,1
59030,1681074,5167923,125780,4859997,103676,61469,804591,179444741,4819,335307,66,1215,603,120029589,1
540417,7590087,82436029,4503754,82511243,4503244,195949,4238041,1215291921,33209,4715028,1809,9894,11431,429570081,1
404530,10739640,217683581,258157,217725655,256673,65427,5015949,1548121534,39375,7891259,133,9197,4593,2328219327,1
60875,2007048,4821329,92137,4707263,80964,23994,746533,182503729,4866,353784,133,1224,503,123372955,1
58292,1647398,2855662,44572,2529810,38894,23869,703369,181331561,4455,348571,133,1104,442,110618485,1
61838,1933923,2792830,53416,2558095,48714,32821,830845,187065120,4954,368662,127,1152,535,126062792,1
242952,3386995,107072249,139982,106945753,137401,67581,2639064,788892047,21515,2094337,133,6089,2885,1121166404,1
40281,3231453,3079538,38291,2673005,35497,38824,580884,109518127,4884,248761,134,681,301,92398500,1
124890,5496787,4001274,102417,4160098,90855,21138,276049,64614799,2146,219870,127,1310,1166,85992490,1
89605,3643032,2047026,37837,2090174,38067,9592,782752,212851891,7326,994084,136,2325,1536,142394606,1
65639,3597220,2901906,37617,2504035,34021,27364,571251,108952351,4968,229130,132,685,313,92572995,1
317160,109643369,149512619,185954,150825352,186783,43795,3732342,1145734578,28682,107868903,133,7004,4737,1963447377,1
48803,7719111,8443566,153600,10695621,238539,24592,564566,113977260,4997,6499445,132,748,382,132416786,1
58303,2650302,2221281,35005,2137187,34353,20381,634345,179092751,4644,342470,128,1220,575,110295194,1
139092,3381765,3062388,103422,3039016,101535,14731,885301,259409974,6910,517185,126,1740,730,48187020,1
42697,3961325,2951863,20046,3408958,27569,4245,312805,89188981,2911,1601896,132,999,423,115476458,1
239753,5810113,118786852,511411,118878283,500826,78194,2752743,799978563,21098,3157935,132,5785,4208,1162385840,1
35518,2384366,3029744,18502,2653482,17253,5548,328984,90324789,2387,188629,127,561,310,122086665,1
128161,2143242,50527455,96937,50072734,88098,66334,1724309,433065457,12867,927635,135,3442,1318,662874323,1
137801,7895418,3573772,63741,3563734,57162,3207,219332,58079927,2272,543225,128,1806,1617,64445295,1
65688,1687946,2202246,34515,2122803,36502,34869,692884,181283850,4954,566285,132,1631,1058,143676136,1
37654,2492578,4657421,867990,4717099,848908,6813,323293,89711742,2401,174676,133,676,379,73775814,1
127210,3777169,4001687,59033,3965200,60533,21418,1176226,338245048,8420,624344,134,2100,973,237554300,1
373312,69165443,124238845,191632,124310794,191654,89204,4053610,1176117059,32329,68135336,134,9365,4475,1390479917,1
60607,3466741,2057908,15569,2041160,15112,5061,272861,67557890,1941,157254,134,1206,1061,84147988,1
60985,2022924,3839483,88560,3386161,70692,170271,1035251,185020985,5873,673969,137,1195,623,110663149,1
94325,6688546,4049547,11667,4043244,11637,4047,220468,59396860,1528,538421,129,1534,1539,73224817,1
374012,9940021,1054474,10498,1054974,10393,4966,198086,51910134,2847,637543,132,1802,2405,52334809,1
46935,2865277,2051117,23231,2040166,21510,17523,377836,97811111,2729,189574,134,667,318,96126225,1
42257,1698921,2894275,42293,2657619,38711,56496,604181,98787559,4617,254692,133,686,348,97633796,1
87368,3605145,2039723,36099,2505848,47695,28703,856023,199032087,7098,964938,135,1213,677,181983770,1
44658,2121654,3290557,19167,3271308,19056,12667,380281,97612859,2717,382995,135,653,389,65194115,1
61308,2204136,3000628,58099,2666461,53172,54667,940672,190645647,6377,624223,132,1723,858,135656737,1
49250,2693108,1581720,19756,1553203,19095,4841,644558,99041394,2359,1384527,133,554,320,77783618,1
63301,2050923,2847519,56024,2578514,49980,29339,842213,188585159,5916,333642,133,1269,558,135603488,1
378877,8479859,9093632,122701,9077009,119475,449080,2710438,657383665,28239,7839333,4041,14604,15765,120172743,1
164791,9107000,1096159,11993,1080975,11473,3959,232752,52279354,2931,587049,132,2233,2815,50890527,1
114502,3685969,2754366,52224,2716776,49543,60901,855420,188041792,6608,1896050,133,1292,563,139302989,1
121434,3632358,53967894,67131,54112607,64744,53836,1412188,372123291,11140,1200020,131,3229,1143,595138696,1
258013,7057619,111734302,168215,111751099,164870,56772,3254849,985307876,24841,5156167,132,6041,3521,1303073502,1
84936,3098154,2911660,69331,4084118,132112,5051,354224,92615068,2510,205947,128,585,265,153741054,1
61131,2152597,2992710,57254,2658473,49403,40313,848780,185702953,5026,358137,133,1251,555,129899972,1
90041,3350258,2042619,32094,2028521,30658,6976,614945,183327324,5442,445081,131,1678,819,143995987,1
113917,36554567,55717425,73552,55693511,73824,53936,1471535,367803756,11450,34878434,132,3004,1205,312195033,1
115373,3064573,2000914,20461,1997743,18985,5604,363367,92893412,2489,219188,127,636,319,94214666,1
426376,5731582,210582037,248150,210972093,254615,140043,5169417,1465095331,40125,4046961,133,10516,4794,2005611589,1
684099,191893625,107089697,2615579,109828939,2281319,329930,2847448,249549212,22117,202042325,908,4408,6829,608589190,2
576587,164445178,142692306,107779,142091773,562037,83553,1376644,253977892,9408,186264808,1004,3479,11875,530508085,2
7712432,118773443,115000142,640573,114472856,645058,1093431,6959755,338629099,102902,144625924,2870,10126,17759,393209827,2
343911,81661898,50864390,1859053,50323830,1850179,30376,901885,133099896,5100,71475416,523,1974,2425,306037452,2
542155,206039959,109034107,2025157,111684162,1734114,339792,2630063,258794860,20844,213365139,908,3457,6782,646659095,2
483514,69878904,75951810,1439306,70366806,1662122,65160,889369,159816669,4670,68575417,523,1582,3664,293211559,2
519427,170203764,141443321,204924,132619482,1034387,46342,1214446,244885553,6486,176331073,520,1714,8443,536565094,2
1027298,164260127,145611348,112983,145361565,113039,121073,1617285,263684815,10656,207004115,1904,3261,17847,532869860,2
548152,164750355,144161506,107958,144191531,285739,76364,1362957,254233427,8920,190896016,1003,3584,12555,533138207,2
596381,80998446,48467846,1863956,48198781,1845030,88173,1421595,135568869,6247,73088186,915,2652,2518,314068216,2
455365,89866241,49100803,2069034,46899929,2151927,96699,1752379,135530112,14420,66602320,1432,3914,10362,308857037,2
1449902,81481600,104455714,909088,104920981,1128467,247862,2375089,256686196,10330,95207900,2333,6212,10072,404476483,2
1493707,208737043,118527119,2204106,115632251,2250711,356766,3751929,317439248,29977,241162979,524,26432,130590,770343814,2
776388,168414692,147071642,98901,147037078,477468,63310,1558787,255952836,6557,192233403,957,1787,5487,531346867,2
429063,167690528,144908814,99602,138725359,911250,39846,1217248,252075230,6834,181888130,518,1759,9164,527849004,2
370532,75207175,48723438,1983665,48186360,1942178,64267,1809971,129580451,5880,78566839,916,2483,2778,319975525,2
336430,78613809,48068383,2007668,48039110,1944113,86139,1783654,131028700,5855,77319239,918,2418,2846,330603758,2
546753,54108769,58893439,1219824,52599755,1542985,73006,1054580,135827818,7242,57185952,784,2272,5104,202776618,2
493247,163140312,137217118,99022,135291564,97237,85428,1139679,242333878,8186,199251598,523,1836,8053,534439076,2
303910,82312294,51309824,2097178,51157294,2086681,125007,1844220,126200305,5291,78047832,915,2329,1742,324926763,2
248239,70945138,48193457,2143799,48582862,2124383,93033,1174485,126372515,5945,74551788,524,2637,5238,304711644,2
399046,79272915,48387469,1876241,48020976,1869620,68244,1661551,132073756,5801,75056730,917,2328,2268,323425071,2
748746,63555591,47766089,2187688,49352984,2017367,102845,1960255,125251928,5882,49646052,915,3486,12151,199385256,2
928721,175213586,130377438,123680,138597640,294141,378626,1985580,268215769,9079,204010298,1300,1898,7371,568390057,2
968078,168989437,141876862,99958,141468771,497285,87984,1486897,246663547,6348,188620965,908,1762,4710,528700966,2
574869,167531485,144991403,120867,145895378,119629,137844,1454054,258483882,10187,208002451,1003,3647,11720,539639744,2
548592,169731889,140528545,95908,135856812,916455,44788,1145408,244369297,6441,179339010,521,1733,7316,535610300,2
529566,171626754,140652798,95060,134550315,1023522,38521,1138554,244564864,6224,178338831,519,1702,10059,531181785,2
341646,95011772,51657938,1944711,52021775,2073206,32676,907671,140161451,3591,73781074,526,2254,2133,299214423,2
549807,168125333,137932560,97924,134856759,847225,69697,1217346,243266494,6838,178095637,521,2053,9751,514754042,2
543506,170492224,140186249,98103,134804183,973625,50661,1188212,243126753,6312,177477093,517,1717,9632,522676507,2
365188,203204775,125636933,2126689,121639210,2346129,154394,1889664,266316576,7988,177084436,520,2295,11789,581028723,2
501258,165154134,141772240,96195,138859920,799828,40736,1172620,252128426,6425,182957575,522,1778,11902,531307431,2
239667,84379633,46167038,2021437,46625874,2008484,28199,1025580,128613624,5483,72287906,525,2193,2155,313132016,2
671382,303753429,246112686,728839,238173797,1432118,116571,2210890,450654865,14931,306946584,541,4834,10514,1189279332,2
562736,162480538,143433205,106772,142279089,341074,75584,1370223,253439594,9023,188711874,1003,3639,14955,529026097,2
5671179,142500929,80887893,975468,81276106,913071,1262795,8117588,332134861,111797,136714782,2870,7235,17629,496124293,2
479496,166370456,144917509,483847,133002804,1161580,38674,1189956,251326195,6560,175597398,518,1765,11784,525263868,2
327797,79151284,48344328,2135933,49735445,2008647,121099,1695498,123125502,5167,79416094,913,3612,1393,320424361,2
270658,70752165,45924564,2207514,47687666,2011200,127994,1158629,125573435,6590,77023341,525,2772,5250,304392933,2
394326,75843975,48251711,2161612,49652673,2071409,282380,1864487,129917381,5406,79517230,915,2441,2424,327256606,2
311394,82434979,47810116,1992197,47132730,1939722,76411,1692028,128478438,5741,74258911,918,2674,2923,319560166,2
465728,167070342,143630371,100834,142734334,98879,53477,1171934,251728769,7989,201696388,517,2639,11048,518991764,2
944087,175017476,143894914,188826,145432753,405327,239997,2003737,268212807,9163,197934481,950,2820,13341,581963472,2
445152,164969677,143352344,109610,144201813,283174,78635,1268515,253210562,6964,192884860,519,1796,11541,524228593,2
385768,77163441,49439864,1855765,49119720,1846087,57079,883466,133447192,5347,69804074,525,2521,5250,300535304,2
956325,164130211,135777902,104199,136642184,154410,148072,1380260,244899897,7776,187969003,908,2818,8809,513969474,2
605247,97612655,53388025,1836916,53008472,1955230,72499,1461870,144214951,3686,76811981,917,2116,2078,305031219,2
500421,81083730,48470906,2042967,45737605,2123942,68335,1043142,134652164,6682,64293538,1011,5420,7588,269918473,2
511199,73996486,47149320,1978679,47553385,1911047,83540,1767926,127907621,5694,77022819,917,2531,2630,309308465,2
587847,166262157,127000551,121923,132583135,117084,164428,1476558,246123234,9679,217534156,1004,3491,11363,568565321,2
1051046,166849757,141472566,125583,142908059,120805,119946,1618467,262768220,10963,208526459,1906,5462,17125,534410161,2
218016,81082696,46766887,1954503,46696520,1991032,28161,1080654,126940988,5534,71541749,527,3376,2511,304552962,2
212133,78658723,48563671,2137759,48415198,2091647,61919,1131979,123899165,5475,70636127,524,2658,6519,298742769,2
338403,78680445,48340739,2049084,48924593,2065498,67966,1067734,134935387,6410,74363847,526,2965,2365,364160144,2
8025267,224102631,182531827,827753,179000539,833359,1203885,8844630,501691876,160702,245724103,2665,6021,36149,694437861,2
525039,168196314,140774260,95530,140757963,551876,76468,1180207,245423533,6931,187388711,518,1795,9614,528132873,2
558193,171251652,139709501,97369,132852885,1028514,41712,1168717,243211517,6477,177135873,521,2610,9926,544032647,2
430658,76222841,50115194,1854402,49327235,1855168,63715,864306,131287705,5636,68778780,524,2524,6107,294301587,2
369411,77508000,50240978,1821224,50053308,1839529,100539,989986,131416913,8022,69678569,525,2614,2566,309835252,2
520725,169500225,140936547,95885,137628788,865534,40523,1149052,245257618,6179,181696119,519,1721,9040,522378180,2
165878,88008712,56400035,1935486,55431659,2069260,44464,958990,142239006,3660,91853895,334,2097,1833,298819831,2
506302,168420284,142081999,134247,134169991,1050845,170758,1385451,251672620,6667,179469745,521,1757,8027,535796697,2
1038903,165613982,138151405,105321,137540744,680591,140156,1436853,247033093,7902,182713382,907,2395,11199,519391647,2
902965,173221814,120624105,804177,128437733,603416,275272,2269179,256712259,11813,230320979,1905,3917,15534,584702819,2
620530,181101781,118831912,2408040,118510914,2526732,74064,1918629,248889382,13267,199139174,907,2917,12303,581080767,2
304219,68785553,45911543,2191041,47949289,2101184,86518,1112961,126019145,5513,76639508,525,2772,8021,304007690,2
368074,76185199,49638400,1813630,49310935,1838433,56248,901827,131896768,5418,70089194,525,2444,6531,304839588,2
218821,75332563,48226613,2149131,49539110,2079793,96153,1168906,124917695,8207,75005831,524,4994,1545,317264158,2
8529468,242513926,150921418,3120283,144111662,3121391,2280571,11895202,480585334,302071,221063367,2668,6482,32392,723597542,2
571036,166741699,140999526,108968,140708110,434492,83720,1361588,247512153,8949,186170902,1004,2431,8800,534531850,2
914178,165697307,143556116,120506,143485014,549281,130270,1547276,254799378,7177,188340278,911,1787,11555,534756646,2
525992,168268986,142108852,98925,137797013,898903,51239,1184346,245775110,6321,181259442,519,2634,9883,522531470,2
865329,168997915,143610114,107557,140957378,780135,108358,1553243,249844927,6676,185625158,910,1759,4652,538019943,2
532224,171107425,140522465,182287,131977558,1115826,62828,1242031,243497751,6306,175626434,520,1686,9756,543709572,2
462779,68394954,57024848,2167062,56857795,2190578,139563,1637111,158829202,6251,74050047,916,2185,870,307986131,2
258835,69230045,46648462,2173505,48036834,2020653,113529,1164734,125916829,6266,76718267,525,2814,4640,301178779,2
579601,169631734,135008368,159420,128923890,1102663,95087,1256149,243900335,6476,175422189,520,1804,8999,542626030,2
539485,170684379,140866363,98619,134276887,1053782,45720,1166607,245381120,6159,177568950,518,1724,10014,524419683,2
479128,70007074,71121083,1673029,67986309,1808121,63298,930733,160621001,4648,68506028,523,1498,3590,294368147,2
5225660,149153108,109811611,825193,107492400,825635,1575551,10700017,383857204,195019,147304616,3385,9469,28471,469279586,3
5040538,153461968,115676760,2763620,115389113,2762359,1218497,11483078,413616191,191694,151713911,2479,4566,19630,508517193,3
5110830,156324864,133032821,2747325,132879766,2732291,1351501,10766094,439273765,176488,163561171,2871,8634,20816,516044578,3
5189108,104823366,102078148,756360,103832239,751920,917916,9133744,350848196,103157,153442695,2480,4411,23905,380499736,3
4105103,195080797,148228686,3198769,147656803,3191019,2033108,13680924,936506586,403429,196937795,2479,662230,384592,669842621,3
5261087,337079492,235933397,970785,239589462,964374,1056996,10248702,595556038,112364,385103212,2667,9333,33439,1049122393,3
5037645,378961673,241752637,1575725,242823064,1552483,1390448,12358253,1092995533,345889,387569972,2474,641689,326608,1163479668,3
4947017,207325175,159275431,3029079,158457925,3028023,1481037,11468620,993371189,492423,212915559,3258,587835,772481,711011901,3
4691073,404558478,258694770,1550759,258263304,1544972,1800261,13332271,1108327459,411936,405747256,2474,212890,1016617,1264990200,3
4957438,412434301,261831379,1575309,261317937,1562811,1984885,13510949,1124687635,441816,411882705,2667,210331,837185,1275153107,3
5319031,329718863,243732509,956119,244825995,954110,949870,10060288,593812529,114281,380681003,2672,7316,26227,1031419999,3
4725796,159064875,105309628,845991,104713073,838885,1652593,10233457,378123711,189626,151815552,2480,6100,22815,520542475,3
