file,L1-dcache-load-misses,L1-dcache-loads,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,page-faults,iTLB-load-misses,iTLB-loads,instructions
1184356.exe,20344162,655348906,342431646,2206900,343863120,2225079,5070838,25182197,1021240587,596695,652894679,24689,84576,130698,2818325591
1191212.exe,7324059,170182148,91596151,837217,93014067,888904,3942220,10486117,461493086,100134,175831648,45679,48413,120372,676925071
1247728.exe,4700408,124748842,60062344,138411,56787091,132826,3659247,5930583,354951726,141446,126643403,20540,69102,112957,534054298
1315068.exe,4783469,147713569,127249734,1057105,123805837,987753,3609929,6225821,369383978,134949,151691543,20541,25720,116490,629786748
1317833.exe,10726029,198051253,126978352,1582189,124082036,1567064,11627875,16539067,548791169,250974,179114531,40944,121315,199199,764914774
1322710.exe,6907260,267394996,103668271,140647,103340748,147915,3814694,6847340,363921066,55150,244469415,20592,31139,184312,792304157
1398048.exe,12677902,187849086,146226951,854538,146397579,856275,6969279,11933457,615956448,137489,177628941,40988,50387,375482,875698986
1464477.exe,6677372,185788487,63304381,878998,62317472,893600,3879648,6617349,346811237,53163,170443343,20593,28162,111788,513986325
1603427.exe,3570175,134374010,110234376,995832,110277372,994968,1946486,6057771,308434987,56979,139135535,23383,66697,99486,577815286
1637061.exe,4831909,126068848,73078592,983959,73338159,987341,3765243,6024514,344848586,141685,128401093,20537,66688,108738,540296008
1753961.exe,9402158,174035369,92843802,943102,101949947,964238,10582058,14096042,549416218,279863,184382690,40940,128993,193422,703254156
1758935.exe,10059517,230026164,152612867,214019,152820500,221034,13745071,21450737,637221799,298202,205015527,40944,125789,207809,1038585265
1852062.exe,9076860,164075046,91747238,205819,92181019,204468,6798016,10720011,536779153,257845,172509289,40947,133543,250332,693251503
1911734.exe,46894327,734687384,400426735,2467760,402107734,2506849,12159772,62003783,1402079109,4419959,725216835,55930,113240,307276,3308640082
192319.exe,4653711,124940749,60246861,897707,59927812,900498,3937378,6192879,325737611,146468,139935106,20541,22624,103072,480648327
1959638.exe,95606778,888236617,468775039,3424129,471900418,3438753,4568534,170994976,1487346185,9612722,896519421,24743,85224,99538,3125133467
