file,L1-dcache-load-misses,L1-dcache-loads,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,page-faults,iTLB-load-misses,iTLB-loads,instructions
1175601.exe,120626,670006,10063872,12823,11051334,12602,12715,284072,16701281,2779,9610499,137,3998,3276,4321896
1315752.exe,160028,812030,12377495,17392,12390377,15635,5498,272702,16179710,2589,10728890,133,1860,3054,26709132
1322787.exe,4905074,86837552,13600950,62120,15100324,53097,2669880,6514001,88300770,23238,71607003,3063,607,332,258256376
1323960.exe,222678,9374825,11631875,16060,17401963,21262,347676,1053969,39831365,7948,32975212,3111,<not counted>,<not counted>,<not counted>
1326566.exe,850622,25558496,8040904,35767,8019367,32753,606565,835626,75586334,10105,18100605,4325,500,532,84370578
1471884.exe,294841,656019558,1007610782,623712,1005877993,631046,82735,2454613,707776215,20442,666539779,140,5214,3029,3498862956
1551067.exe,74926,1998065,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,136,<not counted>,<not counted>,<not counted>
1554849.exe,48252982,203619278,132208295,881048,132086819,881493,1047776,5150012,737475728,32505,199327958,5992,10554,38808,602261137
1560344.exe,2589064,115404101,41884091,87456,49162203,79584,1377385,4542576,130246906,14379,138739694,3060,997,975,338769243
1571671.exe,332145,9635911,9846806,20719,10429837,19856,330365,807586,53471642,7943,32038394,4142,3296,2481,129525200
1577659.exe,2413644,39385990,10556467,31754,11978299,34952,629582,3282741,63883047,7535,53432426,4143,1493,1065,185856069
165572.exe,51307410,266052982,239847295,1797377,239187529,1793560,1462173,6758559,956731733,41803,272666675,7925,14835,59401,908391238
1810441.exe,49405763,660925477,504383396,560489,504672961,569333,27701,2093969,641061431,16036,673611566,149,4562,2698,2683192050
1822655.exe,66921,2612372,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,136,<not counted>,<not counted>,<not counted>
1824751.exe,49309,1633945,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,140,<not counted>,<not counted>,<not counted>
190239.exe,100524,3631755,489748,35615,526270,35881,9984,477933,<not counted>,<not counted>,<not counted>,123,<not counted>,<not counted>,<not counted>
1946318.exe,289591,333950793,668109073,621989,668893088,625063,59740,2925796,875345751,21428,336695248,139,6721,3417,2006221342
1992683.exe,208596,331069963,503988555,591783,504510998,613846,38632,1893231,534873987,14976,335463803,143,4286,1502,2364707091
203751.exe,2765188,41606035,19951287,41411,24124404,41573,961879,3334713,98529567,14313,42623603,4143,601,224,181620182
2073892.exe,185436,331554905,507761563,565633,506923757,572754,18700,1832294,545349252,13598,336751198,132,4040,2455,2172556255
2154951.exe,2026596,25043423,18984058,46079,24646922,54488,1492259,3260896,120667693,31631,40451755,12064,16299,81886,95792552
2428707.exe,88051,3035883,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,138,<not counted>,<not counted>,<not counted>
2692878.exe,264928,334094598,419780163,664653,418236987,670084,125695,2855924,770712294,21018,335605935,138,4595,1643,2271301281
2696383.exe,256996,497395458,669601789,641868,670436738,652364,34086,2433138,703179497,19462,502153187,138,5572,2878,3346987773
2703478.exe,4655398,83259864,61692537,170551,52524342,141585,1780950,4153213,120387829,32344,33885105,6140,7259,25204,238342360
