file,L1-dcache-load-misses,L1-dcache-loads,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,page-faults,iTLB-load-misses,iTLB-loads,instructions
120780.exe,286912,4547364,19823329,223619,19852042,223087,39981,3340532,984630172,24374,1723307,134,6734,3072,218221109
1230547.exe,102063,1732902,5442686,69778,5195407,69180,28925,686411,180209761,4531,340822,66,1107,502,122365989
1231818.exe,75278,1804981,2121082,29248,2076120,28860,12425,541781,152718218,3845,300188,129,1496,1205,137954236
1290864.exe,42606,1306788,2684500,28961,2547912,24220,28897,406498,99164910,2485,313544,127,661,299,112137147
1318308.exe,94625,2365472,2127973,39943,2100643,39848,13167,779296,236546356,5583,441126,136,1606,1073,228138345
1340102.exe,130054,1830928,20294961,97862,20070576,92345,60138,1715698,496569451,13046,872724,132,2999,1108,313607113
1570142.exe,37508,2113300,2065719,18379,2055642,18912,5253,322078,53326804,2222,182829,133,598,249,65484432
1647016.exe,228364,4445057,64951815,128001,65180568,143517,49510,3007870,782512369,23609,2020912,133,5746,3221,943503308
1751912.exe,185037,34517202,62525958,104655,62221126,107182,67262,2017834,522662436,15423,32559782,138,3265,1310,562651259
1920040.exe,135352,2816998,4414362,54911,4379973,58731,7093,569603,151328644,4157,312549,192,1090,455,92197356
1983458.exe,445909,6471651,210557026,226707,210529358,224511,55438,4603844,1447203281,34228,3566682,127,10425,3851,1992516278
2079662.exe,138526,2479821,3428181,87795,3381939,87753,40896,1758467,506866116,12734,933595,133,3415,1493,72149067
2087440.exe,182961,92081051,142867823,120585,143979245,114795,45950,2182429,595901089,15653,89866739,134,3674,1985,743713080
2095380.exe,60844,2038931,2966357,48578,2604721,43493,26821,772298,180525680,4582,368695,138,1139,553,141112553
2118492.exe,1804278,49159771,51111174,85845,51069797,94759,84238,1709140,449839350,23669,19762559,137,28311,113476,896278215
2133666.exe,413261,5074212,210753372,226540,211068599,249433,142502,4844744,1451055893,36435,3408226,131,10981,4281,1992736864
214531.exe,95478,4226302,1092349,25792,1083275,25593,6141,484439,131007769,4925,766516,132,1786,1423,31180137
2148414.exe,53867,2345773,2072236,38395,2081705,35057,9320,658533,182544702,4602,356555,128,1121,325,144243107
2167825.exe,48847,2294925,4132215,66363,3908887,128995,74494,698903,102361111,3552,403656,133,681,293,79656992
2270454.exe,101788,4338075,1989390,14016,2009955,13653,4074,261419,70840535,1843,171145,133,1164,1014,86294003
2279764.exe,130373,3021207,5265059,189778,5841043,165709,47193,1675445,437668007,12620,1457457,134,3071,1303,75639032
2282083.exe,340689,71422871,129156253,192276,128997576,191835,51087,3916712,1190980667,30101,69540177,128,8554,4853,1632866561
2344548.exe,62078,3514211,3259764,42503,2799860,38724,48309,607285,110681203,5024,251274,132,689,401,92325905
2373932.exe,391473,4405106,210190241,234287,210186204,241961,59293,4805585,1448224994,35952,2617971,129,9652,5095,1992881094
247789.exe,134334,8938550,1098479,12482,1086183,12035,3992,213768,53898664,2680,581581,134,1641,2097,63078131
2492423.exe,118611,3659731,5421701,62392,5204285,61516,21345,671788,182162134,4726,362092,133,1168,568,123733894
2513196.exe,82204,3283301,1999456,28964,2000863,31145,8316,607675,177893444,4346,341728,128,1083,487,145948072
2674105.exe,196948,3766297,6284454,141475,5903399,135539,50899,1699595,430871890,10576,814072,133,2703,1206,68365072
2708553.exe,405872,6087630,210412143,250464,210658637,248772,116960,4788312,1448760835,35226,2962776,129,10226,3872,1991508162
303419.exe,46932,2161065,3996427,86713,3808336,83858,23833,562458,110291870,3997,222474,134,701,323,92187637
3104536.exe,55224,1586081,2723671,15076,2710313,85910,13663,299702,78486833,2194,256603,133,482,218,82918310
3163004.exe,70144,3306677,2032923,32524,2026579,32975,8300,631340,179725515,4510,350955,130,1199,538,110758918
3231389.exe,260943,7893358,107364976,114338,107418005,115350,26276,2326309,713550639,17215,3818657,130,5527,3261,1104848909
3388688.exe,161656,4407358,2327623,42802,2405738,41671,14670,782845,224863159,5657,847631,132,2236,1772,49526936
3942378.exe,125127,1744148,4257493,55840,4378301,56408,9689,656958,178342566,4540,356246,66,1234,532,119906481
396083.exe,609481,9219496,82359042,4553735,82752141,4530493,174765,4273821,1217045427,31836,5047057,1812,10171,10168,437188732
3965275.exe,495997,11306159,217455012,266721,217226892,264338,87398,5352416,1546152135,38902,7947301,132,10269,5702,2328089997
4162716.exe,60107,2208006,4846111,115791,4718389,99193,26292,764313,182416106,4643,367436,133,1134,516,122972205
4231587.exe,73261,3214090,2007894,30378,2000387,29817,6729,633826,181397226,4604,349998,133,1129,543,110704602
4261319.exe,59184,2510272,2927282,59064,2641527,57365,64957,930520,187112875,5493,507871,128,1159,673,126559847
4263677.exe,232854,3892114,106408080,138985,106531413,135467,60883,2684823,789462663,21399,1915034,132,5645,3184,1122397733
4454123.exe,66665,3680154,2935681,37667,2564322,33896,24861,566745,108513365,4879,238322,134,771,311,91879324
4543507.exe,82349,5244371,4136957,95458,4088781,85825,18930,257008,63087730,1568,135763,128,1267,1174,83693351
4815772.exe,91228,2508964,2039869,36650,2034926,35502,9301,784981,210115394,6987,920239,136,2237,1554,140895428
5070692.exe,62160,3509799,2897670,40153,2493361,34779,25855,571060,108362266,5061,188560,132,674,327,92107627
5081047.exe,312932,109517972,149516980,194734,150949062,193798,47411,3815898,1146137690,28775,107951921,132,7794,4194,1963269807
508772.exe,112126,8035154,8375290,245560,11380877,257034,29594,603253,111807716,5319,6456805,134,720,338,131740350
5111284.exe,74916,3217052,2177881,35168,2106232,34262,15333,642095,179604199,4875,342502,130,1261,475,110213595
511502.exe,155566,3385641,3350232,112732,3327668,113235,47315,1010722,259311170,7275,612808,129,1707,752,48258825
5127391.exe,37123,3448761,3207829,23525,3541707,31530,19516,349607,89188400,2200,1488094,133,586,255,115296780
5134592.exe,300812,6553095,118444867,497404,118621421,489460,28072,2751332,798462892,21001,3294873,132,7142,3463,1158872616
5150837.exe,40896,2749685,3036173,19005,2512634,16872,5122,342250,89693799,2331,189631,128,587,251,119704266
5426291.exe,121810,2882653,50877855,90038,50421393,84507,35409,1597611,436430550,12976,787832,136,2704,1340,665047331
5446581.exe,91767,6117774,3724187,67375,3670606,61971,10116,221208,59041493,1427,507677,128,1384,1457,63319579
5466468.exe,78027,3493240,2008547,31265,2035295,31142,8308,625063,178935669,4391,343753,132,1110,479,142750023
5473623.exe,34474,2084970,4794738,855978,4763023,835681,16004,348367,88107084,2285,214656,131,594,287,72311497
5474729.exe,134918,3643122,4125606,64650,4050425,63400,21255,1196997,339871297,8475,634453,135,2067,961,237732417
5586183.exe,314651,69191582,124340622,203830,124386102,214196,82857,4160249,1175622523,30812,68110208,134,7449,3875,1388632083
5598721.exe,89570,4718866,2035637,12419,2037808,11522,2397,229561,68277967,1699,147443,132,1219,1105,84258522
5613968.exe,55207,1573356,2688203,50736,2439121,43951,32271,755447,181968129,4872,369863,136,1212,367,110393799
5647218.exe,87406,6077328,4053237,12555,4043643,11262,3633,219198,59448649,1507,530542,130,1393,1515,73483703
5662782.exe,137642,8375719,1089829,11941,1096043,10571,3290,203747,54350599,2657,572626,134,1725,2146,59295173
5720269.exe,40053,2864012,2030679,18769,2020224,19709,6348,356855,95712072,2378,218400,132,606,280,94312737
5722411.exe,41979,2126385,1883476,27221,1970908,26954,11070,441298,100332365,2637,250197,132,729,292,100843430
5943908.exe,144722,3639256,2023234,45989,2538347,47600,32490,841962,197466301,6896,1031650,133,1212,572,181304925
5944073.exe,36948,2743761,3248556,20540,3277099,19728,5323,359938,96878312,2413,224370,134,592,270,64780431
5947037.exe,63064,3112680,2835350,53134,2567070,48047,41453,955874,190606661,6302,668154,133,2036,1005,135741762
5981318.exe,39238,2693841,1530251,18238,1518202,16760,4781,342622,88210665,2324,197676,132,610,241,73076086
5999868.exe,64559,3263834,2922938,60002,2768659,51313,44577,863462,186380229,4822,517746,133,1158,643,134953712
6010355.exe,390439,11136636,9026271,109562,9030871,111291,426314,2530767,655957792,26656,7747342,4040,7568,15540,120236314
6119802.exe,231416,10867992,1111454,11259,1093439,10878,2549,192136,52119084,2555,558870,132,1720,2543,49370370
6142844.exe,97592,3902357,3071292,62500,2721662,54950,51796,908030,187835388,4837,996453,133,1663,1149,137711285
6154087.exe,181725,4027731,53785923,61644,53776423,73107,32342,1415647,366874822,10913,1212541,130,2648,1012,591178127
622252.exe,290847,8102517,111747664,153112,111784085,151503,36955,3138314,984463977,23426,5124444,131,5887,2536,1301202151
6273484.exe,37847,2254768,2932826,19225,3520997,115019,6752,357330,93419936,2471,204483,129,582,252,154828857
6333870.exe,97448,3634965,2814660,52335,2572038,46581,28121,811223,185920771,4528,354324,133,1162,578,129734695
634796.exe,81414,3336972,2349777,44433,2248102,39734,33510,687771,181646920,4752,357001,133,1092,340,144220515
647931.exe,120378,36602612,55618447,59062,55577144,65148,35434,1368099,366890104,10633,34836840,134,3158,949,311956674
6541879.exe,59247,3052549,2360990,22790,2209110,21597,58189,429348,95138414,2754,320008,129,664,253,94967542
6578108.exe,408839,4479502,212320260,280197,211677638,264255,96337,4984360,1462819903,36566,2590212,132,9028,2973,2006625666
