file,L1-dcache-load-misses,L1-dcache-loads,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,page-faults,iTLB-load-misses,iTLB-loads,instructions
1055487.exe,2033175,319730418,179587078,861408,185811404,870971,641527,7035937,398350838,25344,316966853,2067,5892,25476,968354414
1085914.exe,2450229,296499310,198752660,858504,198286369,863653,514858,6384228,394828370,25756,310709044,1865,6805,23543,900163283
1102079.exe,2443731,296466110,198654202,862218,198385946,868238,590090,6304210,398799234,24588,313630233,1845,5712,22192,905199542
1192664.exe,2459751,295205214,198823134,860052,198536125,867356,520640,6351745,399601547,27109,313588524,1899,6136,29599,899868645
1300054.exe,1946789,99924423,73686299,385726,75211140,409263,906743,6925024,188028924,17106,106212651,1949,2489,9106,355620680
1307935.exe,2415088,104793453,68264390,462735,71144948,471872,699505,6638002,195528117,35415,107024075,1854,5008,11529,367989328
1580081.exe,2320924,103588760,75178598,444667,75306448,446779,1609542,7702778,207169634,51153,106193772,2902,6216,13446,374267825
1623988.exe,1917029,99462718,75341795,410305,75922678,433351,769697,6206482,185896464,14482,105551667,1895,2965,10509,348326526
1701757.exe,2546460,293676423,199914423,873068,199276566,875869,646494,6336273,399870223,25343,314754942,2044,6061,29752,900872159
1735981.exe,3109945,306507706,206906248,1205944,214009192,1104212,1500924,10667616,455358129,35878,346833422,2833,17255,35521,962025070
1755402.exe,2228399,306471128,202533066,1150498,202164475,1161900,975214,6977970,429167176,56501,318490216,2449,8705,21317,939888546
1878441.exe,2331403,103589124,74761785,454496,74102706,452067,1541477,7381268,202756190,50177,102533013,2471,5105,9435,363568229
1969973.exe,5217283,122457205,104511559,985859,103512447,1009055,6328436,13287295,522364344,868919,132087461,6219,9971,35739,444350251
2244564.exe,2418452,321072544,186957501,1500120,188485934,1457077,1888795,11858305,448306630,66430,326736480,3149,6456,32318,1011240668
2248126.exe,2296697,100832154,71712249,446040,72234012,472178,1431001,7800623,200301782,47038,106294846,2307,4479,7771,362434338
2307748.exe,1912766,99151355,74390296,440433,75455080,462083,639346,5581094,186714125,14898,105785751,1903,2575,8908,350329678
2408959.exe,2416811,294975060,199555310,858261,199350949,865172,510517,6133812,399817863,26646,315107542,2039,40529,32098,904196868
243923.exe,1930261,89742260,87352878,381017,88681952,410903,782472,6981437,193883373,15033,96206064,2042,3861,11200,414556757
2530802.exe,2583106,108000590,74711551,438604,76951916,454435,1460158,7163310,218955830,64585,106337065,3620,6603,16871,372180044
2545155.exe,2307392,104032141,74770619,453350,74457952,454453,1557410,7526596,203089954,48966,104067104,2473,4835,9980,369378013
2564649.exe,2451138,295951930,199207784,862535,198460171,867800,574374,6232084,398549317,24560,313301129,1854,6417,23902,901304010
2616081.exe,2568208,298214499,200539416,873745,200545852,876579,636031,6354133,405215273,26585,319194270,2724,6493,28338,916769423
2710369.exe,2469452,297962606,198596032,910054,199733720,919493,807293,6684928,414205058,31099,317571859,2820,9577,24177,927519497
2759299.exe,1900092,99545215,76015788,398598,76755466,430666,693071,6257543,187439094,13656,107741740,1945,2312,9031,356327080
2797840.exe,3064590,110043872,78123327,463265,80796667,467661,1557755,7320537,228541855,78469,107313650,4598,6307,13844,382658928
2937986.exe,1895998,99594602,76834236,422404,77338662,446788,558134,5829448,186360431,14690,108156298,1958,2852,7930,353694782
3025210.exe,2495239,298357143,198607008,1004948,198395417,1010072,548274,6391917,402918435,28205,313059165,1875,6374,25329,916352126
3279518.exe,2739690,304520110,190878507,1373658,196078289,1212845,2211872,11950212,453059372,60964,336855841,3289,7881,40942,969937048
3307018.exe,2320823,102869364,75195237,468239,73219134,460986,1575584,7507074,204324192,53091,101476955,2628,5032,15084,365057878
3675256.exe,1830602,95291539,72724941,411836,73791438,434069,530616,5336261,183326750,11877,103295702,2062,3393,8072,340340430
4074166.exe,2305204,100543627,71576753,447275,72845849,460326,1584226,7698058,205008601,47476,105173039,2459,4295,9394,363326781
4166218.exe,2374089,106362610,78661616,482328,77844327,474045,1533718,7735647,212232701,59840,104360636,2644,5483,14209,365386685
4344120.exe,449965,7858967,17323922,147312,15101498,147384,144718,1644701,35089478,5838,10762005,1131,<not counted>,<not counted>,<not counted>
