@relation problema
@attribute 'pkg' real
@attribute 'cpu' real
@attribute 'mem' real
@attribute 'gpu' real
@attribute 'wall_clock' real
@attribute 'user_time' real
@attribute 'system_time' real
@attribute 'class' {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}
@data
6.355743408203125000,5.164596557617187500,0.101699829101562500,?,297,256,40,0
6.210403442382812500,4.977508544921875000,0.105056762695312500,?,308,263,44,0
6.337966918945312500,5.133758544921875000,0.102935791015625000,?,299,248,52,0
6.267028808593750000,5.083312988281250000,0.100677490234375000,?,293,236,57,0
6.366912841796875000,5.158782958984375000,0.101913452148437500,?,297,248,49,0
6.347534179687500000,5.136978149414062500,0.102615356445312500,?,299,247,53,0
6.204681396484375000,4.993194580078125000,0.102996826171875000,?,301,249,52,0
6.207275390625000000,4.974060058593750000,0.104568481445312500,?,305,249,56,0
6.146484375000000000,4.936660766601562500,0.104217529296875000,?,303,239,64,0
6.322082519531250000,5.123352050781250000,0.101272583007812500,?,295,235,60,0
1.299835205078125000,0.995223999023437500,0.025634765625000000,?,73,69,4,0
1.366546630859375000,1.074554443359375000,0.024551391601562500,?,70,70,0,0
1.305068969726562500,1.013198852539062500,0.024612426757812500,?,71,70,0,0
1.331176757812500000,1.068405151367187500,0.022109985351562500,?,64,64,0,0
1.484268188476562500,1.169830322265625000,0.026275634765625000,?,75,71,4,0
1.657455444335937500,1.417327880859375000,0.021896362304687500,?,61,57,4,0
1.452026367187500000,1.201126098632812500,0.021179199218750000,?,60,49,11,0
1.455200195312500000,1.204421997070312500,0.021102905273437500,?,60,60,0,0
1.400833129882812500,1.150360107421875000,0.021118164062500000,?,60,56,4,0
1.435394287109375000,1.184738159179687500,0.021102905273437500,?,60,56,4,0
6.390457153320312500,5.173599243164062500,0.102767944335937500,?,299,243,56,0
6.337997436523437500,5.091491699218750000,0.105087280273437500,?,307,246,61,0
6.492736816406250000,5.271743774414062500,0.103118896484375000,?,301,245,56,0
6.514999389648437500,5.294799804687500000,0.102554321289062500,?,300,251,49,0
6.467636108398437500,5.216506958007812500,0.105377197265625000,?,307,235,72,0
6.292602539062500000,5.053710937500000000,0.104949951171875000,?,307,251,56,0
7.613571166992187500,6.297393798828125000,0.107147216796875000,?,313,238,75,0
6.481094360351562500,5.253280639648437500,0.103042602539062500,?,302,258,43,0
6.419647216796875000,5.198791503906250000,0.102661132812500000,?,299,250,48,0
6.297546386718750000,5.064758300781250000,0.104400634765625000,?,304,240,65,0
6.271896362304687500,5.046356201171875000,0.103454589843750000,?,303,251,52,0
6.504226684570312500,5.276901245117187500,0.103408813476562500,?,300,264,36,0
6.314086914062500000,5.070800781250000000,0.104598999023437500,?,305,250,55,0
6.305023193359375000,5.057739257812500000,0.104949951171875000,?,306,250,56,0
6.323287963867187500,5.068344116210937500,0.106018066406250000,?,309,261,48,0
6.572708129882812500,5.334793090820312500,0.104278564453125000,?,304,252,53,0
