@relation problema-weka.filters.unsupervised.attribute.Remove-R5-7

@attribute pkg numeric
@attribute cpu numeric
@attribute mem numeric
@attribute gpu numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}

@data
6.336899,5.086044,0.105331,?,0
6.205414,4.968948,0.103973,?,0
3.61058,2.870621,0.062424,?,0
3.669922,2.901031,0.06488,?,0
3.55748,2.798203,0.064117,?,0
3.683655,2.96312,0.060699,?,0
3.586731,2.828934,0.064209,?,0
3.71225,2.985687,0.06134,?,0
3.593201,2.883438,0.059723,?,0
3.612061,2.853851,0.064148,?,0
3.613876,2.853531,0.064178,?,0
3.639252,2.865387,0.065201,?,0
6.354126,5.119232,0.103882,?,0
6.339157,5.087219,0.105865,?,0
6.345612,5.099243,0.105042,?,0
6.421082,5.202148,0.102173,?,0
6.287079,5.058731,0.104233,?,0
6.251511,5.007248,0.104477,?,0
6.434158,5.224731,0.102371,?,0
6.384277,5.187347,0.100845,?,0
6.382736,5.163193,0.10083,?,0
6.386124,5.17981,0.101883,?,0
6.532913,5.347198,0.098846,?,0
6.522903,5.232101,0.108673,?,0
6.342422,5.087296,0.105225,?,0
6.430954,5.151474,0.107971,?,0
6.41864,5.157562,0.10585,?,0
6.376068,5.166672,0.101318,?,0
6.493362,5.270706,0.102951,?,0
6.441711,5.223206,0.102325,?,0
6.374756,5.1194,0.105286,?,0
6.511078,5.306641,0.101563,?,0
6.302368,5.089935,0.099808,?,0
6.15744,4.970566,0.099228,?,0
6.11174,4.916779,0.100494,?,0
6.276001,5.028351,0.104584,?,0
6.292786,5.077881,0.102249,?,0
6.262894,5.019135,0.104401,?,0
6.177261,4.991425,0.099091,?,0
6.121948,4.927399,0.10051,?,0
6.23143,4.987167,0.104401,?,0
6.276199,5.074066,0.101181,?,0
1.313599,1.021515,0.024521,?,0
1.316269,1.024612,0.024567,?,0
1.333618,1.038177,0.024887,?,0
1.262131,0.940918,0.026993,?,0
1.285217,0.99762,0.024155,?,0
1.356339,1.088608,0.022507,?,0
1.269684,0.948227,0.026962,?,0
1.34404,1.075592,0.022476,?,0
1.287079,0.99469,0.024551,?,0
1.310074,1.018234,0.024506,?,0
6.216019,4.987564,0.10347,?,0
6.22612,5.035583,0.100479,?,0
6.557022,5.30751,0.104919,?,0
6.266235,5.031372,0.103592,?,0
6.300934,5.057114,0.104233,?,0
6.252457,5.009735,0.104614,?,0
6.309799,5.07341,0.104248,?,0
6.291428,5.048065,0.104309,?,0
6.392792,5.235031,0.09761,?,0
6.38063,5.167328,0.101501,?,0
1.349274,1.068985,0.023499,?,0
1.345245,1.072235,0.022903,?,0
1.268082,0.955124,0.026321,?,0
1.323715,1.039124,0.023911,?,0
1.275558,0.950562,0.027374,?,0
1.318909,1.030014,0.024246,?,0
1.293289,1.005661,0.024139,?,0
1.257233,0.94101,0.026611,?,0
1.277405,0.948761,0.027634,?,0
1.310989,1.018524,0.024582,?,0
6.519653,5.308853,0.102386,?,0
6.613098,5.434891,0.099197,?,0
6.518707,5.294922,0.103226,?,0
6.353058,5.141785,0.100937,?,0
6.353149,5.104584,0.10466,?,0
6.345749,5.138992,0.100906,?,0
6.290436,5.058594,0.103271,?,0
6.331604,5.127945,0.100616,?,0
6.340225,5.103592,0.103653,?,0
6.24881,5.010864,0.103256,?,0
6.281662,5.041626,0.103836,?,0
6.366425,5.114197,0.10495,?,0
6.283676,5.047684,0.104019,?,0
6.316071,5.080185,0.103653,?,0
6.239304,5.012161,0.103455,?,0
6.282654,5.053833,0.103485,?,0
6.292938,5.061783,0.103302,?,0
6.308243,5.057816,0.105301,?,0
6.468399,5.250366,0.102188,?,0
6.315018,5.073303,0.104004,?,0
1.344223,1.054138,0.0242,?,0
1.379578,1.098022,0.023544,?,0
1.436035,1.174088,0.021835,?,0
1.434204,1.176987,0.021515,?,0
1.392136,1.118347,0.022842,?,0
1.331848,1.037872,0.024551,?,0
1.295547,1.00679,0.024231,?,0
1.344742,1.051773,0.024612,?,0
1.355881,1.093292,0.021881,?,0
1.388275,1.122894,0.022171,?,0
4.19133,3.386551,0.068832,?,0
4.133453,3.289825,0.071075,?,0
4.152313,3.305176,0.070969,?,0
4.251465,3.444519,0.067947,?,0
4.222961,3.412415,0.067871,?,0
4.230667,3.41774,0.067963,?,0
4.215179,3.423569,0.068222,?,0
4.233536,3.442612,0.067764,?,0
4.250977,3.433212,0.068207,?,0
4.185257,3.337677,0.071274,?,0
6.368317,5.124557,0.104767,?,0
6.611481,5.361557,0.10466,?,0
6.372925,5.16301,0.10083,?,0
6.425735,5.218826,0.101578,?,0
6.303925,5.062149,0.104004,?,0
6.416183,5.209122,0.1017,?,0
6.273483,5.02269,0.104691,?,0
6.361053,5.104584,0.104919,?,0
6.310593,5.054794,0.105026,?,0
6.373749,5.122009,0.104691,?,0
6.547745,5.316345,0.103714,?,0
6.473572,5.252563,0.10228,?,0
6.559433,5.36203,0.099136,?,0
6.467651,5.231079,0.10321,?,0
6.444611,5.185913,0.104904,?,0
6.420303,5.183884,0.102661,?,0
6.362183,5.091095,0.105957,?,0
6.585831,5.39122,0.100662,?,0
6.532608,5.288651,0.103195,?,0
6.369766,5.11351,0.105209,?,0
6.535995,5.283432,0.106781,?,0
6.449646,5.234207,0.101822,?,0
6.611313,5.360901,0.104721,?,0
6.419571,5.197266,0.103973,?,0
6.526321,5.259689,0.107407,?,0
6.396744,5.134323,0.106171,?,0
6.509949,5.276611,0.102814,?,0
6.575592,5.36441,0.102066,?,0
6.767776,5.534058,0.102844,?,0
6.497894,5.272018,0.102158,?,0
6.380997,5.141403,0.104431,?,0
6.472,5.249191,0.102325,?,0
6.251816,5.005157,0.104294,?,0
6.429214,5.164581,0.105637,?,0
6.34494,5.101151,0.104782,?,0
6.380966,5.133759,0.105087,?,0
6.296112,5.062103,0.103317,?,0
6.306641,5.071838,0.104996,?,0
6.309784,5.063644,0.104401,?,0
6.358459,5.111191,0.105164,?,0
7.2901,5.661926,0.140015,?,1
7.323349,5.765015,0.13382,?,1
7.411545,5.865646,0.132538,?,1
7.295715,5.699997,0.136978,?,1
7.363083,5.812424,0.133102,?,1
7.32692,5.757172,0.134155,?,1
7.250137,5.66507,0.135925,?,1
7.290894,5.679993,0.137665,?,1
7.484467,5.948471,0.130798,?,1
7.371094,5.816223,0.133118,?,1
33.202484,26.373001,0.582047,?,1
32.449265,25.610184,0.580826,?,1
32.343613,25.562302,0.578278,?,1
32.483002,25.660522,0.581665,?,1
33.753525,26.945648,0.57663,?,1
32.684143,25.81546,0.581375,?,1
32.367661,25.573135,0.577271,?,1
32.669312,25.801544,0.580872,?,1
32.406799,25.614365,0.577988,?,1
32.247604,25.428543,0.580444,?,1
58.554855,46.413116,1.031876,?,1
59.020035,46.82338,1.031509,?,1
59.159241,46.943207,1.031555,?,1
59.06517,46.858139,1.031525,?,1
58.514999,46.358047,1.032394,?,1
58.487137,46.31073,1.033524,?,1
58.450119,46.229767,1.034836,?,1
59.138687,46.888062,1.03476,?,1
58.790054,46.672348,1.028244,?,1
59.120804,46.87088,1.035049,?,1
5.428833,4.388565,0.087738,?,1
5.236053,4.127609,0.093948,?,1
5.442047,4.411209,0.087082,?,1
5.19278,4.07431,0.094788,?,1
5.20993,4.094772,0.094543,?,1
5.251373,4.149704,0.093277,?,1
5.231705,4.149597,0.091843,?,1
5.528458,4.535522,0.084076,?,1
5.312637,4.219376,0.091248,?,1
5.369766,4.302292,0.090103,?,1
7.390762,5.751389,0.138641,?,1
7.460052,5.866425,0.135422,?,1
7.404221,5.777847,0.137589,?,1
7.687607,6.153305,0.129761,?,1
7.55571,5.957687,0.133606,?,1
7.639496,6.12587,0.128281,?,1
7.396957,5.74263,0.140274,?,1
7.62558,6.065964,0.131851,?,1
7.676865,6.129929,0.130875,?,1
7.549667,5.979446,0.132858,?,1
58.912689,46.706131,1.033936,?,1
59.236343,46.958725,1.035278,?,1
59.009598,46.874237,1.028259,?,1
59.178375,46.9086,1.034836,?,1
59.215668,47.005981,1.032639,?,1
58.8862,46.650543,1.034775,?,1
59.388931,47.170242,1.029022,?,1
59.490784,47.225479,1.032104,?,1
59.397461,47.084839,1.035156,?,1
59.401474,47.081299,1.034729,?,1
7.380249,5.829498,0.130737,?,1
7.42366,5.876892,0.130798,?,1
7.468201,5.928055,0.130127,?,1
7.573425,6.102722,0.124725,?,1
7.300247,5.713852,0.13414,?,1
7.288895,5.716171,0.132782,?,1
7.362671,5.781998,0.132446,?,1
7.289795,5.735397,0.131439,?,1
7.378128,5.829178,0.131088,?,1
7.268173,5.69426,0.133484,?,1
7.586273,6.003021,0.133865,?,1
7.40593,5.730255,0.140915,?,1
7.542618,5.963547,0.133514,?,1
7.404297,5.734604,0.141449,?,1
7.541016,5.927551,0.136566,?,1
7.46286,5.834885,0.137939,?,1
7.370316,5.711533,0.140106,?,1
7.493652,5.853546,0.138565,?,1
7.496582,5.858856,0.138351,?,1
7.429443,5.762711,0.141068,?,1
5.370834,4.314743,0.089081,?,1
5.098083,3.925507,0.099121,?,1
5.21402,4.107544,0.093597,?,1
5.277161,4.185074,0.092529,?,1
5.2939,4.205765,0.092194,?,1
5.232834,4.13623,0.092789,?,1
5.171249,4.052246,0.094986,?,1
5.261108,4.169052,0.092606,?,1
5.120941,3.969116,0.097748,?,1
5.347153,4.282166,0.090179,?,1
7.461441,5.901474,0.133484,?,1
7.274689,5.626236,0.139374,?,1
7.291153,5.621933,0.139709,?,1
7.357666,5.740524,0.137238,?,1
7.410629,5.806015,0.135849,?,1
7.34375,5.742279,0.135788,?,1
7.613937,6.099304,0.128479,?,1
7.436554,5.861282,0.133316,?,1
7.377762,5.763382,0.136673,?,1
7.389771,5.791138,0.13353,?,1
7.60437,5.900101,0.143631,?,1
7.709991,6.075302,0.13826,?,1
7.724548,6.078903,0.139008,?,1
7.544968,5.856339,0.143097,?,1
7.657288,6.016205,0.140579,?,1
7.678207,6.01236,0.140656,?,1
7.70491,6.072876,0.13829,?,1
7.629379,5.944962,0.142365,?,1
7.600464,5.919937,0.143341,?,1
7.631866,5.954056,0.142044,?,1
15.638321,12.510757,0.265457,?,1
15.847122,12.761169,0.261612,?,1
15.891281,12.79039,0.261902,?,1
15.758789,12.611313,0.265137,?,1
15.894241,12.758438,0.26413,?,1
15.832382,12.728333,0.262726,?,1
15.818222,12.673111,0.265579,?,1
15.844818,12.724625,0.262909,?,1
15.780869,12.638184,0.265213,?,1
15.810516,12.697769,0.262131,?,1
2.913818,2.225464,0.05809,?,1
2.859238,2.136307,0.061111,?,1
2.873474,2.203812,0.056656,?,1
2.865005,2.146973,0.060791,?,1
2.844147,2.146927,0.059036,?,1
2.833252,2.103455,0.061844,?,1
2.862457,2.16127,0.059479,?,1
2.847946,2.144791,0.059341,?,1
2.866104,2.152054,0.060547,?,1
2.837128,2.115555,0.061111,?,1
4.524673,3.561661,0.081573,?,1
4.529694,3.556931,0.082367,?,1
4.676163,3.749756,0.078583,?,1
4.459229,3.445633,0.085678,?,1
4.667252,3.767853,0.076111,?,1
4.4729,3.488815,0.083298,?,1
4.63942,3.713333,0.078506,?,1
4.514435,3.519592,0.084396,?,1
4.406479,3.373627,0.087372,?,1
4.504883,3.510468,0.084244,?,1
7.961975,6.239456,0.14595,?,1
8.014832,6.28923,0.146088,?,1
7.840195,6.087387,0.148712,?,1
7.915405,6.164841,0.147888,?,1
7.832047,6.073013,0.148865,?,1
8.117493,6.404053,0.144791,?,1
7.986359,6.280685,0.144455,?,1
7.891617,6.135635,0.148331,?,1
7.902512,6.132095,0.14917,?,1
7.854828,6.10614,0.148621,?,1
60.166809,47.728256,1.045456,?,1
60.719254,48.344666,1.039093,?,1
60.501877,48.065933,1.045792,?,1
60.371399,47.933914,1.042862,?,1
59.943893,47.618332,1.038864,?,1
60.766449,48.376892,1.043152,?,1
60.48024,48.111328,1.042877,?,1
60.670471,48.229904,1.044754,?,1
61.730957,49.290222,1.043228,?,1
60.401917,47.940155,1.043243,?,1
7.763199,6.31813,0.121902,?,1
7.338318,5.736374,0.134918,?,1
7.789124,6.268219,0.127975,?,1
7.502594,5.95018,0.130905,?,1
7.529907,5.994934,0.129135,?,1
7.557083,6.030838,0.128723,?,1
7.524765,5.9888,0.129486,?,1
7.521301,5.982895,0.129364,?,1
9.911652,8.404312,0.126328,?,1
8.242584,6.718445,0.127548,?,1
8.317215,6.625,0.142685,?,1
8.287567,6.558624,0.145737,?,1
8.314774,6.615692,0.14296,?,1
8.259933,6.531082,0.145737,?,1
8.19986,6.468094,0.146042,?,1
8.251907,6.51503,0.146423,?,1
8.354294,6.671326,0.142075,?,1
8.371094,6.676498,0.142731,?,1
8.17392,6.426514,0.147842,?,1
8.171219,6.405029,0.148895,?,1
7.499268,5.973175,0.128677,?,1
7.501587,5.942871,0.131073,?,1
7.631683,6.110825,0.128082,?,1
7.477936,5.912231,0.131805,?,1
7.638031,6.134293,0.126312,?,1
7.454056,5.846039,0.135239,?,1
7.472366,5.900055,0.132019,?,1
7.769577,6.305573,0.122925,?,1
7.593704,6.067062,0.127274,?,1
7.581711,6.061157,0.128021,?,1
3.946671,3.144272,0.067566,?,1
4.089142,3.32814,0.063934,?,1
4.051178,3.294434,0.063873,?,1
3.898697,3.064911,0.070297,?,1
3.835159,2.947708,0.074844,?,1
4.012589,3.231628,0.065994,?,1
3.865356,3.001846,0.072708,?,1
4.007553,3.214417,0.066925,?,1
3.842407,2.951416,0.074722,?,1
3.982239,3.15654,0.069244,?,1
8.88031,6.999954,0.160416,?,2
8.713699,6.854584,0.157669,?,2
8.916061,7.102966,0.153778,?,2
8.813187,6.980591,0.154861,?,2
8.78653,6.94101,0.156784,?,2
8.791199,7.007645,0.151733,?,2
8.779022,6.98378,0.152527,?,2
8.850967,7.065826,0.151459,?,2
8.912598,7.097626,0.15416,?,2
9.228897,7.46138,0.149384,?,2
8.97583,7.149399,0.153946,?,2
9.089981,7.321289,0.149323,?,2
8.835861,6.962738,0.159302,?,2
8.957443,7.085556,0.157959,?,2
8.773743,6.850235,0.161758,?,2
8.773148,6.827652,0.16391,?,2
8.938385,7.08696,0.156021,?,2
8.979202,7.171448,0.152496,?,2
9.075089,7.244965,0.153824,?,2
8.96199,7.116592,0.155655,?,2
8.749115,6.866455,0.158691,?,2
8.974213,7.046005,0.162094,?,2
8.900757,7.053421,0.157608,?,2
8.778122,6.869629,0.161377,?,2
9.270142,7.53772,0.146805,?,2
10.47496,8.615417,0.151382,?,2
9.027832,7.25975,0.149063,?,2
8.769302,6.841919,0.163376,?,2
8.813797,6.875153,0.162933,?,2
9.068298,7.299652,0.149109,?,2
24.107559,19.472549,0.391724,?,2
24.008759,19.331436,0.396591,?,2
24.002823,19.290298,0.399551,?,2
24.044998,19.359589,0.39473,?,2
23.895172,19.125092,0.402161,?,2
24.035904,19.422318,0.390564,?,2
23.93689,19.191101,0.398865,?,2
23.913605,19.188858,0.398193,?,2
23.896088,19.117584,0.402847,?,2
24.014969,19.29924,0.399185,?,2
8.838654,7.093124,0.1483,?,2
8.786636,6.970261,0.152557,?,2
8.634125,6.772217,0.156723,?,2
8.713089,6.820572,0.159439,?,2
8.75148,6.883652,0.156876,?,2
8.847855,7.023849,0.152771,?,2
9.012695,7.241852,0.148758,?,2
8.747849,6.951553,0.151413,?,2
8.82666,7.04155,0.150116,?,2
9.041962,7.323029,0.144669,?,2
9.191513,7.417114,0.149811,?,2
9.138474,7.329086,0.152145,?,2
8.924088,7.046509,0.158401,?,2
9.34256,7.581757,0.148163,?,2
9.116013,7.286407,0.155212,?,2
9.186584,7.401932,0.150452,?,2
9.005417,7.084229,0.161087,?,2
8.885086,6.963348,0.162735,?,2
9.188202,7.404968,0.150131,?,2
9.210037,7.365402,0.154892,?,2
25.079941,20.195053,0.40889,?,2
24.836151,19.925842,0.41095,?,2
24.862518,19.918655,0.414886,?,2
24.98233,20.117905,0.408096,?,2
24.963959,19.995483,0.416931,?,2
25.022949,20.200943,0.405777,?,2
24.937607,19.999786,0.413391,?,2
24.832428,19.896652,0.413452,?,2
24.734543,19.833679,0.413162,?,2
24.858429,19.895477,0.414978,?,2
23.788284,19.111542,0.394623,?,2
24.011627,19.392761,0.390076,?,2
23.925217,19.174042,0.397949,?,2
24.036636,19.330597,0.392731,?,2
23.945068,19.172165,0.399582,?,2
23.922104,19.259628,0.392792,?,2
23.981964,19.256561,0.396759,?,2
23.929962,19.180725,0.397522,?,2
23.867722,19.125931,0.396957,?,2
24.053696,19.377228,0.393433,?,2
8.722168,6.793152,0.161713,?,2
8.824905,6.962921,0.156387,?,2
8.815598,6.90451,0.160416,?,2
8.680206,6.794678,0.158371,?,2
8.97168,7.162155,0.151825,?,2
8.822617,6.973282,0.15538,?,2
9.038788,7.260727,0.150803,?,2
8.810562,6.920319,0.160278,?,2
9.003952,7.203217,0.151184,?,2
9.049133,7.284729,0.147736,?,2
22.402542,17.741165,0.383499,?,2
22.749924,18.207916,0.373444,?,2
22.487473,17.831299,0.383453,?,2
22.808563,18.223007,0.37825,?,2
22.589844,17.963501,0.380829,?,2
22.218582,17.534119,0.386017,?,2
22.260635,17.567261,0.386185,?,2
22.531586,17.845169,0.384216,?,2
22.437302,17.873886,0.375351,?,2
22.804153,18.255859,0.374908,?,2
24.195602,19.429276,0.400772,?,2
24.349106,19.553635,0.402786,?,2
24.413956,19.656723,0.400665,?,2
24.520889,19.764832,0.397995,?,2
24.269684,19.489349,0.402008,?,2
24.538223,19.817932,0.39679,?,2
24.154633,19.420502,0.399765,?,2
24.235382,19.423981,0.402634,?,2
24.361313,19.601456,0.400299,?,2
24.372513,19.545563,0.404175,?,2
25.14769,20.182266,0.417542,?,2
24.766342,19.81633,0.414597,?,2
25.166382,20.232101,0.41156,?,2
25.178787,20.206696,0.415131,?,2
25.204407,20.253998,0.414444,?,2
25.173325,20.257324,0.411819,?,2
25.317825,20.48642,0.405273,?,2
25.249847,20.334213,0.410995,?,2
25.144257,20.198486,0.414154,?,2
25.007416,20.108231,0.410706,?,2
8.747971,6.893692,0.155716,?,2
8.718964,6.821869,0.159058,?,2
8.84761,7.072174,0.149185,?,2
8.487442,6.561203,0.161606,?,2
8.596085,6.711212,0.158051,?,2
8.795502,7.004349,0.14978,?,2
8.627792,6.723755,0.159729,?,2
8.869797,7.085312,0.149933,?,2
9.058533,7.365448,0.142227,?,2
8.762009,6.958771,0.151245,?,2
24.177994,19.490677,0.395981,?,2
24.315445,19.480438,0.403671,?,2
24.041061,19.289871,0.399826,?,2
24.120178,19.410309,0.396896,?,2
24.428726,19.702316,0.398178,?,2
24.472946,19.825348,0.391098,?,2
24.432343,19.662933,0.398727,?,2
24.329041,19.67067,0.391602,?,2
24.065552,19.294632,0.401321,?,2
24.195038,19.468781,0.397385,?,2
24.709412,19.881393,0.406281,?,2
24.572861,19.839111,0.397171,?,2
24.481247,19.709854,0.402084,?,2
24.343674,19.499939,0.407333,?,2
24.696671,19.884155,0.402893,?,2
24.412506,19.611465,0.405014,?,2
24.354721,19.550613,0.403763,?,2
24.521439,19.714386,0.403793,?,2
24.415939,19.624283,0.402481,?,2
24.35054,19.534927,0.404922,?,2
24.76268,20.020172,0.398575,?,2
24.537704,19.689758,0.4077,?,2
24.681702,19.812042,0.405548,?,2
24.638687,19.780609,0.408157,?,2
24.570084,19.779068,0.402771,?,2
24.580612,19.854172,0.397461,?,2
24.710663,19.817795,0.409103,?,2
24.504211,19.680466,0.40564,?,2
24.828857,20.069641,0.398285,?,2
24.608566,19.812042,0.402878,?,2
24.060928,19.402618,0.391678,?,2
24.204285,19.427231,0.401367,?,2
24.120346,19.375198,0.397507,?,2
24.125061,19.294418,0.402252,?,2
25.416748,20.669739,0.395554,?,2
24.031601,19.238968,0.399139,?,2
24.65181,19.811111,0.404083,?,2
24.326141,19.565201,0.398743,?,2
24.628494,19.933945,0.392593,?,2
24.342361,19.569687,0.39856,?,2
9.947144,7.829697,0.175888,?,2
9.917938,7.783463,0.176758,?,2
10.178726,8.142242,0.167908,?,2
11.839691,9.721939,0.174805,?,2
11.510727,9.518295,0.163254,?,2
10.143814,8.074448,0.171448,?,2
10.147705,8.071472,0.170853,?,2
10.082474,7.948334,0.176453,?,2
10.217377,8.193466,0.168106,?,2
10.250748,8.206055,0.168152,?,2
19.640137,15.562393,0.336243,?,2
19.188675,15.103928,0.3396,?,2
19.457443,15.451355,0.332245,?,2
19.139999,15.052277,0.339737,?,2
19.448547,15.373703,0.336258,?,2
19.510239,15.479324,0.33374,?,2
19.446426,15.336838,0.338745,?,2
19.427963,15.410797,0.33287,?,2
19.162216,15.05423,0.341171,?,2
19.356171,15.212067,0.342087,?,2
24.430283,19.633102,0.399643,?,2
24.450623,19.662216,0.396774,?,2
24.369385,19.538483,0.399643,?,2
24.336594,19.514236,0.399338,?,2
24.183533,19.336075,0.402969,?,2
24.22551,19.507736,0.395615,?,2
24.675186,19.90062,0.400375,?,2
24.170609,19.339355,0.402557,?,2
24.526627,19.721817,0.396591,?,2
24.382431,19.574219,0.398209,?,2
33.248062,26.568787,0.563461,?,3
33.156219,26.451691,0.563782,?,3
34.017929,27.353577,0.559875,?,3
33.143646,26.531967,0.55835,?,3
34.736938,28.132095,0.552551,?,3
33.526306,26.836975,0.563217,?,3
33.393906,26.724564,0.559265,?,3
32.934952,26.323257,0.557236,?,3
32.945862,26.360931,0.557571,?,3
33.517166,26.865463,0.56105,?,3
41.878204,33.676315,0.690323,?,3
42.497849,34.261093,0.697815,?,3
41.751663,33.628204,0.686462,?,3
42.281845,34.108276,0.693451,?,3
42.02594,33.841873,0.691391,?,3
42.534393,34.335999,0.689728,?,3
42.152908,34.081284,0.681442,?,3
42.707794,34.491531,0.693283,?,3
41.740311,33.656631,0.682327,?,3
42.202667,34.0858,0.683395,?,3
17.031967,13.651062,0.282394,?,3
16.775482,13.356323,0.284348,?,3
16.847549,13.393326,0.287521,?,3
16.685043,13.236053,0.286804,?,3
17.020523,13.59581,0.286194,?,3
16.666687,13.262756,0.282639,?,3
16.861008,13.371368,0.289566,?,3
16.780548,13.384033,0.283676,?,3
17.054077,13.640594,0.283432,?,3
16.725586,13.33812,0.282822,?,3
43.366531,35.093048,0.69397,?,3
43.824615,35.454025,0.701202,?,3
43.71846,35.355911,0.700073,?,3
43.904663,35.642258,0.693451,?,3
43.79567,35.510056,0.696716,?,3
43.23996,34.909256,0.701096,?,3
43.38945,34.970566,0.704407,?,3
44.111053,35.703918,0.704865,?,3
43.751312,35.303207,0.70488,?,3
43.539597,35.229828,0.696777,?,3
36.441803,29.024384,0.614014,?,3
36.617706,29.202316,0.613098,?,3
36.858795,29.452301,0.613174,?,3
36.490128,29.11969,0.608566,?,3
36.59668,29.248795,0.610718,?,3
36.824661,29.452972,0.612579,?,3
36.366135,28.981186,0.609848,?,3
36.359451,28.993744,0.611176,?,3
36.827606,29.389725,0.61438,?,3
36.730499,29.279068,0.615448,?,3
28.423706,22.842056,0.467453,?,3
28.820709,23.159576,0.470581,?,3
28.646118,23.087952,0.466064,?,3
28.773132,23.162323,0.467316,?,3
28.769409,23.187027,0.466583,?,3
28.821121,23.252747,0.463806,?,3
28.44249,22.889999,0.463974,?,3
29.031448,23.30275,0.475891,?,3
28.679657,23.043503,0.466965,?,3
28.657028,23.064972,0.46344,?,3
16.429169,13.064896,0.280014,?,3
16.337204,12.948685,0.281204,?,3
16.693192,13.27179,0.28273,?,3
16.456909,13.071609,0.282013,?,3
16.644363,13.198242,0.286072,?,3
16.782852,13.379608,0.284103,?,3
16.631805,13.22493,0.282318,?,3
16.547043,13.11232,0.284546,?,3
16.494614,13.070618,0.283859,?,3
16.536636,13.135315,0.283493,?,3
45.384399,36.583435,0.737396,?,3
45.635178,36.760742,0.739243,?,3
46.029236,37.122482,0.738586,?,3
45.810547,36.927353,0.736969,?,3
46.390549,37.496994,0.739853,?,3
46.608658,37.734222,0.742538,?,3
46.133179,37.31575,0.735672,?,3
46.172943,37.231949,0.741959,?,3
46.720245,37.902161,0.738159,?,3
46.311569,37.393661,0.748856,?,3
43.850082,35.401154,0.702606,?,3
43.286713,35.043121,0.687622,?,3
43.64801,35.216431,0.699661,?,3
43.783463,35.369812,0.697464,?,3
43.654099,35.19754,0.70256,?,3
44.040268,35.662567,0.690781,?,3
43.300995,34.968201,0.692047,?,3
43.150452,34.835052,0.69693,?,3
43.775391,35.40686,0.701431,?,3
43.176819,34.8526,0.697678,?,3
16.329086,12.976395,0.278946,?,3
16.439178,13.073776,0.280212,?,3
16.202759,12.862396,0.276688,?,3
16.329193,12.947845,0.279556,?,3
16.383453,13.063858,0.277557,?,3
16.356491,13.010666,0.276733,?,3
16.415375,13.036163,0.280533,?,3
17.536362,14.114243,0.281616,?,3
16.280899,12.924225,0.279144,?,3
16.360947,12.975525,0.279114,?,3
16.416351,13.013489,0.283325,?,3
16.665558,13.198196,0.286072,?,3
16.585098,13.216125,0.280121,?,3
16.759766,13.367142,0.279968,?,3
16.633972,13.261124,0.278946,?,3
16.642181,13.237976,0.28067,?,3
19.852448,16.417984,0.28273,?,3
16.573135,13.139114,0.285568,?,3
16.949417,13.532333,0.28392,?,3
16.802429,13.370117,0.283279,?,3
16.475433,13.133163,0.278,?,3
16.440689,13.033249,0.280304,?,3
16.212723,12.865875,0.278366,?,3
15.916611,12.558578,0.27916,?,3
16.538071,13.204193,0.274445,?,3
16.215485,12.812134,0.282532,?,3
16.440048,13.048447,0.280914,?,3
16.261063,12.919266,0.27742,?,3
16.022339,12.685318,0.277908,?,3
16.389328,13.006638,0.279678,?,3
30.266357,24.208618,0.506332,?,3
