nome,slopes
1071,0.021008966818462343
1082,0.01946807938795823
1084,0.0205475990555069
1091,0.02104681495917692
1131,0.02034500509117578
1132,0.020743053746367802
1140,0.021113154661305776
1158,0.02252913542356018
1190,0.022084967796038874
1192,0.020255756563789137
1195,0.020909364640372515
1197,0.021715970085154655
1619,0.020750447370071156
1621,0.02023957944615309
1628,0.020328534950034307
1632,0.020692229111292423
1634,0.020917332761630266
1635,0.02022598534969096
1636,0.02189413753977566
1639,0.022271723633002852
1640,0.02010094221962603
1642,0.020438470100580145
1643,0.01970905933599429
1666,0.020539761437623053
1667,0.020812079858306763
1668,0.020429018237011605
1669,0.020605035082506207
1671,0.021347854475361392
1672,0.02169317305980838
1674,0.020874443651020043
2166,0.02221587448370258
2185,0.021153938510882382
