@relation problema-weka.filters.unsupervised.attribute.Remove-R1-4

@attribute wall_clock numeric
@attribute user_time numeric
@attribute system_time numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}

@data
1179,1147,32,2
1194,1166,24,2
1179,1160,16,2
1187,1162,24,2
1183,1149,32,2
1185,1166,20,2
1180,1168,12,2
1187,1176,12,2
1168,1145,24,2
1195,1152,44,2
1189,1149,36,2
1196,1167,28,2
1181,1145,36,2
1164,1135,28,2
1199,1176,20,2
1187,1159,28,2
1168,1124,44,2
1182,1136,44,2
1150,1130,20,2
1176,1137,36,2
1164,1138,24,2
1179,1143,36,2
1159,1149,8,2
1171,1143,28,2
1183,1145,36,2
1169,1136,32,2
1151,1134,16,2
1168,1141,28,2
514,454,60,2
514,463,51,2
491,435,53,2
509,470,40,2
477,442,36,2
501,470,32,2
497,440,56,2
513,440,74,2
489,436,54,2
492,451,40,2
983,933,52,2
994,954,40,2
973,896,76,2
996,935,58,2
984,931,53,2
977,926,51,2
993,932,60,2
974,914,61,2
1000,936,60,2
1001,942,57,2
1174,1149,20,2
1164,1162,0,2
1170,1145,24,2
1170,1143,24,2
1181,1148,33,2
1161,1134,28,2
1175,1157,16,2
1179,1144,36,2
1163,1149,12,2
1168,1130,37,2
1653,1369,280,3
1654,1366,289,3
1642,1271,372,3
1641,1298,343,3
1624,1335,290,3
1653,1318,335,3
1642,1289,352,3
1638,1312,326,3
1635,1311,326,3
1649,1285,364,3
2029,1758,272,3
2052,1712,339,3
2017,1775,243,3
2037,1743,296,3
2030,1739,292,3
2026,1663,363,3
2002,1696,307,3
2037,1699,340,3
2007,1691,315,3
2007,1655,352,3
826,783,44,3
832,804,28,3
840,809,31,3
840,794,45,3
837,742,95,3
827,782,45,3
848,800,44,3
830,759,71,3
830,782,48,3
827,776,51,3
2039,1774,266,3
2061,1747,315,3
2057,1744,312,3
2038,1800,238,3
2049,1752,295,3
2062,1794,267,3
2069,1784,287,3
2071,1733,338,3
2070,1743,329,3
2048,1712,337,3
1805,1437,370,3
1801,1438,364,3
1798,1455,343,3
1787,1472,315,3
1795,1450,345,3
1799,1488,314,3
1792,1448,345,3
1794,1420,376,3
1805,1402,403,3
1807,1484,321,3
1372,1321,48,3
1380,1347,32,3
1368,1329,36,3
1372,1339,32,3
1368,1320,49,3
1362,1327,33,3
1362,1299,60,3
1399,1374,24,3
1370,1324,44,3
1360,1339,20,3
819,783,36,3
824,769,56,3
828,790,36,3
825,809,16,3
837,804,33,3
832,808,21,3
828,784,44,3
834,787,48,3
831,786,45,3
829,792,37,3
2166,1882,284,3
2171,1832,338,3
2168,1812,356,3
2166,1839,328,3
2175,1820,352,3
2180,1894,285,3
2160,1881,278,3
2180,1839,342,3
2168,1827,340,3
2198,1864,334,3
2064,1683,382,3
2018,1685,332,3
2055,1753,302,3
2051,1744,306,3
2064,1732,332,3
2028,1744,287,3
2033,1763,272,3
2048,1793,256,3
2060,1773,288,3
2048,1748,300,3
818,762,56,3
819,795,24,3
809,767,40,3
819,777,40,3
812,764,47,3
810,781,28,3
820,778,40,3
824,794,28,3
816,783,32,3
817,778,38,3
828,787,44,3
837,799,36,3
818,790,28,3
820,744,74,3
817,771,46,3
822,774,44,3
827,783,44,3
837,790,44,3
829,785,45,3
830,800,30,3
814,767,46,3
820,782,40,3
815,764,51,3
818,779,40,3
804,792,8,3
827,759,68,3
822,766,57,3
811,762,48,3
812,777,36,3
820,798,21,3
1484,1160,328,3
1476,1141,334,3
1466,1121,347,3
1487,1176,311,3
1478,1173,305,3
1474,1161,312,3
1482,1165,317,3
1486,1129,358,3
1475,1180,294,3
1455,1150,304,3
975,903,68,3
962,873,88,3
964,894,71,3
958,896,61,3
959,904,54,3
974,887,88,3
945,870,76,3
954,909,44,3
975,905,69,3
958,885,74,3
946,886,60,3
949,917,32,3
933,894,40,3
945,893,52,3
931,882,48,3
940,892,48,3
953,901,53,3
949,911,36,3
944,892,52,3
930,896,33,3
2060,1730,329,3
2053,1720,332,3
2031,1712,317,3
2021,1710,311,3
2053,1745,308,3
2069,1749,322,3
2020,1701,319,3
2044,1694,349,3
2033,1714,319,3
2068,1755,311,3
838,797,41,3
847,791,55,3
827,789,36,3
829,791,38,3
844,790,52,3
833,798,37,3
819,790,29,3
848,801,48,3
832,799,32,3
834,769,65,3
2049,1716,333,3
2049,1700,350,3
2043,1691,351,3
2019,1743,277,3
2028,1705,324,3
2008,1658,354,3
2067,1773,293,3
2048,1681,368,3
2044,1712,334,3
2046,1759,287,3
803,774,29,3
804,770,32,3
817,765,51,3
794,762,33,3
819,776,44,3
806,774,32,3
804,751,53,3
816,764,52,3
789,767,20,3
805,784,20,3
1471,1175,294,3
1488,1147,340,3
1483,1155,328,3
1456,1120,334,3
1471,1114,359,3
1468,1111,358,3
1460,1120,345,3
1484,1143,342,3
1447,1120,327,3
1480,1142,337,3
859,754,98,4
836,772,65,4
847,767,80,4
844,768,76,4
839,703,135,4
844,757,88,4
842,748,93,4
849,767,84,4
829,728,101,4
836,759,77,4
1293,1224,70,4
1299,1229,68,4
1301,1219,80,4
1321,1209,109,4
1298,1232,65,4
1297,1210,88,4
1303,1219,83,4
1297,1246,49,4
1292,1208,85,4
1294,1231,61,4
1117,969,148,4
1127,957,170,4
1093,940,155,4
1105,997,109,4
1115,967,149,4
1117,974,143,4
1113,946,168,4
1106,979,125,4
1102,971,128,4
1101,957,145,4
843,770,71,4
816,744,69,4
828,773,53,4
832,764,68,4
819,751,68,4
843,787,56,4
825,780,43,4
826,751,77,4
832,745,88,4
827,773,52,4
818,756,61,4
825,752,75,4
824,786,36,4
818,778,40,4
830,766,62,4
830,768,60,4
827,783,44,4
812,742,68,4
835,770,64,4
824,785,40,4
947,868,80,4
925,848,76,4
958,877,81,4
956,876,80,4
949,872,74,4
948,846,102,4
948,876,72,4
964,880,84,4
955,884,73,4
945,852,94,4
839,776,65,4
830,781,48,4
842,775,66,4
846,789,57,4
838,800,36,4
854,786,68,4
842,792,52,4
842,763,77,4
852,771,81,4
849,798,52,4
944,881,64,4
930,885,45,4
950,913,37,4
939,872,65,4
934,853,81,4
933,862,72,4
940,892,48,4
938,850,90,4
952,884,68,4
939,856,84,4
1293,1220,72,4
1295,1244,52,4
1298,1237,61,4
1294,1218,76,4
1297,1225,72,4
1317,1245,72,4
1301,1222,80,4
1306,1234,72,4
1283,1193,92,4
1298,1222,74,4
1495,1428,68,4
1497,1411,84,4
1512,1416,96,4
1488,1396,94,4
1490,1391,100,4
1506,1399,108,4
1504,1376,128,4
1491,1402,89,4
1504,1414,88,4
1524,1426,97,4
940,820,121,4
953,830,124,4
944,867,76,4
935,847,88,4
944,841,101,4
939,853,86,4
947,839,109,4
946,887,60,4
928,818,110,4
944,846,98,4
1371,1329,40,4
1355,1313,40,4
1368,1305,61,4
1370,1312,56,4
1367,1324,44,4
1361,1280,82,4
1378,1311,64,4
1372,1315,56,4
1366,1311,52,4
1367,1323,44,4
744,660,84,4
735,649,85,4
744,658,88,4
747,676,72,4
736,659,74,4
744,680,64,4
747,653,93,4
748,655,93,4
745,682,64,4
742,669,73,4
932,837,93,4
935,828,107,4
928,846,81,4
945,870,72,4
940,849,90,4
941,856,85,4
930,839,92,4
934,815,118,4
928,813,116,4
949,832,112,4
992,913,76,4
965,888,78,4
971,909,61,4
977,890,88,4
983,942,40,4
978,916,60,4
965,882,82,4
991,887,101,4
975,911,60,4
961,874,87,4
871,792,80,4
876,783,93,4
871,784,88,4
874,806,68,4
874,798,76,4
858,768,90,4
874,771,105,4
863,792,72,4
878,792,88,4
874,787,88,4
1495,1423,69,4
1493,1416,77,4
1473,1386,87,4
1495,1425,68,4
1484,1388,92,4
1481,1410,70,4
1490,1406,84,4
1486,1399,88,4
1481,1414,68,4
1479,1411,65,4
924,867,57,4
925,838,87,4
917,842,76,4
921,862,60,4
942,859,80,4
927,863,64,4
940,881,60,4
919,837,82,4
942,883,60,4
922,848,76,4
1445,1308,136,4
1439,1306,134,4
1434,1316,117,4
1438,1317,120,4
1446,1303,144,4
1440,1299,141,4
1441,1327,113,4
1437,1342,96,4
1425,1284,139,4
1443,1301,141,4
956,892,64,4
947,882,64,4
944,845,101,4
954,863,92,4
951,871,77,4
952,891,61,4
952,896,56,4
955,875,80,4
963,860,102,4
954,886,68,4
1285,1173,103,5
1257,1117,140,5
1257,1118,139,5
1258,1130,128,5
1266,1153,110,5
1254,1146,108,5
1233,1109,125,5
1250,1142,109,5
1253,1150,103,5
1282,1169,112,5
1474,1319,155,5
1487,1372,116,5
1471,1343,126,5
1485,1334,152,5
1494,1331,164,5
1478,1324,153,5
1483,1337,145,5
1474,1312,164,5
1471,1317,156,5
1481,1303,177,5
1194,1110,84,5
1190,1066,121,5
1189,1079,109,5
1186,1099,84,5
1187,1087,100,5
1186,1084,102,5
1195,1070,128,5
1190,1090,100,5
1187,1063,124,5
1204,1094,105,5
1148,1075,73,5
1143,1055,88,5
1156,1065,92,5
1135,1065,69,5
1141,1093,48,5
1162,1074,88,5
1130,1062,66,5
1144,1076,65,5
1140,1076,61,5
1131,1069,62,5
2008,1880,128,5
2025,1878,148,5
2012,1914,96,5
2020,1910,108,5
2005,1893,112,5
2015,1918,96,5
2031,1912,116,5
2003,1901,101,5
2015,1912,104,5
2008,1889,120,5
2847,2712,132,5
2850,2670,176,5
2851,2683,168,5
2857,2731,125,5
2852,2704,148,5
2843,2691,149,5
2843,2722,124,5
2844,2714,124,5
2855,2735,120,5
2849,2702,148,5
1319,1220,100,5
1322,1199,121,5
1302,1208,94,5
1314,1227,84,5
1305,1211,93,5
1329,1221,108,5
1330,1239,88,5
1325,1214,112,5
1294,1206,84,5
1320,1236,84,5
2003,1929,72,5
2004,1945,60,5
2002,1917,84,5
2005,1917,89,5
2001,1910,89,5
1994,1941,53,5
2000,1954,44,5
2001,1928,72,5
1996,1935,60,5
2002,1923,80,5
1083,1006,77,5
1082,1020,57,5
1070,960,112,5
1071,986,86,5
1090,1019,71,5
1091,1003,88,5
1097,1014,81,5
1085,983,104,5
1096,994,100,5
1077,948,129,5
1270,1187,81,5
1265,1166,100,5
1265,1167,96,5
1252,1186,64,5
1256,1163,92,5
1263,1193,68,5
1259,1177,81,5
1272,1207,65,5
1270,1188,81,5
1272,1208,64,5
1279,1215,64,5
1276,1182,94,5
1294,1225,65,5
1280,1218,60,5
1269,1202,69,5
1285,1165,120,5
1272,1182,92,5
1272,1193,76,5
1273,1187,85,5
1262,1170,92,5
2354,2234,121,5
2382,2235,148,5
2369,2243,126,5
2371,2261,112,5
2367,2237,132,5
2381,2279,101,5
2360,2247,113,5
2377,2297,80,5
2371,2240,130,5
2369,2269,100,5
1176,1065,111,5
1171,1062,108,5
1180,1067,114,5
1184,1073,110,5
1170,1057,112,5
1182,1065,117,5
1160,1063,98,5
1164,1083,83,5
1175,1060,116,5
1167,1066,102,5
3051,2249,803,5
3073,2176,898,5
3070,2280,789,5
3062,2237,825,5
3062,2263,800,5
3069,2238,830,5
3035,2207,830,5
3047,2143,906,5
3042,2252,791,5
3012,2247,764,5
1745,1676,68,5
1738,1661,77,5
1749,1681,68,5
1769,1693,76,5
1748,1670,76,5
1754,1666,85,5
1764,1669,96,5
1766,1666,100,5
1752,1657,93,5
1759,1654,105,5
1228,1137,89,5
1241,1170,72,5
1245,1168,76,5
1241,1158,84,5
1230,1148,80,5
1240,1146,93,5
1241,1143,96,5
1237,1176,64,5
1236,1109,125,5
1239,1187,53,5
1274,1163,112,5
1272,1126,146,5
1294,1183,112,5
1283,1160,119,5
1286,1178,108,5
1274,1168,104,5
1276,1157,118,5
1284,1189,93,5
1278,1177,100,5
1293,1190,101,5
1234,1134,100,5
1235,1145,92,5
1222,1134,88,5
1231,1137,88,5
1235,1171,64,5
1224,1149,72,5
1232,1126,105,5
1234,1152,80,5
1226,1156,68,5
1230,1130,100,5
1423,1330,96,5
1420,1314,101,5
1417,1310,108,5
1411,1302,108,5
1411,1299,111,5
1421,1295,126,5
1429,1317,112,5
1404,1279,125,5
1421,1326,96,5
1427,1324,104,5
1261,1173,88,5
1255,1155,100,5
1262,1175,87,5
1242,1122,120,5
1242,1159,80,5
1244,1157,85,5
1250,1160,85,5
1240,1149,89,5
1232,1141,89,5
1240,1136,104,5
885,783,95,6
861,773,88,6
847,774,73,6
853,768,85,6
842,777,64,6
847,774,73,6
846,758,88,6
840,743,96,6
856,764,92,6
844,766,76,6
699,657,40,6
678,638,41,6
682,633,48,6
689,642,48,6
681,639,44,6
685,634,50,6
692,637,55,6
696,646,49,6
694,630,63,6
687,646,40,6
2170,2081,88,6
2161,2086,72,6
2163,2069,92,6
2160,2096,64,6
2159,2107,52,6
2157,2096,60,6
2158,2097,60,6
2166,2097,68,6
2167,2064,100,6
2168,2083,84,6
1930,1907,24,6
1910,1869,40,6
1913,1879,32,6
1922,1869,52,6
1905,1887,16,6
1910,1870,40,6
1935,1870,64,6
1921,1881,40,6
1922,1906,16,6
1917,1885,32,6
611,579,32,6
610,584,24,6
609,597,12,6
620,595,24,6
620,590,28,6
609,582,28,6
609,566,44,6
606,583,24,6
601,570,32,6
611,556,57,6
3081,2975,104,6
3096,2997,97,6
3091,2966,120,6
3076,2960,116,6
3091,2968,125,6
3070,2941,126,6
3092,2979,109,6
3070,2961,108,6
3064,2949,112,6
3081,2953,128,6
3736,3608,124,6
3734,3596,136,6
3744,3554,188,6
3720,3590,129,6
3727,3613,112,6
3733,3614,120,6
3735,3585,148,6
3749,3602,148,6
3733,3595,137,6
3765,3565,200,6
2631,2495,136,6
2645,2549,96,6
2639,2480,160,6
2644,2500,144,6
2631,2497,132,6
2655,2511,145,6
2641,2465,177,6
2641,2516,124,6
2641,2448,193,6
2664,2516,148,6
1827,1788,36,6
1827,1795,32,6
1840,1812,24,6
1836,1802,32,6
1828,1800,28,6
1839,1807,32,6
1833,1804,28,6
1844,1816,28,6
1851,1804,44,6
1842,1827,16,6
2344,2208,137,6
2350,2272,76,6
2334,2235,97,6
2351,2211,140,6
2355,2236,120,6
2346,2242,104,6
2362,2198,164,6
2353,2253,100,6
2366,2243,124,6
2351,2237,112,6
1100,1035,65,6
1096,1022,73,6
1091,1061,28,6
1097,1049,48,6
1095,1046,48,6
1086,1012,73,6
1101,1029,72,6
1091,1049,44,6
1084,1050,32,6
1099,1045,52,6
1896,1838,56,6
1865,1804,60,6
1888,1833,52,6
1879,1848,32,6
1885,1844,40,6
1885,1858,28,6
1880,1831,48,6
1899,1821,76,6
1884,1828,52,6
1882,1850,32,6
2343,2291,52,6
2298,2247,48,6
2258,2190,68,6
2290,2234,56,6
2295,2243,52,6
2333,2299,32,6
2290,2231,56,6
2292,2246,44,6
2291,2242,48,6
2286,2229,56,6
1158,1095,64,6
1161,1059,100,6
1174,1081,92,6
1175,1106,68,6
1163,1087,76,6
1171,1077,93,6
1168,1089,77,6
1170,1122,48,6
1161,1130,28,6
1170,1100,69,6
2577,2485,92,6
2582,2486,96,6
2572,2452,120,6
2566,2455,109,6
2576,2468,108,6
2602,2477,124,6
2569,2475,92,6
2577,2420,156,6
2582,2472,109,6
2578,2486,88,6
882,814,68,6
875,801,74,6
883,841,40,6
873,823,50,6
880,823,58,6
883,828,56,6
870,812,60,6
874,821,53,6
871,824,44,6
872,813,56,6
897,850,48,6
904,851,52,6
905,837,68,6
907,840,68,6
898,851,46,6
900,846,56,6
912,857,56,6
896,850,44,6
910,858,52,6
913,861,52,6
2864,2742,120,6
2866,2739,125,6
2883,2766,116,6
2881,2753,124,6
2871,2754,117,6
2863,2703,160,6
2884,2753,132,6
2884,2768,116,6
2887,2759,128,6
2874,2791,84,6
2491,2419,72,6
2517,2471,44,6
2535,2479,56,6
2492,2434,56,6
2499,2403,96,6
2512,2441,72,6
2496,2430,64,6
2523,2427,96,6
2524,2449,72,6
2519,2440,76,6
655,615,40,6
658,609,49,6
658,590,69,6
668,605,62,6
654,580,73,6
670,613,57,6
665,604,61,6
659,619,40,6
655,574,82,6
661,580,82,6
1214,1189,8,7
1191,1175,16,7
1198,1179,20,7
1180,1167,12,7
1186,1168,16,7
1188,1180,8,7
1182,1164,20,7
1186,1172,12,7
1198,1183,12,7
1173,1164,8,7
2779,1630,1150,7
2782,1645,1138,7
2782,1570,1213,7
2784,1642,1141,7
2768,1622,1147,7
2765,1657,1107,7
2789,1648,1140,7
2793,1604,1188,7
2785,1651,1133,7
2767,1665,1100,7
2869,1671,1198,7
2892,1728,1165,7
2875,1736,1139,7
2864,1728,1138,7
2868,1680,1185,7
2879,1735,1141,7
2871,1670,1201,7
2888,1772,1114,7
2868,1686,1182,7
2864,1736,1127,7
3861,2199,1661,7
3866,2239,1627,7
3856,2129,1728,7
3871,2188,1684,7
3863,2208,1655,7
3863,2105,1758,7
3868,2222,1648,7
3863,2151,1713,7
3876,2154,1724,7
3867,2153,1714,7
2186,1232,954,7
2188,1132,1056,7
2193,1111,1080,7
2195,1155,1042,7
2186,1061,1123,7
2202,1152,1050,7
2194,1160,1036,7
2188,1112,1075,7
2193,1227,967,7
2183,1049,1134,7
3067,1822,1246,7
3056,1915,1142,7
3057,1894,1161,7
3074,1913,1163,7
3063,1864,1200,7
3056,1867,1190,7
3060,1880,1178,7
3062,1886,1177,7
3077,1881,1196,7
3082,1938,1145,7
1602,1591,12,7
1587,1579,4,7
1598,1569,28,7
1597,1574,24,7
1606,1589,16,7
1601,1585,16,7
1605,1593,12,7
1605,1590,16,7
1572,1563,8,7
1603,1593,12,7
2813,1682,1130,7
2811,1657,1152,7
2823,1625,1196,7
2835,1651,1185,7
2823,1646,1179,7
2817,1710,1107,7
2821,1623,1199,7
2819,1680,1139,7
2814,1665,1151,7
2807,1611,1196,7
2799,1624,1174,7
2793,1677,1115,7
2784,1612,1172,7
2788,1654,1133,7
2786,1607,1175,7
2798,1652,1145,7
2793,1613,1179,7
2804,1618,1186,7
2785,1635,1150,7
2780,1596,1185,7
1045,1032,12,7
1035,1026,8,7
1046,1036,8,7
1056,1040,16,7
1052,1036,16,7
1049,1042,8,7
1043,1035,8,7
1035,1030,4,7
1042,1029,8,7
1049,1038,12,7
2869,1728,1137,7
2879,1705,1173,7
2907,1696,1210,7
2871,1732,1138,7
2878,1709,1168,7
2854,1721,1130,7
2874,1801,1076,7
2894,1697,1197,7
2889,1736,1150,7
2872,1713,1156,7
2546,1537,1008,7
