file,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,iTLB-loads,iTLB-load-misses,duration_time,user_time,system_time,perf_time
1374738.exe,258785961,426220131,2556672,301810,92296941,3121595,524,83873169,3436203,101623911,714802,36844298,1216042,124900,21009,136111,59506,124857493,12457,52073404,955,5078,4080,97216468,87728000,9075000,157997642
2951063.exe,226695070,311986512,2598734,423860,72032445,3022326,917,78031756,2843644,113991078,897321,51352882,489628,111564,34333,29511,5015,86784638,6384,33021267,919,4344,2937,62596758,60291000,2009000,76975495
2961600.exe,225317484,401924576,2639689,396415,79921535,3989507,916,70537201,4550418,87793752,1045886,36966416,514118,93053,26805,38330,8240,129163391,11687,53441817,956,5178,3764,61192787,57782000,2988000,75776029
3122929.exe,538616754,1245321657,3018113,261951,266700245,3393649,1002,268810704,3324992,431409636,665762,229929163,1332643,155036,26795,93177,62957,415240851,19258,218765501,13306,17054,7801,145695989,144326000,1002000,159930309
3698143.exe,327624183,386093329,6243434,1029652,88177366,3508485,1989,88606150,3197600,129474691,1549838,62522787,4098843,458851,101810,373624,138350,133724220,90885,54136219,11398,91695,56321,64088248,60829000,2991000,78212852
4488347.exe,239477794,328005823,2251830,246321,71323538,3721263,1012,78238408,3181015,115239290,661832,52108525,798152,139231,34806,154823,97358,126906884,11288,44509483,8238,7140,3734,65511013,62204000,3009000,79911390
4622641.exe,554274762,1181294157,4206847,422564,264580660,3484179,1906,270712049,3420444,438960743,944965,234419596,1590759,167631,28912,302597,208079,371233678,21045,195004456,27552,29972,8607,150783990,144490000,5978000,165168689
533881.exe,527789139,1232677383,2893793,321422,261979025,3624156,519,263586900,3580498,420316536,662833,219177723,1181588,143642,28754,54831,9874,427625847,14135,221525801,1175,20087,4645,141955400,138666000,2992000,156513370
552105.exe,233515461,290966614,2108700,302057,74910440,3219264,525,82549634,2791857,118900620,525137,52146681,516598,105373,31837,28479,4748,97720063,6193,36350205,3163,4810,4325,64099618,59728000,3981000,78536363
5722253.exe,788832308,615809409,25643395,6719336,133287475,7027259,5019,134703883,6768116,186875316,10073657,79013181,2454662,4210691,1312056,468957,317523,199465244,861188,78340621,35569,35874,15010,214799343,206495000,7980000,229246029
5840366.exe,537806838,1228057711,3303789,302893,264392529,3711484,909,265694070,3613851,424229384,967865,227413244,1476106,145181,26455,124509,63686,414216124,18393,216846467,5262,20225,5579,145496393,144176000,1001000,159822871
5842855.exe,544088285,1181848950,3905161,431277,263225119,3644850,1907,264162120,3551306,426987075,1006077,229684831,1576743,165531,28929,150041,206911,372966609,27546,201687404,21357,26392,11751,148747325,142460000,5977000,163191014
6024175.exe,221176658,310895403,2170748,333975,74820092,3462146,524,79201708,3204288,113427041,544104,50173854,482373,96799,29770,34843,4584,103320234,6800,38367528,1125,6309,4476,61522113,58186000,2958000,75945704
6028032.exe,527372192,1228916152,3211167,274701,264823461,3562448,1002,265641763,3458546,426166251,708654,228723269,1375495,148957,26085,174355,74081,400147421,22608,213231694,10569,14127,6887,146744764,141463000,4981000,161395276
6073943.exe,543893933,1238369812,3440710,453673,261297716,3509169,911,262322970,3417423,421262399,1012378,226301354,1144566,142463,28052,65431,17367,399763238,21187,213046818,1975,15069,6414,146828984,144558000,2007000,161286659
6487463.exe,534179151,1231609475,3339311,402697,260104278,3723653,909,261938683,3632142,418268631,1004520,225726018,1191330,146328,31821,80910,11668,428901965,16150,222193386,1570,10462,4794,145149273,142718000,2010000,159519993
6818440.exe,522616264,1225491461,2900094,306861,262519653,3624029,519,263513484,3532373,419338628,683162,218915093,1166813,142149,26765,57565,9633,428407038,14126,222855266,1225,18762,4245,141872736,140581000,1004000,156207952
6890460.exe,242726481,364139712,3422415,753478,71230608,3966557,3087,73016403,3420361,106326790,1260406,51503957,992441,169423,42161,213951,11821,132455435,12289,52741214,15881,12909,5818,66739479,61175000,5014000,81340858
772253.exe,481217688,480740534,12692758,2221297,102716440,3601486,2673,100997642,4052250,137574297,5006341,53829272,1465774,2478486,355054,321819,217857,167016840,289179,62463430,24534,27090,6523,133043627,130731000,2011000,147348799
8036296.exe,531876491,1247752708,2901252,269832,270753817,3132468,519,272098199,3152096,427273311,669333,219194849,1282198,132993,26803,99855,37732,433726267,14428,225238964,3202,16489,4668,144802822,143417000,1002000,159154165
