file,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,iTLB-loads,iTLB-load-misses,duration_time,user_time,system_time,perf_time
1655552.exe,234559997,459681791,3099975,291279,90033523,2788350,3658,91021197,2658367,74730921,1416915,40058707,931215,122217,14354,242006,89057,79135068,14348,28873612,27999,16132,5508,78715909,62603000,15650000,140150604
174258.exe,666266291,873326738,7773527,779811,185280640,17411368,4205,178192013,17861281,127725618,2134182,44433237,1813016,181452,8566,214292,66278,112346080,27185,44853864,34610,21167,12100,180858233,172409000,7972000,195444057
1821852.exe,591018763,525383658,2544655,175686,124469015,13008551,135,124045372,13038482,89375883,340069,23412412,1301715,91328,7915,58268,10492,90245444,15491,22524470,1344,1331,3763,159512322,159276000,0,173853145
1898852.exe,49238627,77163505,1549172,221155,11805726,146028,136,12825772,135105,28375127,125764,17865367,144288,9445,568,6718,1068,35133771,5478,19542557,470,2116,1927,16298445,13955000,1993000,30506037
2054972.exe,607801434,666154870,4464263,456492,147592287,17069512,3622,149633220,16618626,87333435,1866304,43268345,1561490,174725,20221,175124,37710,87288083,20963,41441001,10944,10333,5787,166506525,159215000,7009000,180791068
2254880.exe,1543994296,804975659,21030139,5498610,173259621,4394034,4237,169032530,5086025,139774831,8375732,57543620,3154771,545482,136376,924279,642948,126535990,100557,58919955,28232,12949,12216,418460927,410063000,7981000,432867615
2271051.exe,606998195,486517324,2570329,150329,123081119,12746298,137,123494341,12817921,86116170,318647,21371849,1327514,93655,7995,82664,35670,87291737,15746,21498733,1388,1933,3796,163252254,161850000,999000,177539976
2381283.exe,832274630,1073794913,10545715,2412671,266150702,16966567,8301,268865412,17364552,152263778,17694847,48873154,2094261,341945,105106,469897,202102,140913177,48075,49991829,184263,47607,16802,225699089,214261000,11013000,240261978
2384994.exe,712764564,915313030,13312799,2268850,214897969,17590601,8302,209266805,18048206,105538857,17584323,30082350,2047522,2402181,34000,629293,792693,124160799,57536,31419170,137452,50580,29794,196197397,180836000,14986000,210583081
2447635.exe,677157536,937782498,15308096,1857490,180436382,16897800,8299,187288937,16804298,118444955,11810314,33646838,2006302,2285958,47656,930787,678004,121180340,41998,31270134,102881,36637,23263,182630123,166298000,16028000,197025491
2460677.exe,599109356,487238666,2848049,192858,123225310,12640339,281,123569846,12729794,87644520,627095,24854920,2590562,244000,50692,62693,10582,86070622,16172,20853313,1323,1933,4217,162633704,162286000,0,177119307
2671073.exe,323686737,632399691,3499245,507086,161877620,3892235,2182,156775533,3772226,85990405,2861051,26212509,794581,513474,122651,34822,5868,85770322,13005,19127158,1273,887,2056,88666838,83277000,5016000,103341989
2671088.exe,326680085,630329011,5327871,1190594,155628300,3646761,4232,146746959,3600306,74142276,2882951,25593494,952967,543389,210239,47221,10269,86931657,17936,25554154,3569,1065,2044,88701881,81319000,7027000,103324522
2675921.exe,747967996,1003243707,11520659,1678283,247124407,17927869,8302,246867492,18135671,126027205,14871693,48743601,2149074,277080,34814,373185,422090,153944392,110592,47066805,86535,30828,11930,202998183,194629000,8025000,217432005
2675933.exe,746429281,998705019,12042719,1791589,247660798,17920870,8302,247529625,18149205,126483794,15444868,48339657,2221954,292234,39865,398225,426476,154374473,108976,46586564,87201,36764,19420,203597221,184347000,18933000,218125076
2844052.exe,156693465,190852402,3258092,2084625,27373396,179437,8518,27243582,180204,60449100,859831,30902057,654674,29945,6324,753844,738947,59261738,27084,30072072,86608,26636,19444,43185838,32884000,9964000,57701797
2942024.exe,254377525,470896135,4839274,1100096,95437480,2759100,7148,97496604,2775254,87111843,3367177,32675372,832219,281228,32339,582045,577634,88963711,18491,35112316,129046,47217,17102,70386556,61100000,9014000,84709538
2942175.exe,626407264,1261151479,17720758,3038618,273558611,6888158,10350,277225754,6817902,220182713,18245789,98029862,1700990,4488185,181008,421942,419327,212607841,70329,68464012,148805,46647,24869,171175785,153747000,17083000,185521144
3010849.exe,633780396,793007105,14221111,1532835,187856944,16180112,8297,187842443,16196413,97197111,12118284,31604489,1811199,2004340,129511,339958,139807,90495604,35753,31507211,64150,35395,20510,173678533,161299000,12022000,188329601
3266282.exe,790382684,863426867,16953770,1648870,213488051,16488604,8308,223693825,16976577,132214361,19157569,27221080,1990413,2274674,115155,343901,539247,152692568,49571,39259728,131235,70097,18303,214333660,201003000,13000000,228915183
3454388.exe,638638192,1385886193,13956112,3963983,269737447,7482918,10350,257931023,7644277,230302817,18707136,110341260,1691233,275267,42698,708982,423380,273563138,92977,80548757,137285,44672,22576,175597958,157389000,17930000,190036760
3666316.exe,742794242,972954904,20409353,999028,251823597,17609800,4229,242368999,17974995,95075401,17777504,22800404,1922672,2689475,228331,340642,273491,112020331,35218,22466484,21159,19923,8448,202120802,193819000,7992000,216571055
3916769.exe,26645786,37146746,1964076,397297,17819025,74166,2306,19942880,57835,15097158,1092562,7508715,162995,45791,12328,76002,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,12182884,8658000,3247000,26771161
3930008.exe,824586188,1143742885,10755431,2035747,267230466,17903056,8302,262926099,18133115,146295056,14501472,46667114,2202498,748402,187275,877080,771575,154589833,70072,52499600,140685,35652,14156,223443493,212064000,11003000,238029555
4034922.exe,107545385,93585268,1618339,523628,13192842,122029,2182,13309872,110975,24086552,663854,8155340,394790,39783,12105,18318,1685814,32004575,3768,7465897,14475,358,691,29755329,26432000,3049000,44326269
