file,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,iTLB-loads,iTLB-load-misses,duration_time,user_time,system_time,perf_time
1191212.exe,428114532,591634798,10971825,3787088,78571105,943178,41092,79484189,892595,148086117,5917812,62447420,2245361,151415,26999,3022310,2975541,153322085,106810,54394622,273842,186545,49314,141221489,61862000,78824000,196620774
1315068.exe,360871681,424625237,25265786,3463961,85136914,2952022,6339,83592757,3229121,116787101,8076146,56189123,12585765,1856310,149130,1023285,387409,148842728,102214,68980301,35145,149255,33552,138568605,1061000,5307000,153152321
1317833.exe,353708460,407764894,23195523,3264082,81052120,2937725,6333,79079829,2704541,105544581,7636364,55502606,9719844,1950055,156395,770541,248162,118904950,58896,65121959,35313,153589,68104,96358963,1052000,5261000,110777060
1322710.exe,316569868,777757374,6305333,3316360,97348780,167769,18357,93712484,168390,225687413,5085498,70122031,1789801,102773,28380,1765527,1456567,241170055,67647,76913751,147695,105031,19385,86859353,54710000,31831000,101364043
1398048.exe,542212464,790192923,11428996,6739987,130375224,937274,36509,128122761,915294,153274429,11526983,69959880,3096282,215231,80482,2377933,2109161,177093650,110414,77906507,303612,237684,59028,149761210,92283000,57175000,164214819
1603427.exe,287283434,514651097,5923666,1929571,96700999,907400,22777,97078416,908665,123187182,3494895,40646550,1077354,91800,14929,1653664,1627821,125997977,57388,37528740,138973,69124,99794,77730577,47265000,30169000,92291473
1753961.exe,352644737,408136792,22804117,3261031,81431541,2897332,6331,79205226,2679932,105783320,7641378,55813024,9785423,1939101,152763,769877,238482,118364870,61088,64885216,36493,156329,87465,96400214,1877000,4693000,111044975
1852062.exe,355753319,404759896,22866175,3356703,80560555,2927144,6329,79743034,2701668,106540243,7553559,55315744,9690631,1912361,166979,789287,258411,124217174,57864,63876544,34285,151619,47332,96475754,1830000,4575000,111003839
1911734.exe,1253032087,2952241678,57306241,10543329,367130228,2247727,50975,365328261,2223582,636818441,40382488,488132822,4252760,7653639,250322,6119749,4220635,635855406,4183932,497965521,510014,338212,127334,337752693,252322000,85108000,352279447
192319.exe,354683725,409154807,23424188,3277218,81038786,2918869,6330,78411058,2697443,105693883,7717057,56319786,9789479,1980165,167111,760574,292116,120134779,59280,66195827,37890,153648,66480,96919428,1948000,4475000,111464143
1959638.exe,1346543282,2771001667,160058139,4410762,415194278,3165544,24740,414259841,3166146,777564429,83494148,510822474,3278423,19196655,350036,4680921,1616159,799788786,8991511,520856343,1901831,51660,87644,364388661,321025000,43003000,378960975
1962386.exe,1186694471,2871641161,151518469,4872043,375414278,1125671,24832,377068261,1219405,572231631,81331095,488017660,4172389,13997981,145882,16088387,1586835,586402929,5435750,498491778,5468596,97130,81624,320623924,284091000,36011000,335198415
198595.exe,1392137074,2886440346,30084375,5259693,455783831,7265443,24693,451462826,7190046,805755653,23582667,489553491,4157908,3137577,156302,2072642,1501707,842313356,885695,503043718,340278,161242,41230,377167679,336741000,40088000,391626939
201173.exe,376225550,764460908,6222275,1971864,97034273,163471,22760,97119765,163695,144327976,3483928,96482017,1402122,122571,20909,1340015,1404061,142537425,44914,94726053,131584,103553,26203,102005696,63397000,38239000,116525735
2073081.exe,955999696,2598781413,16004400,4634638,372412468,2598760,24760,372545028,2612637,706271749,12655548,424097867,2565223,717047,74097,1684624,1495963,706185479,90618,413867076,198448,95404,29484,259901784,217769000,41764000,274388653
2215057.exe,353655056,419204871,23078489,3269947,80250820,2912255,6329,77691754,2740599,105313088,7964787,55256439,9448971,2020122,165047,718871,340534,118993167,61486,64108896,40908,162295,55899,97659198,937000,5622000,112195391
2227301.exe,313392858,476766550,6340160,3345355,59081533,933476,18358,56435795,904547,118887630,5156746,34420879,1798452,101883,31723,1761933,1459304,111280372,71929,40950371,158071,98337,20011,84698583,55215000,29113000,98922304
2311600.exe,359219882,436237262,20681960,3020283,84038653,2943923,6326,79304046,2928090,102030278,8556864,51628548,9166976,2032149,231829,773420,229077,121285969,51493,62950055,39865,154882,56758,99605241,1963000,4663000,114099576
2431362.exe,463841852,827296347,6796617,3437308,159229127,3263877,18357,153745353,3200647,231125182,5192396,38661672,2229472,145440,46683,1732029,1407500,220618068,64991,48986681,138323,117247,21699,126484051,96404000,29815000,141028515
2526947.exe,293460724,467862659,6257247,3394879,59560346,982130,18358,57978090,931780,121514887,5019130,34917518,1635802,117811,53299,1727229,1657772,103791197,48548,33971309,187378,144703,21605,79694950,48622000,30761000,94274914
