file,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,iTLB-loads,iTLB-load-misses,duration_time,user_time,system_time,perf_time
1086590.exe,337763697,1469183380,11687238,73593,202885290,128716,232,198779960,138261,287245489,6164635,96683472,1058521,171440,4671,45558,7563,313753143,11044,105568801,1007,1426,2827,115494794,111995000,3026000,182852985
1573990.exe,1331383483,2173193323,54390710,18344667,306751820,475864,98332,312056883,474768,672643479,27395240,196057469,7499075,4311418,60149,7862109,7243808,628960356,307142,192174106,1081105,612882,131038,360589171,208061000,152045000,375127721
2703189.exe,1187015534,1990542775,51943276,17706988,294241762,454265,98339,299433845,457145,650397642,27755905,300446913,6806755,4151984,45312,7764072,7105538,657406929,296235,288690231,1064985,635195,144566,324575940,160017000,164018000,338876841
3384818.exe,1725577986,3017692740,32953762,8419339,440781741,643522,195606,439404869,617529,595330516,15722471,326289996,9066347,540193,49512,6652827,6445236,602077337,556888,331030894,633675,1609769,227171,458433626,223999000,233999000,472757190
4186402.exe,950444023,1758956206,26964150,8101456,297199607,385369,98382,297490753,382539,439178404,15496270,192105125,4709024,391775,40091,6764596,6429076,439536632,129103,187961521,664817,217269,310060,258431968,119068000,139080000,273011975
4374179.exe,1324909261,2938792159,52783965,18431365,523171781,483038,98330,520960432,486481,652848041,27323151,191061824,6659072,3763863,44169,7969404,7314635,626355987,305028,189895749,1068187,776181,124924,357650367,189480000,167540000,372068737
4502274.exe,446853499,1589806449,50821128,178237,197988646,145180,423,198638616,147795,394630643,31217493,103211234,1004067,2289435,6161,9843610,7976,410209820,11955,103135911,867,1499,2654,122807550,119518000,2987000,137435972
4955200.exe,1223571312,2434226834,54329467,18581452,308149101,464449,98333,308181389,465276,643859618,26927952,190999830,6679137,4324635,45684,7933440,7271164,634576868,297286,190898858,1077228,596162,136989,331296589,168847000,161854000,345717121
5156250.exe,1326241899,2194480987,54832174,18584012,306824101,464334,98337,309362443,478873,659081174,27183121,193325500,7342128,4358716,53264,7960699,7315426,631966327,304537,191157585,1085085,584244,143633,359477509,177862000,180860000,374012576
5481495.exe,319939939,1386295399,28406638,197194,193848659,131657,430,193786987,131981,290144652,12382509,103152569,652375,164330,2879,643727,5790,309625050,8266,103741960,705,1099,2467,87119298,83826000,2993000,101519457
5599936.exe,1335536009,2291300560,53882515,18330592,308275928,481941,98479,310979075,487176,668306108,27361114,296194705,8259861,4379527,114083,7908848,7265450,624219450,306244,286022664,1097045,614166,146968,360343731,176833000,182827000,375034372
5696434.exe,1081660714,2253100635,27689709,7980181,297263447,398681,97888,297119656,403067,437318404,15343084,288704916,4432778,404198,30682,6739443,6409601,440087254,125766,288958150,665180,386857,103465,293709759,138138000,155155000,308126395
5818310.exe,701379414,1597907310,52549321,211779,200354388,189956,430,200419098,198603,398116024,31284680,103129671,1519512,2405872,14396,10081072,16171,402865390,23042,102251736,1899,3048,5436,191019428,187521000,2992000,205354424
5824854.exe,399792652,441300166,26414328,3987669,94980922,2798808,6319,90169021,2747941,109202434,7233029,52823373,11691851,1729549,114756,889442,350496,123697427,84439,56637330,29586,168963,114635,138056000,1811000,5079000,152507972
5867753.exe,346450198,1487893357,28403298,179324,197594156,126036,328,198381831,124514,491033357,12542470,103064522,824046,228206,3933,748183,6253,513016271,9387,103059993,782,1147,2229,96651639,96358000,0,111010161
5926702.exe,766376739,829688010,25430455,8068796,106711201,345590,97899,106143403,346106,191184747,15119938,115067973,3785640,611750,32900,7353304,6723041,186604633,121549,113429012,638350,394981,102509,208536591,67095000,141200000,223023049
5980254.exe,1203559947,2247354315,53453376,18282864,302404343,442685,98333,306926658,438921,656140341,27537245,294418335,6659924,4312709,46217,7868627,7186450,650406660,308926,283849249,1077479,574281,149755,324563670,161470000,162467000,339094638
7309424.exe,398689423,1695327626,27674147,238618,196966153,149020,425,196681981,138892,491002439,12503551,103528079,816528,184176,3403,740899,7053,513111413,10238,103119675,968,2060,3632,107938469,105588000,2011000,122184779
8032489.exe,333164493,1434319145,11551465,164630,194217551,149549,229,198460786,152897,349465324,6559044,83709690,702498,163079,3394,34442,5896,389540129,8596,97646140,737,1073,1961,90810665,90555000,0,105063837
8576029.exe,1009756406,1961516226,26793356,8154507,298035713,384617,97900,298163701,383811,439103589,15118996,290625650,4382861,432796,61520,6812469,6435316,441489232,126871,290073788,670613,392330,295955,273139832,132893000,139888000,287701625
