file,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,iTLB-loads,iTLB-load-misses,duration_time,user_time,system_time,perf_time
1315752.exe,121463734,109587288,1032451,139889,26278059,1841397,164,28235280,1684104,39551504,1074456,2773898,321682,28243,1493,16105,5564,56444834,3270,2276278,438,564,1065,33447431,31867000,995000,78599802
1571671.exe,169364486,159705140,3513353,444283,40214267,2334568,2863,39280153,2527917,55858966,2943251,7359896,680485,214531,8080,814308,203576,56676514,9382,4869450,13538,16067,8244,46049379,38776000,6959000,60568195
1992683.exe,536913405,2325374699,2442694,160053,491657480,597688,143,491603001,602038,330258876,307687,581937,1069449,73467,4874,64970,10311,334231610,16393,1019583,1345,2387,4046,145293643,143046000,1986000,159746864
2696383.exe,702998856,3297712651,3206509,191984,657320661,707089,139,658729795,708906,495652326,347607,907774,1430130,96020,6509,73590,12612,505472014,18976,1418036,1691,3230,6243,193324361,192986000,0,207791268
2706187.exe,59635818,98197949,1259605,210575,31809052,136939,170,36195969,129740,55869196,446474,3651944,168582,13220,604,9663,2380,42025855,1991,5178538,514,1595,1705,18170166,16915000,995000,32481363
344718.exe,1772745405,7467787853,6550950,193045,1660338016,2323549,136,1663641645,2313786,837613934,664808,4686794,3552475,241309,17349,180779,31681,839418521,44914,5248099,4143,6860,13011,480411628,480131000,0,494724910
3594696.exe,149595540,126292287,1447999,172436,31689186,3186120,195,31577144,3331667,46064870,1543221,1907672,386487,29687,2615,19103,6637,46666172,3935,2128919,783,1743,1950,41374558,39052000,2002000,55801632
4301671.exe,547961796,2163998882,2601747,165852,500383396,761293,139,500271982,760824,341802958,299591,7016526,1098987,78077,5131,55878,11886,345251879,18618,8532320,1605,3010,5156,149000586,147723000,998000,163411814
4303820.exe,175484281,155263453,3391371,366399,40146387,2526847,2862,40152647,2661244,58120954,2815602,9394391,804152,240827,6054,811321,313570,54622418,9111,5265874,16482,16199,6164,48297171,38995000,8999000,63007602
4663650.exe,872341409,2325463756,3650976,174525,495270475,658455,133,497044867,660873,338183604,417911,2096395,1765080,120338,9246,87412,15319,339939918,22125,2526577,2212,3394,6855,237963121,237671000,0,252159555
5032811.exe,95426086,66803097,9370265,324269,9977304,88377,3542,10124770,92470,20345036,2740794,12124085,554535,736441,18177,1208655,145687,24839452,276523,12030455,66364,8196,10990,28553081,23214000,5046000,43131555
5108067.exe,702686096,1333138172,3123350,193206,496125915,624733,145,496990687,626336,333707854,328249,959701,1421698,100583,7786,81190,14639,332288018,25091,1780543,2215,3845,6337,190473858,189193000,1001000,205030240
5372423.exe,95441331,79093117,959599,122151,30140318,1339937,169,34424813,1252584,51911017,678299,2586768,318827,21764,2126,11311,3420,37620391,2487,1588042,356,519,1063,26055931,25732000,0,40430512
5624865.exe,174455616,150969937,2826933,338456,39870563,2675399,1547,39249075,2784865,57110441,2450163,8155161,566485,191343,2437,589383,108263,52637232,5841,5185675,6716,8801,4161,47458223,44128000,3008000,62097252
5804862.exe,152379162,121216561,1446414,160494,30650577,3153507,198,30335493,3238380,44228937,1693862,2060558,404083,33962,2667,21602,6117,47850375,4155,2129581,631,1595,1975,42043645,41790000,0,56304978
6470436.exe,27816810,44926824,1427334,194812,6908340,77964,152,6441789,61442,9708179,384906,1680742,118135,9530,1439,35306,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,12688880,11456000,954000,27152354
6627581.exe,94113483,85445895,1000367,111128,30126534,1372854,186,34065678,1283266,53679895,2247259,2939664,325850,37962,3616,12924,3565,41625908,2844,2595684,350,533,903,27076541,24804000,1984000,41491580
713282.exe,590485446,2475402078,2502064,155383,495453246,645410,139,493728009,658692,330915744,321084,954801,1300165,89812,7581,58653,10414,337448733,14336,641672,1291,1169,3556,160586485,159255000,1001000,175089250
835034.exe,872054268,2318587983,3715264,176092,497909436,652898,142,498089792,659105,334731680,429704,1196023,1822395,127741,10093,92103,16134,336049421,26556,1530857,2243,3405,7216,236702697,236385000,0,251096833
907195.exe,177456915,165740413,2736745,375517,48535094,3015560,3137,45500860,2685251,46974407,1685242,25430923,651952,131739,16370,20138,3948,37438580,4648,16873216,402,598,1206,48696529,44321000,4029000,63207540
