file,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,iTLB-loads,iTLB-load-misses,duration_time,user_time,system_time,perf_time
1009412.exe,159020993,435244933,2378028,803160,76059930,123246,3684,68241532,130799,84806454,933669,33397732,1331191,93801,27724,393479,175086,111873909,11291,63177944,10455,11137,9001,67235307,50841000,15950000,118165204
1055671.exe,296699483,653288228,4316700,1583429,133663230,368218,4818,139474206,332886,215788122,790337,130010141,1228614,104540,20778,172014,247508,210254278,31468,112309947,61598,47347,70754,81564857,70211000,11033000,96175190
1064013.exe,269901240,669558133,2108117,462269,124886591,337165,4105,125609392,347707,194920481,1049155,110762641,1295050,149952,61992,213345,55331,212676315,14145,117122659,8576,13844,33341,73300248,63074000,10011000,87693819
1163493.exe,552145363,837063946,27130514,4224089,180714927,3598915,9128,190638467,3291925,286563497,8483915,152686617,11358192,1955656,150107,1274380,440190,265958834,89149,132951687,45242,177783,93410,184869708,48014000,11003000,199400447
1449114.exe,559954009,890277994,23648754,2811788,185649515,3436520,8115,191260649,3324235,286639507,7301436,158471299,11221201,2120206,292310,749632,594355,273103282,92197,136356759,58972,152593,62204,152343661,55136000,6797000,166675028
1472098.exe,169227593,445541415,3419478,1611376,75197444,124938,4281,72606224,121479,85980763,1551400,50988648,1277539,92115,32271,119846,98997,139497446,7325,75619080,9083,12806,5350,46301164,38901000,6982000,60909080
1488692.exe,132519872,264441473,2657210,1271016,41743226,111620,4009,46279505,102204,74884926,1246406,53751615,543250,50345,11608,142394,102392,90278590,21966,41869997,10494,12378,5236,37647879,26552000,10817000,52034352
1523561.exe,422864581,558635667,24788487,3625182,106481030,2797503,7524,107699888,2831192,147715566,8170218,80508439,10874371,1809317,133561,939448,463357,179908748,87793,81118276,29976,142449,29860,115499268,20419000,5104000,130015574
1581847.exe,423051560,569112213,24799933,3528820,108294223,2831900,7337,107763087,2853147,147821486,8088593,78414474,10914151,1837483,133649,946941,466226,178021061,85897,81085513,29818,148326,28607,115434714,18900000,6300000,130045746
1677942.exe,267231288,677223761,1929546,474209,130828065,309551,4260,131718389,324671,195302279,1245665,106439073,1583738,139822,39604,120555,56837,221891229,9261,121384382,5509,14717,5447,72572197,64201000,8025000,87222756
1696369.exe,166694115,429843450,3065730,1315403,75035025,110518,5245,71999147,113964,85892463,1549606,51633329,1454073,136968,47549,121928,101230,137621826,8409,74475761,11437,15803,7639,46362845,34047000,12016000,60912833
1890375.exe,346818304,713595738,5999084,3243254,149075362,373495,13833,144810443,455012,208838552,3494020,125768940,1740467,164556,42271,930320,890788,231236010,24682,134099566,85492,74227,17864,94022385,74779000,18944000,108643370
1930790.exe,267197686,672560673,2007865,396486,126650151,298915,3970,128567377,327841,196229777,1152204,107581928,1419265,173364,68966,90982,86453,217134625,9443,120689300,7047,14663,5092,72191381,65887000,5989000,86675276
2014155.exe,174192893,457012916,2978064,1373707,76768092,109871,5929,75779400,112522,91693863,1639486,50480334,1590088,140424,48026,125883,103414,141482910,8146,77708799,11307,16091,7093,47966831,32090000,15559000,62566620
212989.exe,132596561,250884989,3179299,1332958,44545225,146624,3717,49106037,132539,77565527,1101104,54382354,524178,49683,12864,125912,115862,81596869,18041,39400658,21844,13497,5960,36858020,27405000,9135000,51198523
2209249.exe,137197059,281071920,2643762,1026318,41450264,176662,3878,43620282,161676,70562876,1432548,50164946,589844,65365,9710,114408,83326,102665808,20223,46283579,5701,9997,5324,38471920,30125000,8033000,52885367
2218845.exe,266455745,658164771,2048416,456435,125804354,377232,3792,126542130,408197,196307098,1123940,107431845,1388029,130991,39640,93325,107504,211892502,10241,117947144,7996,13926,7287,72110161,65677000,6062000,86718234
2288631.exe,171072542,464216366,2749323,1240651,79619407,106997,5213,76868102,111403,91406000,1512839,49861388,1523230,128313,43254,119583,97331,137921551,7395,75259589,9268,15022,5599,46911503,36487000,10135000,61491211
2302763.exe,127276413,257791926,2663534,1175352,44558275,157730,3295,48191607,140900,76125053,1055818,53823969,510545,64469,41198,124083,103418,85650085,13694,41581678,8085,12404,4531,36338437,30830000,5138000,50930735
2311858.exe,134393192,268405385,2693399,1203604,41282080,169042,3682,46192254,153100,73005673,1253024,53374302,545553,49159,20864,165154,72726,94356524,21288,43984063,9435,10302,4756,37932095,30513000,7119000,52349907
