file,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,iTLB-loads,iTLB-load-misses,duration_time,user_time,system_time,perf_time
145020.exe,699342871,844423189,29990750,4955422,166760270,3329515,11021,162863917,3607339,228825898,10415331,112825804,13589301,3715222,881948,1952171,1003378,234780279,415293,120834749,84658,187550,72324,239004452,99163000,21034000,299109114
2209419.exe,642238619,847353363,27612038,4278167,175368173,3661833,11992,168011212,3526390,218709177,9501911,111275157,11868931,3166642,724059,956011,549631,224393131,388601,110962944,113492,148059,62953,174217765,74807000,9616000,188624155
2536350.exe,640860668,843443779,27333687,4386370,167737417,3664057,10426,164550801,3472145,218585611,9692429,114938958,11776147,3388369,818285,910634,528022,225171673,379919,114971415,59706,152422,57826,173907069,74552000,9338000,188352732
2547962.exe,569364457,496334393,19017219,6776293,92893374,829153,3654,94753725,839641,147242786,5827695,89287239,1741393,2858105,1085151,193722,115825,177946694,864101,81058745,12754,15716,10807,154303430,145970000,7998000,168484138
3902259.exe,880609957,1426565392,28335769,4630011,288286565,4015115,9838,281471503,3936587,421879443,10367600,226956033,12154030,3682588,937723,1114218,560598,449087736,360356,239986706,76537,161215,63284,238753328,136073000,12272000,253282996
3969157.exe,1070372075,1372734398,36969288,8485824,312337454,3895773,14281,328114622,3974533,500310737,11698619,273517365,14449969,3723726,999281,1559511,1043822,385900373,666551,196245293,210725,181060,45379,289103081,180417000,19383000,303743181
4245198.exe,659646737,781927857,28271273,5363252,161093502,3591456,10226,161854686,3588315,216968988,9741088,116103374,12228596,3088629,792318,1005790,587903,202304122,478647,104716964,139896,143690,52465,177921978,74286000,13050000,192342669
438014.exe,887703504,1348738235,30603900,5142473,284029812,3977703,9152,290433693,3843440,443425160,9966146,240757955,12234417,3735539,892654,881273,538163,423854140,535261,220306666,59143,170681,59027,240508533,140380000,10027000,254992668
4757111.exe,628989250,820201973,26602242,4077190,159348098,3517181,9059,157010423,3427715,211436572,10060429,107576974,10848222,3606464,839810,843716,464853,222227357,353379,114950469,85792,158447,57157,171518910,73784000,8085000,185981618
4873112.exe,629822463,515839569,20536467,8829316,109101737,831467,4825,117924035,813932,184519943,6518371,97900453,1815414,3155157,1542692,1436781,490994,147436980,1149016,68246941,282175,14940,8691,171041792,160596000,9974000,185340444
5401467.exe,634163107,503300333,21156401,8813284,104500395,871982,4436,111079705,850470,172785108,7020290,95282586,1759543,3321057,1668822,907071,544769,150957401,1157865,69868064,208661,19701,13884,172387253,164070000,8003000,186656531
5682441.exe,1101862465,1008862848,32971341,11408132,204118327,1268296,8461,206093139,1382026,313424376,13293360,162222214,3114443,7553789,2366564,1680160,1588560,263777848,1486947,146280754,151363,65385,44983,299466808,288096000,11003000,314025840
5949121.exe,609891398,830309329,26459452,4023894,161061427,3419777,9061,158017293,3318712,206061809,10283469,101322723,9734046,3587527,706078,1051322,638308,233418582,296177,114572608,45739,152354,60955,169362056,67725000,11951000,183970414
6306969.exe,659739576,782197598,30243269,5688992,159900428,3412931,10135,161468167,3505108,220584004,9937165,114361835,12841921,3040766,723996,1025324,488774,216607688,496345,102482182,91425,157430,39562,179406267,80763000,10095000,193689877
6925989.exe,860047059,1364598767,28934047,5748674,276255954,3579776,9451,277200113,3606667,415141382,11512776,229359581,10310056,3326258,748075,919448,671263,450846539,354967,236932238,70091,207933,48749,232506926,133105000,9933000,247018155
7241259.exe,616888606,550840613,18798797,8471934,116659564,921065,5779,124093705,915064,174913816,6947295,88325537,2065162,3401471,1766855,1611004,910792,138498833,998284,68929763,200288,36910,35299,168357358,157039000,11002000,182770041
7382941.exe,597190284,755305289,28082970,5415197,146816224,3343514,8084,145877168,3175410,198335355,10029383,108882954,10903963,2778716,487880,915792,453896,238171008,304686,118159010,42598,149356,43082,162355981,63881000,8951000,176678625
7511176.exe,654143906,776447735,28385396,5400705,157796638,3519171,9449,159086234,3590421,215518687,9956070,115979154,12532151,3111236,777920,982177,385180,212268591,504982,104793027,47083,136184,69772,177389852,79168000,8288000,191882129
8157367.exe,685152017,815201908,31979158,6961238,160376025,3459757,10816,150949170,3314823,205621623,11842805,110381517,10483476,3305342,837895,1478165,780392,231036678,484697,121930898,162386,181948,54517,186201271,84534000,12928000,200607565
8686515.exe,638565435,810750248,27464035,4503860,161683982,3692563,9250,160735777,3490197,215019823,9793824,112928154,11455264,3497404,811603,1080690,490267,218728023,429972,110824238,55588,149808,54599,173668686,76895000,6990000,188197330
