file,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,iTLB-loads,iTLB-load-misses,duration_time,user_time,system_time,perf_time
2366368.exe,74296407,165387102,1218097,82940,29417747,300444,323,24375619,157116,32258588,244412,20527115,633409,43394,3302,41312,3084,64569660,4191,33613607,417,2177,2058,41457607,35977000,4996000,96565498
2591738.exe,23773439,33993290,1203841,195751,10962158,135236,355,12749182,101075,21591814,167663,9844143,146013,30548,2868,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,9910033,8709000,967000,24352239
2736242.exe,36003414,39804700,1092317,171000,11015182,133663,357,12834810,101371,21708190,164724,9880546,155481,29906,2882,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,10097454,8029000,1784000,24326541
2780834.exe,48903104,93784314,1919573,287236,24285371,140208,226,27451814,113999,46886567,146002,28861134,140545,15274,2963,7129,1028,36022601,6561,18982978,617,2817,2642,15835500,13608000,1944000,30121619
2913642.exe,25505520,35921995,1281395,248039,10839156,144169,552,12314574,108220,21286968,201591,10514249,172442,35021,3265,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,10553282,7500000,2812000,24902014
3236787.exe,54562164,90949142,1753046,304616,23812246,149250,224,27479936,124536,47182339,158961,29414508,147265,15502,3048,7550,1567,41210329,5017,19270050,530,2485,1924,16379801,15088000,1005000,30983400
3477485.exe,65872096,141921109,1414625,218479,25865050,277718,351,26110229,284703,42566097,330267,25547587,252675,39540,2503,7168,1228,61445360,1800,28636546,383,4656,2062,18854211,18608000,0,33174181
3521600.exe,19610931,33335984,1296358,206346,10605424,142171,357,12329477,105578,21206035,177656,10008217,174038,35227,4291,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,10062664,7559000,2159000,24409223
3892624.exe,67350988,143131996,1440221,256019,25273290,246370,548,24981750,261080,42172038,360593,26235310,271369,44880,3122,10451,1758,62735823,1963,29119393,391,4196,1809,19427039,17027000,2003000,33707877
4121629.exe,65683721,138445721,1442506,239267,25293390,241113,449,26100974,242660,42959332,322442,26097668,409310,53538,4747,8133,1262,61704901,1907,28556543,424,4624,1970,19037066,16817000,1978000,33605706
526412.exe,64862120,135717379,1467288,225629,24790538,240983,353,26383192,239743,43577878,275691,26094859,241549,36791,2433,7594,1462,61581493,1918,27395990,397,4548,1646,18860258,16420000,2052000,33142364
5415124.exe,52926697,83588912,1761921,277572,25145532,144143,226,28046537,113980,47694260,120508,29270741,142496,14089,2231,7701,1106,30800009,6457,16640103,589,2703,3065,16260011,14913000,994000,30605467
5734036.exe,28060858,37518694,1275319,224183,15661803,63014,551,17672411,71525,24010970,221938,13047932,172005,45406,2283,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,11133684,8786000,1952000,25554866
5810737.exe,64410371,133134906,1506937,263521,25040176,240243,351,26163832,236399,43312800,294939,26217980,244201,38023,2407,7426,1202,61436057,2068,27675310,418,3995,2011,18696520,16442000,1934000,32954836
5811632.exe,63154665,119468582,1626369,249710,23761879,161665,323,28397093,136516,49650258,169202,31977923,160916,17476,2560,8779,9119,53250465,2943,23407738,3006,4328,2424,17803741,17523000,0,32131439
5817743.exe,48001012,98455007,1877357,315032,22067991,138141,229,25876237,115498,44981138,159674,29233700,140927,13947,2325,6961,1103,41530911,6269,21863293,610,3480,3039,16092883,15812000,0,30484072
6198424.exe,69704544,141058324,1330877,184335,25491500,222185,351,23956404,238440,41425485,328716,25851738,264245,41310,2437,7831,1283,62471585,1815,29081874,315,3063,1659,19135483,16859000,1983000,33877653
6841510.exe,18747150,24726656,1219130,193837,10371434,140365,355,12145045,105064,20919934,174428,10173046,158854,33929,2994,<not counted>,0,447010,1732,523867,0,1808,2003,9896840,9610000,0,24164809
7449568.exe,63300111,132197007,1433289,213132,24545506,237485,352,26201692,236128,43503749,277754,26353742,238562,38866,3287,7347,1229,61443551,1848,27057948,442,3683,1703,18712708,17366000,1021000,32920754
8327121.exe,67070833,145778863,1214732,171769,27164258,224763,353,25864449,277918,41639664,355793,25453433,287721,43683,2514,8262,1322,61382009,1957,28629368,174,3402,1621,20429371,19075000,1003000,34831027
