file,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,iTLB-loads,iTLB-load-misses,duration_time,user_time,system_time,perf_time
1782229.exe,1414406241,2026065792,5734734,277522,205755289,1300328,2085,205373349,1297768,304175674,689606,103134742,3241005,212180,16812,210848,90275,307411523,44962,104097723,9237,19032,16133,390585356,386030000,4000000,439513553
2045625.exe,1538272323,2062348311,6263139,603672,209321534,1315468,4043,208264263,1301344,307479144,1403730,106683578,3464526,211593,20064,153252,27369,310571697,43325,104313669,3568,4833,12453,415943620,408532000,6992000,430315945
2358242.exe,1999189749,6864773783,7575331,505702,702711347,2351216,2170,700582528,2363256,1394608494,1246804,1002779394,4036898,280780,27171,236073,44799,1420128681,49991,1014428164,5964,7310,13159,540769939,534436000,5993000,555290523
2468821.exe,1600770829,1896385767,11622843,1806892,228250741,2068496,5517,229674831,2084603,332432321,2311369,116487577,6907848,575374,70709,414603,162073,308609947,56540,105353244,19641,54449,36120,417270431,411581000,5007000,431774890
2468926.exe,1433529617,2634578620,5432620,342581,207540587,1280554,1107,207569498,1273910,305990435,924130,103539944,2874055,185522,18089,157830,25607,304465735,36443,102369741,3256,3654,10273,387126628,385826000,1002000,401630272
2578381.exe,1524556145,2039857641,6271456,591047,206087510,1300711,2095,206265221,1301281,305807849,1089719,104553386,3222863,218133,18795,160020,37192,309667721,44655,105399876,3715,5599,11133,413056686,408749000,4007000,427525203
2679630.exe,1228838813,4104555602,5650680,877570,408024615,2243625,4039,403906313,2220733,592929131,1510301,203852035,2737854,187515,20616,126022,24734,621757474,38045,208388110,2616,4522,9164,333526334,327186000,6003000,347972788
3095657.exe,1436033137,2846900595,5817076,600325,321533387,1522165,1111,336920132,1645506,347393076,2713730,136250680,7081497,595862,20765,154054,27449,306174677,37677,103946113,3374,5380,10412,386725709,385425000,1001000,401121104
4162675.exe,1419710831,1837139789,5463502,465698,206227895,1272994,1108,205569504,1274243,305528892,790137,103142737,2835126,199823,19704,140401,25795,306425980,35589,104045978,3313,2925,9082,381782668,377335000,3992000,396340266
423802.exe,1531521363,1942136291,6392206,863372,215460193,1399040,2082,215415118,1391888,314646351,1546649,108291191,3468245,212810,20632,153800,26826,307057554,39167,104290356,3669,5374,12107,414570212,410227000,4002000,429169339
4833711.exe,1690080177,4294812538,6943550,551288,510940336,2334594,4151,510032213,2322905,1003347361,1808589,800514452,3595086,290814,46616,173334,32967,1029562161,43655,818271742,4492,7032,12596,458295936,451839000,5997000,472879301
4860949.exe,1526863937,1832268033,6675885,421611,206992321,1348828,2089,207034756,1333748,306826418,838370,104715778,3400324,242389,12961,289263,158228,308053603,47467,105577507,15555,10143,18206,412974895,407603000,4995000,427401029
5230409.exe,1537015541,1933916479,6314438,416387,207772018,1337877,4036,207771284,1337812,307782477,906078,104372977,3586829,245345,15455,295750,160366,307443360,49194,104302787,16912,34123,22066,417703003,410378000,7006000,432168295
5484546.exe,359514206,855007648,2206933,430597,197837368,1059338,2084,192912785,1051182,195266907,682074,101153990,956436,77923,14105,37231,6314,216050302,10623,108632553,868,1388,2927,97347987,93033000,4001000,111860591
6441583.exe,1417889113,1831875283,5733242,470143,205510433,1278318,1109,205487246,1277385,405850746,779772,103210224,2957299,214056,20499,143730,24732,408408465,37232,102917975,3303,4321,9864,382833552,378521000,3984000,397340262
6468699.exe,1531732095,1834196581,6240713,443961,207794041,1324146,4041,207603851,1322096,307717517,876468,104470540,3526415,241423,16149,284528,157503,307374504,48518,105443591,16729,33539,23139,414451419,407991000,5999000,429101107
7112423.exe,1475586426,4327002896,5750155,488156,597804090,2313353,1124,597551194,2314339,1092656398,850065,704030095,2968116,220661,19939,148925,26045,1114313624,37033,709537809,3255,4900,8895,399533797,396085000,3000000,414062949
7743700.exe,1416326408,2027379004,5425672,354523,207635895,1281797,1104,207784518,1284147,405761993,774394,105088346,2926803,205468,19902,140408,24855,407186626,35161,102262934,3153,3947,9341,384695948,382389000,2002000,399061529
7870660.exe,1408450510,2028282485,5496468,406151,205361003,1286062,1114,205454606,1288212,304455637,814408,103338795,2946234,209382,20140,141055,24833,305359722,34755,102524115,3231,3272,9795,380695689,375274000,4990000,395360869
8523429.exe,1341269104,4556100314,5362732,527589,599199250,2249918,2109,596097592,2257980,1188651036,1102873,896949793,3010190,236754,49622,148494,24537,1222044241,35321,916275268,3018,4011,8067,361204716,357837000,2998000,375559662
