file,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,page-faults,iTLB-load-misses,iTLB-loads,instructions,duration_time,user_time,system_time,perf_time
1943931.exe,7440581,89713407,1021716,505980,10312,65403,48599,73665,12883552,27474,13774327,23935,26460,462914,60193850,2244,89456505,198,106300,213,563,260,213225102,22897132,19441000,2916000,91516925
2520984.exe,4627588,45480329,7447770,715957,16138,68456,1126,6661,33211572,16174,30234117,15365,3293,266867,64910291,1756,71639730,284,406714,217,1242,1368,149014074,17170037,14888000,1985000,31253366
2636614.exe,58270,2025933,2080192,204516,4858,31993,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,258,<not counted>,<not counted>,<not counted>,3859001,2351000,1175000,18036345
2695910.exe,353051,10588740,8210379,545141,11905,52589,2493,8997,31668459,19932,31622858,17536,20706,348717,48284106,2793,72677517,337,678236,195,2528,10188,62690150,13025391,11741000,978000,27227713
3048609.exe,61706,2122409,1965285,169286,4331,24420,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,178,<not counted>,<not counted>,<not counted>,2566468,757000,1515000,16726946
3457019.exe,181577,7481592,8142563,541451,12259,50893,811,5575,31831869,14673,31762606,15760,20768,307811,44742574,2973,73298765,421,915500,181,8046,8130,9406987,11921699,11684000,0,25924143
363509.exe,2410723,23993898,13660043,622312,13120,61409,996,5519,30203262,12473,30184271,13090,15537,227841,57202296,2979,72234549,340,42499294,187,1789,2293,190138598,15249552,14014000,1001000,29279625
3666543.exe,134915,3926923,4471206,345428,7989,32524,1270,7589,19299185,31064,19270438,31297,42179,382344,27291546,9679,<not counted>,<not counted>,<not counted>,189,<not counted>,<not counted>,<not counted>,7178199,4908000,1963000,21678753
4046853.exe,4478927,45015037,7741307,821597,16725,94035,2619,13047,30202375,24972,30007708,21761,29718,5133885,62272601,1660,74261701,285,409398,233,1285,2036,126191403,16580470,16315000,0,30680035
5075663.exe,8740041,85527310,4243497,480693,9790,218717,4362,23261,57721392,311708,59461706,309741,42016,9478561,104784399,3034,97237839,240,135558,213,636,310,244393184,27865600,25578000,1967000,41865999
5104802.exe,467632,13838608,8459575,540098,12986,53270,868,7036,31220162,13214,31146507,13896,7281,306550,47415103,2897,70662903,363,685029,186,2603,6788,59600657,13048199,12773000,0,27225362
5409465.exe,4697381,59415639,8062249,669157,17010,74267,1236,6582,47841494,564445,47829146,565841,12282,264814,67389097,1929,87559529,175,425890,160,1220,1108,188347721,17879350,16597000,976000,31940853
5878214.exe,21692724,243488375,174725116,5437071,3048711,6855964,7821149,7936289,222021483,696062,222541924,699637,15581850,23534852,1061112696,246578,277099580,726288,168731380,117337,124836,587298,1107274901,286360462,110007000,176012000,300795518
5920970.exe,537641,16003644,8493341,576985,11880,57416,3717,9833,30613607,14348,30494055,15763,17354,289227,51306625,2982,70013577,335,564791,174,1952,3198,112406849,14099428,12811000,985000,28457826
6123694.exe,90582,2178841,2624502,190645,4960,25867,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,184,<not counted>,<not counted>,<not counted>,3670056,2264000,1132000,17871216
6227368.exe,5111622,55842372,7606965,714251,16745,78424,1159,7455,31985113,17306,31989305,18068,4333,271854,66152970,1759,79785297,152,383702,218,1460,1419,148704200,17697278,16366000,1022000,31975845
786190.exe,5492173,60518975,4716366,656204,15397,80570,4555,13450,31932365,20308,31814725,19505,19937,351762,60623184,2350,78951242,208,279173,169,1643,1369,151912005,18096620,16826000,989000,32363802
787752.exe,57406,2020974,1851380,171928,4352,24258,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,174,<not counted>,<not counted>,<not counted>,2478054,2168000,0,16834969
8000029.exe,13424248,775435290,367121337,2058672,18409,346282,15036,1076296,634496206,201798,629372396,189171,266642,20244847,855226415,23742,779595292,1996,372337277,247,5086,2429,2695024429,228990095,228579000,0,243428477
8557275.exe,2705543,10384057,9514749,599868,14167,71220,960,5994,46142449,13838,46148772,13469,2958,1591470,54003478,2763,72354447,306,525443,213,1596,3797,156235128,14447194,13079000,1006000,28523608
