@relation problema
@attribute 'L1-dcache-load-misses' real
@attribute 'L1-dcache-loads' real
@attribute 'L1-dcache-stores' real
@attribute 'L1-icache-load-misses' real
@attribute 'LLC-load-misses' real
@attribute 'LLC-loads' real
@attribute 'LLC-store-misses' real
@attribute 'LLC-stores' real
@attribute 'branch-instructions' real
@attribute 'branch-load-misses' real
@attribute 'branch-loads' real
@attribute 'branch-misses' real
@attribute 'cache-misses' real
@attribute 'cache-references' real
@attribute 'cpu-cycles' real
@attribute 'dTLB-load-misses' real
@attribute 'dTLB-loads' real
@attribute 'dTLB-store-misses' real
@attribute 'dTLB-stores' real
@attribute 'page-faults' real
@attribute 'iTLB-load-misses' real
@attribute 'iTLB-loads' real
@attribute 'instructions' real
@attribute 'duration_time' real
@attribute 'user_time' real
@attribute 'system_time' real
@attribute 'perf_time' real
@attribute 'class' {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}
@data
78918,3100472,1605722,434879,9507,57668,1599,11125,1233803,19537,1217612,20021,5973,346517,95958608,2586,230131,242,139923,132,691,246,74219383,25875114,24499000,979000,40068272,1
102762,3734260,2039874,658211,12125,79197,5093,16496,4431907,55884,4546237,61530,18060,583501,157863370,5378,556972,433,248899,133,1506,1349,103491187,42214607,40943000,998000,56306329,1
328707,4906623,3156152,2815633,21570,214355,21133,122513,178892698,199060,178894073,197983,71466,4045777,1231682334,31383,2246906,2777,1454495,128,8605,3683,1694701474,331906322,331584000,0,345960740,1
65128,2018040,1290948,599707,7397,57324,2650,17041,3587069,53677,3612120,56317,5641,519565,153764740,3776,276328,337,170208,65,993,928,100983298,41518782,41153000,0,55786437,1
116812,3905118,2060279,712631,13097,79914,2717,15905,3575965,58373,3627510,62474,10858,561061,156786458,4212,345711,362,231419,134,1051,1186,103655061,42085119,40794000,994000,56384065,1
37983,2202323,1617833,455626,9859,58526,1631,10633,1212257,18125,1196756,18305,5356,353259,96133500,2391,199153,207,133130,132,621,284,74470046,25504814,25276000,0,39691840,1
76607,2721873,2039984,687840,12285,80908,6279,15656,1688907,27204,1734344,27013,5958,543291,153626008,4120,309327,337,168082,128,1273,1237,95221755,41906931,41585000,0,56021073,1
81593,3624621,2232487,719172,12974,80979,2790,15571,1729192,27952,1733534,26491,6262,515595,154022228,3935,301511,341,185977,133,1197,1159,120763404,41417302,39931000,1023000,55629075,1
86251,2869469,2102329,877709,13626,85478,8349,35940,3807294,63671,3832656,57337,59110,1235138,287589594,9070,1361717,833,679445,133,2882,1147,200444421,78312501,76916000,998000,92627341,1
196277,7778614,3550761,600315,14940,58367,1033,9121,1847397,13388,1789922,12073,7919,211973,58259160,2159,527867,298,405151,132,1479,1722,70466254,15600126,15345000,0,29689142,1
109978,3299939,1777765,511836,10863,62244,1497,9126,1695757,16086,1700724,18186,16458,336555,85086841,2513,315696,230,197143,132,592,227,84287616,22966621,21711000,986000,37205658,1
80232,2716033,1963138,678707,12303,77054,2827,16704,1740320,27556,1737202,28678,9335,556604,161594248,4193,348362,360,212775,133,1079,424,115538418,43599655,43326000,0,57647433,1
368308,5281287,2967124,2795976,21079,215152,22711,126656,178788607,203232,178910351,203046,42437,4099402,1239575545,31372,2259901,2829,1505048,132,8981,2903,1705679035,334660710,333326000,1000000,349009415,1
77942,3235637,2149914,716644,14087,80787,2657,17185,1763683,28055,1752328,29070,7228,548685,150282528,3939,303493,328,333540,133,2000,1389,114042197,40334765,38931000,998000,54672770,1
92400,3536728,1974195,666092,11558,74894,2934,18132,1777660,31770,1757238,31184,7614,622052,161670678,4339,342189,388,216340,129,1169,498,110102452,44790185,42497000,1976000,59037257,1
74788,2609245,2122629,689085,12770,78339,2577,15798,1742230,26858,1737477,27276,6721,509241,150018027,3764,284244,326,209202,132,1806,1381,113918243,40574915,39196000,1005000,54829944,1
86514,3797883,2104501,550988,12490,69415,1397,9106,3073161,131488,3766840,127410,4163,305006,75961937,2041,166608,172,107921,128,521,599,119880770,20517917,19211000,1011000,34640561,1
567455,130458288,51460415,1004670,34305,152622,111978,225261,65673985,4250722,70000655,3911835,326449,2418812,240833297,15471,115177146,998,49754757,524,4698,5134,427088843,95540026,88110000,7008000,163422352,2
891000,86274869,34739388,933093,33050,143919,5806,34915,94989449,2748667,94781934,2740688,132040,1583720,234109016,6812,118051432,663,40958888,917,2756,2817,336055838,63125961,60804000,1993000,77146222,2
740974,118168710,44562884,925978,35801,139299,4712,28369,62986963,4515854,73698211,4012772,176353,1798309,226473242,9087,127519536,772,53389959,915,5153,4055,428760780,61051385,55753000,4978000,75385349,2
689148,423002476,221190755,1632381,36801,200161,37702,105340,278989179,3367426,271455807,4037665,172794,2719696,535999212,19941,401927322,10592,208926024,1002,9723,22188,1242557849,145873291,142542000,2990000,160330638,2
497870,86223590,33534557,883168,32092,143406,7178,28083,93113069,2984905,93172732,2978004,100377,1227435,233734793,6858,118343238,562,41227864,525,2962,3404,343936697,63076365,61659000,994000,77485349,2
587414,90083152,35671662,981764,33043,152703,44869,63197,92647371,2845764,91318310,2878446,157604,1563503,241556447,9978,123988589,10702,45498326,1011,4212,7102,345478088,65019426,60698000,3980000,79165194,2
1322274,399097592,209870142,1970031,43268,249361,59655,201968,278776579,3327989,280179735,3328066,219149,2916021,557996838,19926,415985255,18628,207000670,1907,9673,30685,1182019598,150322015,148868000,1005000,164689266,2
489944,417807229,215130691,1496326,34841,174494,9635,58852,274581693,4104265,265749258,4177101,147515,2578378,524959380,17166,414694621,1402,222131733,518,4197,19412,1250573265,142199444,139881000,1998000,156343038,2
524204,83879125,33024906,1001633,31912,138616,4656,29327,95226663,2643784,95170927,2686296,105436,1336437,238330825,7162,120931529,569,42916107,524,2055,8353,323099358,64373713,62047000,2001000,78543680,2
10184705,181319502,67804318,2724853,1075666,4018358,332752,481430,145471831,4367169,144948066,4187806,7364123,25838333,789007037,881370,198181651,35929,77213256,5019,17639,40511,645181038,212684349,209349000,3005000,226862244,2
840384,419698353,218011636,1835630,42439,200184,62793,121086,275859751,3638963,276004666,3795096,305895,3166843,539606935,18340,407649153,5164,208115309,912,6046,16739,1223446232,145585466,145234000,0,159983881,2
1473000,404673278,214766141,1869602,40836,235700,73870,190830,276216462,3476525,276601779,3474456,172594,3130069,565477878,26546,417357036,18723,213336581,1907,14148,29223,1222944551,148523039,141129000,7006000,162608833,2
534317,96868306,37832302,1011934,30227,132266,4763,30276,86647813,3114083,88184313,3159953,96856,1401814,226358256,7054,123901574,538,49408035,523,1954,2626,373700981,65211611,63923000,998000,79459877,2
678730,422169179,219293261,1696633,43186,220761,27250,101368,277557132,3338300,272429568,3974106,190995,2892397,533530192,20381,407928186,11061,212267179,1003,10654,14785,1258233264,144513608,141032000,3000000,158835379,2
831451,422422762,217467914,1488574,35742,185731,13933,63124,278336293,3377203,275774291,3890822,152680,2983281,541128859,17416,406340385,1635,209223071,911,5419,7471,1236417197,146931843,145555000,1003000,161306300,2
728800,423592986,217620479,1726432,36290,184064,10649,62539,276844615,3646644,276475195,3687995,205362,3172341,537333460,17693,414736038,1790,212411797,910,5454,8915,1236622555,145379496,138985000,5999000,159664717,2
472095,421660090,216713306,1584885,36458,179438,9804,59146,274612568,4124321,264893843,4115674,282395,2754750,526825810,16530,414881445,1510,222644839,518,4493,18433,1251369942,141820609,140303000,1002000,156227530,2
1237839,105415948,40938482,1145003,85337,260298,179614,247986,93769239,3016154,93245987,3007721,305379,2215967,246192041,11570,128209914,26665,51634872,3087,6684,10828,392726133,66449956,61976000,3998000,80745780,2
5619585,137455958,50508126,1783478,355215,2518858,169459,274774,109432093,3789018,113455135,3139707,1963778,11409018,480281804,284552,163944979,23091,60996190,2673,10326,22812,477810629,129973336,119557000,10046000,144488643,2
575767,427194095,223366198,1582164,35862,182196,37370,86817,266717108,4264050,257707396,4564074,132495,2622320,534417013,17375,401178604,3274,213991435,519,6578,14710,1256338456,145405957,143088000,2001000,159852536,2
5112285,230578571,107154205,3291071,469530,2251863,441905,664546,168692805,3233571,169267627,3247932,2265289,13152380,997684473,517015,233471105,31775,107078511,3259,218675,30270,786067015,287249119,213345000,73118000,330616976,3
5226189,524809865,272694870,3391955,250267,2325444,201179,373119,324895527,1948589,316065440,1983338,1540101,13770205,1203096763,472994,485446258,30939,253629993,2668,207668,31519,1560726792,325592892,263154000,62036000,339960517,3
4662997,184051658,70728553,1908676,273039,1978937,211178,348072,122536425,3729119,127878733,3449049,1809790,10811532,467852020,241963,180008779,28724,68729229,3551,69914,28850,598234917,126198310,117833000,7988000,140614125,3
5482285,490165851,256216676,3431418,424874,2722142,207993,395388,329749151,1871791,329248487,1867570,1305007,13502693,1229175864,385080,514882530,29675,265112239,2476,223334,46768,1530020476,332054678,265748000,65937000,346557892,3
8618553,274659065,114761625,3467851,865429,3738967,319371,512611,157306572,4966687,159159575,4875326,4835048,24458231,1194353247,767771,265569329,34960,115799248,4094,221280,41418,915675221,322480667,252052000,70014000,336885596,3
4845665,463174150,240628248,2318847,246879,2232510,178298,294884,300421797,1637690,279722825,1752441,1849957,12606268,703724384,274098,411743563,30492,222374543,2668,14342,35660,1358819233,190263103,186889000,2998000,204591285,3
4997801,154957124,62767895,1583715,460388,2597623,189521,319252,135812417,1046425,135490178,1033561,1140001,9687908,419465009,131154,190880261,27297,79386657,2478,10830,20918,559413407,113209014,108869000,3995000,127205913,3
5399779,509069257,256155869,3488439,433746,2733703,212351,430014,335212168,2114652,334900378,2079618,1297018,13201433,1232416458,379582,529979018,30277,269296416,2864,221738,33368,1565981014,333411785,279191000,53844000,347654546,3
5658028,502832748,265037367,5213331,411520,2901763,203571,490966,339101067,1895010,335207881,1873742,1398536,13566520,1220072743,387584,520378241,30866,262898735,2477,213609,51333,1531456801,329732884,276460000,52896000,344036380,3
4960277,147049413,59433789,1598373,462219,2613614,197642,344700,120842112,1268947,125240780,1176028,1065492,9613791,402657421,122485,188188302,26639,73073254,2480,8218,21003,528949674,112536425,109184000,3005000,126734124,3
5052159,150597495,62134716,1551756,444261,2539821,189370,335635,132777943,1316575,132272019,1303592,1099390,9754933,417084758,139690,185819477,27653,75862674,2480,10935,18282,540106177,112454711,102090000,10008000,126809854,3
5213757,129621301,56396684,1552233,361018,2454832,183458,297788,130769640,1026174,130274266,1019498,1116393,9447349,406366980,144435,170527210,27288,63982914,2481,4289,25927,464849377,109427758,104005000,5000000,123706816,3
4880392,217464088,98562366,2583637,332082,2380779,190414,372298,149851231,1755843,150845832,1702823,1899382,12696885,932653108,380227,222807249,29636,99756472,2478,217248,462516,729719389,251487298,193029000,58008000,265752229,3
5308462,189835653,88026750,1709265,333705,2435329,201338,332941,130514874,1236364,132470435,1252598,2345380,11612185,439832145,163632,202453443,29622,81661859,4436,13924,28600,688041356,119466287,111113000,8008000,133639657,3
5024440,159459100,63252744,1460726,420545,2538571,193457,330435,136408404,1109502,135732536,1098805,1035128,9750288,419895028,137336,192185852,26703,78104148,2479,10728,16983,568017472,113504307,107146000,6008000,127783113,3
5707419,498443429,255717453,3394582,417970,2623729,204090,375648,330014268,1861475,330521165,1849618,1305006,12993298,1215709431,377764,524454793,30760,265409773,2670,223538,58758,1539035078,331357945,265969000,64992000,345775959,3
5078931,149675137,61899860,1557167,440817,2514021,189424,302792,135787532,1027366,135210697,1018771,1050153,9574889,414884054,133544,189997581,27707,76816636,2480,16711,17662,540679823,112315271,99935000,11992000,126684821,3
5503409,499259701,255605988,3334013,408040,2606915,215757,389152,332582158,2086667,331970756,2067133,1316325,12936561,1226696310,378862,524088470,26994,264995825,2474,296945,222890,1538125651,331100056,271765000,58949000,345307831,3
4809379,150853228,62578828,1565389,272825,2436038,179550,299808,128349364,995691,128054930,991293,1078952,9463143,396912728,126440,179857673,26283,73944028,2480,10085,21939,536697033,106485014,103106000,3003000,120816001,3
4898331,218271530,97837626,2508672,438300,2730609,191802,375791,153305546,1705722,152959736,1681429,1325846,11994208,921131914,354629,224036557,21148,99925618,2477,225846,217599,737089889,247954917,174418000,73175000,262444261,3
4219985,121169743,58887870,1669225,853947,1882842,619445,708882,86994401,986773,87680243,997169,3916424,10016838,352147261,494964,128254746,122972,63594110,3956,9249,28807,425113059,113366434,105742000,6983000,159121847,4
3162927,318493243,170258710,1882566,675437,1666319,162047,271081,230581980,821817,229944891,848783,2851050,9793520,522056014,306540,346990709,29001,182294365,2919,7029,25997,984146181,142629976,134354000,7961000,157109918,4
5322053,150542115,78582324,1804335,1041291,2109096,1224747,1275130,146748352,920534,140674043,904761,6618543,14068740,469019644,645650,154182155,277923,81714527,6691,10154,28971,526559178,127161201,116749000,9978000,141564218,4
4062655,114500737,54378436,1516489,914283,2195587,181751,291091,90835405,1173086,90429568,1181756,3634974,9953706,340507279,551329,123506042,33450,60348469,2941,4751,9443,405748638,92199724,83941000,7994000,106596950,4
4330321,126423828,60141052,1464607,796745,2006157,170517,269079,85834582,1090275,91886861,1034952,4895985,13384837,374756988,506063,138554593,34187,66491909,2983,5238,16378,472932343,102469070,96142000,6008000,116930970,4
5125840,129369241,62119791,1680312,1008201,2186411,551533,1033441,85353254,1438343,84743948,1443218,5958269,13577406,403242636,802260,126022977,116437,62953648,3958,5831,14623,455864690,108779896,103378000,4970000,123465250,4
5283734,114367687,52556497,1645042,990201,3165681,311534,273866,100418284,973753,97939820,1004814,4335706,13726122,358825244,572905,131615902,35199,63124612,3145,6138,18261,424042352,96718622,89330000,7025000,111161396,4
6181566,131653278,62778287,1783887,1063413,2677337,440773,1469244,85496644,1363416,85812068,1367935,7153698,17326505,416923260,1172475,122269749,119395,60740456,4788,8023,28368,456911509,112395024,102954000,8996000,126729988,4
3645804,319475228,170570232,1845162,734533,1978095,158039,269951,230422787,816432,230711439,832507,3040616,10101622,531782816,293679,348106795,33605,183561960,3308,9410,39510,992255107,143428477,136045000,7002000,157898332,4
7625121,155555970,81398682,2428840,1759484,3969034,458801,488023,107916033,1369757,112764068,1429132,9506898,22615862,682984557,1006156,151141843,119968,78043611,5605,12886,35354,539209388,184942275,171485000,13036000,199496203,4
4409334,138240821,67424091,1613669,775244,1893612,568808,826544,77028859,1209920,81877946,1226485,4053660,10889064,397657169,548598,133240978,32953,68101601,4547,6358,16649,498747944,107190995,100807000,6048000,121412780,4
5334488,327735340,172886602,2108448,1094982,2531929,188970,317612,223815234,1469885,227139918,1521623,4465909,12209321,599715664,527992,367588935,39420,192483005,3282,13160,24415,1038371317,161713421,156367000,5011000,176030680,4
3141449,114228530,55524008,1311225,616690,1520471,172153,265041,82045597,1031542,83828569,904048,3124983,9186163,303536081,297486,129133159,35892,64681643,2926,5926,13537,430098834,81995253,75706000,5976000,96677267,4
3430082,153086031,81753451,1475550,543600,1345999,192346,265888,120251506,1102896,120188331,1092680,2824221,8728575,390662009,372712,157790716,35626,81077367,2926,5955,14966,567373295,105429894,96111000,9010000,119966115,4
5417750,131970781,63305864,1608418,1125454,2485446,838372,1178879,79954002,1303148,80438767,1307164,6722100,14724478,404034853,875723,124080711,123843,63169840,3956,6066,18236,460486705,108551636,103191000,5009000,122957402,4
3588000,132488134,67310548,1500384,689415,1754909,333869,521676,99759404,950049,102456479,927963,4370757,12386256,378049559,404322,142022079,65252,72154147,3706,6706,17228,491757004,101818416,94424000,7031000,116095607,4
3898555,325375495,169937204,2154380,1010583,2233191,178909,300324,225862030,1434915,225459842,1491064,4256507,11859475,607498880,506471,366695336,37188,192037497,3170,12401,22213,1016997397,164006683,158533000,5016000,178187464,4
4761079,127678149,62180514,1625558,913630,1983904,581196,1141412,80956421,1308852,80618150,1265636,5569354,13517915,395908186,679826,124183550,87483,62226584,3565,7965,18022,450718124,106493963,100080000,6004000,120941213,4
6701208,171667101,92348253,2519183,1386765,3224179,373118,519633,118276456,1483505,124722739,1451788,7779926,19875233,670439695,861406,171740514,147098,89987880,7070,9694,41799,606182992,180671494,168219000,12015000,194909544,4
4723670,127087151,61681155,1598209,961150,2037186,384753,1180111,83681095,1308921,82920585,1286065,5526224,13677673,398456896,688248,126143203,93027,63174504,3957,16273,14180,457070976,107144378,102782000,4030000,121536142,4
8804972,146180294,73786994,2733061,1679799,3053882,976517,2196899,128813516,756651,129467550,763114,7097937,17671107,645100766,903116,164739648,84039,81509076,8144,107207,38769,526679659,196272841,169635000,26097000,251028906,5
9534538,181909146,96760122,2909315,2162818,4206978,1528886,2151620,146767440,740246,154648421,746046,9639174,21459981,700583845,1060581,233312489,350015,122466511,13619,16635,78070,718079238,189122262,168815000,19978000,203372703,5
6418962,223622540,120098880,3071869,1185911,2550164,911661,2268653,126456772,759284,123137879,769111,8157069,19420879,612442175,938086,173668000,96861,102353826,10682,52197,71566,770841152,165068266,143505000,21074000,179469665,5
6433432,135478008,63465708,1944258,1207746,3187352,156476,226065,137904247,763891,137324524,763984,5051773,14262925,569157341,823209,183723921,12384,84161751,3654,5715,16139,530518549,153265388,147861000,4995000,167645889,5
9346580,381848816,200186350,3405562,1907022,4101524,1642759,2176513,260411176,1204753,263097900,1509926,9649007,22110066,906973890,1007866,422164421,152750,230975225,8334,132326,62315,1244324634,245644338,224364000,20940000,259910894,5
17389380,377050876,207333555,4419269,3912563,6200067,1152575,1954973,314472022,1203369,311928058,1190352,15526541,31025749,1277434117,1301648,421188729,279500,211009981,11211,448758,82884,1150343577,344555025,317051000,27004000,359079228,5
9573201,146622920,70943426,2528431,1898915,3525243,1252964,1570712,140496338,759106,140119450,759301,9723727,18136627,656258425,989100,191593417,386670,92544252,7945,80250,27677,581473490,177055043,160753000,15975000,191275362,5
8275668,379680155,208923117,3212004,1734884,4543621,408892,2536132,251633316,1898235,249350199,1863751,11473239,28716336,942703456,1110752,396533281,36245,219529729,5693,61720,74185,1244800131,254097300,245765000,7992000,268609481,5
5817526,166871423,91232031,2443696,1060805,2176610,551662,737318,116277491,722199,115427621,927695,7649241,20316305,538660543,861282,145892075,173634,73059333,7751,127769,31456,565744906,145745282,133454000,11951000,160144671,5
7708310,142234402,72735792,2085762,1484292,2985585,527003,1471989,133478559,769718,134843755,779422,8252536,20062227,634104612,1053405,159256319,271518,68689497,4825,8114,12758,492347931,171159774,164774000,6028000,185435772,5
8060255,143149793,71892126,2043762,1585554,3219885,709913,993030,128912556,817697,130781833,823362,8410625,19722437,637048048,1144532,161037710,195515,71176386,4436,12449,19215,497778050,171623750,163263000,8012000,185798041,5
12740006,294041834,164584990,3096217,2182324,5838131,996502,526733,220782268,1756351,206131203,1807663,12434221,39627155,1096513047,1349733,274717044,149061,153210860,8463,19099,64982,1018300633,297317020,280029000,16941000,311671381,5
6010128,215696241,114049499,2847501,1202603,2719105,732825,1616650,121810222,773167,113398502,910948,8238072,17667700,599856416,892415,179357679,426323,107884879,10487,53498,74876,805868813,162280516,139926000,21988000,176568264,5
9124154,304933824,159702589,4660405,1517846,3043843,1135962,1542205,238418314,1856134,237952536,1857480,8491566,23710432,1700235125,1436619,318214242,151973,156335888,7847,653349,874884,1048740365,458344807,320974000,136989000,472804878,5
5733668,383732310,210533716,3310481,1076243,2569850,434831,1102848,248245597,1362036,247600987,1304232,9531557,23587471,779335724,742909,390846930,64100,213853765,7358,71181,64013,1244910645,211531025,198086000,13005000,225771913,5
7019797,159438430,86011134,2298339,1352059,2452893,842329,1671538,119894764,1303404,114823122,1166082,9714931,22029376,625141182,930270,145121308,159941,69728002,5779,48835,41892,527329663,168341926,162939000,5028000,182736230,5
9285136,161109113,73663990,2940923,1815467,3472170,1031026,1705090,145062389,792022,144548357,789967,7064419,17011001,653260194,884861,203933130,67127,97238278,8148,97729,31701,604945854,177284486,158899000,17988000,191756635,5
8029745,162352771,85050138,2459341,1436475,2860561,576761,1181788,130826573,735663,122487724,984275,8762888,21088218,624297986,918659,151871588,54612,71750964,6581,154158,33049,536589966,168914408,155533000,12961000,183267222,5
10920770,151537491,78029574,2781386,2432432,4686737,2311953,3284799,123184980,786721,127069753,871231,12598361,24435895,733207035,1398439,183452469,455488,90877432,8145,77274,34243,570330256,198236488,184702000,12979000,212553556,5
8726935,148422898,77858632,2654423,1468796,2753214,752096,1882598,138928950,770629,138039986,908838,8559746,19676816,640424355,911690,165283854,62703,75211142,7364,139580,32738,519995591,172153099,154722000,16969000,186305291,5
5459315,239645497,125635068,2015978,73446,1720964,398073,540388,133005197,5924044,127078110,5914655,1241728,13765871,448632861,32416,220468030,54705,120869984,4947,13591,39666,785187631,148307333,130864000,15862000,197634230,6
9976101,189286894,91833741,1497042,65258,4634289,12940,63308,150266840,2559966,147723207,2734513,1048900,19871283,393010427,16487,191591095,9804,86236225,1696,4717,4753,560456409,105966979,102324000,2980000,120366348,6
23651840,252588106,100898912,4414623,2928917,12018929,394349,614776,220018198,10262846,213733938,10280503,16200625,54858025,1616222590,2603483,252415199,61840,97543058,6190,21960,62005,841665725,436477983,426076000,10001000,450869764,6
7907176,671733340,360768106,2556858,88261,5550857,109238,249547,388425639,5107554,386479400,4985133,1042922,26803204,855478970,35360,656383268,10055,360548545,1691,13278,31601,1945534148,231205970,225731000,5016000,245420578,6
9597729,154767463,66509682,1305194,88062,7296977,99401,154729,131477002,2047912,133016272,2640251,504527,25485667,352479542,13490,163997233,6161,63097457,1307,4264,9324,516339600,95236614,89915000,4995000,109705654,6
49932198,338323030,132783753,6083180,5523256,30978006,729132,1483715,289880828,8746449,289562545,8603006,30838480,146419336,2171291367,2451159,362795445,77705,137104092,10877,26072,80771,1153594501,586777631,569442000,17013000,601220457,6
25916566,734908329,365463032,7138316,3804020,13539988,1483806,1540078,491755460,10784893,498177326,10856058,20069632,65267443,2215961460,2864096,778090407,62653,385086315,10092,28779,79967,2247409223,598171332,577644000,20022000,612704990,6
26747415,283798148,120911454,6107293,3711913,12091316,636606,1044633,215455903,10084278,213750364,10066260,23592528,63250986,1931968856,4225762,274082625,63513,108562067,12242,25659,68891,936943953,525105800,497660000,27035000,539811898,6
6427925,643701474,332097583,2120722,55310,3284849,15833,89642,405711749,4346218,405654201,4339855,217831,16395844,808130974,23499,651248677,2257,335471801,1107,6957,24798,1894524646,218299507,215957000,1999000,232701301,6
14235992,665395021,352166669,3580094,803341,6143268,381877,576814,441894030,3859515,442957097,4050195,5232352,32977004,1017364875,237031,704153462,58267,362767619,5667,14177,49775,2040224088,274806912,267389000,7010000,289299229,6
