3,50;Joules;power/energy-pkg/;113232395;100,00;;
3,50;Joules;power/energy-pkg/;113233982;100,00;;
0,34;Joules;power/energy-ram/;113235157;100,00;;
97108000;ns;user_time;97108000;100,00;;
16184000;ns;system_time;16184000;100,00;;
