file,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,iTLB-loads,iTLB-load-misses,duration_time,user_time,system_time,perf_time
1017040.exe,212301377,409512842,504883,98590,82244503,806805,417,81006733,1003379,130295605,338067,56953610,354290,121158,<not supported>,67960,<not supported>,153173127,24071,70882029,3756,81,6516,68286240,65691000,1990000,116140219
1140402.exe,209516604,380088189,496331,103469,79032055,1024601,860,79817709,774107,135933049,325823,67281854,324826,91947,<not supported>,44415,<not supported>,162347703,19243,68870808,4831,0,13298,63512702,60273000,3013000,84417504
1187270.exe,98867691,208680341,375193,86525,41244606,133013,609,41336130,273181,68466838,264729,32170333,216151,89463,<not supported>,39867,<not supported>,70505799,21522,33293238,4479,83,9518,31587585,29222000,2015000,52059065
1228057.exe,210272936,384075601,496995,101531,79683288,1039082,865,79595138,812116,135753454,334250,66209963,339818,106576,<not supported>,44938,<not supported>,164262754,18473,70576843,4235,0,12651,64472932,62093000,2003000,85004941
1367032.exe,206135738,358212341,640993,197908,73462104,718058,2328,75830653,521081,139516655,374248,69408632,304214,90117,<not supported>,45053,<not supported>,161967278,34343,68740585,9750,2,41905,63101918,59842000,2992000,83791794
1370800.exe,91877392,167039225,483542,131229,32053550,706722,621,34425387,670684,60862133,254013,30087869,107442,82038,<not supported>,16498,<not supported>,72741108,11619,30225758,4205,85,9515,32627591,31224000,1007000,54066605
1671790.exe,20660627,21732671,392634,100223,9825960,191298,406,10738759,256649,14952477,229580,3640128,67837,34211,<not supported>,6374,<not supported>,17642244,6535,3761074,1247,227,12297,12026625,9746000,1949000,33626795
1845510.exe,232682207,442441551,683690,181331,88175467,555399,1649,86621757,743035,153848121,712679,64164160,491113,196795,<not supported>,139450,<not supported>,161470581,54211,73207773,11883,199,21685,71862664,65586000,5962000,92725582
1992685.exe,235398117,452447524,572696,115614,92615789,783627,863,92787388,742970,158559396,315306,74643091,374366,115899,<not supported>,57621,<not supported>,170784479,29514,76435391,5076,62,12394,70712930,69236000,1003000,92679611
2169893.exe,207008059,385903210,510034,109365,81805305,898947,621,82014459,681593,137768702,301829,66859859,338161,96199,<not supported>,44554,<not supported>,161809968,18506,69892628,7230,0,8206,63919313,60545000,2977000,85266620
2312876.exe,82028490,149466226,310466,54515,28846895,626817,179,29083313,682295,43119427,181615,16236112,140169,73516,<not supported>,13441,<not supported>,57302057,11691,22005318,1177,0,2407,29037681,27653000,1024000,51017298
2395064.exe,264841424,281175152,1656713,746551,59723683,1160355,8109,59166791,1065674,84729029,1958764,47263505,551769,508635,<not supported>,736001,<not supported>,72473407,333004,40236967,55793,50,48134,79822041,62628000,16899000,100517511
2436754.exe,99935962,202497722,486874,131798,43338196,132204,860,43259041,357462,69130436,332903,31103523,247490,87817,<not supported>,38542,<not supported>,61965361,20626,27591350,3967,87,7781,34428601,32144000,2009000,56140724
2448903.exe,215768628,395711926,630691,152418,77297390,830515,1386,74587447,868572,132134704,487446,62529497,371622,141891,<not supported>,82213,<not supported>,156011589,39634,70529913,11892,47,12514,66478380,66031000,0,88644448
2462469.exe,39139122,58743067,403042,111083,12190588,227356,410,13061828,289036,21119799,276329,10767511,84363,24280,<not supported>,5788,<not supported>,27919081,4624,11752164,932,63,3651,15397698,11951000,2987000,37097858
2578170.exe,121266024,242412388,430715,95304,48927536,357934,1376,47651146,201796,76919019,563749,37564854,362965,94314,<not supported>,220008,<not supported>,70063537,18651,29164393,2413,0,5895,39075664,34650000,3960000,60950474
275342.exe,204705088,379294213,472048,99309,73914368,665316,377,75146063,513676,140185440,313167,68185084,261042,95271,<not supported>,26971,<not supported>,162198901,15148,70956341,2437,348,4874,63303416,59992000,2950000,84162270
2802363.exe,217272919,422537360,491315,91099,85126277,306492,381,84076742,423170,151232790,318079,70722920,252886,94839,<not supported>,28837,<not supported>,158808717,17712,73003048,2941,74,6755,72924049,68445000,3967000,96193258
2823661.exe,88278611,128007889,536703,237316,24336222,677261,4293,26132642,601125,41330164,938248,21719479,216130,123626,<not supported>,93087,<not supported>,65202287,42026,27305452,5681,0,41344,29223044,21603000,7201000,50549441
293813.exe,354414194,567173597,2435138,827733,119431411,1176690,7569,120221883,1100233,174363089,2763971,106055600,1669687,433523,<not supported>,680053,<not supported>,189230189,275942,107473727,46709,377,68558,104435335,85241000,18832000,125084816
3040402.exe,78184992,135219414,430061,178086,24467916,560539,2087,23656225,538845,35242323,599284,18637906,198652,115622,<not supported>,183017,<not supported>,59574285,67386,25168965,16241,0,11614,25694599,21247000,4047000,47575930
3095970.exe,99251618,195271346,532875,243194,32941921,515834,3122,29106233,714813,39590936,620822,17827021,182758,510769,<not supported>,135011,<not supported>,54998897,41796,23247633,9364,102,12940,33143535,22873000,9944000,54599571
391684.exe,219045308,410662860,565239,184947,76690505,851666,1372,74516471,884280,134700629,614418,65542894,367727,141656,<not supported>,57635,<not supported>,162870642,22554,73372929,4952,0,6140,67108559,62838000,3989000,88982596
4011765.exe,50643997,82023340,332407,85283,14063436,292791,453,13585966,327646,22409207,316598,11894388,103628,26867,<not supported>,6991,<not supported>,30173073,2498,14303001,530,75,3001,18254373,16903000,994000,39405202
4055920.exe,105574760,165411273,701133,224983,32598155,730082,1353,38200999,684803,65410826,346171,32299925,121823,118217,<not supported>,17020,<not supported>,83063801,34565,31568752,17843,98,27312,31018104,27746000,2972000,52114406
4076325.exe,78771843,148056957,335355,84120,23095243,815770,431,24401984,759180,48379669,262354,24930552,133964,94879,<not supported>,16186,<not supported>,73749060,13477,28077183,2121,0,3072,27550645,26198000,1007000,48790374
4162451.exe,54174477,59752635,313595,69627,12144946,653850,874,11926756,704398,11876671,313406,3667699,160369,75928,<not supported>,43994,<not supported>,14586448,19809,4479424,3419,76,13617,17577043,16202000,1012000,38464667
4234660.exe,204466618,387888217,462790,86101,76729857,727775,382,76587627,570230,137224919,330061,65990122,231893,84335,<not supported>,24801,<not supported>,161643608,12398,70281154,2124,0,4329,61976273,59680000,2023000,82816893
4353494.exe,217721385,388043629,673164,222764,77755502,890329,1359,79654533,926589,142056129,409743,70103276,332050,134906,<not supported>,47424,<not supported>,165625599,21226,74606289,17020,242,14576,66978849,63531000,3025000,88416353
4401483.exe,205351968,358703219,536987,93780,75428879,673312,625,77409324,414177,147693870,338201,71123576,338254,89948,<not supported>,64897,<not supported>,162440330,23961,67588804,4798,963,6019,60386739,58029000,2001000,81954237
4445110.exe,209305729,379647911,497224,87301,78557630,1120809,623,79024392,869219,134674908,349750,67566211,346413,95254,<not supported>,68191,<not supported>,162479876,25403,72193500,5257,216,7180,63893602,61554000,2018000,84949731
4547513.exe,106119225,214042075,473982,106849,45042279,175915,656,45301972,326443,75058306,304243,31449162,236071,73034,<not supported>,40640,<not supported>,71507342,16768,26673926,4057,105,8758,35517904,33152000,2009000,56306940
4661444.exe,120856552,239707019,468837,195852,43395117,238908,1598,42243680,376986,71626700,568566,39522103,266563,105511,<not supported>,45002,<not supported>,80679214,24522,41147984,4700,96,9604,34850660,29563000,4927000,55218209
481317.exe,201192336,354412251,594149,127197,73236555,932335,621,74996436,563678,136655432,310984,67869712,279957,84297,<not supported>,42386,<not supported>,157610526,17652,67337563,3404,40,5214,61427081,60035000,1000000,83356593
4842228.exe,243460116,503020549,990304,431429,98009439,578772,2331,99164933,579309,145426850,810633,98373836,234834,151301,<not supported>,29780,<not supported>,174629311,19944,99533221,4158,329,15644,75062601,67536000,7056000,97673495
4895496.exe,210977012,385219249,509783,97866,81430389,765450,375,80369046,725377,133353070,306495,65066491,347899,103240,<not supported>,43665,<not supported>,157563687,17782,70295133,3892,0,5305,64194001,60713000,2985000,85187024
5061073.exe,131731708,286525614,392015,68788,52357233,628526,176,52038333,582546,88520360,249854,45086805,157119,70410,<not supported>,15497,<not supported>,95848863,8703,44368117,1524,186,3764,40978063,39699000,992000,62251639
5147312.exe,54996721,75923084,287205,60913,12186718,303792,450,12733994,294911,17426159,337122,5205726,167818,48717,<not supported>,6869,<not supported>,21413662,3351,4672685,524,77,2913,17758291,15500000,1937000,39769858
5262953.exe,208370493,390573083,462330,88697,75796802,1081181,416,76821971,831595,134506322,303564,66455227,313758,88841,<not supported>,44008,<not supported>,162205987,17824,71213984,4297,5,6015,63208314,60832000,1994000,84405242
5340199.exe,107766239,204066302,348379,118594,30886394,637940,2350,25551923,729409,37799030,847782,24487387,293125,150613,<not supported>,174213,<not supported>,69811797,18073,30036134,3428,149,3869,30655612,26231000,4035000,51653625
5380357.exe,104744611,231930806,443314,193804,35117371,490456,4066,28503325,631211,36833426,1764041,17599371,367787,216587,<not supported>,382544,<not supported>,53378068,83822,28221870,9675,163,5829,32744290,26229000,6052000,54807783
5390420.exe,87015307,149506331,395214,125969,27324282,666238,2345,27255711,660574,41668356,575409,19449124,219842,107497,<not supported>,81877,<not supported>,63246981,40710,27842191,3979,0,17713,28910536,25587000,2952000,50574088
5485043.exe,96467669,156243612,491211,145466,29616479,430351,2125,28342561,515326,49563217,648514,21084337,233501,126258,<not supported>,79967,<not supported>,55745585,31617,21970627,13036,376,12473,32440574,28052000,4007000,53356384
