file,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,iTLB-loads,iTLB-load-misses,duration_time,user_time,system_time,perf_time
1146371.exe,178544806,386021583,807640,353063,77306519,138965,3247,73371362,134159,73000347,1776355,47286837,551730,1401329,<not supported>,155555,<not supported>,88298064,69668,51843626,10335,87,17262,53530271,46091000,6864000,101702071
1168165.exe,184654675,379803771,933355,312774,72216750,164784,3261,70706100,152575,102025842,1372352,62621084,637954,502312,<not supported>,240497,<not supported>,119935077,65271,58454612,9695,115,16895,57062239,48533000,8088000,78517989
1212213.exe,169127340,359418262,735706,297331,61665352,134431,3849,55341584,129637,75679444,2123848,44098420,407202,1262774,<not supported>,270293,<not supported>,105445677,74951,54052072,14198,73,15112,50663061,42512000,7729000,70145839
1240657.exe,168835205,317013205,850637,351246,56072308,128117,3455,60354563,123759,88716023,1475226,46086971,393978,695244,<not supported>,91400,<not supported>,108157604,65857,46858957,15660,0,25093,49005533,42451000,6064000,70885706
1405615.exe,174768512,356282401,818986,274416,69724653,144895,3845,65696632,141767,82212820,1533963,44591973,759482,922650,<not supported>,365867,<not supported>,93312332,84211,49019757,10904,119,19986,55357155,39969000,14988000,77254889
1673379.exe,167720827,354995982,756041,293593,61969127,135832,3285,56785766,131251,78787602,2069339,43831163,553773,1246305,<not supported>,168760,<not supported>,101283011,61042,50755601,10932,128,20807,52303447,43992000,7998000,72756378
1767663.exe,226705059,459314530,1126923,398429,87267917,151898,6588,87040636,158489,114299716,2331664,61768924,658514,875677,<not supported>,490383,<not supported>,115004281,157228,66777986,42925,649,33384,67894685,51646000,15891000,89449645
1982510.exe,189051824,379227126,1169680,325641,74257179,151416,3330,71141138,152763,99426794,1380833,58524517,762814,217893,<not supported>,212073,<not supported>,112702853,69056,57428017,10165,54,15981,59014176,51645000,6952000,79860481
2054877.exe,183858894,378018096,969667,374589,65925716,160185,4826,62421219,141554,85589636,1817679,48034175,860842,705811,<not supported>,359043,<not supported>,99338187,110937,51037381,19441,368,206724,57462598,44041000,13012000,78204124
2139162.exe,395321688,808502524,902564,238586,167546343,491204,2081,170229516,504907,269110540,598692,150206339,686700,197375,<not supported>,193438,<not supported>,273340617,71761,149875153,18124,49,12727,119750254,113338000,6017000,142146402
2447183.exe,443152664,933848565,1038522,324205,191981569,485243,3255,189728631,489422,293164221,1948998,163626448,834060,1325887,<not supported>,231705,<not supported>,307244963,98472,169890388,21718,265,22034,130457333,120192000,10016000,151633336
2581390.exe,448000153,888940115,1347886,455873,182797098,503253,4567,183282359,493257,281258537,1836005,162922484,867542,846739,<not supported>,208707,<not supported>,302292438,95915,162422400,17323,200,24395,134516572,123117000,11010000,155105555
2749622.exe,155018685,335861375,556035,202448,67041553,117977,1987,67669826,113795,90675058,826518,49247810,371901,214260,<not supported>,88405,<not supported>,107133899,40303,50285337,7068,0,11519,48698025,44262000,4023000,70294831
2768057.exe,349095499,706561702,1786869,507614,155261543,411873,7498,150002735,365444,194472120,2399838,121649087,1106628,466266,<not supported>,794061,<not supported>,190227004,221220,118763220,53426,127945,141982,105220244,84882000,19972000,125957704
2791177.exe,130571308,271817026,684894,229209,48362112,136023,1892,51410922,138893,71708494,577183,39106732,335183,135731,<not supported>,80484,<not supported>,91207120,30339,41073931,7112,19,7763,40725131,32268000,8067000,63040980
2855608.exe,432224736,868857956,1323507,431161,169347524,498499,4757,166028321,485303,260380776,2660503,148817932,1023895,1102973,<not supported>,234379,<not supported>,296453172,73992,161810341,18660,221,21081,129481158,123061000,6002000,150030649
3161939.exe,424157937,829326976,1487260,397918,170183480,472206,3260,172954717,490534,275173129,1344023,155295143,838661,214563,<not supported>,165777,<not supported>,293667615,77683,155369446,19384,30,20078,123474398,112130000,11012000,144639991
3205324.exe,184795880,382418204,1002478,388043,72021392,168666,3892,72411389,156988,100833248,1258313,61167572,440450,224544,<not supported>,181194,<not supported>,116131382,70792,59350931,18187,88,21006,57451017,52133000,5012000,78609988
3497446.exe,178623279,351226124,900654,275787,69855981,150797,4572,65773538,145640,86954543,1500593,48415097,477147,987803,<not supported>,248555,<not supported>,95345013,96446,48604566,28609,321,27356,54916924,43648000,10912000,75944112
3513410.exe,153585431,317729875,690731,236728,67134779,129261,1892,67929426,124153,94230026,937264,52125717,375089,227610,<not supported>,89583,<not supported>,106496357,64204,49735062,15320,0,14316,48999036,44493000,4044000,70684285
3527479.exe,151032785,313645148,608423,225312,57116108,126531,1893,59429613,126474,88954042,798772,45196963,402106,139936,<not supported>,85546,<not supported>,105916964,30446,46524602,12445,5,16128,43878430,39531000,3953000,65339957
3602496.exe,138209817,290061464,550481,237141,51037004,130844,1987,53780751,129415,79248425,771659,41226602,350393,146150,<not supported>,85994,<not supported>,95500587,32812,43486770,13319,0,13436,43303857,38012000,4873000,65063579
3608768.exe,167975869,339692035,713475,269810,65100784,163781,3261,59624395,160598,79198808,1742947,43215569,428638,1365371,<not supported>,116128,<not supported>,95886723,64460,48458459,11608,107,19069,53270014,44690000,8125000,75074618
3774449.exe,140410825,295254500,507635,173923,51330572,132101,1895,51184727,131598,76694010,805946,39729528,347196,135384,<not supported>,87608,<not supported>,94995393,30745,43691391,8279,2,10140,43441758,37040000,6006000,65245147
3942267.exe,161941135,328377940,731249,302873,55733741,122569,3357,54453288,119821,77500752,2036034,45370763,448627,1189912,<not supported>,137619,<not supported>,105235090,63743,52007999,13975,259,16001,49552449,44052000,5005000,72402015
4050045.exe,433609528,852587112,1315960,408822,167391542,497238,4131,167512289,473674,260620021,2302418,149634632,989300,758860,<not supported>,203120,<not supported>,294705429,72911,161614454,18268,461,22529,129298446,119881000,8991000,150941711
4107700.exe,447064888,936243405,1039271,255143,191311450,749973,2862,191483005,746138,307287206,828610,177433716,756015,290623,<not supported>,280658,<not supported>,307137133,108181,170904625,28186,766,53313,134782080,126296000,8018000,155424204
4139687.exe,183341314,371896317,907340,309243,71487344,157445,3258,70544562,145437,96058344,1218727,58168745,432507,519949,<not supported>,155635,<not supported>,113197218,68149,55930859,11055,82,18093,56935978,46422000,10091000,78796093
4184287.exe,161865622,339181598,811954,380882,58464477,137942,3307,55174106,131773,78337941,2018842,44627364,402996,1253438,<not supported>,126605,<not supported>,103395085,62407,50470557,13048,64,16128,51571017,46213000,5023000,72454553
4274861.exe,420871192,829052425,1315860,436350,170351116,460511,3744,171038186,486277,270788840,1661075,154163435,852474,290423,<not supported>,170514,<not supported>,298492607,60427,160218200,23486,87,27519,125652314,116289000,8945000,147062115
4440376.exe,324001680,453242369,1403770,624161,95732610,339899,5797,94262486,336178,128022574,5273803,68545111,688041,760963,<not supported>,312859,<not supported>,141266683,578179,68186039,104072,20631,31546,98777219,85376000,13057000,119235981
4489299.exe,277633718,590450124,1369050,489852,120660432,176200,5992,113728230,179432,121953672,1984690,83250434,969230,305465,<not supported>,353264,<not supported>,142649260,97379,88708300,24333,246,26308,84643845,69238000,15051000,105588078
4590606.exe,421711879,838882047,1015895,307406,166788889,474406,2373,171144702,487910,272057109,1135017,154872187,851185,382976,<not supported>,168049,<not supported>,296857928,64026,159724220,14074,47,18208,126912786,121516000,4980000,147403854
4732234.exe,236282133,494281446,888600,291041,91785927,188331,4959,92984225,180851,128466120,1640191,77102244,619311,872057,<not supported>,382089,<not supported>,134518216,102302,80990079,33280,383,24043,71663819,65376000,5943000,91738922
4735880.exe,168009215,343243291,788122,357996,64131519,147337,4237,60095418,142818,81167250,1701778,45657129,458191,1076782,<not supported>,189408,<not supported>,98195484,68981,49580218,15901,103,23470,53813978,44484000,8896000,75093648
4819284.exe,154162267,319220437,601162,224762,66674611,123558,2096,65145690,136298,91106922,948113,46468865,400326,209589,<not supported>,113128,<not supported>,102920437,37468,49183079,10221,0,11068,45439234,39986000,4998000,67231289
4990809.exe,432547004,880801103,1304400,426308,172186113,499553,4761,165721912,490962,260898184,2620148,150976670,935349,1143992,<not supported>,221008,<not supported>,295900305,86821,160421309,19745,74,21199,130535001,120151000,10012000,151296143
5356399.exe,178115822,361350910,924040,382322,62528295,144272,4764,60770641,138495,83373789,2148657,47426732,520043,1103949,<not supported>,244784,<not supported>,102881110,96277,52654536,24163,103,26063,52766723,39318000,13106000,74974682
5445613.exe,405352212,866758234,999177,273551,180716329,503034,2863,177990236,508078,274355003,809018,157469109,845831,230453,<not supported>,331041,<not supported>,285554624,94804,164833105,14624,231,14452,119737153,110457000,8956000,141005157
5452144.exe,394470172,807727184,914904,237704,169250515,505068,1887,168522644,509753,272125683,638270,148954581,708589,196888,<not supported>,162151,<not supported>,269536685,58913,145106523,11823,200,14135,118356544,114027000,3966000,140079507
568100.exe,149214294,332326461,577270,210315,61311092,117291,1890,62048280,125722,72595665,818020,45894577,438324,210219,<not supported>,87003,<not supported>,73737646,38026,44992820,8430,8,15626,46257391,43890000,2041000,67312476
5816801.exe,286793191,447136865,3372718,1412339,88690210,186509,17324,79971483,195518,100397933,2921087,74614764,724551,1101865,<not supported>,1203323,<not supported>,122457012,360030,71315876,77501,104,46658,86021570,51864000,33911000,107146633
6080807.exe,152471022,309389925,776633,356322,56475932,122270,2868,60416761,119055,86119191,1217044,45505325,391820,361783,<not supported>,90004,<not supported>,101444477,42557,47766759,13889,0,28099,48560863,43203000,5023000,71713728
6142579.exe,140866924,294247960,623136,218639,50833852,137550,1940,53698660,140811,80889832,857626,40956693,412100,143210,<not supported>,87889,<not supported>,95878947,37928,43450765,12152,0,19344,43127520,37655000,5088000,65182145
6181551.exe,158924519,327382164,747860,333178,56960555,133372,2868,60964600,129423,91696622,1154365,48971152,360951,364310,<not supported>,90023,<not supported>,105468385,42738,49358670,17682,145,29929,48454307,43094000,5011000,69709581
6217685.exe,421944147,831347651,1413250,386671,168739979,461625,3256,167462255,478729,263990683,1936717,151220015,850354,429887,<not supported>,170357,<not supported>,294317713,62251,160492521,16648,150,17470,126627476,119161000,7009000,148234000
6321648.exe,421375491,825281781,1431798,430122,167904614,462799,3255,168830947,487469,265962659,1866432,151852181,852395,430693,<not supported>,166740,<not supported>,294598312,60894,160241391,18105,39,23916,126636368,118219000,8014000,148531444
6357231.exe,404915395,807117847,942905,251353,166521313,496445,1887,168399548,508342,266990477,692940,148967954,665393,190418,<not supported>,172730,<not supported>,275036373,64071,150773838,15230,84,15915,119722145,111452000,7890000,140664383
6454766.exe,389404074,812221223,912802,245489,166728361,497601,1887,163930017,493884,265176865,664176,147491845,674957,194799,<not supported>,172390,<not supported>,276711991,43226,151310013,9624,139,15038,117771570,113425000,4015000,138644145
6652967.exe,416841423,845045265,1303102,397279,177965489,491391,3450,177360348,500279,281639680,1320615,153763883,774405,297370,<not supported>,367532,<not supported>,284216670,116132,154332024,29230,43,31377,124788825,116452000,8031000,145393969
6655332.exe,445302683,909055771,1278786,377543,186473888,506273,4571,183734772,495907,281262912,1893883,161720154,920707,815149,<not supported>,246853,<not supported>,303849397,90466,161889428,20773,158,23427,134536943,126309000,7956000,156308808
6801082.exe,525963459,1090712798,1653720,498408,227066000,566485,6186,224582766,571598,338913383,2208172,193970031,1541095,949992,<not supported>,790072,<not supported>,341165764,227302,191607865,36524,101,31095,158580357,145220000,12930000,179785094
6848378.exe,344468059,431248358,2328059,924469,91802072,862085,5721,91156828,990461,116279620,5805083,60239741,926975,757665,<not supported>,525913,<not supported>,116288362,1298999,58424489,135318,38,34289,103461257,93143000,10015000,125389458
6880278.exe,201870879,399626364,1145843,334384,79828342,158596,4570,77260492,159301,104248769,1345151,63885260,531846,209931,<not supported>,263868,<not supported>,119753358,101267,69354240,28840,65,21482,61609191,53245000,8037000,82798269
6916909.exe,229990875,430876052,1407782,490235,83670067,329336,5544,84175232,338036,111296352,2517784,62192369,670289,1197954,<not supported>,347838,<not supported>,122782601,112462,68156034,46772,149666,30623,70321268,61951000,7993000,92109580
