file,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,iTLB-loads,iTLB-load-misses,duration_time,user_time,system_time,perf_time
1016334.exe,426847745,426093990,5169217,843438,99261051,939082,3385,104759972,934670,163158605,6384404,82509463,861189,3769912,<not supported>,415411,<not supported>,159796094,975801,64608614,59091,2469,50633,127224559,112629000,13954000,176840270
1135440.exe,457364047,567650017,4801300,661126,115235144,2662516,2480,110257439,2732268,145855412,7171180,61977275,832494,4305678,<not supported>,250395,<not supported>,151056622,1466819,70311958,30323,309,32133,136887500,131580000,4984000,158313724
1147117.exe,466824360,576383184,3698574,667663,128540738,2649268,2870,124477872,2760576,159451480,5331717,66408594,840516,3196054,<not supported>,269218,<not supported>,149513346,1262044,71074774,45826,42,30310,140969579,135591000,4984000,162847772
1199099.exe,392488328,422123347,4770871,668575,92561799,877028,2479,93192944,897375,134776177,6457240,55835471,668815,3865372,<not supported>,264317,<not supported>,130315549,1020564,54174546,45776,86,33460,118242467,111861000,5992000,140271810
1379278.exe,874178765,672742590,4199807,674625,146100056,3244067,2476,146807725,3338864,200105113,5437851,107819605,1214527,3175729,<not supported>,297463,<not supported>,198868052,3830212,107877171,250393,16389,579205,259896133,200460000,59135000,281620017
1400532.exe,716434359,1047403126,5669003,893624,218142677,1205835,2733,221880619,1189976,356219977,6603650,190134122,1189325,3778163,<not supported>,277952,<not supported>,377748629,914717,188992549,52915,827,40255,209652218,205218000,3984000,231523394
1604299.exe,1066685121,1165722980,5851566,857050,241879941,2088867,2471,242003230,2084109,382474258,6801330,210983712,1447334,4000206,<not supported>,331542,<not supported>,387792144,3624789,212978547,258187,4745,465891,312707985,263490000,48905000,331905582
1779544.exe,1091182597,1240942490,5960396,833527,257705448,2057782,2475,259304483,2071726,410649439,6719757,227737723,1524023,4092541,<not supported>,317876,<not supported>,408166365,3813092,222571377,249825,197570,461519,321308489,273912000,46984000,343034085
1963979.exe,707412454,1045117045,5657641,899554,218021775,1190295,2668,221722516,1186854,355169282,6663960,189226302,1174618,3759470,<not supported>,273994,<not supported>,377176880,912217,189193776,51655,6178,57081,209955436,203644000,5989000,231138230
2024525.exe,428115669,446623158,5124064,834368,94926785,944461,2479,99490919,927654,151193552,6246668,73719899,779165,3588040,<not supported>,248406,<not supported>,167877362,881589,70523448,48595,10,60804,128209704,120763000,6986000,148372223
