@relation problema
@attribute 'cpu-cycles' real
@attribute 'instructions' real
@attribute 'cache-references' real
@attribute 'cache-misses' real
@attribute 'branch-instructions' real
@attribute 'branch-misses' real
@attribute 'page-faults' real
@attribute 'branch-loads' real
@attribute 'branch-load-misses' real
@attribute 'L1-dcache-loads' real
@attribute 'L1-dcache-load-misses' real
@attribute 'L1-dcache-stores' real
@attribute 'L1-icache-load-misses' real
@attribute 'LLC-loads' real
@attribute 'LLC-load-misses' real
@attribute 'LLC-stores' real
@attribute 'LLC-store-misses' real
@attribute 'dTLB-loads' real
@attribute 'dTLB-load-misses' real
@attribute 'dTLB-stores' real
@attribute 'dTLB-store-misses' real
@attribute 'iTLB-loads' real
@attribute 'iTLB-load-misses' real
@attribute 'duration_time' real
@attribute 'user_time' real
@attribute 'system_time' real
@attribute 'perf_time' real
@attribute 'class' {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}
@data
510807085,763060718,878176,132047,152879679,1013772,127,152856432,1012126,244303221,386027,141157837,584813,203156,?,98354,?,252182628,1504125,142391099,106978,93,340527,150056581,124600000,24920000,197139722,0
509652948,758350591,753279,106469,153305004,728314,130,153510202,732474,247747777,345456,140890115,574925,189031,?,54083,?,253587109,1338316,141322330,106145,16,248277,148841713,120548000,27895000,169844350,0
502779272,770539527,843593,140934,156347934,710092,714,153628240,720813,244998583,481964,139791454,669407,199210,?,99976,?,255216120,1431430,143708342,110694,13,105435,146733076,117519000,28881000,168150955,0
507676085,759207180,850415,115845,154248806,713320,133,153759121,713543,247191941,361683,140766009,553166,183531,?,55044,?,253065807,1047327,141326082,106777,120,307041,153194785,126891000,25977000,174309719,0
508806126,766093848,836829,108244,154709913,717868,128,154359086,717542,247929927,364565,140344813,554285,193412,?,57039,?,251658349,1153227,140638821,106295,70,289889,152033343,123522000,28118000,173348116,0
509497021,755074543,864445,113740,153853947,915985,128,153864254,914687,246346434,326721,141070122,534265,178683,?,53577,?,249091719,1045270,140281893,106037,59,466073,153955338,131620000,21936000,175316753,0
502516391,758138558,802879,110041,153888862,911717,129,154180581,914372,246400954,339416,141032030,547345,189059,?,54361,?,249240185,1243390,140385605,105939,80,346577,151476940,127111000,24021000,173112603,0
110030720,229878368,387505,67670,40582436,227273,135,42236044,224282,62782315,241064,31739995,140501,91671,?,13383,?,73281823,13309,32922004,2008,50,5629,34993560,33647000,989000,56746250,0
278485773,322537083,569855,81268,61831472,475782,133,61109499,475737,91275861,303377,50271319,343730,144219,?,31867,?,94997968,1031133,51515865,106312,2314,5579,85234304,58908000,25959000,106507687,0
507747191,764529532,863717,114287,155437552,973846,129,155219947,974888,246798568,355352,140718744,566720,193160,?,56580,?,249041968,838906,140484898,106081,111,423589,153163454,129589000,23105000,174448167,0
511280161,755780971,871529,119616,153882169,926803,128,153992671,927578,246214733,352220,141002875,527497,177396,?,54233,?,249423677,1040121,140347738,106037,61,502279,153182307,125606000,27130000,174530698,0
501616208,763890079,849723,117973,153849824,920145,130,153697003,920042,245924432,351284,140107212,553958,190772,?,55248,?,249440636,1026995,140442362,106088,251,242847,149952284,130500000,19073000,170968756,0
18947512,20675779,401401,65389,5835291,179249,592,6522466,183878,8023725,188461,4785433,184661,145651,?,41890,?,8340990,27967,4832610,4936,310,20508,11152205,9674000,1074000,32495475,0
96581350,210324639,447768,91435,44751337,231421,329,43819942,210330,61974456,249702,33102865,109998,78189,?,15501,?,67597881,17220,32455262,2062,73,5463,33444516,32172000,1005000,54218230,0
110990164,229220430,400991,72741,41204161,230068,135,42098415,217442,62416368,236948,31590056,131927,90780,?,12715,?,72669861,15582,32725358,2009,261,5859,34692048,33369000,1011000,56561102,0
112665569,229340201,419460,76256,42020841,262473,134,42909313,256402,64086617,253845,31838441,141926,92449,?,14558,?,71660361,10439,32803967,1959,49,4839,36468519,34106000,2006000,56939557,0
506891406,763256122,849802,113298,154373149,737617,129,153814969,737411,247087884,351886,140812450,587416,201602,?,58292,?,252669110,1033670,141436315,106845,80,228002,151786273,136469000,14941000,173640538,0
124336706,269854584,386387,69340,52603124,210112,132,53886348,200595,53678094,213248,36702270,143629,91966,?,13729,?,59897857,19190,37155785,2561,205,8733,35929339,34590000,988000,57476934,0
514637203,757007944,910826,120888,153688097,929008,127,153226964,923108,244830173,325852,140588412,575231,194909,?,57726,?,251705104,1211435,141273565,106974,404,455043,155383420,122038000,33010000,175900537,0
290053964,323897765,574261,87210,62098395,426945,133,61770001,424099,91522226,307106,50385738,338538,140533,?,33175,?,93064980,1130340,51301447,106191,1361,153115,87588010,65222000,22075000,108775464,0
521998676,762482291,918550,122966,153132943,931619,129,153242040,917521,244682065,358337,140097973,589771,195947,?,57130,?,251017709,1253843,141681708,107004,232,435692,156044175,121515000,34144000,177440933,0
518049057,757258149,898789,124339,153701588,922839,129,153238619,924737,245090336,343551,140815591,546954,180479,?,55036,?,251203969,1245357,141217925,106631,141,470817,155137186,127903000,26979000,175993645,0
496525478,760668884,789824,105009,153978159,711275,129,153568270,723619,246953951,363527,140654976,561289,193362,?,53618,?,254454643,1341648,142129622,106666,18,10796,145427960,126025000,19003000,167093036,0
519747886,763095469,901645,117800,154212140,1071194,130,153782311,1068344,245024901,337308,140499299,550727,180549,?,54757,?,251093825,1107231,141602253,106847,307,576091,155376161,132164000,23028000,177296502,0
509835668,764038887,810304,113912,153972847,911013,128,153631890,911591,245435977,348676,140453364,545246,190435,?,56298,?,248763090,1428598,140668075,106371,256,349230,151259943,123009000,28002000,172388745,0
108287006,224634766,433385,70883,41470529,276941,140,43270752,275394,64020101,236762,32051899,145411,95570,?,13538,?,73300392,12980,32456995,2039,90,5930,35818647,33527000,1972000,56343080,0
506910935,761803188,816116,115490,154659430,729409,128,154475773,726427,248522798,324294,141000276,561180,192234,?,54149,?,252051194,1064164,140594524,106188,80,318470,151594464,127243000,24046000,171877652,0
318245631,338053099,887841,203831,63762701,579432,1890,63053617,567933,93212547,576615,56028592,388035,136933,?,123291,?,100074837,1696452,53774888,119241,715,307806,96112795,54868000,40902000,117588173,0
512431559,755112279,859195,115689,152783519,913840,129,152738721,911944,245056877,358259,141106483,533009,179889,?,56013,?,251189041,1310705,141361627,106776,250,418832,152875091,127652000,24932000,173795357,0
507223165,760319866,826960,119491,154057060,718928,128,154166879,719714,247916258,352538,140587523,544049,180376,?,55292,?,253131132,1409617,141182527,106510,110,208227,152339347,122957000,28989000,173512373,0
508629655,756660804,890244,119574,154406097,786094,128,154441289,787422,248365838,370999,141422284,553533,180674,?,56156,?,253168916,1348838,140782590,106285,160,244930,152660119,115458000,36827000,174272782,0
105827010,218088863,437707,68554,42270040,235004,135,43310287,229091,64628522,238872,32226713,133347,89746,?,13156,?,71572825,15223,31817022,1978,56,5736,34186739,33784000,0,55083178,0
509984693,762091946,858546,117499,153555742,1016745,128,153084597,1018011,244168594,351977,140503348,520742,183160,?,57116,?,250846570,1523654,141893276,107138,257,365633,152634031,124212000,28047000,174978133,0
517535877,755683090,939295,130843,153364661,934127,129,153580705,930805,245904106,370696,141415515,752928,179695,?,55605,?,250850039,1246290,140680476,106239,64,514315,155194066,130827000,23968000,176348472,0
107769521,232474096,398415,63340,43744837,239486,135,43052843,238806,62162123,254739,31716568,158465,93069,?,15430,?,71484598,11945,32704075,1663,5,3489,39940488,38620000,990000,62729155,0
524124904,760380352,884622,126117,153356579,876099,127,154111520,873141,248490786,354752,141563163,547363,175783,?,53066,?,255133164,1540862,142209158,106708,111,417864,155923494,122357000,33096000,177004891,0
