file,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,iTLB-loads,iTLB-load-misses,duration_time,user_time,system_time,perf_time
1141757.exe,205930447,394824684,658947,173634,82949495,1916046,536,81590301,2186451,104386076,888046,50655732,248228,213678,<not supported>,101522,<not supported>,126516855,54626,54399577,3177,129,10468,62297993,58685000,2984000,111260022
1194834.exe,543621113,533054974,4231315,1162932,128434127,3241319,3274,130263296,3292588,125895438,5818039,69533489,1284460,3073833,<not supported>,338338,<not supported>,124222757,1601544,66537961,67689,7834,31626,163744068,154403000,8965000,185857397
1334614.exe,209396890,382977117,545244,132573,80588669,2111596,537,78324411,2314769,103946925,776255,50174910,203345,193567,<not supported>,28348,<not supported>,128170663,60974,53946354,3624,41,5670,61205389,57845000,2992000,81669029
1369810.exe,228997874,406471588,694650,126102,95697406,1396881,1944,96160024,1565221,130954862,1499200,46814502,428434,361592,<not supported>,187363,<not supported>,118857919,75132,51526136,19967,14,15670,67639798,61274000,6026000,89609241
1376527.exe,206554555,409317525,609309,111275,87889532,1376994,1041,85216606,1680103,118264370,917681,46948874,377875,206396,<not supported>,111484,<not supported>,119158542,46072,52084320,13109,10,14124,63384921,57859000,5075000,84614775
1394267.exe,95890120,90263420,400751,102778,16985513,2592410,527,19678051,2113474,21380365,726966,22021512,146534,227482,<not supported>,17243,<not supported>,31695826,103434,20860291,2370,148,9536,33177172,26848000,5966000,55241820
1702636.exe,220939826,381135858,680485,124697,90691112,1425403,1943,92136346,1367335,127770834,1312708,49256134,428891,361303,<not supported>,184035,<not supported>,110730720,97817,48695807,23080,0,31521,68509901,58319000,9884000,89610206
1828655.exe,620246397,1260493823,1056306,198546,267532463,2510366,533,265846027,2738640,413135457,978900,226503219,592201,277438,<not supported>,68799,<not supported>,437839915,58053,231681398,7172,164,17847,182136263,178708000,2995000,203043455
1993016.exe,252471923,472104950,845306,142687,100335092,1685359,1711,96030034,1687629,125274009,1627207,52415946,692589,508312,<not supported>,450106,<not supported>,125558082,106967,47124352,8092,565,7908,76126581,67761000,7971000,97858235
200463.exe,642477123,1334446295,1106634,196681,281431227,2307086,530,279338134,2402990,432897743,1116829,217415263,664056,307827,<not supported>,75358,<not supported>,442811484,85764,232176705,7276,33,14085,190639994,188317000,2003000,212308778
215691.exe,261455517,462228900,653531,113949,113210071,1884546,533,115655333,1693537,110020712,549384,66717408,422377,219986,<not supported>,62327,<not supported>,115666167,89077,57844891,6515,170,19083,80103600,72799000,6980000,101832535
2182933.exe,210893568,393707385,592943,102802,86045727,1867054,1040,84333343,2077269,107660444,987312,49953212,363917,209230,<not supported>,106774,<not supported>,122837428,44333,54811849,8204,200,13711,63142229,58851000,4058000,84528914
2283561.exe,227094865,429101842,622358,156192,89886940,1607377,2212,87462458,1708324,114975904,1269004,46521566,441710,566791,<not supported>,120242,<not supported>,123721256,47727,55237333,13082,2,9457,66850555,63412000,3019000,88648146
2317321.exe,204555428,374866628,608333,147992,80480044,2205559,535,78964431,2461222,105063245,771603,51029294,212865,197914,<not supported>,28944,<not supported>,129196888,77163,52843944,3765,17,18161,60434755,57100000,3005000,82343227
2473888.exe,650003177,1286570198,1222983,217803,283512060,2117020,921,283255802,2170146,447865080,1179526,232321804,870815,344719,<not supported>,127528,<not supported>,443769807,163992,221377192,13005,224,20539,194906027,191602000,3009000,216752595
2557813.exe,227500481,448405108,629891,108549,95605776,1550890,1053,95013843,1656535,133861801,883270,51727847,402878,213419,<not supported>,106181,<not supported>,127206256,108535,52120855,11248,277,14255,71080394,63732000,6970000,92931808
2870679.exe,219366683,412046570,538913,124305,92125399,1418572,932,89402445,1626101,107975276,1320853,44305989,291075,279093,<not supported>,33539,<not supported>,120678336,16123,52656753,3492,2,5548,66065694,61710000,3981000,88124580
2876767.exe,216247372,411405453,612564,102806,91543538,1443167,1040,88532629,1626050,119708897,912525,45725373,395654,222943,<not supported>,114354,<not supported>,115080078,38594,51625461,11752,231,11321,64946210,60748000,3983000,86225274
2956436.exe,207932338,408439056,561961,160019,86064004,1507341,927,84167715,1767579,111547117,1462384,44656540,254614,277660,<not supported>,29776,<not supported>,120012143,15893,51922832,3948,8,8221,64669859,61273000,3013000,85565135
2961485.exe,894311764,1344485632,6341586,1048099,293546633,1851199,2483,297375693,1960293,472216286,7848320,245745069,1428498,4584426,<not supported>,295609,<not supported>,469754433,1391348,237146848,52537,36081,60804,261602636,255224000,6005000,282945761
315901.exe,200441172,379694959,615426,151181,80100154,1813782,535,78500883,1996204,102060355,824433,46755058,207016,183423,<not supported>,26760,<not supported>,119774495,37973,50803076,3361,2,10243,61273792,58714000,1990000,82979127
3310511.exe,210134851,410588313,591276,96078,88227858,1504681,1041,85177035,1602441,119066769,934646,47256843,409691,238809,<not supported>,115191,<not supported>,118651551,43392,49367829,11901,13,10220,64599292,59168000,4930000,85717842
3448452.exe,215018311,406395919,571753,147670,87328539,1583186,926,84454753,1697609,112272133,1377619,43625409,260957,273598,<not supported>,32554,<not supported>,120481691,19199,51123382,3499,170,7631,65874429,63497000,2015000,86972171
3533053.exe,661047188,1214356463,1495829,241790,267963706,2752093,1951,269122769,2599115,430011835,1064081,233585124,948298,330417,<not supported>,155606,<not supported>,438241925,236998,223738876,34730,2366,35438,195000035,188549000,6017000,216279438
3576195.exe,213931862,389626834,590358,102581,89396529,1167846,1039,88190237,1364405,123407740,917026,46797676,383826,269646,<not supported>,111593,<not supported>,111633494,43924,46840812,13183,13,13167,65680891,61293000,4019000,87480866
3581799.exe,645343843,1328079602,1151336,204683,282813842,2193065,920,281937866,2306010,432627255,1570442,220815685,852034,420282,<not supported>,448005,<not supported>,429910783,171666,223866403,10803,494,19630,192985131,187687000,4991000,216132159
3642321.exe,212724015,402395209,574245,101228,86303304,1888553,1039,84428060,2099156,107830259,1010609,49658832,393563,217256,<not supported>,114541,<not supported>,123810798,52631,54924379,8094,7658,8846,62626699,57296000,5026000,84889213
3707962.exe,208377463,407879476,550117,132097,85783239,1381771,926,82248149,1642498,110689295,1526519,45362054,380486,320400,<not supported>,30227,<not supported>,120392522,15854,52114756,4088,5,9703,64606947,59266000,4938000,85379858
3753320.exe,232571117,442999505,610648,151989,86768869,1903292,927,85734774,2027671,124668468,1517053,50440335,290600,235975,<not supported>,34329,<not supported>,149500160,18828,60124436,3404,8,6680,66530941,64082000,2002000,87409041
385823.exe,354890458,580509632,1044316,299908,121957510,4764312,1708,122512289,5059691,154794385,1708693,68293066,397488,304355,<not supported>,47624,<not supported>,167814819,81205,76307323,34539,206,53571,106095471,101722000,3989000,127208182
4010334.exe,237629168,450592027,760147,137562,97194166,1681690,1943,95123117,1878992,137531879,1284646,52361323,428977,338134,<not supported>,176005,<not supported>,131938326,199499,52869677,27694,311,15607,72490782,68231000,4013000,93947236
