@relation problema
@attribute 'cpu-cycles' real
@attribute 'instructions' real
@attribute 'cache-references' real
@attribute 'cache-misses' real
@attribute 'branch-instructions' real
@attribute 'branch-misses' real
@attribute 'page-faults' real
@attribute 'branch-loads' real
@attribute 'branch-load-misses' real
@attribute 'L1-dcache-loads' real
@attribute 'L1-dcache-load-misses' real
@attribute 'L1-dcache-stores' real
@attribute 'L1-icache-load-misses' real
@attribute 'LLC-loads' real
@attribute 'LLC-load-misses' real
@attribute 'LLC-stores' real
@attribute 'LLC-store-misses' real
@attribute 'dTLB-loads' real
@attribute 'dTLB-load-misses' real
@attribute 'dTLB-stores' real
@attribute 'dTLB-store-misses' real
@attribute 'iTLB-loads' real
@attribute 'iTLB-load-misses' real
@attribute 'duration_time' real
@attribute 'user_time' real
@attribute 'system_time' real
@attribute 'perf_time' real
@attribute 'class' {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}
@data
517465236,765874873,950678,146616,153504404,1035789,130,153406127,1035695,245160884,425401,140380280,635870,203470,?,97223,?,251807813,1272022,142589808,107381,76,477826,156831327,127190000,29043000,203251174,0
507483823,761900504,813477,111100,154320888,716775,127,153911695,720086,247512551,348490,140574435,538484,186522,?,54746,?,252206522,1417896,141020160,106554,88,251937,152294862,129140000,22847000,173998837,0
501292106,769277391,892506,148587,155546405,718777,713,153143957,723208,246459358,494919,140483849,683097,200995,?,98399,?,257088864,1433722,143228339,108326,174,82524,145681052,119310000,26067000,166529756,0
507601511,762284096,831289,109619,154569378,713165,130,154246554,712334,248150134,313038,140850313,553191,195728,?,56092,?,252015768,1336861,140761039,106287,60,258006,151447034,120074000,31019000,172671576,0
491174771,765246412,797112,106095,154461487,714363,127,154010072,717369,245815729,348585,139466254,573373,205993,?,55035,?,252445927,1147552,142181054,107093,7,10401,147834399,120386000,27087000,168662092,0
513202622,761683089,812732,104406,153845131,907693,129,153593193,908611,245900024,339029,139941719,555467,192095,?,54663,?,248996201,1239986,140326676,105944,253,460342,149787813,121261000,28060000,171385316,0
503610898,757789402,830613,108128,153779365,911352,128,153709644,913464,245692966,363635,140659490,615295,210904,?,59260,?,249722610,1174394,141034252,106707,63,426182,149222506,127813000,20969000,167547001,0
107316607,227034615,436315,76970,41325851,234610,134,42781232,229583,63630203,250794,32043082,135841,92633,?,13845,?,72883901,12798,32617477,2041,59,5396,35332051,32025000,3002000,56498754,0
302291115,320211851,555930,89042,61413171,472928,133,61482177,469286,92336332,308457,50959871,355628,145973,?,35235,?,94161519,1337809,51105895,106180,506,303506,88273546,53972000,33982000,109021633,0
520508607,765751375,871243,117721,154072021,965132,129,154627070,970137,246473249,365001,140764612,565509,191174,?,53899,?,251461009,1015390,140859361,106333,47,497012,155283675,126965000,27992000,175180523,0
