file,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,iTLB-loads,iTLB-load-misses,duration_time,user_time,system_time,perf_time
1519241.exe,381314592,478388793,565002,81616,110131744,1379583,132,110237489,1363166,13123956,232835,3909464,344017,97255,<not supported>,40102,<not supported>,11450039,17036,3638708,3491,105,5793,110883724,110367000,0,159076709
1520788.exe,525715735,156033802,827210,110433,47754057,7767884,133,48615477,7848847,14408369,289573,1809344,474269,121242,<not supported>,53974,<not supported>,12168962,18282,1512920,4601,61,8601,157453868,157000000,0,178169313
1606221.exe,683378962,345747288,2266901,301697,75363698,7817799,1670,79989293,8023703,41227540,1640307,13830157,2422980,661220,<not supported>,249884,<not supported>,30669747,157029,11705133,17645,16089,61993,177507758,175312000,2003000,198640842
1648142.exe,52781379,50539453,287216,33070,11825557,267284,88,12634921,276143,3539466,129764,195533,61592,15034,<not supported>,5958,<not supported>,2559759,2009,315613,928,33,3314,16260714,15080000,942000,36957582
1691152.exe,979041269,163916913,1423229,238817,28450787,498926,3203,30511202,491793,15208406,1356296,18032731,999571,300080,<not supported>,435871,<not supported>,12889396,104913,7863274,13155,27,13299,288398149,283033000,5000000,310209469
1710633.exe,150181396,126799280,310609,49821,30166000,4607785,130,30178469,4570229,8457438,173193,1189854,169035,48990,<not supported>,18043,<not supported>,6724306,5369,451096,1300,0,2040,46194557,44869000,997000,66361172
1831963.exe,506191072,159534322,782252,98540,47879406,6551807,132,47566116,6519373,14229707,248240,1450200,460890,132189,<not supported>,54431,<not supported>,12338502,20816,1715520,4618,68,6960,151289935,150018000,1000000,174170997
1939404.exe,1107909079,2109852927,6419838,2804491,427894968,2451375,35933,424588306,2460573,518273893,8469234,359925208,2810844,5794480,<not supported>,2499202,<not supported>,520007421,972411,362539936,243781,17,294297,325316264,273001000,52000000,346242177
2050326.exe,91957649,50167381,282992,42018,12943094,290788,133,12977742,290751,4703918,149649,524591,119286,38865,<not supported>,12735,<not supported>,3006016,3226,264733,749,0,1142,26216986,24068000,1925000,46539183
2084584.exe,527636217,193741344,785653,103045,47012938,6636127,127,47775543,6708538,14247982,280059,1925986,480067,124344,<not supported>,53644,<not supported>,12063971,18987,1508608,4521,213,8880,158072839,156774000,998000,179313501
2167115.exe,139759120,87992953,339620,50050,18399160,302971,131,18147921,304802,8255648,211572,2666597,177776,57044,<not supported>,23978,<not supported>,7204328,5534,2278339,1278,0,1992,43583787,40253000,2945000,64450699
2173464.exe,247015871,171245619,469442,65332,57669133,4834698,132,57854560,4861155,12930739,191950,902313,226287,62449,<not supported>,28010,<not supported>,12252573,12738,1003463,2472,55,5196,72519867,71320000,1004000,93529014
2266185.exe,127370193,64498322,358641,54138,15949064,325494,131,15963316,317907,5152039,165389,649097,119822,31398,<not supported>,13473,<not supported>,2716502,5547,407058,1321,208,4251,37103172,34781000,1987000,57865410
2278847.exe,132930949,39079952,469910,194691,8378928,120511,4043,9776266,125034,15120767,991560,14437380,230189,44633,<not supported>,379375,<not supported>,7020150,53957,4820090,7041,0,1901,42300602,33057000,9015000,63721436
2436721.exe,568468594,227495664,866961,107446,66808337,8281454,132,66868885,8329448,14467965,265196,1931162,543945,157450,<not supported>,62160,<not supported>,12442274,25678,1977554,5420,0,7171,170347736,168996000,999000,191791730
2512213.exe,88405838,84334334,314631,87476,16566516,138604,2176,16282829,121661,10941394,555143,8547512,596092,74426,<not supported>,194016,<not supported>,8406239,41165,2433096,3285,198,2491,28154737,20867000,6955000,48694406
2589378.exe,4235922,3612034,94967,15747,1027151,37762,137,1026363,37712,1488141,76146,915226,<not counted>,<not counted>,<not supported>,<not counted>,<not supported>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,2159892,946000,946000,23600523
2707323.exe,127660288,65067604,364510,50680,15214219,307387,131,14901840,304306,5402488,172188,404252,128512,33421,<not supported>,14256,<not supported>,2681954,4717,397479,1135,0,1813,40560686,39254000,1006000,60908224
2765293.exe,83402580,46654447,264031,39627,12506689,278969,137,12569343,282815,4649776,151641,563569,115432,37423,<not supported>,11172,<not supported>,2687847,3186,268145,729,0,1106,25524663,24223000,1009000,47054295
2821116.exe,1662320441,2134565649,7816294,3758764,448601965,7737794,42079,458164780,7979957,546757762,9765185,368920816,3493714,3059482,<not supported>,2638235,<not supported>,559561195,958272,358633502,244762,36730,595654,485662596,417307000,68050000,507862386
