file,pkg,cores,ram,gpu,psys,duration_time,user_time,system_time,perf_time
1175601.exe ,  0.05,  0.04,  0.00,  0.00,  0.12,    3903887,    3628000,          0,   16422220
1322787.exe ,  1.28,  1.23,  0.09,  0.00,  3.67,  123219907,    6373000,          0,  135390128
1323960.exe ,  0.11,  0.12,  0.01,  0.00,  0.30,   10367635,    6207000,    4138000,   22564020
1326566.exe ,  0.22,  0.20,  0.01,  0.00,  0.59,   19750876,   14781000,    4927000,   31982692
1471884.exe ,  2.20,  2.14,  0.10,  0.00,  5.37,  187421515,  186416000,    1002000,  199571264
1551067.exe ,  0.04,  0.04,  0.00,  0.00,  0.12,    3449092,    1725000,    1725000,   15672390
1554849.exe ,  1.93,  1.86,  0.12,  0.00,  5.46,  210313166,  202302000,    7972000,  222844546
1560344.exe ,  0.43,  0.41,  0.03,  0.00,  1.09,   34523965,   27549000,    6887000,   46829842
1577659.exe ,  0.19,  0.19,  0.01,  0.00,  0.50,   16425541,   10232000,    6139000,   28714593
165572.exe  ,  2.58,  2.48,  0.15,  0.00,  7.33,  271354088,  260321000,   11013000,  283514503
1810441.exe ,  1.94,  1.88,  0.08,  0.00,  4.75,  165001865,  163996000,     999000,  177593938
1822655.exe ,  0.05,  0.05,  0.00,  0.00,  0.12,    4163169,    4167000,          0,   16390445
1824751.exe ,  0.02,  0.01,  0.00,  0.00,  0.06,    1472597,    1472000,          0,   13712325
190239.exe  ,  0.05,  0.05,  0.00,  0.00,  0.12,    4589534,    3691000,     922000,   16668020
1946318.exe ,  2.50,  2.42,  0.12,  0.00,  6.31,  225044620,  224037000,    1000000,  238658362
203751.exe  ,  0.30,  0.28,  0.02,  0.00,  0.77,   25409697,   18276000,    7107000,   39372172
2073892.exe ,  1.55,  1.50,  0.07,  0.00,  4.06,  140821598,  139699000,     997000,  153027371
2154951.exe ,  0.35,  0.33,  0.03,  0.00,  0.96,   31489416,   11800000,   19666000,   43591954
2428707.exe ,  0.04,  0.04,  0.00,  0.00,  0.09,    3167024,    2105000,    1052000,   15290377
2692878.exe ,  2.10,  2.03,  0.10,  0.00,  5.53,  198635493,  196550000,    1995000,  210946585
2703478.exe ,  0.34,  0.33,  0.03,  0.00,  0.91,   31301422,   21154000,   10073000,   43519415
2710549.exe ,  0.07,  0.06,  0.00,  0.00,  0.18,    5322241,    5317000,          0,   17506506
2959157.exe ,  0.05,  0.05,  0.00,  0.00,  0.12,    4248401,    3406000,     851000,   16374616
2998907.exe ,  0.05,  0.05,  0.00,  0.00,  0.12,    4616565,    4502000,          0,   16676294
301378.exe  ,  0.36,  0.35,  0.02,  0.00,  0.95,   32066322,   26006000,    6001000,   44262213
3244021.exe ,  1.26,  1.22,  0.06,  0.00,  3.30,  110281328,  109203000,    1001000,  122463993
3335438.exe ,  0.14,  0.14,  0.01,  0.00,  0.39,   13153043,   13020000,          0,   25292990
3344418.exe ,  0.05,  0.05,  0.00,  0.00,  0.12,    4269991,    4167000,          0,   16487172
3350297.exe ,  0.39,  0.38,  0.02,  0.00,  1.02,   33790938,   31677000,    1979000,   45993821
3355639.exe ,  1.55,  1.50,  0.07,  0.00,  3.91,  137910082,  136898000,     999000,  150252650
3408564.exe ,  2.02,  1.93,  0.13,  0.00,  5.80,  221848195,  209728000,   11984000,  234082670
3498250.exe ,  0.20,  0.19,  0.02,  0.00,  0.67,   25615863,   14773000,   10833000,   39153244
3756817.exe ,  0.17,  0.17,  0.01,  0.00,  0.47,   15826271,    8434000,    7379000,   28041998
3961545.exe ,  0.08,  0.07,  0.01,  0.00,  0.27,   10608622,    5785000,    4821000,   24500876
3963977.exe ,  1.99,  1.93,  0.09,  0.00,  5.08,  181614785,  180552000,     997000,  195782255
397272.exe  ,  0.18,  0.17,  0.01,  0.00,  0.52,   16198719,    7032000,    9041000,   30490782
4058774.exe ,  0.06,  0.05,  0.00,  0.00,  0.15,    4659205,    4659000,          0,   16756966
4083750.exe ,  1.54,  1.49,  0.07,  0.00,  3.95,  140333238,  138337000,    1990000,  152453835
4130721.exe ,  0.05,  0.05,  0.00,  0.00,  0.15,    5199816,    5129000,          0,   17435680
4147326.exe ,  1.43,  1.38,  0.07,  0.00,  3.83,  127941542,  126932000,    1007000,  140075923
4154752.exe ,  2.99,  2.89,  0.14,  0.00,  7.56,  268804384,  266788000,    1998000,  280942132
4299616.exe ,  1.38,  1.34,  0.06,  0.00,  3.43,  119370512,  118363000,    1003000,  131445522
4566022.exe ,  0.05,  0.06,  0.00,  0.00,  0.14,    5905925,    4935000,     987000,   18485929
4922560.exe ,  0.12,  0.11,  0.01,  0.00,  0.32,   10375665,   10376000,          0,   22467674
5087288.exe ,  1.54,  1.49,  0.07,  0.00,  3.94,  138065114,  137059000,    1000000,  150198544
5098190.exe ,  0.17,  0.16,  0.01,  0.00,  0.64,   27278061,   25157000,    2012000,   43867045
5098881.exe ,  0.59,  0.56,  0.04,  0.00,  1.55,   50538498,   35654000,   14856000,   62802940
5102697.exe ,  1.55,  1.50,  0.07,  0.00,  3.97,  141979884,  140883000,     999000,  156322177
513774.exe  ,  0.04,  0.03,  0.00,  0.00,  0.12,    3339198,    1670000,    1670000,   15421371
522186.exe  ,  0.16,  0.16,  0.01,  0.00,  0.45,   15159808,   11029000,    4010000,   27424082
5254715.exe ,  1.80,  1.74,  0.08,  0.00,  4.70,  161295169,  160265000,    1001000,  173495082
5611547.exe ,  0.11,  0.12,  0.01,  0.00,  0.30,   10530968,    4775000,    5731000,   22797544
563158.exe  ,  1.97,  1.90,  0.09,  0.00,  5.08,  180530203,  179533000,     997000,  192919649
5794610.exe ,  0.03,  0.04,  0.00,  0.00,  0.09,    3194032,    2411000,     803000,   15316005
5806046.exe ,  0.02,  0.02,  0.00,  0.00,  0.06,    1606640,     805000,     805000,   14796262
5861297.exe ,  0.06,  0.05,  0.00,  0.00,  0.15,    4750801,    3807000,     951000,   16956389
5956650.exe ,  0.21,  0.20,  0.01,  0.00,  0.56,   18826540,   10819000,    7868000,   31062454
6087993.exe ,  0.04,  0.04,  0.00,  0.00,  0.13,    4755948,    2848000,    1899000,   19889290
6113933.exe ,  1.93,  1.87,  0.08,  0.00,  4.69,  162041706,  162033000,          0,  174127324
6285403.exe ,  1.51,  1.46,  0.07,  0.00,  3.95,  138568531,  137573000,     996000,  151803735
6390040.exe ,  0.22,  0.22,  0.01,  0.00,  0.59,   18581193,   13631000,    4868000,   30872859
6646143.exe ,  2.56,  2.48,  0.11,  0.00,  6.41,  225185373,  225160000,          0,  237377966
7204799.exe ,  0.18,  0.18,  0.01,  0.00,  0.53,   19637818,   14734000,    4911000,   32002736
721024.exe  ,  0.09,  0.09,  0.01,  0.00,  0.24,    8525037,    8519000,          0,   20733966
737655.exe  ,  1.54,  1.49,  0.07,  0.00,  3.94,  139494486,  138489000,     996000,  151760958
7457632.exe ,  1.54,  1.49,  0.07,  0.00,  3.98,  139114317,  138105000,    1000000,  151271118
7488467.exe ,  0.18,  0.17,  0.01,  0.00,  0.49,   16125827,    7044000,    9057000,   28470748
7518267.exe ,  0.16,  0.15,  0.01,  0.00,  0.41,   12651896,    7716000,    4822000,   25899872
7528378.exe ,  1.06,  1.02,  0.07,  0.00,  2.96,   91814619,    1239000,    4958000,  103999447
7573254.exe ,  0.91,  0.87,  0.07,  0.00,  2.31,   74334603,   59242000,   15061000,   86611917
821615.exe  ,  0.32,  0.30,  0.02,  0.00,  0.87,   28615260,   13802000,   14788000,   40874828
8248862.exe ,  0.04,  0.04,  0.00,  0.00,  0.09,    3624287,    2422000,    1211000,   15709022
834019.exe  ,  0.05,  0.05,  0.00,  0.00,  0.12,    3738700,    2805000,     935000,   15844738
837979.exe  ,  0.04,  0.04,  0.00,  0.00,  0.12,    4044061,    3034000,    1011000,   16229761
