file,pkg,cores,ram,gpu,psys,duration_time,user_time,system_time,perf_time
1097695.exe ,  2.19,  2.12,  0.10,  0.00,  5.40,  184613853,  153238000,   31048000,  197274825
1316078.exe ,  1.38,  1.35,  0.05,  0.00,  3.38,  107150986,  105110000,    2002000,  119290556
1375143.exe ,  2.87,  2.79,  0.12,  0.00,  7.03,  242430404,  193326000,   49082000,  254514777
1403565.exe ,  1.44,  1.40,  0.06,  0.00,  3.36,  109608180,  108578000,    1005000,  121717106
1511347.exe ,  2.24,  2.17,  0.09,  0.00,  5.66,  183385913,  148484000,   34878000,  196679483
1663963.exe ,  1.32,  1.28,  0.06,  0.00,  3.22,  107504119,  103430000,    3978000,  120931818
1765531.exe ,  1.40,  1.35,  0.06,  0.00,  3.45,  108534484,  104536000,    3982000,  120588742
1863351.exe ,  1.33,  1.30,  0.05,  0.00,  3.13,  102417720,  101397000,    1003000,  114602513
1908480.exe ,  1.96,  1.90,  0.08,  0.00,  4.54,  146201908,  143087000,    2980000,  158373331
2377312.exe ,  2.05,  1.99,  0.08,  0.00,  5.05,  162902109,  161879000,     999000,  175208400
2470367.exe ,  0.92,  0.90,  0.04,  0.00,  2.47,   78707858,   74691000,    3983000,   90959549
248468.exe  ,  1.78,  1.73,  0.08,  0.00,  4.75,  156363671,  134281000,   22046000,  168443704
248562.exe  ,  2.46,  2.39,  0.10,  0.00,  6.07,  201971524,  171912000,   29984000,  214196707
250468.exe  ,  1.27,  1.24,  0.05,  0.00,  3.15,  105881042,  105887000,          0,  120496859
2552614.exe ,  1.29,  1.25,  0.05,  0.00,  3.08,  100163749,   98140000,    2002000,  112410345
2681777.exe ,  1.32,  1.28,  0.05,  0.00,  3.14,  101987195,   97871000,    3994000,  114211075
2757092.exe ,  2.44,  2.36,  0.11,  0.00,  6.13,  203619933,  170666000,   32935000,  215831770
2796766.exe ,  1.35,  1.31,  0.05,  0.00,  3.32,  102801641,  101726000,     997000,  115093167
2982528.exe ,  1.96,  1.90,  0.09,  0.00,  5.13,  174353463,  145190000,   29038000,  186586920
3162850.exe ,  1.48,  1.43,  0.07,  0.00,  3.68,  126833524,  123719000,    2993000,  139119351
3564636.exe ,  1.44,  1.41,  0.06,  0.00,  3.38,  109352944,  108253000,    1002000,  121599037
3574537.exe ,  2.18,  2.12,  0.10,  0.00,  5.52,  185452081,  145340000,   40094000,  197615939
