file,pkg,cores,ram,gpu,psys,duration_time,user_time,system_time,perf_time
1103772.exe ,  2.07,  1.98,  0.16,  0.00,  5.95,  208741958,   74275000,    8913000,  221368375
1155269.exe ,  2.67,  2.58,  0.17,  0.00,  6.86,  223469742,  128887000,    9991000,  235818506
1172017.exe ,  2.01,  1.94,  0.15,  0.00,  5.29,  179224392,   81187000,   13847000,  191373771
1265468.exe ,  2.68,  2.58,  0.17,  0.00,  6.87,  222533880,  133022000,    5000000,  235012398
1346726.exe ,  2.71,  2.62,  0.17,  0.00,  7.00,  231273874,  138634000,    8036000,  243418818
1482288.exe ,  1.90,  1.84,  0.14,  0.00,  5.28,  170991971,   76301000,   10039000,  183217031
1558669.exe ,  1.53,  1.46,  0.16,  0.00,  4.50,  152581663,  140437000,   11952000,  165992745
1881529.exe ,  2.61,  2.53,  0.17,  0.00,  6.92,  225823101,  130872000,    9990000,  239947746
1892033.exe ,  1.90,  1.84,  0.14,  0.00,  5.35,  175036203,   79054000,   11410000,  188383227
1992578.exe ,  1.90,  1.83,  0.14,  0.00,  5.02,  169540045,   77723000,    6975000,  181774382
1997898.exe ,  1.85,  1.79,  0.14,  0.00,  5.00,  167283605,   70103000,   12017000,  180563320
2040953.exe ,  2.63,  2.54,  0.17,  0.00,  7.04,  232071544,  136050000,   11085000,  244784357
2079377.exe ,  1.52,  1.46,  0.15,  0.00,  4.25,  149027884,  140998000,    7999000,  161242727
2396518.exe ,  2.19,  2.12,  0.16,  0.00,  5.78,  195107038,   95599000,   15094000,  207371276
2417063.exe ,  1.82,  1.77,  0.14,  0.00,  4.98,  169624069,   75904000,    9108000,  182349515
2475670.exe ,  1.91,  1.84,  0.14,  0.00,  5.04,  167466319,   73763000,    8971000,  179706656
2553709.exe ,  1.98,  1.91,  0.16,  0.00,  5.36,  181000269,   83994000,   11999000,  194349426
2677632.exe ,  1.88,  1.82,  0.14,  0.00,  5.12,  167020027,   73329000,    8404000,  179131573
2683511.exe ,  2.46,  2.37,  0.19,  0.00,  6.87,  228779200,  219674000,    8986000,  241006356
2684432.exe ,  2.22,  2.14,  0.17,  0.00,  5.99,  203894495,  197871000,    5996000,  217806594
2736927.exe ,  1.88,  1.82,  0.14,  0.00,  5.08,  169268348,   71168000,   13030000,  181459170
2918721.exe ,  2.22,  2.15,  0.17,  0.00,  6.06,  204607297,  199436000,    5010000,  216900748
2969923.exe ,  1.77,  1.70,  0.14,  0.00,  5.19,  178102163,   80907000,   11986000,  194040290
3005234.exe ,  1.46,  1.39,  0.14,  0.00,  4.19,  146541307,  142250000,    4007000,  158810224
3046173.exe ,  1.88,  1.81,  0.14,  0.00,  5.03,  168317228,   71063000,   12010000,  180611563
3321447.exe ,  2.66,  2.57,  0.17,  0.00,  7.16,  230788550,  134869000,   10676000,  245318550
3467583.exe ,  2.05,  1.98,  0.17,  0.00,  5.63,  193329053,   99091000,    9008000,  208394200
3716781.exe ,  2.42,  2.33,  0.21,  0.00,  6.59,  222595856,  130043000,    7593000,  234797136
3730870.exe ,  1.94,  1.87,  0.14,  0.00,  5.23,  170275650,   77894000,    7081000,  182466218
3856382.exe ,  2.16,  2.08,  0.16,  0.00,  5.92,  201817371,  197791000,    4016000,  213963191
3872603.exe ,  2.31,  2.23,  0.18,  0.00,  6.33,  216470150,  211338000,    5008000,  228791960
4039956.exe ,  2.63,  2.55,  0.17,  0.00,  6.98,  228541381,  131763000,   12069000,  240663592
4042441.exe ,  2.11,  2.03,  0.16,  0.00,  5.81,  195082223,   98818000,   10979000,  207285001
4124395.exe ,  1.81,  1.75,  0.14,  0.00,  5.11,  171352641,   79083000,    7007000,  185252973
4136556.exe ,  2.03,  1.95,  0.16,  0.00,  5.57,  182631456,   79082000,   17964000,  194810054
