file,pkg,cores,ram,gpu,psys,duration_time,user_time,system_time,perf_time
1149166.exe ,  0.17,  0.16,  0.01,  0.00,  0.43,   13945199,   10501000,    3150000,   26408714
1659823.exe ,  0.01,  0.01,  0.00,  0.00,  0.03,    1585302,    1596000,          0,   14954438
1716934.exe ,  0.01,  0.01,  0.00,  0.00,  0.03,    1533121,    1534000,          0,   16131599
1793587.exe ,  0.02,  0.02,  0.00,  0.00,  0.06,    1398649,     703000,     703000,   15112732
1995279.exe ,  0.12,  0.12,  0.01,  0.00,  0.41,   16279886,   13159000,    3036000,   30150763
2012602.exe ,  0.36,  0.36,  0.02,  0.00,  0.92,   29742460,   27556000,    2041000,   42023354
2099466.exe ,  0.32,  0.31,  0.01,  0.00,  0.82,   25930946,   23072000,    2884000,   38205258
2230190.exe ,  0.53,  0.51,  0.03,  0.00,  1.42,   50308733,   44259000,    6035000,   62493250
232374.exe  ,  0.16,  0.15,  0.01,  0.00,  0.54,   19488937,   17542000,    1949000,   34364258
2353585.exe ,  0.14,  0.13,  0.01,  0.00,  0.35,   10822884,    8842000,    1964000,   23006074
2430690.exe ,  0.01,  0.01,  0.00,  0.00,  0.05,    1580068,    1590000,          0,   17020376
2545079.exe ,  0.18,  0.17,  0.01,  0.00,  0.47,   14679515,   11741000,    2935000,   28036899
2745668.exe ,  0.35,  0.34,  0.02,  0.00,  0.96,   33599491,   30618000,    2963000,   47595488
2764661.exe ,  0.36,  0.35,  0.02,  0.00,  0.89,   28874602,   27855000,     994000,   41079021
2939537.exe ,  0.16,  0.16,  0.01,  0.00,  0.41,   13386870,   12358000,    1029000,   25499675
3043260.exe ,  0.01,  0.01,  0.00,  0.00,  0.03,    1381307,    1386000,          0,   13483375
3147371.exe ,  0.14,  0.13,  0.01,  0.00,  0.37,   11180924,    9146000,    2032000,   23365829
3162106.exe ,  0.32,  0.31,  0.01,  0.00,  0.79,   26204059,   24148000,    2012000,   39384374
3323395.exe ,  0.37,  0.36,  0.02,  0.00,  0.93,   28814296,   25837000,    2981000,   41062366
3439954.exe ,  0.17,  0.18,  0.01,  0.00,  0.45,   15825459,   12860000,    2967000,   28075193
